LossAfter,Time-Sampling,LossBefore,train-MinReturn,ItrTime,n_timesteps,train-EnvExecTime,Time-Optimization,train-MaxReturn,Time,train-StdReturn,train-AverageDiscountedReturn,Itr,train-AverageReturn,train-NumTrajs,Time-SampleProc,train-PolicyExecTime
-0.37716085,25.902775764465332,-0.005144336,-31.503495782901982,27.186525344848633,230000,11.422023296356201,1.2414534091949463,28.99319574622793,629.2618312835693,13.882268122158017,8.886283897122656,22,-8.263312514138224,100,0.040857791900634766,13.798685312271118
-0.34014302,25.975186347961426,0.009797571,-27.597878082268252,27.123764991760254,240000,11.4298095703125,1.105078935623169,41.38607854766823,656.484904050827,11.706138933745738,7.590325756370808,23,-8.211678850635153,100,0.04140806198120117,13.86405324935913
-0.30919796,26.170061111450195,-0.018681671,-31.429442535731805,27.273078441619873,250000,11.511520385742188,1.0612866878509521,25.819424403538815,683.8462357521057,11.526452145047932,6.955514612300761,24,-8.235433492026583,100,0.040587663650512695,13.965392112731934
-0.24223047,26.244417905807495,8.336182e-05,-184.2462849501841,27.340076446533203,260000,11.510838747024536,1.0529944896697998,30.957884613011178,711.2481987476349,23.830418969806352,6.662902660987771,25,-10.887294779664687,100,0.0419769287109375,14.035613298416138
-0.14188443,26.327627897262573,0.011703518,-187.61517821458503,27.440712213516235,270000,11.544368743896484,1.072464942932129,44.15449368881111,738.7455811500549,25.7840214133264,5.136872956603324,26,-12.154669214642347,100,0.04000425338745117,14.0798921585083
-0.16741344,26.19851016998291,0.018756507,-33.58400983593131,27.32762050628662,280000,11.474600553512573,1.0776317119598389,28.194246999471716,766.1417782306671,14.253904318907969,9.357342147366392,27,-7.547280592971622,100,0.050655364990234375,14.023399114608765
-0.16957495,26.27709126472473,0.0093106,-32.706051351848956,27.39388108253479,290000,11.548907995223999,1.0806787014007568,26.025403349000886,793.6039733886719,13.226873313350689,8.087339206352828,28,-9.121471215100943,100,0.0352783203125,14.041339874267578
-0.16882356,26.167465925216675,-0.0014121276,-98.04917855508172,27.265805959701538,300000,11.526650667190552,1.0586681365966797,29.219205399504546,820.9390208721161,18.135179098635078,8.48376850436182,29,-7.885555704157559,100,0.03891301155090332,13.951162338256836
-0.1596434,26.231837034225464,0.031971414,-28.832938006409456,27.358694314956665,310000,11.52750825881958,1.088984727859497,21.181401624651546,848.3580033779144,12.91981197543986,9.317601232626188,30,-5.772713544502778,100,0.03722071647644043,14.00912594795227
-0.19664754,26.218701124191284,0.007791902,-33.76928762306295,27.320894479751587,320000,11.50388789176941,1.0584168434143066,22.73452214453963,875.7401146888733,13.269540675697762,7.109854944026756,31,-10.53713849044351,100,0.04289603233337402,14.023231506347656
-0.21565318,26.26801061630249,-0.008825157,-32.25559375117902,27.38146424293518,330000,11.54539942741394,1.0709812641143799,31.55887204423081,903.1853530406952,13.208417494392844,8.342170834731883,32,-7.753296816401204,100,0.041815757751464844,14.016116380691528
-0.24012226,26.19409728050232,0.015511563,-31.876299309099885,27.297915935516357,340000,11.512128829956055,1.063154935836792,37.07507626106652,930.5445601940155,14.909931165366428,10.249433752588393,33,-5.932967692333707,100,0.03987717628479004,13.991023302078247
-0.20201026,26.479780912399292,0.041191846,-183.78041559322148,27.601596117019653,350000,11.604234457015991,1.0783653259277344,37.673463719034466,958.2060616016388,22.383618405726306,7.2657203404771815,34,-9.519380761362036,100,0.042853593826293945,14.179730415344238
-0.26015294,26.27315330505371,-0.0025316773,-31.29046998187053,27.364248752593994,360000,11.544657230377197,1.0534534454345703,40.803127619209505,985.632217168808,14.528135338257865,8.640486175884483,35,-6.098751531979047,100,0.03696155548095703,14.033045530319214
-0.23143907,26.235424995422363,0.017338099,-32.27205099644724,27.323111295700073,370000,11.523775815963745,1.0425450801849365,19.524000122049074,1013.0181059837341,11.854651942522228,6.8132909780112705,36,-8.999419012029712,100,0.0445253849029541,14.024413824081421
-0.17413661,26.069120407104492,0.018503858,-189.62206641934486,27.197362661361694,380000,11.483074426651001,1.0846924781799316,26.404213527158785,1040.274225473404,28.927960230119954,4.75016551425652,37,-12.58142685139474,100,0.04297947883605957,13.894046783447266
-0.26844424,26.178884029388428,0.019886442,-32.26585692057695,27.277021884918213,390000,11.47532343864441,1.0569636821746826,25.67489536749333,1067.6180384159088,13.342123535501132,11.349063120964736,38,-4.485883095577475,100,0.040452003479003906,14.014731884002686
-0.37555674,26.054206132888794,-0.00910079,-31.774405639865613,27.1699116230011,400000,11.418040990829468,1.0756685733795166,38.885958150358064,1094.852011680603,14.587163208766373,12.893363269742027,39,-1.7538748358378546,100,0.039264678955078125,13.945497751235962
-0.4685551,26.20750093460083,-0.0077173156,-32.70680693588383,27.286880254745483,410000,11.520286798477173,1.0411601066589355,30.20154499647414,1122.1960866451263,14.329255514817202,12.423911216678299,40,-2.2400708513835617,100,0.037430763244628906,13.988942384719849
-0.5488311,26.164162397384644,0.0021688722,-34.60703030111287,27.247565269470215,420000,11.414782524108887,1.0417888164520264,38.541910088006276,1149.502296447754,16.183107554341987,10.87451831237206,41,-5.150443840780437,100,0.041008949279785156,14.060672521591187
-0.6534065,26.1848304271698,-0.008853619,-36.498616083766905,27.28006076812744,430000,11.425546169281006,1.0583174228668213,35.90951156722087,1176.8424851894379,16.099392647311642,12.338250916126007,42,-3.127220991934861,100,0.03612875938415527,14.064392805099487
-0.78884786,26.16428804397583,-0.006311133,-32.95058435417867,27.26326894760132,440000,11.480399131774902,1.0485148429870605,32.63667217459572,1204.170865535736,15.373763449903537,12.923669788559973,43,-3.179345956588867,100,0.0497434139251709,13.993472814559937
-0.8908331,26.196961879730225,-0.014835229,-31.602893444574182,27.33611249923706,450000,11.454265594482422,1.094252109527588,38.29456617100606,1231.5667595863342,15.117591494593794,12.795890056204808,44,-2.0133463039327624,100,0.04421591758728027,14.051715612411499
-1.1913576,26.112720727920532,0.0073572756,-32.17391081946609,27.222283363342285,460000,11.421141147613525,1.0656864643096924,33.74331736009681,1258.8556604385376,13.794576516517125,14.92356878630037,45,1.893165687607385,100,0.04316973686218262,13.999566316604614
-1.289577,26.2231605052948,0.00064283446,-31.86299296109159,27.325939416885376,470000,11.49838662147522,1.0606281757354736,35.7908968061535,1286.2408049106598,13.59346311915733,12.497043689764876,46,-1.7463266868561746,100,0.041417837142944336,14.027125597000122
-1.4455789,26.145848751068115,-0.0063870116,-31.718231135941988,27.24292230606079,480000,11.461791276931763,1.055957555770874,22.17574500717522,1313.5439777374268,14.529355203967526,13.182849157095308,47,0.8153871435887445,100,0.040415287017822266,13.9868643283844
-1.4397722,26.257047176361084,-0.012764149,-35.519043341344954,27.382181406021118,490000,11.53688383102417,1.0831630229949951,27.09412364984048,1340.9837529659271,15.08082285653266,12.644780563222353,48,-1.1478630642345207,100,0.04131507873535156,14.02037525177002
-1.554867,26.243688344955444,0.009560895,-35.84472324465235,27.344483375549316,500000,11.53393030166626,1.047213077545166,34.38121220664865,1368.3875081539154,13.615246199841936,13.25608650582575,49,0.49807204982805514,100,0.052876949310302734,14.010563611984253
-1.5315973,26.11037302017212,0.00960619,-33.82310363722161,27.194236278533936,510000,11.44210433959961,1.0485944747924805,35.34774581108056,1395.6379718780518,12.931057213351927,14.261777913099571,50,2.9855295065479788,100,0.03453707695007324,13.981740951538086
-1.4184164,26.360835790634155,0.0047927946,-30.623863815775973,27.477668285369873,520000,11.489469766616821,1.0751171112060547,29.956766369694463,1423.1783010959625,14.061297002293406,11.217440109405175,51,-2.1809195723151094,100,0.041089773178100586,14.182663679122925
-1.5675457,26.20157217979431,-0.012573319,-33.155912171995496,27.334829568862915,530000,11.475062608718872,1.0896146297454834,23.52850052183877,1450.5729954242706,13.756537291535427,11.689553714193123,52,-2.9222007429579917,100,0.043007850646972656,14.034786224365234
-1.2991405,26.187931299209595,0.0024270448,-36.0281591838796,27.29636240005493,540000,11.44121527671814,1.0718095302581787,24.501506797962982,1477.9300744533539,15.430385196439918,11.590457047687288,53,-2.383531730656019,100,0.035919904708862305,14.050577878952026
-1.2855735,26.161205053329468,0.022966085,-33.056593473683435,27.296032428741455,550000,11.462624311447144,1.0887701511383057,23.024884866299185,1505.2817778587341,14.688343161379247,11.593716606292574,54,-1.7221279914994836,100,0.045487403869628906,14.004930019378662
-1.0849807,26.27918529510498,-0.006182666,-37.6706219502751,27.403310298919678,560000,11.522080421447754,1.0682551860809326,23.194161049934507,1532.7511112689972,15.259114866589904,11.355205765760637,55,-2.1412604263416894,100,0.055145263671875,14.070716142654419
-1.1213932,26.66941523551941,0.013688183,-34.48261787581395,27.77796697616577,570000,11.66435956954956,1.070974349975586,21.746681449531604,1560.5896508693695,13.605786832068235,12.778740759234262,56,0.17601266727453577,100,0.03683972358703613,14.307542562484741
-1.0742549,26.134568214416504,-0.010678614,-36.34208486199152,27.218725442886353,580000,11.400859117507935,1.038766860961914,27.774188755057583,1587.8663883209229,15.419968673904124,10.817764582795398,57,-3.556800844007924,100,0.04475235939025879,14.046210050582886
-0.97139454,26.14730215072632,-0.011524731,-29.631594196817634,27.26667833328247,590000,11.465617656707764,1.0847094058990479,25.74492851257615,1615.193937778473,11.771044781354801,13.197201342640582,58,1.3849125398912963,100,0.033899545669555664,13.991517782211304
-0.7894253,26.258790493011475,0.0044283266,-35.716700895021866,27.36434841156006,600000,11.546440601348877,1.0671966075897217,24.844100865472413,1642.6214623451233,15.569778721193739,8.979356426747575,59,-5.872973235035252,100,0.037668466567993164,14.015148401260376
-0.5293876,26.19941234588623,-0.020660108,-188.45788266608653,27.316916465759277,610000,11.500006198883057,1.0774807929992676,32.451063755553875,1670.0058629512787,30.227258343922465,8.63991110782525,60,-5.908603448270885,100,0.0393524169921875,14.002041339874268
-0.71902585,26.1878080368042,0.0053354097,-33.11518572912834,27.28497624397278,620000,11.448354482650757,1.0540494918823242,27.156961023091547,1697.3518381118774,11.49860911452352,14.188579495766405,61,5.226144693378532,100,0.04241585731506348,14.056543350219727
-0.51095587,26.35967183113098,-0.011970099,-30.46904800596691,27.465361833572388,630000,11.563734292984009,1.0636117458343506,24.766342498342716,1724.8804593086243,10.891782980300944,14.474644340732766,62,5.45861532816822,100,0.041383981704711914,14.107592344284058
-0.48901764,26.178693771362305,0.0016496582,-33.16712957505333,27.286375045776367,640000,11.431191444396973,1.0697929859161377,27.459515258476355,1752.2249295711517,11.360988112730713,14.912049631438329,63,6.337422999096328,100,0.037213802337646484,14.0621337890625
-0.56253624,26.170771598815918,-0.006600293,-34.96485281300657,27.269859552383423,650000,11.472459316253662,1.0617024898529053,24.674315236179545,1779.555766582489,12.55450086865646,14.01428612905295,64,4.902645695851635,100,0.03645515441894531,14.003118515014648
-0.46861464,26.274949550628662,-0.008875507,-27.626626507361546,27.385876178741455,660000,11.545421123504639,1.0705952644348145,24.14822878868003,1807.0014650821686,11.7148359328602,14.234570102643932,65,4.424026615196928,100,0.03961634635925293,14.037543773651123
-0.66674787,26.394915103912354,0.011479504,-28.672099739885248,27.548179626464844,670000,11.619194746017456,1.1054503917694092,31.454270690687007,1834.6112780570984,11.18400972206986,14.831078596026792,66,5.461225583854838,100,0.047171592712402344,14.082732200622559
-0.67967194,26.164546251296997,-0.019579394,-34.002807570777826,27.29721689224243,680000,11.44619870185852,1.0854082107543945,23.522584956239744,1861.9684357643127,11.440687655061595,14.720955903643596,67,5.463810894979622,100,0.04648923873901367,14.024943828582764
-0.70255476,26.155722618103027,0.0025178795,-28.387878084288413,27.28593873977661,690000,11.51711893081665,1.091092824935913,21.335594234846816,1889.327778339386,9.432343776945116,15.401760801994017,68,5.997153195091809,100,0.03842663764953613,13.944650650024414
-0.683667,26.13342547416687,0.0018942703,-25.32069751970122,27.24196195602417,700000,11.447098970413208,1.06976318359375,24.464006010309912,1916.6330254077911,10.211038177589824,14.55134516292207,69,6.1750904670752025,100,0.03805851936340332,14.000378370285034
-0.7268463,26.175915718078613,0.009525732,-36.26138079463114,27.2715060710907,710000,11.520540237426758,1.0608937740325928,31.85999869348609,1943.9676430225372,10.993589397864532,15.037217986340073,70,6.590260360496412,100,0.03401041030883789,13.960630178451538
-0.73292667,26.29374051094055,-0.0048133302,-33.38006056247208,27.50629234313965,720000,11.554675102233887,1.1701626777648926,26.074282066122688,1971.542129278183,10.997517788749619,15.005679686682216,71,5.89848988670351,100,0.04160952568054199,14.048649072647095
-0.6934012,26.67887568473816,0.009568018,-22.526424451072273,27.79024839401245,730000,11.763892889022827,1.070434808731079,28.545721655328897,1999.3988287448883,8.802047567405092,15.213527834569568,72,6.8934121312622505,100,0.040291547775268555,14.205608606338501
-0.789502,26.288402795791626,-0.0063443114,-23.182098614384564,27.406717538833618,740000,11.51823616027832,1.0821192264556885,27.124244206721745,2026.8647904396057,9.290933806068724,15.248128597285332,73,6.832128500080812,100,0.03551220893859863,14.07562780380249
-0.78646684,26.26677942276001,0.0068505127,-9.033701149608692,27.347887754440308,750000,11.540348529815674,1.040673017501831,26.112275838393053,2054.2713689804077,6.547740666134664,15.738809204057036,74,7.922490820934436,100,0.039763689041137695,14.037358045578003
-0.7720987,26.275870323181152,-2.097168e-05,-28.01050254174744,27.38420605659485,760000,11.536165714263916,1.0730774402618408,26.1432329192198,2081.7160012722015,10.73506280008051,15.04294488310668,75,6.1536157302725005,100,0.034513235092163086,14.052289485931396
-0.7814099,26.297746419906616,0.006283821,-29.527407628417762,27.375235080718994,770000,11.560313701629639,1.0390758514404297,23.654170361722166,2109.1473648548126,10.492570138063176,14.010675215769858,76,3.346385666910964,100,0.037738800048828125,14.050618648529053
-0.8571217,26.326769590377808,0.004873865,-29.1500951154939,27.434813022613525,780000,11.590443849563599,1.0701367855072021,30.26981007001504,2136.639170885086,10.272853954873675,14.446947937559774,77,4.993880498811534,100,0.03717756271362305,14.025807857513428
-0.7678325,26.42013716697693,-0.0031264038,-22.217635009411683,27.55789542198181,790000,11.555467367172241,1.0982921123504639,24.559805642813146,2164.2543544769287,9.10745227191739,14.624459259624343,78,5.6806069873435225,100,0.03889942169189453,14.16218614578247
-0.87752146,26.198925256729126,-0.01214187,-30.48578030360092,27.302943468093872,800000,11.502493143081665,1.0622003078460693,24.876567571360262,2191.625598192215,9.885457440657774,14.772636471924631,79,4.903715390502949,100,0.0411224365234375,14.015250205993652
-0.746061,26.294975757598877,0.008416541,-28.354061916118734,27.405789613723755,810000,11.48955225944519,1.0649406909942627,32.22930382809551,2219.0909054279327,11.638392084661303,14.698096832132826,80,5.725188825859634,100,0.04519820213317871,14.11895203590393
-0.65648955,26.183732509613037,0.0050748563,-32.007568812080514,27.27841806411743,820000,11.473232507705688,1.0541605949401855,20.11531165700885,2246.4331805706024,10.3200882832635,14.51570178658992,81,6.0371688327632445,100,0.039846181869506836,14.026979923248291
-0.36718002,26.287535667419434,0.0018944275,-33.76933757570911,27.397144317626953,830000,11.555599212646484,1.068110704421997,24.82269673129215,2273.8889384269714,9.746102125166686,14.542721297931301,82,5.962767902902816,100,0.04075956344604492,14.042426109313965
-0.4255036,26.356541872024536,-0.0048861634,-28.913830314737705,27.447481155395508,840000,11.597501754760742,1.0536134243011475,21.159327525210166,2301.3942630290985,10.32460858899908,14.916320617310662,83,4.551557822373428,100,0.036479949951171875,14.064731121063232
-0.84423906,26.248324871063232,-0.0055373902,-28.733864562346938,27.34487247467041,850000,11.504513502120972,1.0576279163360596,17.120954010423304,2328.801481962204,9.330392943419769,14.334982690584656,84,4.131184116598453,100,0.03830456733703613,14.055889129638672
-0.8902745,26.292258977890015,-0.01944767,-18.265748097475512,27.430158615112305,860000,11.587172031402588,1.0907890796661377,28.122836489443372,2356.290139913559,8.948375958442917,14.514569537395225,85,3.682952619041528,100,0.0463101863861084,14.011473655700684
-0.85982716,26.193734169006348,0.0029587739,-23.96643332244729,27.301841497421265,870000,11.529875040054321,1.0640807151794434,29.313499003074167,2383.6506266593933,10.100129716993482,14.96982194415526,86,4.581985237186273,100,0.04329204559326172,13.975471019744873
-0.84511465,26.327176570892334,0.02237685,-36.57485449416809,27.463945627212524,880000,11.603540897369385,1.09769606590271,28.737260528649273,2411.181422472,10.386823450040652,14.876790097004424,87,4.477273758233899,100,0.03845024108886719,14.02708125114441
-0.8509223,26.176706790924072,0.015032001,-15.326143256314609,27.30132269859314,890000,11.506930351257324,1.083620309829712,20.894851070813843,2438.5502903461456,8.78563769464582,15.459571830413603,88,5.185157542268181,100,0.0401003360748291,13.975575923919678
-0.86898065,27.413400411605835,-0.0043858336,-28.26900257272258,28.495222568511963,900000,12.008737087249756,1.0423591136932373,21.97656444571709,2467.103580713272,9.867312596707634,14.498259367341548,89,4.206824571423223,100,0.038782358169555664,14.673621416091919
-0.9033275,26.318814992904663,0.0012711182,-17.62229758118183,27.4296395778656,910000,11.521181583404541,1.06913161277771,23.04897515929072,2494.592648744583,9.241374375384101,15.145590972895455,90,4.137905129891045,100,0.04114246368408203,14.104025602340698
-0.8927715,26.178770065307617,0.015622144,-20.983854358932295,27.267024040222168,920000,11.479323863983154,1.0451226234436035,20.824517109111355,2521.9244306087494,9.757837802714775,14.227368706626853,91,1.9136369497535446,100,0.04233217239379883,14.00569462776184
-0.953129,26.20010995864868,-0.0048273928,-14.281898945785397,27.326921701431274,930000,11.477018117904663,1.0863969326019287,21.318437302714223,2549.314528465271,8.70152806268985,15.531794782768513,92,4.935660815435196,100,0.03979754447937012,14.028665542602539
-0.9539197,26.345449447631836,0.010267224,-25.14478626367127,27.474131107330322,940000,11.515597343444824,1.0744593143463135,20.536129749797812,2576.851056575775,9.672018482132117,14.04489699576153,93,3.199847283868057,100,0.05340909957885742,14.137302160263062
-0.95004904,26.52083110809326,-0.0049952026,-22.99279236308572,27.727411031723022,950000,11.569504976272583,1.1489520072937012,19.635342997461745,2604.639968395233,10.822202304161983,13.707404566678834,94,1.1488906330460624,100,0.056883811950683594,14.261765956878662
-0.75556314,26.64120054244995,-9.1864014e-05,-29.258198132609824,27.746551513671875,960000,11.69016170501709,1.059826135635376,17.82922843291695,2632.4535241127014,9.328985120183338,15.188266189669491,95,4.31869558371646,100,0.04491162300109863,14.255059242248535
-0.7841933,26.300062656402588,-0.014220295,-18.2589769341517,27.412500381469727,970000,11.51125979423523,1.0698816776275635,20.20080247423031,2659.929756164551,9.006532691836181,14.918878585089429,96,4.746674679659128,100,0.04186439514160156,14.096547842025757
-0.81919736,26.84927725791931,0.0122288205,-19.720201450823563,28.08685278892517,980000,11.751479387283325,1.1913557052612305,18.574456258279227,2688.072110414505,7.980381162357688,15.587535059797768,97,5.327171245335884,100,0.04541158676147461,14.384595394134521
-0.79736215,26.895591735839844,-0.011241528,-18.57703518219705,28.02928876876831,990000,11.82260775566101,1.0930159091949463,21.638053421964695,2716.1689219474792,8.307799122192558,15.000318803130702,98,5.12087811444523,100,0.040001630783081055,14.354940414428711
-0.8859668,26.393191814422607,-0.014291919,-26.234682542840446,27.50057291984558,1000000,11.539726257324219,1.0655033588409424,25.15257907960167,2743.73459982872,9.633702035074311,15.067189693998332,99,5.2518434269524645,100,0.04069948196411133,14.158788681030273
-0.88275564,26.825425148010254,0.00090009766,-14.666864275823407,27.92927861213684,1010000,11.719115257263184,1.0618863105773926,18.134717771501474,2771.724706172943,7.415857384944475,15.14162097508965,100,4.906235895160276,100,0.04122304916381836,14.393280744552612
-0.910133,26.34041428565979,0.008052648,-15.417238441681164,27.478190660476685,1020000,11.526071071624756,1.094306468963623,21.235337520444723,2799.269755601883,8.047709328107732,15.573630757125507,101,5.5821014205030295,100,0.042786359786987305,14.125075340270996
-0.8742902,26.237503051757812,-0.0032488282,-16.33984946306244,27.352136373519897,1030000,11.46449589729309,1.073810338973999,22.714026741934873,2826.695615053177,7.4217384662002,15.323463143848098,102,6.096440618509158,100,0.03998112678527832,14.076707601547241
-0.8175722,26.247602462768555,0.011996417,-19.659134300624018,27.377957344055176,1040000,11.575262308120728,1.0828182697296143,19.756122801423263,2854.1338651180267,8.380922417534778,16.177719862499664,103,6.5833566109357555,100,0.04693102836608887,13.985068559646606
-0.8451036,26.321110725402832,0.008137964,-20.967292110706747,27.422781229019165,1050000,11.542973518371582,1.0579719543457031,19.64098572650329,2881.6202483177185,8.585739392099404,15.505843052866323,104,4.591212469684589,100,0.0429840087890625,14.0910325050354
-0.9204534,26.36837887763977,-0.019064782,-20.736297712124845,27.4769024848938,1060000,11.543726921081543,1.0592772960662842,25.717825488557153,2909.15248298645,9.040779139722277,15.17975360161753,105,5.38349630073573,100,0.04844236373901367,14.122654676437378
-0.9115894,26.327125072479248,6.5881344e-05,-17.8673132197372,27.45523476600647,1070000,11.564991474151611,1.0836784839630127,20.770498920850958,2936.66858959198,8.24128351712235,16.022510770725958,106,5.572642764559572,100,0.043772220611572266,14.074374914169312
-0.9267973,26.18519687652588,-0.005503174,-18.870780271727135,27.311686992645264,1080000,11.494357109069824,1.077265977859497,20.670057580076246,2964.045304298401,8.648456926154187,15.510963962801952,107,5.767978447504657,100,0.04852867126464844,13.995575904846191
-0.8877406,26.172325372695923,-0.0047512604,-77.66746257035565,27.292354583740234,1090000,11.548118114471436,1.0768468379974365,22.86679013313556,2991.404682636261,11.960163382093633,14.317720676737775,108,3.236248206259712,100,0.04245471954345703,13.903984069824219
-0.9076703,26.16880774497986,-0.017383447,-26.994260833107937,27.30252695083618,1100000,11.489981651306152,1.0919952392578125,24.538739517039204,3018.763731241226,10.240240207121074,15.205792227473344,109,5.172493553002032,100,0.04112982749938965,13.98902940750122
-0.9034584,26.331466913223267,0.015103422,-22.682724500373073,27.44833731651306,1110000,11.522282361984253,1.0741407871246338,20.88448116106333,3046.2792699337006,8.60739764381064,15.369781477924635,110,4.648804887498285,100,0.04207944869995117,14.11519980430603
-0.96312636,26.204376220703125,-0.0052559725,-18.766103364707668,27.319244146347046,1120000,11.479007005691528,1.0683784484863281,27.29607918242947,3073.6577594280243,8.168070325785527,15.06070729326631,111,5.551411103193789,100,0.04583454132080078,14.03261137008667
-0.9145158,26.24788784980774,-0.0042773057,-25.444070222063957,27.38734745979309,1130000,11.49526071548462,1.0948905944824219,21.10316124324831,3101.1100091934204,7.99950021521352,14.94171440408352,112,4.700342648555919,100,0.043837547302246094,14.070188283920288
