train-StdReturn,LossAfter,train-AverageReturn,train-MinReturn,Itr,Time-Sampling,LossBefore,Time-Optimization,Time,train-MaxReturn,train-EnvExecTime,ItrTime,train-PolicyExecTime,n_timesteps,Time-SampleProc,train-AverageDiscountedReturn,train-NumTrajs
66.190373759769,-0.015077429,230.88450779424164,29.5197228777434,213,21.893208980560303,-8.811614e-06,0.4750494956970215,4765.368944644928,323.56894096239864,4.940073728561401,22.595027446746826,16.47370934486389,2140000,0.22377300262451172,132.53837326992877,100
50.807112008018485,-0.014547773,240.94424652818782,106.44410158319232,214,21.428531169891357,-8.810007e-06,0.5145232677459717,4787.480935335159,352.2255809696621,4.94245457649231,22.091519355773926,16.004979610443115,2150000,0.14559698104858398,136.5162502863156,100
69.09515482043727,-0.007399173,223.01245063074623,-3.4865753393519032,215,24.630675792694092,-8.8034485e-06,0.511028528213501,4812.948879241943,320.72817838567386,5.265875577926636,25.44764256477356,18.870452642440796,2160000,0.3015460968017578,127.85888983632933,100
62.95278935341455,-0.009672891,229.22275407735648,-79.23944964940839,216,23.29060935974121,-8.7826775e-06,0.45331335067749023,4836.850568532944,313.3969076749229,5.290462017059326,23.883368253707886,17.52185320854187,2170000,0.13871359825134277,130.75887831738228,100
78.03454227221243,-0.0135370465,216.58696051192499,-10.763254983146581,217,22.166497707366943,-8.753889e-06,0.49491119384765625,4859.715843915939,324.1696596488703,4.952181577682495,22.842689275741577,16.74428701400757,2180000,0.17971467971801758,124.16887104757052,100
45.5897313517948,-0.012677581,240.55841135106547,76.85288122685233,218,23.115861654281616,-8.738524e-06,0.47643542289733887,4883.513040065765,327.27451969409003,5.017380952835083,23.78044366836548,17.624770164489746,2190000,0.18691301345825195,137.01920002640668,100
65.08523214462141,-0.011272418,230.59589782467134,-2.05174445581103,219,24.081868886947632,-8.733934e-06,0.6551964282989502,4908.430823564529,354.0647716697138,5.098323583602905,24.899704456329346,18.477619171142578,2200000,0.16119384765625,131.4939651700504,100
68.32426848902983,-0.01450094,232.72619864428086,-117.77109045931923,220,21.246798753738403,-8.725469e-06,0.49751830101013184,4930.361799955368,332.7319244870221,4.912957668304443,21.914318799972534,15.842082977294922,2210000,0.1649775505065918,132.92509291507236,100
60.54727606582809,-0.013698682,235.39971556470834,12.466781962350941,221,22.082131385803223,-8.703151e-06,0.5406346321105957,4953.193300962448,319.32717155310337,4.91619873046875,22.81318211555481,16.690517902374268,2220000,0.1860370635986328,134.34940004890103,100
53.03352576906056,-0.010237628,237.25978688666655,68.93573089968194,222,21.485733032226562,-8.6880555e-06,0.5762240886688232,4975.473557472229,317.75825436906183,4.967428207397461,22.241857528686523,16.02545976638794,2230000,0.17862844467163086,136.26380005386008,100
60.34328772674318,-0.013340662,236.58034603393543,-43.56797397500553,223,22.8035306930542,-8.651206e-06,0.5077815055847168,4999.061952829361,327.00059098774204,5.029974699020386,23.56840991973877,17.26188850402832,2240000,0.2301328182220459,135.04780013987968,100
64.2374319986236,-0.0141835855,240.24455738802592,43.03593651641979,224,22.915024518966675,-8.650282e-06,0.5588943958282471,5022.706105709076,391.86205367096863,5.020615339279175,23.62604594230652,17.422441244125366,2250000,0.15107131004333496,137.84567140520062,100
61.10515171134535,-0.013225457,237.5538052453345,-11.729772195923887,225,23.12115979194641,-8.627705e-06,0.4515876770019531,5046.538047790527,337.09229384942614,5.002456903457642,23.814130783081055,17.636802673339844,2260000,0.23936676979064941,135.2697948716455,100
69.68897176959015,-0.013599441,239.02715721259153,-18.317877361479,226,22.917045831680298,-8.608134e-06,0.5320930480957031,5070.17168879509,382.34860350521205,4.8397135734558105,23.615076541900635,17.59214758872986,2270000,0.16431617736816406,137.09793963248393,100
63.295951313483855,-0.013499498,225.19014267352028,1.763244609941263,227,21.9783833026886,-8.582134e-06,0.5439972877502441,5092.872286081314,341.77244577341514,4.924352169036865,22.68344020843506,16.57125496864319,2280000,0.16014504432678223,129.522604759594,100
67.59445599987083,-0.01286996,235.56114248964212,31.84464375885128,228,24.08826184272766,-8.544309e-06,0.580176591873169,5117.762092590332,351.41929281380635,5.047549724578857,24.871583223342896,18.53028917312622,2290000,0.20159339904785156,135.33293059757108,100
71.17934294352898,-0.011957654,233.14482364220177,-0.8031995947532491,229,22.43746566772461,-8.504524e-06,0.48001837730407715,5140.924054145813,337.83235889909935,5.187160968780518,23.12643265724182,16.75337815284729,2300000,0.20792508125305176,133.69701887032699,100
60.43632944903267,-0.014003314,248.01171618531222,42.2985053675256,230,22.950901985168457,-8.489693e-06,0.4874265193939209,5164.64270234108,355.1222000681498,5.101772308349609,23.69960045814514,17.350416660308838,2310000,0.25257205963134766,141.80393589799087,100
62.81410127181736,-0.014426384,241.5793709200416,24.65866163463473,231,22.725725650787354,-8.485071e-06,0.45844364166259766,5188.030517578125,393.153699959684,4.925725698471069,23.36748719215393,17.3154034614563,2320000,0.1825268268585205,138.63093765143074,100
69.54772542447967,-0.014306017,234.78141506324587,-36.10258993550518,232,21.868916988372803,-8.465976e-06,0.5923545360565186,5210.6728620529175,336.163662904765,5.005858898162842,22.62592101097107,16.39427399635315,2330000,0.163283109664917,134.375233991323,100
68.96186521728868,-0.012179217,238.8018067297945,20.801315899682297,233,23.082217931747437,-8.420751e-06,0.5176794528961182,5234.4445078372955,329.3105311979281,5.19484806060791,23.751617908477783,17.384778022766113,2340000,0.15043878555297852,137.3010864559483,100
65.69048866675563,-0.013526047,237.5968032530167,29.49204338318811,234,22.23031187057495,-8.392889e-06,0.48090171813964844,5257.324786186218,331.25573840737246,5.062511682510376,22.864192962646484,16.66144299507141,2350000,0.15224671363830566,135.97445911595474,100
87.28955826807488,-0.01336454,221.55807949524603,-58.50388018289152,235,23.73866033554077,-8.36642e-06,0.4638853073120117,5281.75749373436,330.6379730008104,5.392831563949585,24.41463589668274,17.83787989616394,2360000,0.2078845500946045,127.99469006460536,100
74.4609834645261,-0.014448701,231.24917541775574,-3.679750764553713,236,22.336843252182007,-8.386245e-06,0.5067346096038818,5304.784866809845,352.3809838727938,4.994929552078247,23.007000207901,16.824668407440186,2370000,0.16284704208374023,132.9225818004505,100
64.66568461347427,-0.009406602,242.16890421876488,5.578712303666164,237,22.849724292755127,-8.341461e-06,0.5294628143310547,5328.3586621284485,342.40968038442725,5.006390810012817,23.558293104171753,17.357620239257812,2380000,0.17700648307800293,138.48402882218227,100
63.97357817325269,-0.012978107,249.65273040134224,-9.03309947133249,238,21.972934246063232,-8.341237e-06,0.5283236503601074,5351.0672607421875,339.2590822436775,4.973523378372192,22.681705951690674,16.53071665763855,2390000,0.15953922271728516,143.34176851229878,100
50.63467096075631,-0.009603745,259.9845872323448,81.36486231659953,239,22.79349374771118,-8.3243285e-06,0.650437593460083,5374.6828026771545,342.81331689796696,5.108713150024414,23.603079080581665,17.200308322906494,2400000,0.1581249237060547,147.83762742415365,100
69.1142203189569,-0.014242053,236.6898671066191,14.43245934413701,240,22.356085777282715,-8.307628e-06,0.6083242893218994,5397.846082448959,328.85516752464486,5.1035871505737305,23.142958164215088,16.79603338241577,2410000,0.17461490631103516,135.83342591540574,100
66.68647225617869,-0.015292531,241.37901275206096,25.20716254336939,241,20.807781457901,-8.325357e-06,0.5330872535705566,5419.356391906738,329.27098140186035,4.9762256145477295,21.49772024154663,15.341943264007568,2420000,0.15236854553222656,138.5754158869637,100
64.80259754468698,-0.013459745,238.76144270014075,24.03808732604226,242,22.08620810508728,-8.312677e-06,0.5838589668273926,5442.232311487198,355.88861764980527,5.017087936401367,22.853130102157593,16.595290899276733,2430000,0.1814277172088623,136.37413587270711,100
68.02746201072446,-0.013012838,248.78630792445531,-15.643174411386319,243,22.94138526916504,-8.335631e-06,0.5138370990753174,5465.844824552536,335.33819909182483,5.033274412155151,23.58903408050537,17.40690588951111,2440000,0.13198637962341309,142.85635283037243,100
68.55398866718008,-0.014111603,245.76163134022175,37.09700848503755,244,21.405572175979614,-8.314212e-06,0.5397806167602539,5487.9621732234955,336.9403941148355,4.884382009506226,22.102821826934814,16.0612211227417,2450000,0.15680193901062012,140.54095472740977,100
62.62230616521446,-0.0134700565,255.33928544491238,18.56426555331815,245,21.10880398750305,-8.283091e-06,0.5211172103881836,5509.783684968948,355.2772727036654,4.952629804611206,21.808437824249268,15.696388483047485,2460000,0.17693495750427246,145.82397875020652,100
61.197242870436384,-0.012753916,248.27970599538006,6.049454821016024,246,23.17974543571472,-8.27616e-06,0.4846220016479492,5533.607848882675,346.0617644261938,5.127415418624878,23.80413794517517,17.57225799560547,2470000,0.13869118690490723,143.29112991690488,100
65.40295811206626,-0.014147369,251.6478551303944,6.5547252573432715,247,22.059919118881226,-8.267744e-06,0.5447509288787842,5556.427637338638,361.33641513431195,5.053107500076294,22.804691791534424,16.5097553730011,2480000,0.19785165786743164,143.1407329113854,100
52.18176219985586,-0.012643409,259.63126229578546,78.85072262209864,248,22.96892023086548,-8.2624065e-06,0.4893229007720947,5580.095632076263,350.5552077397715,4.987862825393677,23.644983768463135,17.500367641448975,2490000,0.18539118766784668,148.22816223069034,100
62.383350152132486,-0.015175407,252.7041462203674,11.130791407876258,249,22.50987935066223,-8.260943e-06,0.6351833343505859,5603.547366857529,357.08639435896964,5.075606346130371,23.43897557258606,16.954339027404785,2500000,0.28766298294067383,144.7671713167716,100
