train-NumTrajs,train-AverageReturn,Time-Optimization,Time-Sampling,train-StdReturn,Itr,train-MinReturn,train-PolicyExecTime,n_timesteps,ItrTime,train-EnvExecTime,train-AverageDiscountedReturn,LossBefore,LossAfter,Time,Time-SampleProc,train-MaxReturn
100,29.165107713773004,1.0708346366882324,23.925527334213257,2.4775529021316998,21,10.545417984762762,14.16677212715149,220000,25.112875938415527,9.061832666397095,22.532749473388353,-9.155274e-09,-0.002417981,548.0849583148956,0.11592817306518555,33.00903085304168
100,29.34043701594599,1.039618968963623,23.993797063827515,1.8531278668485887,22,24.345279059952645,14.208956480026245,230000,25.144516468048096,9.094764471054077,22.532076340132527,1.5258789e-09,-0.004198946,573.287425994873,0.11039948463439941,33.679251538973865
100,29.387639826868984,1.100799322128296,23.732415676116943,4.039907723449399,23,-6.176900742614223,14.018415689468384,240000,24.95270609855652,9.022826910018921,22.816075338698507,-1.2207031e-08,-0.0021145141,598.2995958328247,0.11878585815429688,33.59960894754186
100,30.044365743186177,1.046623945236206,24.008116245269775,1.9472431411582456,24,25.169571567005402,14.2014319896698,250000,25.177573204040527,9.096774101257324,23.21706061840021,-1.5258789e-09,-0.0009732361,623.5384333133698,0.12212014198303223,34.07029407495836
100,30.028763819674108,1.071547508239746,23.915416717529297,3.3907100808907726,25,0.56754384097689,14.184170484542847,260000,25.094352960586548,9.041486501693726,23.426837108346778,0.00028692323,-0.004337619,648.6974651813507,0.10678458213806152,34.32706859140055
100,30.553984422906282,1.073570728302002,23.95093035697937,1.6342252944040023,26,27.089873684810243,14.173456192016602,270000,25.160948038101196,9.080655813217163,23.735425236784533,0.0016545418,-0.004934654,673.9183647632599,0.1356644630432129,34.653384126514986
100,30.899957855064983,1.0716960430145264,23.982362031936646,1.691609056278615,27,26.71445510001027,14.211163997650146,280000,25.168056964874268,9.075199842453003,23.930061043165846,-6.1035155e-09,0.007159906,699.1458854675293,0.11329364776611328,34.395032687071556
100,31.143361317977288,1.0878629684448242,23.85564947128296,1.5476481850282964,28,27.658404515215388,14.078035116195679,290000,25.050694465637207,9.08656358718872,24.25771401328269,8.392334e-09,0.0014779228,724.2516884803772,0.1065833568572998,35.3495208387973
100,31.601998947802716,1.118011236190796,23.891761779785156,1.5182077784966155,29,26.87300279885031,14.133214473724365,300000,25.124599933624268,9.071900367736816,24.71131124902263,-3.0517577e-09,0.0038816344,749.435072183609,0.1137547492980957,34.76535997901007
100,31.837675353276722,1.0681471824645996,23.8445303440094,1.4874783870711092,30,27.502323662885996,14.060250043869019,310000,25.02726674079895,9.08022665977478,24.8789254914902,3.0517577e-09,-0.0020444978,774.5328505039215,0.11388540267944336,34.612583187595696
100,31.67171576804333,1.0686914920806885,23.928436279296875,1.4576430227498312,31,27.994100540181964,14.09432315826416,320000,25.117355823516846,9.145308256149292,24.66844571511131,-8.773804e-09,-0.005943094,799.7101955413818,0.11964201927185059,34.59314478914082
100,31.77353196703915,1.0663414001464844,23.959129810333252,1.5358609570995863,32,27.968891743520683,14.215650796890259,330000,25.137965440750122,9.053683280944824,24.619866600716556,3.0517577e-09,-0.00083966675,824.9088852405548,0.11179375648498535,35.63899929455019
100,32.103408087458575,1.0574960708618164,23.976158380508423,1.4629188738263836,33,28.596707366390746,14.190629005432129,340000,25.158775329589844,9.089247226715088,24.97024799192488,5.340576e-09,-4.377747e-06,850.1263253688812,0.12397241592407227,34.972559814038476
100,32.036217379164114,1.0627024173736572,23.936181783676147,1.4399803993527622,34,28.051068648332528,14.13902735710144,350000,25.14007878303528,9.113703966140747,24.924651214849096,-9.155274e-09,-0.0018680831,875.3301002979279,0.14042377471923828,35.59564281692517
100,32.42075700412718,1.0406692028045654,24.06250023841858,1.4272350897895574,35,28.89419010970096,14.20175838470459,360000,25.223586559295654,9.139641523361206,25.235171109400234,3.0517577e-09,-0.0025302079,900.6136958599091,0.11973881721496582,35.59836269508765
100,32.51178814227768,1.078474760055542,23.968745231628418,1.531262300485093,36,28.602207267257004,14.192739248275757,370000,25.15734577178955,9.086989641189575,25.32127126425762,-3.0517577e-09,-0.0042345184,925.8317289352417,0.10957813262939453,35.374734002756874
100,32.26436220639626,1.08473539352417,23.97113585472107,1.3697283667605478,37,29.467983478327003,14.155313968658447,380000,25.19551920890808,9.121603727340698,25.001689273005,-9.918213e-09,-0.004723128,951.0902943611145,0.13869571685791016,36.132636490760575
100,32.87295242597272,1.0795857906341553,23.926794290542603,1.3776307316692915,38,29.44603064236271,14.159775972366333,390000,25.120617866516113,9.081440925598145,25.555821155757226,-6.1035155e-09,0.0062175905,976.271354675293,0.11343812942504883,35.965498013330645
100,32.85083681113316,1.0752215385437012,23.968537092208862,1.6295781831666418,39,28.239950240189085,14.167221784591675,400000,25.1553316116333,9.106587886810303,25.49223262213068,1.525879e-08,-0.0023573975,1001.4867737293243,0.11085963249206543,36.75156026904644
100,33.14184884174292,1.068755865097046,23.94408917427063,1.4061789347364626,40,29.48435380286831,14.135939121246338,410000,25.125463724136353,9.10601282119751,25.673699709047693,1.2207031e-08,-0.0046208436,1026.673507452011,0.11195969581604004,36.44082555791931
100,32.996147353598715,1.0569100379943848,24.01368236541748,1.585305978055177,41,29.594244029559366,14.197344064712524,420000,25.181745290756226,9.124133110046387,25.591275573650577,-6.866455e-09,-0.0044714576,1051.9150919914246,0.1104581356048584,37.01050768354831
100,33.22548408739116,1.052419900894165,23.877771139144897,1.7142359860190495,42,29.00084218941279,14.118456840515137,430000,25.038196086883545,9.066792964935303,25.7748721248515,-1.6784668e-08,-0.0024761902,1077.0163435935974,0.10725831985473633,37.13393873163207
100,33.34775109180024,1.0470516681671143,23.893423795700073,1.4729814757519308,43,29.83858244498441,14.103054285049438,440000,25.066595554351807,9.097683906555176,25.876489566216637,-3.0517577e-09,-0.0018228454,1102.1500496864319,0.12538814544677734,36.6062076067439
100,33.19477130122984,1.0537090301513672,24.141452074050903,1.6333747964340655,44,29.118762215627573,14.272103548049927,450000,25.3183171749115,9.162216663360596,25.74059644511588,1.2207031e-08,-0.004033441,1127.527554512024,0.12243056297302246,35.973811711581455
100,33.56491283066609,1.1690661907196045,24.13054871559143,1.3872128690038767,45,30.669795651558026,14.27766227722168,460000,25.41080069541931,9.16415548324585,26.082452088482228,5.340576e-09,0.001782486,1152.9952175617218,0.11050581932067871,36.64763533561152
100,33.335905790441736,1.0694127082824707,24.397592544555664,1.534450163599948,46,30.234858167083352,14.39401125907898,470000,25.575495958328247,9.296210289001465,25.83796463190268,6.1035155e-09,-0.0022232055,1178.6405012607574,0.10780572891235352,37.40559474224696
100,33.569855815489426,1.0567739009857178,23.94261884689331,1.6006650591033604,47,29.720787650428704,14.161414623260498,480000,25.109853744506836,9.091127395629883,26.087990606565967,6.1035155e-09,-0.0020740144,1203.8068425655365,0.10990548133850098,37.04121312045891
100,33.36493155913954,1.0506250858306885,24.04132103919983,1.5972357139077964,48,29.165503790094704,14.170065879821777,490000,25.202823162078857,9.176263093948364,25.84544335551211,-6.1035155e-09,0.0030955323,1229.0658612251282,0.11015653610229492,36.397720512058974
100,33.60766859978031,1.0844838619232178,24.227054595947266,1.6039521214401886,49,26.772063558316297,14.269368648529053,500000,25.418716430664062,9.256682634353638,26.040760171506104,-4.9591065e-09,-0.00027495727,1254.5441143512726,0.10653138160705566,36.810414104938765
100,33.58585942756322,1.096924066543579,23.944207906723022,1.6293324837746532,50,29.13538318775017,14.086081504821777,510000,25.1773362159729,9.1665620803833,26.020049829637216,-7.629395e-09,-0.0021128803,1279.779367685318,0.13561201095581055,37.29084178838323
100,33.874930047437516,1.0612084865570068,24.03393793106079,1.430185922890213,51,30.435089670427615,14.160532712936401,520000,25.202874422073364,9.17050576210022,26.287457764945287,-3.4332275e-09,-0.0034637488,1305.0448653697968,0.10704445838928223,37.307849507946
100,33.598219242456274,1.0765604972839355,24.076625108718872,1.4037128070386506,52,29.543075841421462,14.251232624053955,530000,25.263932466506958,9.127880573272705,25.99825618308927,-1.0681152e-08,0.00047440338,1330.3677365779877,0.11010026931762695,36.89236094024448
100,33.93341470664265,1.0517008304595947,23.896308422088623,1.389535423605793,53,30.171690513947077,14.097155094146729,540000,25.05769920349121,9.109470844268799,26.245099130713392,-6.1035155e-09,-0.00089358824,1355.4867990016937,0.10903263092041016,36.59261384681607
100,33.347114344000595,1.0955862998962402,23.973983764648438,1.672765155516105,54,29.504536819276574,14.123243808746338,550000,25.18699336051941,9.158025741577148,25.693758179321993,0.0119639225,0.0061171693,1380.7367143630981,0.11678004264831543,36.91136328958604
100,33.91939160171089,1.0648176670074463,23.89664053916931,1.4509891084887094,55,30.214833228333056,14.148932218551636,560000,25.080233573913574,9.055206060409546,26.26014059337449,1.2397766e-08,-0.00077941094,1405.876829624176,0.11794757843017578,36.89603800806458
100,34.096499042661584,1.0692675113677979,24.029096603393555,1.3138787108625425,56,31.083206922972245,14.207661151885986,570000,25.21452021598816,9.129700422286987,26.44256242775076,3.4332275e-09,0.0023866969,1431.150711297989,0.11545991897583008,36.83067837793179
100,33.919726039727315,1.0585525035858154,23.9868221282959,1.5677527183123983,57,28.813749460857697,14.165439128875732,580000,25.161591053009033,9.117666721343994,26.208165295091344,-3.0517577e-09,-0.001273117,1456.3736917972565,0.11547470092773438,36.4490353388011
100,33.71713009951317,1.0754873752593994,23.83616065979004,1.6257844375683381,58,29.506548185820723,14.075131893157959,590000,25.03419518470764,9.070074081420898,25.982269060972595,-9.155274e-09,-0.002977623,1481.4691503047943,0.12190651893615723,37.17481395884197
100,33.872444828872624,1.0820860862731934,24.07144260406494,1.342699440051267,59,30.705612376020255,14.283287525177002,600000,25.26682138442993,9.10158109664917,26.18112667507277,1.373291e-08,-0.0014829327,1506.799869298935,0.11234569549560547,36.68031212592819
100,33.96111843592475,1.1392648220062256,23.886549472808838,1.5574449334794407,60,29.64004154528183,14.114428758621216,610000,25.15028142929077,9.075872898101807,26.259939278433336,-4.577637e-09,-0.0031975205,1532.0112376213074,0.12374567985534668,37.19387762385735
100,34.021684521838445,1.0786805152893066,24.001410245895386,1.4397029104509205,61,30.62427417979313,14.166440725326538,620000,25.20551061630249,9.139957189559937,26.25205144367849,-3.0517577e-09,-0.0019030136,1557.2783300876617,0.12469816207885742,36.956335799935076
100,34.38246356143224,1.0649075508117676,23.94100260734558,1.34470937456223,62,30.18344498772718,14.175971269607544,630000,25.117592096328735,9.070854663848877,26.60013951220959,-1.0681152e-08,-0.00075668335,1582.4587149620056,0.11097979545593262,37.512314240731776
100,33.991197430528864,1.0753741264343262,24.01266574859619,1.3697257302119887,63,29.03877341219898,14.23133659362793,640000,25.201622247695923,9.092216491699219,26.262038138744096,9.155274e-09,-1.5780639e-05,1607.7239656448364,0.11297392845153809,37.06987679195077
100,34.113929149365916,1.064133882522583,23.95450758934021,1.5346690026386534,64,30.10401897938429,14.133935451507568,650000,25.150349855422974,9.117332696914673,26.341606256847687,5.722046e-10,0.012496073,1632.934874534607,0.13109588623046875,37.88722117258181
100,33.97626757515818,1.0931341648101807,23.96420693397522,1.2628946522147846,65,30.459118287355786,14.148843050003052,660000,25.17798089981079,9.124576091766357,26.245085791555795,3.0517577e-09,0.03299883,1658.1795868873596,0.11995244026184082,36.91334724149055
100,34.0022708807363,1.089839220046997,23.848146438598633,1.043286087947639,66,30.48068280262141,14.064392328262329,670000,25.047293186187744,9.097490072250366,26.440143580095196,-1.5258789e-09,-0.00051300967,1683.2834930419922,0.10859918594360352,36.15457875143783
100,33.794257150919506,1.0556378364562988,24.017301559448242,1.1260686055923144,67,31.389697569461426,14.200907945632935,680000,25.219135522842407,9.128202199935913,26.22302123996665,1.6784668e-08,-0.004490555,1708.5619432926178,0.14547443389892578,36.51597726691623
100,34.0714505463366,1.0589015483856201,23.981459140777588,1.0922424808014215,68,31.147117243020116,14.1591055393219,690000,25.169456481933594,9.125294208526611,26.431541118816916,6.1035155e-09,-0.00064726564,1733.790214061737,0.12830090522766113,36.24315059672186
100,34.04805335798443,1.0590193271636963,24.096001625061035,1.3663090158108586,69,31.115823967744497,14.271841526031494,700000,25.264683723449707,9.119058847427368,26.390153473797042,-5.912781e-09,-0.0021905631,1759.117134809494,0.10901093482971191,36.47280179366585
100,33.92983794081685,1.063173770904541,23.956562519073486,1.2904360715435708,70,30.89772082017984,14.193625450134277,710000,25.137932777404785,9.070850849151611,26.29783103301902,-1.5258789e-09,-0.002101349,1784.3160424232483,0.11732125282287598,36.80475766172974
100,34.210483741794924,1.0670244693756104,24.069228172302246,1.4122939028207422,71,30.019832269494824,14.263718128204346,720000,25.25189185142517,9.111987352371216,26.53832184480018,3.0517577e-09,0.0012859253,1809.6334989070892,0.11488008499145508,37.29805557499344
100,34.338004643070256,1.0665686130523682,24.010713577270508,1.2730658207666368,72,30.80706934927096,14.152879476547241,730000,25.19242548942566,9.167441129684448,26.579249358858533,-9.155274e-09,0.0004046112,1834.8891072273254,0.11454033851623535,37.419509261684304
100,34.280406211756286,1.337242841720581,23.96886372566223,1.3950593631416623,73,31.301484142548244,14.147740840911865,740000,25.43240714073181,9.128073930740356,26.539106008247803,0.0023100807,-0.002531259,1860.4185650348663,0.1255662441253662,37.77150211163454
100,34.32112860066699,1.578784465789795,23.662832736968994,1.3939388587434243,74,30.684177581976826,13.965396881103516,750000,25.360889673233032,9.014122486114502,26.55241513278547,2.2888185e-09,-0.0019859227,1885.8564813137054,0.11743974685668945,37.31698532258734
100,34.69729964564141,1.6155569553375244,23.638887643814087,1.393316374370399,75,31.230113591083573,13.967598915100098,760000,25.4336838722229,8.98074984550476,26.931274705953435,0.004874393,-0.00061903684,1911.3792753219604,0.17769527435302734,37.85434394817853
100,34.4289004788236,1.3710191249847412,23.698752880096436,1.3545284449639845,76,31.385888044238165,13.910489082336426,770000,25.242167472839355,9.101606845855713,26.617195826939618,1.2207031e-08,-0.0005014694,1936.681335926056,0.1712663173675537,37.10663698457874
100,34.38856124934363,1.063216209411621,23.98541522026062,1.4315462338365352,77,30.90359399495131,14.18191146850586,780000,25.176711320877075,9.103047609329224,26.567608187616223,6.1035155e-09,0.0037260314,1961.9141869544983,0.12728357315063477,37.49208027734409
100,34.4146343149495,1.0627124309539795,23.928663730621338,1.5383963568538348,78,31.13289769375721,14.125666379928589,790000,25.102471113204956,9.102652311325073,26.61242062953521,8.392334e-09,0.0018677239,1987.0748026371002,0.10999560356140137,37.8304202520288
100,34.41771009799089,1.0850903987884521,24.024242877960205,1.4446631831766432,79,30.62418251948874,14.18005633354187,800000,25.217349767684937,9.147616147994995,26.570758277893514,-1.0681152e-08,0.002484012,2012.3475937843323,0.10728836059570312,37.54999986474592
100,34.65443542686257,1.0773792266845703,24.143391609191895,1.4287325582185568,80,30.65018543847464,14.265228509902954,810000,25.33557653427124,9.177017450332642,26.77546767279434,-1.5258789e-09,0.0003247116,2037.7520995140076,0.11405563354492188,37.831880482391234
100,34.41654503930183,1.0750513076782227,24.04647135734558,1.3803664812509862,81,30.210129772224867,14.204410791397095,820000,25.25155782699585,9.142239093780518,26.58382049966463,-4.577637e-09,0.00427561,2063.066517353058,0.12931203842163086,37.509129435615485
100,34.34624884731018,1.0867302417755127,23.857390880584717,1.3482559842670985,82,31.775460225509704,14.053202629089355,830000,25.07799983024597,9.108884334564209,26.49792243800269,6.1035155e-09,-0.0005596222,2088.2075736522675,0.13309407234191895,37.53234351205306
100,34.44902707913786,1.063445806503296,23.902212858200073,1.3785330918175986,83,31.06890011111956,14.090271949768066,840000,25.091381788253784,9.11652946472168,26.573610616530754,-3.0517577e-09,0.0033565178,2113.358689069748,0.12506580352783203,37.466637061344386
100,34.7553512101124,1.0824906826019287,23.919557571411133,1.2687166091269244,84,31.136825278026173,14.097584009170532,850000,25.11307668685913,9.13720417022705,26.897672613027968,6.866455e-09,-0.002284255,2138.536033630371,0.11010313034057617,37.40148265109818
100,34.71847915831301,1.0682973861694336,23.946364402770996,1.4498988268484776,85,30.72966766505954,14.16347360610962,860000,25.12920045852661,9.090820550918579,26.849007727089074,1.2207031e-08,0.003528418,2163.726708173752,0.1138465404510498,37.97456512856799
100,34.57886734286296,1.0685300827026367,23.881593942642212,1.4775382673786877,86,31.262291488532593,14.095395803451538,870000,25.058435916900635,9.092540264129639,26.745540668185527,-1.5258789e-09,-0.0022780183,2188.846491575241,0.10760712623596191,37.62594808919523
100,34.583525009859436,1.0565781593322754,24.031532049179077,1.3481080514726784,87,30.43420786813577,14.212680339813232,880000,25.204694271087646,9.124122142791748,26.72357798042182,7.247925e-09,0.0015494636,2214.112706422806,0.11556577682495117,37.246554727339145
100,34.55334854685453,1.0632133483886719,23.951353788375854,1.366286028172959,88,31.346431601960486,14.196455955505371,890000,25.16121792793274,9.06559944152832,26.658105645683385,-1.2207031e-08,0.0023401063,2239.332081079483,0.1459949016571045,37.61708916391137
100,34.614907945661095,1.058105707168579,23.999895572662354,1.239437898695297,89,31.84710257226111,14.181789636611938,900000,25.167038202285767,9.121619701385498,26.728557586793706,1.9073486e-08,0.0003501114,2264.5574390888214,0.10846710205078125,37.210298532789025
100,34.25501818026567,1.0692012310028076,24.03609275817871,1.3210617497781638,90,30.654775384711918,14.27163577079773,910000,25.247124671936035,9.073872327804565,26.333745952599507,1.525879e-08,-0.001748944,2289.863926887512,0.1412215232849121,37.32144559756877
100,34.78089696097382,1.0912561416625977,23.96554946899414,1.3522545683020863,91,31.37319384059785,14.182007551193237,920000,25.166043758392334,9.092245817184448,26.89395746983095,3.8146974e-09,-0.001287632,2315.0871057510376,0.1085669994354248,37.91537864957819
100,34.53986015761563,1.0760810375213623,24.029737949371338,1.3225742234554876,92,30.88547503485725,14.238265037536621,930000,25.22483229637146,9.100267171859741,26.683910541924693,-6.1035155e-09,-0.0034566207,2340.370934486389,0.11840105056762695,37.154407159461336
100,34.65094332920725,1.0694935321807861,24.007087469100952,1.324641872302994,93,31.36178229991062,14.20947551727295,940000,25.186161994934082,9.10866665840149,26.80903880040276,-3.8146974e-09,-0.0014603363,2365.619572162628,0.10876345634460449,38.221606636572425
100,34.75127975406117,1.0683422088623047,23.936591148376465,1.2716135151511812,94,31.715778073700015,14.135297298431396,950000,25.138756036758423,9.108262538909912,26.8661172576029,-6.1035155e-09,-0.0007461822,2390.8175523281097,0.1331942081451416,37.2738307410259
100,34.78006818280029,1.063321590423584,23.861610174179077,1.3150708726206568,95,31.870683969881277,14.077171087265015,960000,25.03196620941162,9.092075109481812,26.934689805864206,7.6293943e-10,-0.00052955153,2415.9131848812103,0.10647106170654297,37.61539123321143
100,34.711567353793605,1.0686092376708984,24.03132152557373,1.1914195283245979,96,32.385950190689755,14.175426244735718,970000,25.213403940200806,9.153178930282593,26.853857575948233,-5.340576e-09,0.0018365715,2441.1852328777313,0.11287617683410645,38.15505050884678
100,34.506651310926635,1.0681791305541992,24.075583457946777,1.2782210617711245,97,31.308431493020024,14.312142133712769,980000,25.259475231170654,9.069445610046387,26.694606221028547,6.1035155e-09,0.000106091305,2466.502457380295,0.11500692367553711,37.36465832949076
100,34.3702058265055,1.0952930450439453,24.06249189376831,1.2920634419554182,98,31.170119044219696,14.208199262619019,990000,25.282419443130493,9.146751642227173,26.500251903003416,0.008543915,0.016951201,2491.8558983802795,0.12384891510009766,37.49119724854009
100,34.89797141140384,1.0539355278015137,23.882858991622925,1.3379001684560168,99,30.634312038981363,14.160907745361328,1000000,25.05276584625244,9.035176038742065,27.093837583166756,-1.6021728e-08,0.004859415,2516.969129562378,0.11529421806335449,37.4651659537561
100,34.51009299008113,1.073287010192871,23.96348762512207,1.2300091337856147,100,31.03531571851856,14.196104764938354,1010000,25.147132635116577,9.06830382347107,26.717209749654796,0.028548481,0.0070850356,2542.1750049591064,0.10939598083496094,37.05287958136425
100,34.83992735206793,1.088587999343872,23.887563705444336,1.3884592183764923,101,31.26466660436748,14.092889547348022,1020000,25.091258764266968,9.095303535461426,27.053793487446768,0.00494176,-0.00012527771,2567.329669237137,0.1144101619720459,38.024433800366594
100,34.578152572364885,1.0724878311157227,24.040549993515015,1.2515717253472687,102,31.687722141845224,14.23664140701294,1030000,25.243661403656006,9.109073638916016,26.75179275269951,-7.6293943e-10,0.004997141,2592.634847640991,0.12989473342895508,38.173268594262076
100,34.723321841891405,1.0613281726837158,23.979100942611694,1.4658561911155372,103,31.905709908668033,14.183882236480713,1040000,25.159344911575317,9.107478380203247,26.900862818809777,-6.1035155e-09,0.0020339936,2617.8614943027496,0.11830496788024902,38.07223922332984
100,34.62942863894613,1.092379093170166,23.93316650390625,1.015680544858577,104,32.39224149294803,14.13441014289856,1050000,25.15073013305664,9.101377487182617,26.76189293895861,-5.340576e-09,-0.00030764312,2643.073634624481,0.12450647354125977,37.492114308255495
100,34.695290437470746,1.0782551765441895,24.009304761886597,1.4104591583877952,105,31.88336200447986,14.191364526748657,1060000,25.230654001235962,9.121516466140747,26.81876404912326,1.2207031e-08,-0.002216751,2668.3630695343018,0.14240360260009766,38.33684611959209
100,34.93084966946081,1.0689244270324707,24.039358854293823,1.3233994666310696,106,31.835552424002696,14.191380977630615,1070000,25.24167561531067,9.14909553527832,27.037528759313606,-1.0681152e-08,-0.00062835997,2693.667315721512,0.13267898559570312,37.77117562787832
100,34.82499251190899,1.081289291381836,23.92133069038391,1.4449784136655694,107,31.519760506049437,14.131049156188965,1080000,25.1245059967041,9.083643913269043,26.906155232702368,-3.8146974e-09,-0.0013367004,2718.854780435562,0.1212015151977539,38.12645669729367
100,34.95815217963336,1.0624547004699707,24.006591081619263,1.4217373343035766,108,31.19981260619741,14.185835838317871,1090000,25.18272066116333,9.127456665039062,27.052832139808956,-1.1444092e-08,-0.0004519974,2744.1024940013885,0.11290955543518066,37.974065175760195
100,34.72871413160447,1.0532987117767334,23.899739265441895,1.2647202579377563,109,31.74553792374225,14.082452058792114,1100000,25.061604499816895,9.125176668167114,26.833110190904126,1.525879e-08,-0.0009606812,2769.2201330661774,0.10796880722045898,37.52354568733055
100,34.88408083194329,1.0705337524414062,24.01012945175171,1.3899831722305354,110,31.098432860514386,14.238112926483154,1110000,25.222954273223877,9.07850956916809,26.917859901940844,-3.0517577e-09,0.0005610352,2794.505274772644,0.1414811611175537,38.2081219684939
100,34.753987013101785,1.114109754562378,23.92966890335083,1.3822855380425463,111,31.254404193890917,14.11518931388855,1120000,25.158060550689697,9.120902299880981,26.774231815242842,-7.629395e-09,-0.0041003837,2819.7278337478638,0.11353850364685059,37.469769493560854
