Itr,train-AverageReturn,Time-Optimization,train-EnvExecTime,train-MinReturn,Time-SampleProc,train-NumTrajs,LossAfter,n_timesteps,Time-Sampling,train-AverageDiscountedReturn,train-MaxReturn,train-PolicyExecTime,train-StdReturn,LossBefore,Time,ItrTime
12,-14.534756306528068,0.29342103004455566,2.0646278858184814,-133.97926314625246,0.08106112480163574,100,-0.01745269,130000,5.891111612319946,-9.297484654852653,46.75251367953482,3.637420177459717,31.822285878426914,-1.4078568e-05,81.926429271698,6.27022385597229
13,-13.132858018559759,0.24010086059570312,2.169278860092163,-97.44708949929195,0.04696345329284668,100,-0.017198121,140000,6.160837411880493,-8.63352006075079,41.15828245141839,3.78979229927063,25.924386563102285,-1.4068981e-05,88.39040851593018,6.4482057094573975
14,-6.588874756959785,0.231611967086792,2.0468034744262695,-71.51426012455201,0.04715466499328613,100,-0.015842048,150000,5.887057065963745,-4.545804151038884,49.415641520407505,3.6453537940979004,26.094103054739463,-1.4070171e-05,94.56822061538696,6.166123390197754
15,-11.807834713896668,0.23722624778747559,2.0042688846588135,-117.40201773095278,0.04556870460510254,100,-0.017172066,160000,5.741750478744507,-7.337227635521319,58.93599098149541,3.5507164001464844,29.907417198175654,-1.4044562e-05,100.60437726974487,6.024811506271362
16,-4.0992900594862265,0.22955775260925293,2.171130418777466,-73.44895754448558,0.08044815063476562,100,-0.0190314,170000,6.219805002212524,-2.7417488015625464,66.72422833090252,3.8500373363494873,27.06741699532652,-1.402844e-05,107.1455397605896,6.53007698059082
17,-5.563095150351769,0.23927855491638184,2.0956103801727295,-73.64339677460421,0.046871185302734375,100,-0.016844273,180000,6.052259922027588,-2.748190053204545,51.17668986821412,3.7622995376586914,25.615336769062722,-1.4002477e-05,113.4969379901886,6.338658571243286
18,-5.402987672934369,0.24682331085205078,2.1244874000549316,-68.33199013537075,0.046642303466796875,100,-0.017112365,190000,6.0071117877960205,-3.266872075749197,42.68552792885865,3.6874542236328125,25.224934814370393,-1.3974565e-05,119.81017923355103,6.300947189331055
19,-4.855408220586279,0.20306062698364258,2.062365770339966,-80.16962998596979,0.07954692840576172,100,-0.018051168,200000,5.85367488861084,-2.6667625076274897,56.65603058708072,3.6013436317443848,25.62984387271289,-1.3957891e-05,125.95799589157104,6.13651180267334
20,-2.3309388892875504,0.22429823875427246,1.9646918773651123,-94.98523340780724,0.049160003662109375,100,-0.0175779,210000,5.608888149261475,-1.5361495207195035,82.66706635304513,3.4591965675354004,33.245552021338895,-1.3923282e-05,131.8516697883606,5.88260293006897
21,-8.50617508729639,0.25248241424560547,2.029517889022827,-168.87357907329022,0.04523801803588867,100,-0.016128588,220000,5.794900178909302,-5.20046648751667,68.17629760824873,3.5784623622894287,33.560365237699166,-1.3875421e-05,137.95553016662598,6.092916011810303
22,-4.537047834755461,0.24846863746643066,2.224666118621826,-75.48280536309602,0.04773259162902832,100,-0.016045136,230000,6.336002349853516,-2.8874935119633163,65.63881982357927,3.907019853591919,24.665026753844902,-1.3819088e-05,144.59970688819885,6.632506608963013
23,1.9941263043305413,0.22058391571044922,2.199660301208496,-69.33591806123525,0.11383485794067383,100,-0.018250166,240000,6.234438419342041,0.8618527514611698,61.86159884867296,3.8360249996185303,26.13842744481974,-1.3773438e-05,151.18179035186768,6.569173812866211
24,1.0117676976422043,0.22830510139465332,2.049535036087036,-50.956488468627704,0.040552616119384766,100,-0.015253077,250000,5.88839316368103,0.6683723718187224,73.83110039990822,3.648711681365967,23.96802935439108,-1.3729653e-05,157.35072326660156,6.157581567764282
25,1.1583076545416875,0.2257978916168213,2.0255134105682373,-70.47838329637906,0.042273759841918945,100,-0.017552283,260000,5.788636207580566,0.7964237768653851,74.78697416753614,3.576630115509033,26.975521783529768,-1.36828185e-05,163.41840410232544,6.057013988494873
26,1.6145503565331054,0.2458021640777588,2.2014617919921875,-63.88676188284875,0.048707008361816406,100,-0.016683456,270000,6.250263214111328,1.1355414988120511,58.9572454639285,3.8456408977508545,23.357275551213007,-1.3666881e-05,169.9751591682434,6.545113801956177
27,4.665636634938805,0.21529030799865723,2.181530714035034,-76.43263252752135,0.08255243301391602,100,-0.018111559,280000,6.246523380279541,2.349698802732721,98.0405333506243,3.8611345291137695,28.677187149167487,-1.3622388e-05,176.5322141647339,6.544602394104004
28,6.076664022761892,0.2305142879486084,2.101848840713501,-78.7933158752691,0.045789241790771484,100,-0.017881768,290000,6.001359701156616,3.5499322857236275,62.173397754422666,3.7049336433410645,26.12875701585228,-1.35716e-05,182.8215503692627,6.278095006942749
29,2.0702635379990637,0.20795607566833496,2.1254680156707764,-79.93217505338797,0.0806431770324707,100,-0.016136026,300000,6.088770627975464,1.929757818977891,62.43554063391655,3.7672464847564697,27.802757295219333,-1.3541179e-05,189.2101788520813,6.3778722286224365
30,8.600665623767496,0.23912453651428223,2.078155040740967,-112.36117346958217,0.04214882850646973,100,-0.019253364,310000,5.96586799621582,5.208650323118258,104.83898609659292,3.6936769485473633,31.2215593541309,-1.3513779e-05,195.46837449073792,6.247347354888916
31,11.592205532438179,0.20876312255859375,2.0398800373077393,-57.4537172725473,0.08163642883300781,100,-0.01455636,320000,5.853477239608765,6.566299473502829,69.3428530534661,3.624573230743408,25.526059190916893,-1.3495042e-05,201.622789144516,6.144085884094238
32,13.59010956619636,0.20986080169677734,2.0254175662994385,-79.76935112951051,0.08500957489013672,100,-0.018288238,330000,5.825713157653809,7.708227051171056,98.19294618757385,3.612286329269409,31.057031673668533,-1.3477052e-05,207.7543694972992,6.120815992355347
33,10.720312096495407,0.24782109260559082,2.180321455001831,-88.68291259353511,0.04542732238769531,100,-0.015251235,340000,6.23009991645813,6.095453922372103,83.96947960503216,3.8460402488708496,30.167193370903476,-1.3442222e-05,214.29081201553345,6.523727178573608
34,8.460794225432112,0.21913671493530273,2.0794472694396973,-72.45617258754719,0.04460716247558594,100,-0.01670895,350000,5.936208724975586,4.609212619258933,84.02535429930747,3.6655943393707275,29.958429691522483,-1.340546e-05,220.50244903564453,6.200254917144775
35,12.33987104739373,0.22782611846923828,2.0239689350128174,-100.83412380587903,0.033550262451171875,100,-0.018234154,360000,5.717714309692383,6.764825489194559,100.47066504737008,3.5052878856658936,31.473766631385494,-1.3408841e-05,226.49146699905396,5.979319334030151
36,19.606168962893666,0.21055388450622559,2.1726696491241455,-42.627759872169825,0.08346152305603027,100,-0.016924486,370000,6.1642656326293945,11.441321821683836,83.35155887610188,3.792656660079956,25.60215478860473,-1.3357859e-05,232.96128249168396,6.458524942398071
37,19.52450924285319,0.22219228744506836,2.1090075969696045,-73.87095503529878,0.04064369201660156,100,-0.018293928,380000,6.012746572494507,10.92956292416536,88.53840741272869,3.710513114929199,29.396978140093616,-1.334457e-05,239.24992728233337,6.27584433555603
38,19.052749968422667,0.23049521446228027,2.105391025543213,-44.27424083308619,0.042398929595947266,100,-0.01903621,390000,5.993124008178711,10.791833112238212,69.0993772403846,3.6958696842193604,26.59871948796854,-1.3315673e-05,245.52798342704773,6.266240358352661
39,23.631036701745508,0.24658775329589844,2.0940189361572266,-92.9623050007469,0.05574393272399902,100,-0.016467016,400000,5.966576814651489,13.55700501931216,70.31668707186923,3.6792337894439697,27.041366534688184,-1.3281254e-05,251.80886435508728,6.269184589385986
40,22.245585875214047,0.23402953147888184,2.04647159576416,-64.47418389736451,0.0378415584564209,100,-0.017992044,410000,5.85259222984314,12.307555191101358,95.4466644595608,3.617217540740967,29.673368501426275,-1.3250839e-05,257.94474363327026,6.124694108963013
41,24.01268301715472,0.238800048828125,2.049384355545044,-67.80432322148542,0.04617190361022949,100,-0.020214317,420000,5.822896242141724,13.25461407019984,94.25559873291449,3.5844414234161377,28.10438991560743,-1.3201118e-05,264.06332087516785,6.1081764698028564
42,23.54233699298878,0.23615002632141113,2.208232879638672,-50.310191257999136,0.04424619674682617,100,-0.015842132,430000,6.242106914520264,13.40476810616451,80.27272716446979,3.832279682159424,27.719965334117802,-1.3167804e-05,270.5984616279602,6.522851943969727
