Time-SampleProc,train-StdReturn,Time-Sampling,Time,train-MinReturn,train-PolicyExecTime,Time-Optimization,train-MaxReturn,train-AverageDiscountedReturn,n_timesteps,LossBefore,train-NumTrajs,Itr,ItrTime,train-EnvExecTime,train-AverageReturn,LossAfter
0.1361236572265625,4.111626773906466,23.017333984375,25.668201208114624,-11.319596317144091,14.152417659759521,2.513895034790039,12.144082603349544,-1.4508644401761233,10000,-1.4219902e-05,100,0,25.6681911945343,8.180394887924194,-1.7259445319002402,0.028114049
0.11918425559997559,5.045039495286261,23.16403341293335,51.0466525554657,-12.004164895910398,14.093417167663574,1.8543531894683838,8.3076017793908,-1.8206369369099549,20000,-1.4203615e-05,100,1,25.13981008529663,8.38662576675415,-2.1727427263425856,-0.0019267534
0.18385529518127441,5.65484410412812,23.343544244766235,76.44995069503784,-10.208045657831471,14.2416250705719,1.767669916152954,12.314396682184876,-1.6258151668285457,30000,-1.42107265e-05,100,2,25.297396183013916,8.398622035980225,-2.4058730542396916,-0.0013869634
0.18203115463256836,6.538675636871591,23.13023829460144,101.38572096824646,-15.185305680620495,14.182800531387329,1.529219150543213,17.71686130546189,0.709728177205969,40000,-1.4219855e-05,100,3,24.844523429870605,8.247483253479004,1.4512630829386848,-0.0033001662
0.16282439231872559,8.415233436716045,23.354113340377808,126.52930331230164,-14.718721294630381,14.291367530822754,1.552539587020874,26.74136705948517,2.401886323502702,50000,-1.42329045e-05,100,4,25.07200598716736,8.366953372955322,3.9797602870270903,-0.004812159
0.15966033935546875,8.806937253389835,23.209324836730957,151.71704769134521,-11.394113536704044,14.19993543624878,1.7554552555084229,28.800137103303875,6.374079345387408,60000,-1.4227514e-05,100,5,25.125218391418457,8.321057081222534,10.121510925352897,-0.007933376
0.11260581016540527,7.598551278419499,23.2835636138916,176.73343992233276,-3.6521595579927055,14.15189266204834,1.5099060535430908,28.462556019435834,9.998014837716571,70000,-1.419886e-05,100,6,24.907751321792603,8.436821937561035,15.760858978599423,-0.006880092
0.11427617073059082,6.820913833897048,23.743611335754395,202.2099962234497,1.7072502749659655,14.408395767211914,1.524747371673584,30.310457008499586,13.63821405388833,80000,-1.4158987e-05,100,7,25.384666681289673,8.63502550125122,20.93869407155617,-0.0039672037
0.11606049537658691,4.825113714370186,23.899847745895386,228.1949963569641,0.9614392166895053,14.465572118759155,1.8492515087127686,31.05028616839571,16.814803827438297,90000,-1.4102009e-05,100,8,25.865933895111084,8.739938735961914,24.372082415484925,-0.0036441025
0.1802513599395752,3.3145545171542685,23.930638790130615,254.1418354511261,16.396977868584752,14.39967155456543,1.6508679389953613,31.156312974513856,18.110295508432195,100000,-1.4064224e-05,100,9,25.764533042907715,8.825103998184204,25.835541205623393,-0.00531714
0.12012290954589844,4.112411193449489,24.040826559066772,279.79351449012756,-0.18940336661759344,14.412474393844604,1.3807847499847412,31.381965543242416,19.060430483616347,110000,-1.4024155e-05,100,10,25.542598962783813,8.923117637634277,26.178155728941057,-0.0035251388
0.11098718643188477,2.094857864771922,24.171225547790527,305.82507395744324,19.634787614997073,14.48038935661316,1.6250567436218262,32.14343270307468,20.567589466415942,120000,-1.3981542e-05,100,11,25.909249305725098,8.988158702850342,27.693987437757432,-0.0028350984
0.11142134666442871,1.8212694035209531,24.078060388565063,331.72251653671265,23.380097180233285,14.43039345741272,1.5950791835784912,31.96725969436625,20.530331506616605,130000,-1.3949661e-05,100,12,25.785744667053223,8.943759679794312,27.495752555078226,-0.00295562
0.15211749076843262,2.1327941456274555,23.957610845565796,357.66468048095703,17.54115653527851,14.299330472946167,1.732062816619873,30.73794194198447,20.664086617754432,140000,-1.3902458e-05,100,13,25.842941761016846,8.960312843322754,27.188580237259202,-0.0019080961
0.15274548530578613,1.8258563097027176,24.11829924583435,383.699275970459,19.533389980230584,14.353195190429688,1.6823573112487793,31.656096836246995,21.13426397241341,150000,-1.3848406e-05,100,14,25.954676389694214,9.055025100708008,27.59532296074451,-0.0025186236
0.17774176597595215,1.465866073941224,24.159334182739258,409.4854063987732,23.968527258462732,14.360622882843018,1.3789284229278564,30.774849702657452,21.331767602482458,160000,-1.3795467e-05,100,15,25.717875719070435,9.084669589996338,27.880546977205782,-0.0014428643
0.19228506088256836,2.0063855319165325,24.256548404693604,435.32351899147034,16.82818732294954,14.432983160018921,1.320225477218628,30.87004969985427,21.378369567975966,170000,-1.3745901e-05,100,16,25.772639751434326,9.118672132492065,27.50250673997354,-0.0021063387
0.20128560066223145,1.6166608738528268,24.679885149002075,461.44165802001953,22.051256357301156,14.74196720123291,1.1650502681732178,31.3801817040967,21.538037391932253,180000,-1.3690409e-05,100,17,26.04759383201599,9.222364902496338,27.795804004955016,-0.0009522586
0.2015669345855713,1.8390421859745545,24.461708307266235,487.28254866600037,19.547985408165545,14.646914005279541,1.1132562160491943,31.484414813045895,21.57246432355974,190000,-1.365843e-05,100,18,25.777939081192017,9.112830877304077,27.902346935860546,-0.0031309382
0.1173403263092041,1.7137762933064538,24.423607349395752,512.9790453910828,22.345790396611743,14.551241397857666,1.0891790390014648,31.49562400028802,21.82274587228697,200000,-1.3597966e-05,100,19,25.631645679473877,9.163798809051514,28.04385144456306,-0.0003973803
0.11908936500549316,1.3230494767697933,24.558537483215332,538.8254706859589,25.164608990421847,14.682635068893433,1.10237455368042,31.3592231443535,22.0263897064201,210000,-1.3553088e-05,100,20,25.78118872642517,9.162174224853516,28.25749487157088,-0.003128612
