Iteration	TimestepsThisBatch	Time	PoolSize	MaxEpReturn	TimestepsSoFar	LastEpReturn	Episodes
33	1000	380.49901843070984	35000	1156.6261232710667	35000	549.6936270475181	323
34	1000	393.8430247306824	36000	1156.6261232710667	36000	521.4531286246572	330
35	1000	406.629047870636	37000	1156.6261232710667	37000	431.29527167800785	336
36	1000	419.51621532440186	38000	1156.6261232710667	38000	773.4549268983912	342
37	1000	434.0362732410431	39000	1156.6261232710667	39000	546.9235042527761	346
38	1000	447.0001857280731	40000	1156.6261232710667	40000	29.16097427706008	354
39	1000	461.3523895740509	41000	1156.6261232710667	41000	489.69584990118267	360
40	1000	475.0387227535248	42000	1156.6261232710667	42000	630.8180380129251	365
41	1000	489.48372054100037	43000	1156.6261232710667	43000	617.4917402017653	369
42	1000	503.350221157074	44000	1156.6261232710667	44000	758.4308557532862	373
43	1000	516.9008917808533	45000	1156.6261232710667	45000	1103.613303309025	377
44	1000	529.5960991382599	46000	1156.6261232710667	46000	853.9312844108072	381
45	1000	542.5172789096832	47000	1967.3514818077779	47000	1967.3514818077779	383
46	1000	556.3223309516907	48000	1967.3514818077779	48000	1122.8608851336285	384
47	1000	569.9922041893005	49000	2265.3271378485356	49000	1213.8338853897603	387
48	1000	583.4529304504395	50000	2265.3271378485356	50000	285.2957162621444	390
49	1000	595.731748342514	51000	2265.3271378485356	51000	264.1279671183978	394
50	1000	609.6552503108978	52000	2265.3271378485356	52000	769.6942564380275	398
51	1000	624.5961594581604	53000	2265.3271378485356	53000	727.9548412240239	402
52	1000	638.4389040470123	54000	2265.3271378485356	54000	704.656021055083	405
53	1000	651.8507463932037	55000	2265.3271378485356	55000	944.1283402690274	409
54	1000	665.7553327083588	56000	2265.3271378485356	56000	719.3396119691014	412
55	1000	680.116868019104	57000	2265.3271378485356	57000	847.7524892375693	416
56	1000	694.6997652053833	58000	2265.3271378485356	58000	520.4130134706354	420
57	1000	708.3041937351227	59000	2265.3271378485356	59000	735.6509401512669	424
58	1000	720.0466532707214	60000	2265.3271378485356	60000	773.3239814587043	427
59	1000	734.1039309501648	61000	2265.3271378485356	61000	945.3514652905179	430
60	1000	747.8691880702972	62000	2265.3271378485356	62000	929.8649180148086	432
61	1000	760.3864660263062	63000	2265.3271378485356	63000	1508.8113553657613	435
62	1000	773.2692487239838	64000	2265.3271378485356	64000	292.89162277408695	438
63	1000	786.414154291153	65000	2265.3271378485356	65000	931.261208104123	440
64	1000	799.1063196659088	66000	2265.3271378485356	66000	671.0458404747883	444
65	1000	812.3151166439056	67000	2265.3271378485356	67000	991.0549506411174	447
66	1000	825.12970662117	68000	2265.3271378485356	68000	771.8713447971423	452
67	1000	837.2400829792023	69000	2265.3271378485356	69000	749.2941910899228	456
68	1000	850.654269695282	70000	2265.3271378485356	70000	827.5399120382011	460
69	1000	863.1049733161926	71000	2265.3271378485356	71000	681.4769215657805	465
70	1000	875.5033264160156	72000	2265.3271378485356	72000	791.7823672518572	469
71	1000	888.4796681404114	73000	2265.3271378485356	73000	800.7275075069718	473
72	1000	903.1087357997894	74000	2265.3271378485356	74000	756.0424639637059	477
73	1000	915.795863866806	75000	2265.3271378485356	75000	907.33052798518	480
74	1000	929.1671504974365	76000	2265.3271378485356	76000	860.3024946433588	484
75	1000	942.5115394592285	77000	2265.3271378485356	77000	1261.1620629411636	487
76	1000	955.5030574798584	78000	2265.3271378485356	78000	944.702215988281	490
77	1000	968.7069811820984	79000	2265.3271378485356	79000	1000.1349152842505	494
78	1000	979.5228068828583	80000	2265.3271378485356	80000	1240.4136760839308	496
79	1000	990.4304056167603	81000	2265.3271378485356	81000	1058.5979613844231	499
80	1000	1003.8840074539185	82000	2265.3271378485356	82000	993.2909793307491	503
81	1000	1017.6338510513306	83000	2265.3271378485356	83000	865.2240332278045	506
82	1000	1029.2979259490967	84000	2265.3271378485356	84000	990.6847586041339	510
83	1000	1039.5662922859192	85000	2265.3271378485356	85000	956.1150663205823	513
84	1000	1048.9867994785309	86000	2265.3271378485356	86000	895.7028729650226	517
85	1000	1058.2142133712769	87000	2265.3271378485356	87000	1188.1534102430417	520
86	1000	1067.890404701233	88000	2265.3271378485356	88000	54.51982794237354	524
87	1000	1077.7177670001984	89000	2265.3271378485356	89000	1028.5400262564065	527
88	1000	1087.7893090248108	90000	2265.3271378485356	90000	1336.655901564704	530
89	1000	1097.6340169906616	91000	2265.3271378485356	91000	765.8708994816304	534
90	1000	1107.3367228507996	92000	2265.3271378485356	92000	1235.1504478454744	537
91	1000	1116.6355974674225	93000	2265.3271378485356	93000	903.2394761835725	539
92	1000	1125.730724811554	94000	2265.3271378485356	94000	1209.7304373229529	542
93	1000	1135.3770945072174	95000	2265.3271378485356	95000	1270.5824622248974	544
94	1000	1145.11083817482	96000	2265.3271378485356	96000	1215.4137324956448	547
95	1000	1154.9369361400604	97000	2265.3271378485356	97000	974.3540317466754	551
96	1000	1164.4156382083893	98000	2265.3271378485356	98000	1106.3191546410153	554
97	1000	1173.4309306144714	99000	2265.3271378485356	99000	766.9963210244586	558
98	1000	1183.0693299770355	100000	2265.3271378485356	100000	1170.0282724730519	561
99	1000	1192.4026401042938	101000	2265.3271378485356	101000	1026.2187484748156	564
100	1000	1201.7899506092072	102000	2265.3271378485356	102000	801.7334655251348	567
101	1000	1210.9312217235565	103000	2265.3271378485356	103000	1217.3542932325352	570
102	1000	1219.97407913208	104000	2265.3271378485356	104000	993.6358836942421	573
103	1000	1229.4927625656128	105000	2265.3271378485356	105000	790.8467881796274	576
104	1000	1238.7453207969666	106000	2265.3271378485356	106000	753.5138932453401	579
105	1000	1248.167904138565	107000	2265.3271378485356	107000	961.5735049394441	583
106	1000	1258.2379314899445	108000	2265.3271378485356	108000	1229.5914919228937	585
107	1000	1267.4005329608917	109000	2265.3271378485356	109000	2199.2990975196435	587
108	1000	1276.3978452682495	110000	2265.3271378485356	110000	1379.614571196378	589
109	1000	1285.4538488388062	111000	2265.3271378485356	111000	782.745291214303	592
110	1000	1294.9452953338623	112000	2265.3271378485356	112000	929.0794116215527	595
111	1000	1304.4485104084015	113000	2265.3271378485356	113000	1107.2513773014184	597
112	1000	1313.7881886959076	114000	2265.3271378485356	114000	1197.8338734119282	600
113	1000	1323.2191536426544	115000	2265.3271378485356	115000	1746.1586860668633	601
114	1000	1332.6437809467316	116000	2265.3271378485356	116000	924.0587133258763	605
115	1000	1341.7460114955902	117000	2265.3271378485356	117000	971.4662602223593	608
116	1000	1351.3277235031128	118000	2265.3271378485356	118000	982.4758062816284	609
117	1000	1360.397676706314	119000	2761.169214070962	119000	632.3494106245375	612
118	1000	1369.3368105888367	120000	2761.169214070962	120000	1547.0202791994466	613
119	1000	1378.4285209178925	121000	2761.169214070962	121000	912.5224373501351	616
120	1000	1388.1573314666748	122000	2761.169214070962	122000	856.077147817767	618
121	1000	1397.1694555282593	123000	2761.169214070962	123000	1844.430724305948	620
122	1000	1406.8169581890106	124000	2761.169214070962	124000	1019.9030624089127	623
123	1000	1416.1917040348053	125000	2761.169214070962	125000	993.9922073324849	626
124	1000	1425.4824168682098	126000	2761.169214070962	126000	819.2798223473466	630
125	1000	1434.897931098938	127000	2905.7133378992376	127000	2905.7133378992376	631
126	1000	1443.9320023059845	128000	2905.7133378992376	128000	944.1804635154126	634
127	1000	1452.915509223938	129000	2905.7133378992376	129000	944.6543838748628	636
128	1000	1462.4972565174103	130000	2905.7133378992376	130000	2834.503119842441	637
129	1000	1471.8595650196075	131000	2905.7133378992376	131000	2716.6463830933317	638
130	1000	1480.8822174072266	132000	2905.7133378992376	132000	1771.1605587310132	640
131	1000	1490.5610616207123	133000	2905.7133378992376	133000	1567.5905210550877	642
132	1000	1499.613780260086	134000	2905.7133378992376	134000	2769.340112936954	644
133	1000	1508.6208851337433	135000	2905.7133378992376	135000	1288.531899951332	645
134	1000	1517.6952068805695	136000	2946.7932905804482	136000	1846.0065517861137	647
135	1000	1527.3715097904205	137000	2946.7932905804482	137000	1099.9559647181823	649
136	1000	1536.5063014030457	138000	2946.7932905804482	138000	970.745249054963	652
137	1000	1545.5452003479004	139000	2946.7932905804482	139000	983.207434073989	655
138	1000	1555.1331813335419	140000	2946.7932905804482	140000	954.5212426285862	657
139	1000	1564.3509891033173	141000	2946.7932905804482	141000	2051.2033630989527	659
140	1000	1573.389924287796	142000	2946.7932905804482	142000	990.717859869706	660
141	1000	1583.0975415706635	143000	2946.7932905804482	143000	1808.0595210731744	662
142	1000	1592.0784118175507	144000	2946.7932905804482	144000	1775.6688426175058	663
143	1000	1601.8436076641083	145000	2946.7932905804482	145000	947.6297252564067	666
144	1000	1610.9125163555145	146000	2946.7932905804482	146000	927.8364653937167	667
145	1000	1620.5666906833649	147000	2946.7932905804482	147000	999.7183799358658	670
146	1000	1630.0387392044067	148000	2946.7932905804482	148000	1908.7792674776947	671
147	1000	1639.447678565979	149000	2946.7932905804482	149000	949.0988902658149	673
148	1000	1648.480878829956	150000	2946.7932905804482	150000	1267.8110802434835	675
149	1000	1657.9469759464264	151000	2946.7932905804482	151000	2294.316403079796	677
150	1000	1667.3501784801483	152000	2946.7932905804482	152000	974.287537010346	680
151	1000	1677.2670392990112	153000	2946.7932905804482	153000	1340.5692645570698	682
152	1000	1686.5840592384338	154000	2946.7932905804482	154000	1016.3429421324606	685
153	1000	1695.5844459533691	155000	2946.7932905804482	155000	2088.228015693741	686
154	1000	1704.7204537391663	156000	2946.7932905804482	156000	1607.672204903155	687
155	1000	1714.5105736255646	157000	3040.933292893471	157000	1480.1372108639239	690
156	1000	1724.0454375743866	158000	3040.933292893471	158000	2031.5073713595514	691
157	1000	1733.2253398895264	159000	3040.933292893471	159000	1987.8225989029286	692
158	1000	1742.7941088676453	160000	3040.933292893471	160000	2526.81842380176	694
159	1000	1751.7953488826752	161000	3040.933292893471	161000	2308.960816413533	695
160	1000	1761.3239023685455	162000	3040.933292893471	162000	1200.7445544067034	699
161	1000	1770.9638953208923	163000	3040.933292893471	163000	1732.400904481879	700
162	1000	1779.9941606521606	164000	3040.933292893471	164000	951.6547044639406	702
163	1000	1789.7436912059784	165000	3103.694421086316	165000	3103.694421086316	703
164	1000	1799.1387600898743	166000	3103.694421086316	166000	916.3905608823371	707
165	1000	1808.4880709648132	167000	3103.694421086316	167000	893.566278795669	710
166	1000	1817.5935497283936	168000	3103.694421086316	168000	878.4327771728917	713
167	1000	1826.7241122722626	169000	3103.694421086316	169000	917.0345570298206	717
168	1000	1835.7866065502167	170000	3103.694421086316	170000	913.3311804377807	720
169	1000	1845.331251859665	171000	3103.694421086316	171000	2818.734111863138	721
170	1000	1854.574190378189	172000	3103.694421086316	172000	763.4122256373283	725
171	1000	1864.0558564662933	173000	3103.694421086316	173000	990.0587441396725	728
172	1000	1873.451444387436	174000	3103.694421086316	174000	966.1470319273606	731
173	1000	1882.7412042617798	175000	3103.694421086316	175000	2999.9041600450205	732
174	1000	1892.1736345291138	176000	3103.694421086316	176000	2494.9987628248005	734
175	1000	1901.4617624282837	177000	3103.694421086316	177000	1959.1128516444887	736
176	1000	1910.380250453949	178000	3103.694421086316	178000	960.5663799943682	738
177	1000	1919.3492534160614	179000	3103.694421086316	179000	1189.366421271075	741
178	1000	1928.7504692077637	180000	3103.694421086316	180000	2317.4925031985526	742
179	1000	1937.9823050498962	181000	3103.694421086316	181000	915.6325378623646	745
180	1000	1947.3784239292145	182000	3103.694421086316	182000	1411.4279609983482	746
181	1000	1958.0488619804382	183000	3103.694421086316	183000	3069.58992304927	747
182	1000	1967.585281610489	184000	3103.694421086316	184000	3089.248549710091	748
183	1000	1976.762060880661	185000	3103.694421086316	185000	969.0702169001817	750
184	1000	1986.3124969005585	186000	3103.694421086316	186000	2616.5223980754304	751
185	1000	1996.078904390335	187000	3103.694421086316	187000	921.2582418428883	754
186	1000	2005.6942489147186	188000	3103.694421086316	188000	966.7845448235624	757
187	1000	2015.536004781723	189000	3103.694421086316	189000	2553.5010286375586	758
188	1000	2024.3961153030396	190000	3103.694421086316	190000	2555.0175064017394	760
189	1000	2033.541527748108	191000	3103.694421086316	191000	957.6036310073916	762
190	1000	2042.7901780605316	192000	3103.694421086316	192000	922.4381701707258	765
191	1000	2053.018060207367	193000	3103.694421086316	193000	978.4004775635766	768
192	1000	2063.0682742595673	194000	3131.1846190084807	194000	966.8359378862903	770
193	1000	2072.515424489975	195000	3143.3015115863623	195000	3143.3015115863623	771
194	1000	2081.702249765396	196000	3143.3015115863623	196000	904.149897875139	773
195	1000	2090.758047580719	197000	3143.3015115863623	197000	942.6773178291962	777
196	1000	2099.6608402729034	198000	3143.3015115863623	198000	1529.7860614096223	778
197	1000	2109.402310371399	199000	3143.3015115863623	199000	796.6079100099624	780
198	1000	2118.585928440094	200000	3143.3015115863623	200000	1411.5978708886792	782
199	1000	2128.2761857509613	201000	3143.3015115863623	201000	1617.8813954863663	785
200	1000	2137.3738827705383	202000	3143.3015115863623	202000	3058.6764309178634	786
201	1000	2146.8342294692993	203000	3143.3015115863623	203000	976.6404645029272	788
202	1000	2155.868158340454	204000	3143.3015115863623	204000	3115.8934583800915	789
203	1000	2165.257648706436	205000	3143.3015115863623	205000	975.5215687146305	791
204	1000	2174.392624616623	206000	3143.3015115863623	206000	963.2486563748841	793
205	1000	2183.512447118759	207000	3143.3015115863623	207000	1520.309364260191	795
206	1000	2192.9640896320343	208000	3143.3015115863623	208000	3005.8732274860404	796
207	1000	2202.320077896118	209000	3143.3015115863623	209000	915.3397374001999	798
208	1000	2211.78036737442	210000	3143.3015115863623	210000	917.5571162682627	800
209	1000	2221.138937473297	211000	3143.3015115863623	211000	1191.1800555955415	802
210	1000	2230.0209863185883	212000	3143.3015115863623	212000	1015.7187413603918	804
211	1000	2239.7776470184326	213000	3143.3015115863623	213000	991.0556971237583	807
212	1000	2249.1012783050537	214000	3143.3015115863623	214000	3056.570203721424	808
213	1000	2258.050590276718	215000	3143.3015115863623	215000	1437.7599327522043	809
214	1000	2267.1630160808563	216000	3143.3015115863623	216000	881.3403772919859	811
215	1000	2276.977098464966	217000	3143.3015115863623	217000	589.8174467240366	814
216	1000	2286.4256439208984	218000	3143.3015115863623	218000	3046.6694039755225	815
217	1000	2295.497717857361	219000	3143.3015115863623	219000	1015.6681676060191	818
218	1000	2304.6725463867188	220000	3143.3015115863623	220000	974.3343628728962	820
219	1000	2314.096220970154	221000	3143.3015115863623	221000	1828.3525521614813	823
220	1000	2323.089462995529	222000	3143.3015115863623	222000	1356.7260735904547	825
221	1000	2332.010475873947	223000	3143.3015115863623	223000	968.8612733764318	827
222	1000	2341.4893822669983	224000	3143.3015115863623	224000	2272.1811725348416	829
223	1000	2350.627282857895	225000	3143.3015115863623	225000	2289.992480921876	831
224	1000	2360.1344368457794	226000	3143.3015115863623	226000	1015.0630007387559	834
225	1000	2369.198622941971	227000	3143.3015115863623	227000	1995.8702259627185	835
226	1000	2378.138738155365	228000	3143.3015115863623	228000	3094.919724315377	836
227	1000	2387.2207765579224	229000	3177.4636756743325	229000	938.0008493448541	838
228	1000	2396.412347793579	230000	3177.4636756743325	230000	3066.13147499524	839
229	1000	2405.550140619278	231000	3177.4636756743325	231000	959.7364955907503	842
230	1000	2414.6150755882263	232000	3177.4636756743325	232000	1286.4761223967193	844
231	1000	2424.198140144348	233000	3177.4636756743325	233000	3037.9169943663237	845
232	1000	2433.6405386924744	234000	3177.4636756743325	234000	1093.729259886086	848
233	1000	2442.95192360878	235000	3177.4636756743325	235000	1294.0682915066923	851
234	1000	2452.1898589134216	236000	3177.4636756743325	236000	1591.7552714505555	852
235	1000	2461.003884077072	237000	3177.4636756743325	237000	1250.6762501683231	854
236	1000	2469.9527320861816	238000	3177.4636756743325	238000	1536.9240006675232	856
237	1000	2478.9288408756256	239000	3177.4636756743325	239000	253.16683380385945	858
238	1000	2488.5029838085175	240000	3177.4636756743325	240000	2821.4608303543473	859
239	1000	2497.7402753829956	241000	3177.4636756743325	241000	2000.249500030006	862
240	1000	2507.1309785842896	242000	3177.4636756743325	242000	1217.174175649142	864
241	1000	2516.6222252845764	243000	3177.4636756743325	243000	991.8733353163162	867
242	1000	2526.028854370117	244000	3177.4636756743325	244000	1058.0010388636556	868
243	1000	2535.072492837906	245000	3177.4636756743325	245000	978.4344321998825	871
244	1000	2544.522791624069	246000	3177.4636756743325	246000	1507.0233765418131	873
245	1000	2553.8251073360443	247000	3177.4636756743325	247000	2915.1343453588674	874
246	1000	2563.32239818573	248000	3284.075735364699	248000	920.0937719627013	876
247	1000	2572.5881984233856	249000	3284.075735364699	249000	1238.9683408826784	878
248	1000	2581.82971739769	250000	3284.075735364699	250000	3207.374390220269	879
249	1000	2591.124221086502	251000	3284.075735364699	251000	3231.249219675161	880
250	1000	2600.3189220428467	252000	3284.075735364699	252000	3045.993198479141	881
251	1000	2609.506824016571	253000	3284.075735364699	253000	2299.084433605278	882
252	1000	2619.1377544403076	254000	3284.075735364699	254000	3096.6284740287656	883
253	1000	2628.5027194023132	255000	3284.075735364699	255000	975.0752954924318	885
254	1000	2637.758449077606	256000	3284.075735364699	256000	3181.042888697219	886
255	1000	2646.8778574466705	257000	3284.075735364699	257000	2820.5401468198543	887
256	1000	2656.0113191604614	258000	3284.075735364699	258000	3217.2445103570303	888
257	1000	2665.05326461792	259000	3284.075735364699	259000	3168.6076891754874	889
258	1000	2674.1953942775726	260000	3284.075735364699	260000	1294.023995078015	891
259	1000	2683.0830357074738	261000	3284.075735364699	261000	1338.1642524635015	893
260	1000	2692.3817625045776	262000	3284.075735364699	262000	1229.8634153385044	896
261	1000	2701.4521729946136	263000	3284.075735364699	263000	1584.5562138732466	897
262	1000	2710.5823957920074	264000	3284.075735364699	264000	998.7852144447103	899
263	1000	2719.6673691272736	265000	3284.075735364699	265000	2951.8208777531363	900
264	1000	2728.688129425049	266000	3284.075735364699	266000	3023.484948638505	901
265	1000	2737.7461683750153	267000	3284.075735364699	267000	3048.923816575631	902
266	1000	2746.717442512512	268000	3284.075735364699	268000	2983.605296819935	903
267	1000	2756.384381055832	269000	3284.075735364699	269000	3149.138848070827	904
268	1000	2765.335627555847	270000	3284.075735364699	270000	3261.489920011304	905
269	1000	2774.9060847759247	271000	3284.075735364699	271000	2472.7111428085946	906
270	1000	2784.0043053627014	272000	3284.075735364699	272000	3117.778342827517	907
271	1000	2793.6006112098694	273000	3284.075735364699	273000	280.639212053071	909
272	1000	2803.454438686371	274000	3284.075735364699	274000	2411.8613816424354	911
273	1000	2812.410213470459	275000	3284.075735364699	275000	1135.3769082853096	913
274	1000	2821.054610967636	276000	3284.075735364699	276000	2134.209138416518	914
275	1000	2830.1831438541412	277000	3352.9688968073942	277000	3352.9688968073942	915
276	1000	2839.6831860542297	278000	3352.9688968073942	278000	1652.3175760293918	916
277	1000	2848.7357778549194	279000	3352.9688968073942	279000	3185.71413680213	917
278	1000	2857.556872844696	280000	3352.9688968073942	280000	3119.833725026741	918
279	1000	2866.9352214336395	281000	3352.9688968073942	281000	2059.2398743072677	920
280	1000	2875.7030375003815	282000	3352.9688968073942	282000	3204.902902217937	921
281	1000	2884.867166519165	283000	3352.9688968073942	283000	3131.4281546379834	922
282	1000	2894.151645898819	284000	3352.9688968073942	284000	2751.364856101405	924
283	1000	2903.3289444446564	285000	3352.9688968073942	285000	3274.5327262232004	925
284	1000	2912.467397928238	286000	3352.9688968073942	286000	3175.2238497611465	926
285	1000	2921.9117522239685	287000	3352.9688968073942	287000	3283.1114984875253	927
286	1000	2931.431044101715	288000	3352.9688968073942	288000	3173.1516502570394	928
287	1000	2940.5262293815613	289000	3352.9688968073942	289000	3143.1108414074433	929
288	1000	2949.632427215576	290000	3352.9688968073942	290000	3105.0029227498885	930
289	1000	2958.624469280243	291000	3352.9688968073942	291000	2549.850097641843	931
290	1000	2967.4897866249084	292000	3356.9829188003246	292000	3356.9829188003246	932
291	1000	2976.365101337433	293000	3356.9829188003246	293000	2274.4449805838594	933
292	1000	2985.8343303203583	294000	3356.9829188003246	294000	1179.7078364325428	935
293	1000	2995.033313512802	295000	3356.9829188003246	295000	3327.81369152714	936
294	1000	3003.8985192775726	296000	3356.9829188003246	296000	3283.635895426199	937
295	1000	3012.718148946762	297000	3356.9829188003246	297000	2203.1950954053273	938
296	1000	3022.114418745041	298000	3356.9829188003246	298000	3240.4025040924694	939
297	1000	3031.313207387924	299000	3356.9829188003246	299000	3262.712342978938	940
298	1000	3040.9644119739532	300000	3356.9829188003246	300000	2806.6485768280486	941
299	1000	3050.243318080902	301000	3356.9829188003246	301000	3198.473323975241	942
300	1000	3059.6982793807983	302000	3356.9829188003246	302000	3193.2492609401625	943
301	1000	3068.956077337265	303000	3356.9829188003246	303000	3161.8325896968254	944
302	1000	3078.049594640732	304000	3356.9829188003246	304000	2180.1168274960673	946
303	1000	3087.0791778564453	305000	3356.9829188003246	305000	1703.0886404853018	947
304	1000	3096.5157446861267	306000	3356.9829188003246	306000	641.2739331721478	949
305	1000	3105.7794790267944	307000	3356.9829188003246	307000	1577.67679429253	951
306	1000	3115.092181444168	308000	3356.9829188003246	308000	2298.3986721044744	952
307	1000	3124.308563709259	309000	3356.9829188003246	309000	2580.0466818555924	953
308	1000	3133.403204202652	310000	3462.6794254799765	310000	2568.8392295276203	955
309	1000	3142.5341625213623	311000	3462.6794254799765	311000	1282.4801489269623	956
310	1000	3151.7272198200226	312000	3462.6794254799765	312000	3345.9361194899893	957
311	1000	3161.2722482681274	313000	3462.6794254799765	313000	3248.503221502884	958
312	1000	3170.2777242660522	314000	3462.6794254799765	314000	2203.1937566992838	960
313	1000	3179.404097557068	315000	3462.6794254799765	315000	2694.86594992805	961
314	1000	3188.5810656547546	316000	3462.6794254799765	316000	3306.6803836425597	962
315	1000	3198.6107726097107	317000	3462.6794254799765	317000	3271.3284652325433	963
316	1000	3208.675215482712	318000	3462.6794254799765	318000	3309.1566353144626	964
317	1000	3217.7741470336914	319000	3462.6794254799765	319000	3318.294161287477	965
318	1000	3226.7670402526855	320000	3462.6794254799765	320000	1953.606599536667	966
319	1000	3236.52312541008	321000	3462.6794254799765	321000	3268.989789701459	967
320	1000	3245.702621459961	322000	3462.6794254799765	322000	3377.4694989287423	968
321	1000	3255.38588142395	323000	3462.6794254799765	323000	3314.3697872878006	969
322	1000	3264.7835891246796	324000	3462.6794254799765	324000	3349.898314644383	970
323	1000	3274.334944486618	325000	3462.6794254799765	325000	3365.1740726641087	971
324	1000	3283.8122820854187	326000	3462.6794254799765	326000	3312.2394492364683	972
325	1000	3293.2278368473053	327000	3462.6794254799765	327000	3367.6182376571273	973
326	1000	3302.434032678604	328000	3462.6794254799765	328000	1226.9350425028656	975
327	1000	3312.0578730106354	329000	3462.6794254799765	329000	3330.48613599649	976
328	1000	3321.9396402835846	330000	3462.6794254799765	330000	3310.0819406621017	977
329	1000	3331.372546195984	331000	3462.6794254799765	331000	3353.276748475048	978
330	1000	3340.486072778702	332000	3462.6794254799765	332000	2192.143820096654	979
331	1000	3349.642870426178	333000	3462.6794254799765	333000	1496.8492817104905	981
332	1000	3359.1585772037506	334000	3462.6794254799765	334000	3374.2506047586744	982
333	1000	3368.8462176322937	335000	3462.6794254799765	335000	3369.393383764258	983
334	1000	3378.2221698760986	336000	3462.6794254799765	336000	3429.65328828807	984
335	1000	3387.7320075035095	337000	3462.6794254799765	337000	3358.494448741177	985
336	1000	3397.148359775543	338000	3462.6794254799765	338000	3311.7325348598965	986
337	1000	3406.399560689926	339000	3462.6794254799765	339000	3338.3216873766632	987
338	1000	3416.3413956165314	340000	3462.6794254799765	340000	3358.9110472638627	988
339	1000	3426.2291605472565	341000	3462.6794254799765	341000	3390.8857840382857	989
340	1000	3435.702130317688	342000	3462.6794254799765	342000	3352.842825865456	990
341	1000	3445.2705285549164	343000	3462.6794254799765	343000	2328.3841572513697	991
342	1000	3454.719624519348	344000	3462.6794254799765	344000	3435.920491752232	992
343	1000	3464.085561275482	345000	3462.6794254799765	345000	3358.2909663310093	993
344	1000	3473.6059215068817	346000	3462.6794254799765	346000	1998.9224229420256	995
345	1000	3482.722419500351	347000	3462.6794254799765	347000	3391.0304139577847	996
346	1000	3492.2426040172577	348000	3462.6794254799765	348000	3279.6428278546014	997
347	1000	3501.670781850815	349000	3462.6794254799765	349000	3345.9000366592236	998
348	1000	3510.717580318451	350000	3462.6794254799765	350000	2196.0990620992025	999
349	1000	3520.130471944809	351000	3480.942879613227	351000	3480.942879613227	1000
350	1000	3529.623866081238	352000	3480.942879613227	352000	3389.4100736989003	1001
351	1000	3538.8313694000244	353000	3480.942879613227	353000	2698.1687482577177	1002
352	1000	3548.342816591263	354000	3480.942879613227	354000	3457.056708428962	1003
353	1000	3559.557233810425	355000	3480.942879613227	355000	3422.845786974952	1004
354	1000	3569.2746670246124	356000	3480.942879613227	356000	1253.7386647884935	1006
355	1000	3578.919830799103	357000	3480.942879613227	357000	1437.3880427038976	1007
356	1000	3588.403165578842	358000	3480.942879613227	358000	1888.257443307881	1009
357	1000	3598.1422691345215	359000	3480.942879613227	359000	3420.315452757802	1010
358	1000	3608.2073447704315	360000	3480.942879613227	360000	3300.5567194054274	1011
