Iteration	Time	TimestepsThisBatch	PoolSize	MaxEpReturn	Episodes	LastEpReturn	TimestepsSoFar
359	4461.67298412323	1000	361000	2319.685240380379	2031	-93.92759962358711	361000
360	4477.940256595612	1000	362000	2319.685240380379	2036	-44.682556356202674	362000
361	4495.063848972321	1000	363000	2319.685240380379	2037	-3039.4677901436744	363000
362	4506.547113656998	1000	364000	2319.685240380379	2038	-3006.5385937093297	364000
363	4517.604409694672	1000	365000	2319.685240380379	2041	-40.44113003259178	365000
364	4529.829656600952	1000	366000	2319.685240380379	2042	-3008.5817054448225	366000
365	4545.603178977966	1000	367000	2319.685240380379	2043	-2937.7317806964334	367000
366	4561.542117834091	1000	368000	2319.685240380379	2044	-2921.2822825367675	368000
367	4573.3863751888275	1000	369000	2319.685240380379	2045	-3043.78688083058	369000
368	4584.313053607941	1000	370000	2319.685240380379	2046	-2968.1594206101786	370000
369	4596.38977599144	1000	371000	2319.685240380379	2048	-156.92833214029497	371000
370	4611.453380346298	1000	372000	2319.685240380379	2051	-720.8765912951898	372000
371	4625.4336194992065	1000	373000	2319.685240380379	2052	-2968.1562348228745	373000
372	4636.338898897171	1000	374000	2319.685240380379	2053	-3047.457893505196	374000
373	4648.028230190277	1000	375000	2319.685240380379	2054	-3002.0756493705126	375000
374	4665.574862957001	1000	376000	2319.685240380379	2055	-3014.1421552653837	376000
375	4679.625461816788	1000	377000	2319.685240380379	2056	-2969.471073025459	377000
376	4691.154438495636	1000	378000	2319.685240380379	2057	-2973.4054028836363	378000
377	4703.490894317627	1000	379000	2319.685240380379	2058	-2990.5004820383433	379000
378	4719.058808088303	1000	380000	2319.685240380379	2060	-110.70341138620081	380000
379	4733.825945854187	1000	381000	2319.685240380379	2063	-213.70510204607334	381000
380	4745.059343576431	1000	382000	2319.685240380379	2064	-2974.772634024746	382000
381	4756.962087154388	1000	383000	2319.685240380379	2065	-2934.894096616615	383000
382	4772.171573162079	1000	384000	2319.685240380379	2067	-83.03460497737981	384000
383	4785.224023342133	1000	385000	2319.685240380379	2068	-2947.889863085589	385000
384	4797.130047559738	1000	386000	2319.685240380379	2069	-716.0047932832099	386000
385	4809.318384408951	1000	387000	2319.685240380379	2070	-2983.181972959917	387000
386	4823.840369939804	1000	388000	2319.685240380379	2071	-2946.5094159373007	388000
387	4837.627515554428	1000	389000	2319.685240380379	2072	-2981.6210082263733	389000
388	4848.493357658386	1000	390000	2319.685240380379	2074	-172.18967481545238	390000
389	4859.729960441589	1000	391000	2319.685240380379	2075	-2978.0311312463355	391000
390	4873.71528673172	1000	392000	2319.685240380379	2076	-2974.7466151859303	392000
391	4890.599093675613	1000	393000	2319.685240380379	2077	-2969.5691432150547	393000
392	4902.547742366791	1000	394000	2319.685240380379	2078	-2959.6722205711717	394000
393	4913.652226448059	1000	395000	2319.685240380379	2080	-347.73009651705775	395000
394	4925.565084695816	1000	396000	2319.685240380379	2081	-2982.2765954478855	396000
395	4939.969383955002	1000	397000	2319.685240380379	2084	-202.6172446547788	397000
396	4955.120432138443	1000	398000	2319.685240380379	2087	-318.2162307970272	398000
397	4969.296909332275	1000	399000	2319.685240380379	2088	-2986.9459356708335	399000
398	4979.991722822189	1000	400000	2319.685240380379	2091	-41.96281893738022	400000
399	4991.083349943161	1000	401000	2319.685240380379	2092	-2974.4851246287644	401000
400	5004.218131780624	1000	402000	2319.685240380379	2093	-2988.0026600830406	402000
401	5019.794019460678	1000	403000	2319.685240380379	2094	-2957.3593909846168	403000
402	5032.404063463211	1000	404000	2319.685240380379	2098	-231.82068081198338	404000
403	5043.449810743332	1000	405000	2319.685240380379	2099	-3005.05755690149	405000
404	5055.7259953022	1000	406000	2319.685240380379	2106	-171.457635793432	406000
405	5070.0524735450745	1000	407000	2319.685240380379	2113	-85.09461364474913	407000
406	5084.473761320114	1000	408000	2319.685240380379	2119	-46.950171016016455	408000
407	5095.340666294098	1000	409000	2319.685240380379	2129	-66.65867649263996	409000
408	5106.229894399643	1000	410000	2319.685240380379	2133	-32.716801168765244	410000
409	5120.018807888031	1000	411000	2319.685240380379	2134	-3004.9559109275087	411000
410	5135.201759815216	1000	412000	2319.685240380379	2135	-2992.451184023787	412000
411	5146.120503902435	1000	413000	2319.685240380379	2137	-31.42763372041887	413000
412	5157.465927124023	1000	414000	2319.685240380379	2139	-52.03583774674267	414000
413	5170.481153249741	1000	415000	2319.685240380379	2140	-2966.348952780892	415000
414	5186.640478372574	1000	416000	2319.685240380379	2141	-2947.249965598513	416000
415	5203.152638196945	1000	417000	2319.685240380379	2142	-2997.1667492703286	417000
416	5217.677876472473	1000	418000	2319.685240380379	2143	-2990.5707643644814	418000
417	5228.470572948456	1000	419000	2319.685240380379	2148	-205.4794356763506	419000
418	5239.904590845108	1000	420000	2319.685240380379	2150	-65.28900366328683	420000
419	5256.967486381531	1000	421000	2319.685240380379	2154	-102.88374413939138	421000
420	5274.8327877521515	1000	422000	2319.685240380379	2155	-2943.0560194100813	422000
421	5286.070267915726	1000	423000	2319.685240380379	2159	-227.71578039008668	423000
422	5297.191540002823	1000	424000	2319.685240380379	2164	-51.528184750789784	424000
423	5310.535921096802	1000	425000	2319.685240380379	2169	-45.528975380012966	425000
424	5326.576966047287	1000	426000	2319.685240380379	2170	-2925.0308462368607	426000
425	5342.669809103012	1000	427000	2319.685240380379	2172	-52.6259165678309	427000
426	5354.421758413315	1000	428000	2319.685240380379	2184	-148.7954714912051	428000
427	5365.028067111969	1000	429000	2319.685240380379	2185	-2965.7402554561477	429000
428	5376.435957431793	1000	430000	2319.685240380379	2186	-3001.858509421218	430000
429	5389.180169343948	1000	431000	2319.685240380379	2190	-598.2060861324627	431000
430	5399.557789564133	1000	432000	2319.685240380379	2197	-195.2945400732549	432000
431	5409.959203004837	1000	433000	2319.685240380379	2198	-2943.257027037758	433000
432	5422.053333044052	1000	434000	2319.685240380379	2199	-2983.4131993963624	434000
433	5437.5143430233	1000	435000	2319.685240380379	2201	-187.36304149604752	435000
434	5452.171922206879	1000	436000	2319.685240380379	2202	-2954.617946890697	436000
435	5463.187640666962	1000	437000	2319.685240380379	2204	-249.06136927951232	437000
436	5473.39785528183	1000	438000	2319.685240380379	2206	-21.652121588132403	438000
437	5484.422295093536	1000	439000	2319.685240380379	2207	-2931.020704493994	439000
438	5497.9055762290955	1000	440000	2319.685240380379	2208	-2980.6804045315444	440000
439	5510.548176765442	1000	441000	2319.685240380379	2209	-2982.601864442414	441000
440	5520.405266046524	1000	442000	2319.685240380379	2210	-2999.6469062613637	442000
441	5530.491369724274	1000	443000	2319.685240380379	2211	-2977.091326695971	443000
442	5542.882550001144	1000	444000	2319.685240380379	2212	-2976.5781590575143	444000
443	5553.968255519867	1000	445000	2319.685240380379	2218	-62.236708004942386	445000
444	5564.934285640717	1000	446000	2319.685240380379	2219	-2982.0825520837825	446000
445	5576.814033985138	1000	447000	2319.685240380379	2220	-2921.007569156927	447000
446	5592.93549990654	1000	448000	2319.685240380379	2221	-2979.130585557432	448000
447	5604.8771731853485	1000	449000	2319.685240380379	2222	-2953.4671058536437	449000
448	5615.405761957169	1000	450000	2319.685240380379	2223	-2980.0296214794666	450000
449	5627.110153198242	1000	451000	2319.685240380379	2227	-38.75124806836027	451000
450	5641.33970618248	1000	452000	2319.685240380379	2232	-113.51735359571504	452000
451	5657.472424030304	1000	453000	2319.685240380379	2237	-182.76945906705075	453000
452	5668.947687864304	1000	454000	2319.685240380379	2238	-32.00099369792391	454000
453	5680.100353717804	1000	455000	2319.685240380379	2239	-2960.12373221993	455000
454	5692.653023481369	1000	456000	2319.685240380379	2241	-206.34089464564536	456000
455	5708.457450866699	1000	457000	2319.685240380379	2242	-2957.396637109519	457000
456	5719.801884174347	1000	458000	2319.685240380379	2243	-3010.6549231792237	458000
457	5730.633651733398	1000	459000	2319.685240380379	2246	-490.82140677469096	459000
458	5742.652375459671	1000	460000	2319.685240380379	2249	-331.48627893211136	460000
459	5757.465571165085	1000	461000	2319.685240380379	2251	-157.9582466953077	461000
460	5770.9601790905	1000	462000	2319.685240380379	2253	-193.61246807137366	462000
461	5781.9264323711395	1000	463000	2319.685240380379	2254	-2968.9431609527546	463000
462	5793.589854717255	1000	464000	2319.685240380379	2255	-2951.162854141874	464000
463	5807.920905828476	1000	465000	2319.685240380379	2256	-2960.287907481961	465000
464	5819.535976409912	1000	466000	2319.685240380379	2257	-2979.7720265636053	466000
465	5830.446162223816	1000	467000	2319.685240380379	2258	-1839.0172490825262	467000
466	5842.0420253276825	1000	468000	2319.685240380379	2259	-2957.870182946014	468000
467	5855.996381282806	1000	469000	2319.685240380379	2260	-2966.9525121036727	469000
468	5870.736285686493	1000	470000	2319.685240380379	2261	-2957.8576273880817	470000
469	5881.414425134659	1000	471000	2319.685240380379	2263	-1285.5351634586539	471000
470	5891.763933181763	1000	472000	2319.685240380379	2264	-2953.769550489982	472000
471	5903.192700386047	1000	473000	2319.685240380379	2266	-356.2901327355298	473000
472	5917.405219078064	1000	474000	2319.685240380379	2267	-2967.121768271559	474000
473	5931.931264638901	1000	475000	2319.685240380379	2268	-2970.722546385802	475000
474	5944.148881673813	1000	476000	2319.685240380379	2269	-2943.9123634023085	476000
475	5954.464568853378	1000	477000	2319.685240380379	2270	-2958.3478734640016	477000
476	5965.121899604797	1000	478000	2319.685240380379	2271	-2947.0883227334307	478000
477	5978.524433135986	1000	479000	2319.685240380379	2272	-2937.1766344474727	479000
478	5990.311321258545	1000	480000	2319.685240380379	2273	-2966.205215680171	480000
479	6000.3967089653015	1000	481000	2319.685240380379	2274	-2956.673598609097	481000
480	6011.198229312897	1000	482000	2319.685240380379	2275	-2969.4324805575743	482000
481	6024.671847105026	1000	483000	2319.685240380379	2276	-2933.145742033837	483000
482	6036.0050592422485	1000	484000	2319.685240380379	2277	-2983.0215448868807	484000
483	6046.452541589737	1000	485000	2319.685240380379	2278	-2986.5500632673484	485000
484	6058.078856229782	1000	486000	2319.685240380379	2279	-2993.0959290808214	486000
485	6071.77047252655	1000	487000	2319.685240380379	2280	-2988.5552015519415	487000
486	6086.112211942673	1000	488000	2319.685240380379	2281	-2982.090791095365	488000
487	6098.940586090088	1000	489000	2319.685240380379	2282	-3002.7967454788322	489000
488	6108.948367357254	1000	490000	2319.685240380379	2283	-2988.402742038792	490000
489	6119.605721712112	1000	491000	2319.685240380379	2284	-2980.3484032474744	491000
490	6131.535173892975	1000	492000	2319.685240380379	2285	-1055.7250045085218	492000
491	6146.220585823059	1000	493000	2319.685240380379	2286	-2984.6599411765505	493000
492	6160.83412027359	1000	494000	2319.685240380379	2287	-2972.2868656226933	494000
493	6172.837198257446	1000	495000	2319.685240380379	2288	-2999.3786728951736	495000
494	6183.19415473938	1000	496000	2319.685240380379	2289	-2993.0973756274475	496000
495	6193.977153301239	1000	497000	2319.685240380379	2290	-2985.16512606886	497000
496	6206.488376617432	1000	498000	2319.685240380379	2291	-3014.4012962027946	498000
497	6221.012024402618	1000	499000	2319.685240380379	2292	-3018.6563654862794	499000
498	6234.935951709747	1000	500000	2319.685240380379	2293	-2920.1977668949526	500000
499	6245.259391546249	1000	501000	2319.685240380379	2294	-2860.2818989111893	501000
