n_timesteps,LossBefore,train-StdReturn,train-EnvExecTime,Itr,LossAfter,train-AverageReturn,ItrTime,Time-SampleProc,train-MinReturn,Time-Optimization,train-AverageDiscountedReturn,train-NumTrajs,train-PolicyExecTime,Time,Time-Sampling,train-MaxReturn
490000,-0.0009373474,1.389992338505191,8.917213916778564,48,-0.0019285064,29.67208996880577,24.844903707504272,0.10889172554016113,26.03541519248146,1.0533273220062256,23.084848701039682,100,14.067602634429932,1212.6108629703522,23.68180561065674,32.514012922834304
500000,7.629395e-09,1.7756712192460007,8.918438911437988,49,-0.0014001618,29.96434923598503,24.975220441818237,0.11458253860473633,21.703418140126264,1.0631623268127441,23.33381775838068,100,14.179122924804688,1237.645016670227,23.79679536819458,33.31721391253754
510000,9.155274e-09,1.7354171120933046,8.96719479560852,50,-0.0017653503,30.308611615767976,24.969871520996094,0.11111640930175781,21.40507431394405,1.0758635997772217,23.584860772364994,100,14.114286422729492,1262.67023396492,23.78216052055359,33.87557459162064
520000,9.155274e-09,1.5756487620637494,8.949021816253662,51,-0.0028403504,30.607362173151927,24.854602813720703,0.11092472076416016,25.088974827947496,1.0464777946472168,23.90738294662568,100,14.04823350906372,1287.5847461223602,23.696492195129395,33.79475404839994
530000,3.0517577e-09,1.4269229594273625,8.943122386932373,52,0.0008463806,30.53071159352105,24.94398283958435,0.11813783645629883,25.769914180453675,1.0561068058013916,23.820335219915002,100,14.128438234329224,1312.5876038074493,23.769011735916138,33.55584793231394
540000,-3.0517577e-09,1.6270776158028342,8.92358922958374,53,-0.00031897431,30.707680052817754,24.836760997772217,0.11367082595825195,26.3995503489985,1.0537030696868896,23.768110031903262,100,14.05098295211792,1337.4885840415955,23.668643712997437,34.59743463008328
550000,-3.8146974e-09,1.6565743725917639,8.940863132476807,54,-0.0032800667,30.60692087980185,24.8892343044281,0.12011122703552246,25.00643985028722,1.0535318851470947,23.653886670167203,100,14.0786452293396,1362.4357359409332,23.714909315109253,34.56278360371647
560000,-1.5258789e-09,1.6852587430535586,8.906648874282837,55,-0.0020884948,30.595326221032806,24.984297513961792,0.11639904975891113,26.262331460889786,1.0694308280944824,23.62590396224536,100,14.201606512069702,1387.478705406189,23.797816038131714,33.8857336496598
570000,6.1035155e-09,1.6003762126603631,8.964327573776245,56,-0.0019617982,30.860601282882705,24.930455684661865,0.12885355949401855,25.270760043654274,1.069554090499878,23.849113422595668,100,14.069300889968872,1412.4690206050873,23.73100972175598,34.53844020937354
580000,-1.2207031e-08,2.0455914335476786,8.935789823532104,57,-0.002418744,30.904514589904462,25.0146267414093,0.1493237018585205,16.420378109205505,1.120347261428833,23.961350604545053,100,14.102973222732544,1437.5540852546692,23.743863344192505,34.49084173218776
590000,-6.1035155e-09,1.5467371384543136,8.904736518859863,58,0.0009913178,31.182824307970918,24.820454120635986,0.12755751609802246,25.889916419960112,1.0644640922546387,24.176449140764003,100,14.02635931968689,1462.4335753917694,23.627749919891357,34.63436548065252
600000,1.525879e-08,1.583522340373166,8.912779808044434,59,0.002911429,30.88641000713173,24.676546812057495,0.10940361022949219,22.416551200014425,1.0631673336029053,23.930114381580335,100,13.902314186096191,1487.1754641532898,23.503275394439697,34.85624560927913
610000,-4.577637e-09,1.40205903776233,8.894996881484985,60,0.006971109,30.885603671921736,24.85535764694214,0.10625576972961426,25.56105344768928,1.051008701324463,23.99387720073205,100,14.100713968276978,1512.0906202793121,23.697484970092773,34.23363523262092
620000,-6.1035155e-09,1.398367797857731,8.998669624328613,61,-0.0026777955,31.237467898256355,25.005764722824097,0.11371397972106934,27.44498580770064,1.058485746383667,24.096540436785507,100,14.137732982635498,1537.1593761444092,23.832944631576538,34.09930957036816
630000,6.1035155e-09,1.3005640991372187,8.938836097717285,62,0.00613165,31.550600882203835,24.84210205078125,0.11691451072692871,27.383631871367523,1.0690932273864746,24.338016646907125,100,14.013734340667725,1562.0660290718079,23.655282020568848,34.77867661668517
640000,-1.5258789e-09,1.3306212002383981,8.957260847091675,63,-0.0032064668,31.34946013020371,24.903749465942383,0.11714482307434082,27.94065287003919,1.0920021533966064,24.29808170136722,100,14.044411659240723,1587.0276982784271,23.69388461112976,34.25781619041839
650000,-0.001758551,1.286673988951245,8.907704830169678,64,-0.0025856995,31.200749879274536,24.77700638771057,0.11052942276000977,28.414716828133546,1.0726642608642578,24.221074782959807,100,13.994486331939697,1611.8643736839294,23.59306287765503,34.26304244003233
660000,-0.0017482482,1.3572146220385115,8.886561155319214,65,-0.0013713104,31.557137442857307,24.85260558128357,0.14439082145690918,28.761520419374822,1.0749483108520508,24.56102698082474,100,14.04820466041565,1636.7854704856873,23.632606029510498,34.63579413543264
670000,1.8310548e-08,1.4324915966485818,8.921515703201294,66,-0.003587616,31.773950620509492,24.97763156890869,0.12203550338745117,28.662902970334567,1.0609369277954102,24.518674389475585,100,14.186549663543701,1661.8260371685028,23.7939555644989,34.77207622092666
680000,-4.196167e-09,1.3173793311986053,8.976854085922241,67,-0.0048128166,31.637455392021526,24.90686297416687,0.1031949520111084,28.516312500923245,1.0710792541503906,24.434201919460957,100,14.064239978790283,1686.7968938350677,23.731884479522705,34.41225258401456
690000,3.8146974e-09,1.4598953885835677,8.929953336715698,68,-0.0036786487,32.18793861643411,24.92189884185791,0.1114659309387207,27.946598538618208,1.0617737770080566,25.0148608481005,100,14.12696099281311,1711.781976222992,23.747783184051514,35.742890543147965
700000,-8.72612e-09,1.310307462288751,8.911505222320557,69,-0.0020171101,31.985300401560636,24.842809200286865,0.12272429466247559,28.630987056037053,1.1239402294158936,24.87321253578618,100,13.992136478424072,1736.6859602928162,23.595537900924683,36.0907368963608
710000,3.0517577e-09,1.294207318414743,8.958411455154419,70,-0.0029731262,32.22859231283207,24.993539810180664,0.1246647834777832,29.35589245355556,1.0671947002410889,25.07553064073958,100,14.1396803855896,1761.7537922859192,23.799604654312134,34.882152430658834
720000,3.0517577e-09,1.467781414201889,8.88484263420105,71,-0.00549061,32.55286087937065,24.808722496032715,0.10475015640258789,29.55936203174141,1.0578503608703613,25.370407137251277,100,14.068345546722412,1786.6247198581696,23.645405054092407,35.766659701741006
730000,7.6293943e-10,1.4969216485573975,8.960714340209961,72,-0.0008929016,32.72245168195898,24.919629335403442,0.1128995418548584,29.125732059147193,1.1094427108764648,25.502455468261505,100,14.040179967880249,1811.603110074997,23.696649074554443,36.76528491705755
740000,4.005432e-09,1.432860267252104,8.968099117279053,73,0.00795805,32.587966211916346,24.888468980789185,0.1252272129058838,29.570192741215397,1.0545320510864258,25.347746995474132,100,14.03780722618103,1836.558510541916,23.70794129371643,37.235041011063586
750000,6.1035155e-09,1.4571942040684858,8.93371057510376,74,0.0014052002,32.724830876665685,25.01465082168579,0.18288612365722656,29.309177421561795,1.3129222393035889,25.549955976220044,100,13.888303279876709,1861.631202697754,23.516871213912964,36.03284821716369
760000,9.918213e-09,1.4592731176178817,8.89145565032959,75,0.004125482,32.656568983408924,24.88410782814026,0.15676403045654297,28.7995653519418,1.4944283962249756,25.513411523314083,100,13.659223318099976,1886.5754351615906,23.23094940185547,36.43119931627068
770000,1.8310548e-08,1.5067339073883201,8.886328935623169,76,-0.0026801575,32.770169766210145,25.022690057754517,0.10412859916687012,28.887327322058663,1.6289081573486328,25.6089639020588,100,13.714955806732178,1911.6579060554504,23.288927793502808,36.282096160439046
780000,0.0034944976,1.4243823423375985,8.887964248657227,77,-0.0009968353,32.92980709152618,24.782522916793823,0.11377525329589844,30.230277090183417,1.3881309032440186,25.703527363020623,100,13.695911169052124,1936.5671095848083,23.274248123168945,36.465004819671705
790000,-3.0517577e-09,1.461883492178631,8.924047470092773,78,-0.0019488403,33.18381956377214,24.633789777755737,0.10513734817504883,29.53386790775893,1.0816624164581299,25.9606874638376,100,13.827688932418823,1961.2890799045563,23.444499969482422,37.33769533586108
800000,3.0517577e-09,1.4528193594055778,8.954243659973145,79,-0.0045755263,33.129085116029735,24.73771333694458,0.11415410041809082,29.664675954776982,1.0493056774139404,25.860097629396943,100,13.92754340171814,1986.1032333374023,23.573507070541382,36.249612021648495
810000,-7.629395e-09,1.4549857584912003,8.969014167785645,80,-0.0060925507,33.15300859158449,24.8038170337677,0.11624264717102051,28.833889001730878,1.0954713821411133,25.873651741850253,100,13.932270765304565,2010.9750475883484,23.59130620956421,36.095298648734676
820000,-9.918213e-09,1.4306227476836473,9.005435943603516,81,-0.003595842,33.56781808353026,24.921724796295166,0.10585856437683105,30.423761205161814,1.0817983150482178,26.236412254434594,100,14.03512978553772,2035.953560590744,23.7334566116333,36.48619033143219
830000,-2.0599366e-08,1.2687170324987858,8.926873922348022,82,-0.0006404945,33.65314545604519,24.914741277694702,0.12069392204284668,30.74940264647627,1.0817880630493164,26.303993133564358,100,14.093392133712769,2060.9263088703156,23.711470365524292,36.85485857085677
840000,5.340576e-09,1.4413481512081452,9.002544164657593,83,-0.0019164524,33.68287990173315,24.921263933181763,0.1279585361480713,31.018240447860208,1.069467544555664,26.27992643987004,100,14.028564929962158,2085.9112322330475,23.723105907440186,37.84124562784726
850000,-1.2207031e-08,1.259895490332532,9.019128799438477,84,-0.00023253784,33.64242629960484,24.923000812530518,0.13602352142333984,30.584259359444076,1.07493257522583,26.177698391259906,100,14.001150131225586,2110.8951671123505,23.711416006088257,36.57229809775102
860000,6.1035155e-09,1.4774115100418184,8.946038484573364,85,-0.0028895112,33.49256665025367,24.877428770065308,0.11207032203674316,29.03967762108403,1.0737366676330566,26.081734407561147,100,14.045110940933228,2135.830745458603,23.6909339427948,37.723877294888794
870000,-1.6975402e-08,1.2878867810659458,8.952466011047363,86,-0.00087835925,33.841544646285,24.87345814704895,0.1339266300201416,30.451506908101738,1.0669891834259033,26.330046790022124,100,14.026249170303345,2160.7644023895264,23.67176389694214,37.566696186247
880000,7.629395e-09,1.5069075504438174,8.914937257766724,87,0.0014093567,33.905735672903674,24.833899974822998,0.11553287506103516,30.775027536545032,1.067775011062622,26.363211077703735,100,14.041833639144897,2185.6573560237885,23.6499502658844,37.41357057254585
890000,8.392334e-09,1.494526339580374,8.983309984207153,88,0.0024718514,33.86150161607936,24.882816553115845,0.11644315719604492,29.237152244342436,1.0588922500610352,26.32137596419136,100,14.026036739349365,2210.6045260429382,23.706714868545532,37.34077974407193
900000,-3.0517577e-09,1.507452156539403,8.945704460144043,89,-0.00010469208,34.07370112663896,24.87964391708374,0.10755085945129395,30.093305066481367,1.0697574615478516,26.540777062373323,100,14.06338620185852,2235.547676563263,23.701757669448853,37.88560446791611
910000,2.2888185e-09,1.5209881979641393,8.986987590789795,90,-6.24466e-05,33.91369888850231,24.955255270004272,0.11305737495422363,29.951500471825987,1.069976568222046,26.355863930908523,100,14.08143138885498,2260.563835144043,23.771475076675415,37.27283110448213
920000,-1.373291e-08,1.4392996783857053,8.957926273345947,91,0.0016755188,33.93641129493304,24.912325859069824,0.11468935012817383,30.555648190860627,1.0447020530700684,26.3402578330718,100,14.093124389648438,2285.5346546173096,23.752286672592163,37.02299228237783
930000,3.0517577e-09,1.526732191502509,8.943011283874512,92,-6.1997984e-05,34.01380760000603,24.778318166732788,0.12269067764282227,31.02645879749793,1.0758476257324219,26.433307526095053,100,13.920636177062988,2310.375097513199,23.578983068466187,37.588705382921006
940000,1.8310548e-08,1.416518298104684,8.95198917388916,93,0.004941553,34.05745256876057,24.898407697677612,0.1090550422668457,30.756183693156537,1.0665225982666016,26.523388431913688,100,14.073357105255127,2335.3325283527374,23.722222566604614,37.297768452969784
950000,-8.249283e-09,1.3731073263682234,8.990283250808716,94,0.0034432965,33.93208623823636,24.983741283416748,0.11135625839233398,30.696568919808765,1.0442605018615723,26.378505632295127,100,14.145987510681152,2360.378973722458,23.827409505844116,36.983808378046675
960000,0.011593247,1.5064548328071357,8.921000957489014,95,-0.0016919556,34.066776313367626,24.9189293384552,0.1135108470916748,30.388218325853526,1.0795533657073975,26.48739175102271,100,14.112262964248657,2385.3651320934296,23.725247621536255,37.325955442145414
970000,-9.536743e-09,1.6044392250518544,8.920209646224976,96,-0.0010626678,34.15910852163598,24.876262426376343,0.11258244514465332,30.517531552666266,1.0705511569976807,26.585454405061817,100,14.075939655303955,2410.302668571472,23.692464590072632,37.61010194977436
980000,6.1035155e-09,1.437856852882652,8.99700665473938,97,-0.0014674927,34.49006133637869,25.029499769210815,0.13137364387512207,31.274666520337767,1.0591671466827393,26.87702353882025,100,14.143694162368774,2435.396241426468,23.838250398635864,38.27794470643375
990000,6.1035155e-09,1.4261334975167776,8.940432071685791,98,-0.0015681824,34.1505450783401,24.946683406829834,0.15049362182617188,31.222143798748885,1.0957434177398682,26.55584467383371,100,14.070875644683838,2460.406674146652,23.699750661849976,37.46742757820605
1000000,-1.5258789e-09,1.5708171604019394,8.979552745819092,99,-0.0021973816,34.24350597013647,24.908807516098022,0.14543819427490234,30.60327818033984,1.0656788349151611,26.606729525433703,100,14.014665126800537,2485.374716281891,23.69707155227661,37.57147128641424
1010000,6.1035155e-09,1.4864744674299315,8.955270528793335,100,0.00074240874,34.55665372969436,24.86024522781372,0.10574507713317871,30.688062910437434,1.0549466609954834,26.90364607521882,100,14.052509307861328,2510.297975063324,23.698841333389282,37.40329791033343
1020000,3.0517577e-09,1.4846717267162977,8.929337978363037,101,-0.0012761261,34.23252872187999,24.869900226593018,0.10631823539733887,30.287882680818985,1.0598299503326416,26.605387905418265,100,14.063642740249634,2535.2254309654236,23.703104734420776,37.337796432122175
1030000,-1.0681152e-08,1.6084883688193674,8.924724817276001,102,0.00063987734,34.361099428620115,24.9841787815094,0.13624072074890137,31.418752943760243,1.082751750946045,26.724460341008843,100,14.14267611503601,2560.273204088211,23.764418840408325,38.92474085614077
1040000,9.155274e-09,1.5152088457983586,8.94328498840332,103,-8.583832e-05,34.50689056599985,24.86731767654419,0.1056056022644043,31.43266071786519,1.075268030166626,26.812701746924148,100,14.042484521865845,2585.2027938365936,23.685754537582397,38.533294854074505
1050000,1.2207031e-08,1.494750743164008,8.91417908668518,104,-0.0017885834,34.27110757626941,24.794490814208984,0.15155673027038574,30.446230211706556,1.0936837196350098,26.567986026093923,100,13.94767165184021,2610.0604383945465,23.54852557182312,37.1148344546909
1060000,1.5640259e-08,1.4891996677587969,8.971818447113037,105,-0.0018628124,34.188387841444744,25.0211021900177,0.1179647445678711,30.707836750692184,1.0928764343261719,26.484229169105305,100,14.149402379989624,2635.1470704078674,23.809505224227905,37.97999659466402
1070000,-3.0517577e-09,1.4623464066319471,8.95146894454956,106,-0.0029248963,34.387664736300536,24.85895609855652,0.10679745674133301,31.357592865306312,1.056321144104004,26.72162339939773,100,14.043121099472046,2660.0709965229034,23.695069074630737,37.65675778429214
1080000,7.629395e-09,1.4820627164433449,9.01977801322937,107,-0.0008336639,34.44048391736642,25.117605447769165,0.13029170036315918,31.54906358398274,1.0808963775634766,26.72591051624032,100,14.174048900604248,2685.245429754257,23.905705213546753,38.205923343959405
1090000,-4.577637e-09,1.5898740364143935,9.00572681427002,108,-0.0019331803,34.50983049156393,24.946491479873657,0.12935161590576172,30.464953520041046,1.0699663162231445,26.764488494594794,100,14.04084038734436,2710.253569126129,23.746491193771362,37.90992161170273
1100000,6.1035155e-09,1.5898812559409887,8.939091920852661,109,-0.00059865724,34.606940513637376,24.927518606185913,0.11786413192749023,30.543567024835394,1.0715429782867432,26.84819066341906,100,14.092422246932983,2735.2429072856903,23.737375020980835,38.10934827730133
1110000,1.6784668e-08,1.459459149317682,8.889062404632568,110,-0.001454747,34.345411659555815,24.91967749595642,0.14094305038452148,30.89790556414988,1.0893604755401611,26.601892750970237,100,14.107116222381592,2760.2222492694855,23.68873405456543,37.311969826125654
