LossAfter,train-EnvExecTime,Itr,Time-SampleProc,train-AverageReturn,train-StdReturn,LossBefore,n_timesteps,ItrTime,train-NumTrajs,train-AverageDiscountedReturn,Time-Optimization,Time-Sampling,train-MinReturn,train-PolicyExecTime,train-MaxReturn,Time
-0.017912567,8.764118194580078,119,0.12774872779846191,1.4595732168409936,26.75045664658488,-1.3127681e-05,1200000,25.528271436691284,100,-0.4360987131450333,1.1487910747528076,24.250962734222412,-87.48781201185633,14.714282989501953,73.98919159104481,3072.172261238098
-0.017553817,8.819625854492188,120,0.12880849838256836,3.62134067153608,30.428206253696175,-1.3110488e-05,1210000,25.58713722229004,100,1.5672198899272667,1.1624228954315186,24.295235872268677,-82.00451953645164,14.70412802696228,89.91336135321018,3097.833178758621
-0.016860796,8.767786979675293,121,0.1326122283935547,9.098738212550613,28.911698001607377,-1.3098364e-05,1220000,25.603235721588135,100,4.551425438908538,1.1440918445587158,24.32578468322754,-64.26121564049696,14.788519859313965,66.43983946534516,3123.500342130661
-0.01728156,8.810342788696289,122,0.14394283294677734,3.3120035535911527,32.502929667733135,-1.3093727e-05,1230000,25.650551080703735,100,1.0678797947099978,1.138141393661499,24.367058992385864,-60.71070707829109,14.781033754348755,94.14356160711904,3149.2217466831207
-0.017775059,8.797351121902466,123,0.13077545166015625,6.717279776741524,26.579315104182967,-1.3079089e-05,1240000,25.615487813949585,100,2.9490091800300835,1.2773919105529785,24.2066068649292,-62.787294042884376,14.644879579544067,68.30677987307256,3174.9057784080505
-0.017856833,8.78486967086792,124,0.1249997615814209,4.0593301420553844,29.48596479576289,-1.3071728e-05,1250000,25.943204879760742,100,0.9077284724963411,1.5831406116485596,24.23425579071045,-68.13367319192045,14.662196636199951,82.93805141221266,3200.942256450653
-0.017274015,8.696872472763062,125,0.20104622840881348,5.693850094573251,28.19479401034765,-1.3012538e-05,1260000,25.8934326171875,100,1.92511436419651,1.7384188175201416,23.95125412940979,-66.33673014664103,14.481602430343628,77.1751315315933,3226.9466440677643
-0.017028855,8.719946146011353,126,0.19311213493347168,6.779790705118926,31.957939055799354,-1.3007389e-05,1270000,25.621545791625977,100,2.9539073577493666,1.5627129077911377,23.864540815353394,-75.56673174133978,14.382038354873657,106.49271353760604,3252.6373898983
-0.016729258,8.741547107696533,127,0.2666463851928711,10.89163022196702,29.983007687321475,-1.3004582e-05,1280000,25.537617206573486,100,5.478030467233818,1.330331563949585,23.93716335296631,-60.14320669270677,14.40929627418518,86.29862278430112,3278.23703289032
-0.018255059,8.759795904159546,128,0.16538476943969727,5.656830955489518,31.622799692343683,-1.297073e-05,1290000,25.528848886489868,100,2.00586136003221,1.1583590507507324,24.204498767852783,-92.49382637379011,14.674136638641357,111.63407902495324,3303.8282964229584
