LossAfter,ItrTime,n_timesteps,train-MaxReturn,Itr,Time-Sampling,Time,LossBefore,train-EnvExecTime,Time-Optimization,train-AverageDiscountedReturn,train-NumTrajs,train-PolicyExecTime,train-MinReturn,train-StdReturn,Time-SampleProc,train-AverageReturn
0.00045306396,37.07895565032959,520000,119.17260541548481,51,35.27395415306091,1504.547292470932,0.016874572,11.478668212890625,1.6469871997833252,48.931595889148376,100,22.72636842727661,-11.446876667966018,17.57015067753561,0.15540742874145508,85.56755939507511
-0.02027647,35.334572315216064,530000,115.30458174929895,52,33.336955547332764,1539.9581894874573,-0.0051748534,10.960937023162842,1.8153703212738037,49.471370448103215,100,21.339959383010864,54.633955281451804,10.326083677815719,0.1813960075378418,86.61824565607247
-0.027651709,38.24473166465759,540000,111.5121820936822,53,36.256654262542725,1578.291315317154,-0.010570899,11.801774978637695,1.8232507705688477,47.48835002284252,100,23.37810969352722,28.722694409611606,14.559165690977993,0.16312241554260254,83.34619069030157
-0.03464617,35.96303057670593,550000,108.04153919998981,54,34.06418991088867,1614.3461318016052,0.021309057,11.209738731384277,1.7200818061828613,47.812837792535014,100,21.798503637313843,15.031476082688652,16.325173837300266,0.17524361610412598,83.36878729331767
-0.08621304,34.506229400634766,560000,109.0212396497321,55,32.65236258506775,1648.956128358841,-0.0028408936,10.975184679031372,1.6448283195495605,47.41180290630609,100,20.66295337677002,-5.399876482088862,17.45030307538201,0.20746374130249023,83.81049818963332
-0.0669958,35.251806020736694,570000,112.92007954463497,56,33.52208232879639,1684.2973980903625,-0.014880811,11.016528367996216,1.5415260791778564,42.93438726292216,100,21.45865488052368,19.93412225609965,16.60868052982673,0.18640446662902832,76.28980440937804
-0.07851387,34.72678089141846,580000,114.18019505402955,57,32.818673849105835,1719.1109039783478,-0.013830591,10.976885318756104,1.716937780380249,45.878524471877206,100,20.81407642364502,10.563008814008676,17.385097020828688,0.18991446495056152,81.54349494732925
-0.0017635132,35.79944658279419,590000,116.55442625284343,58,34.055070877075195,1754.9806213378906,-0.0123083675,11.255690097808838,1.568500280380249,47.58516637748016,100,21.754606008529663,-1.6522859888475072,19.95382336084304,0.17439985275268555,83.27532639936285
-0.06364146,35.51218271255493,600000,107.55854896573429,59,33.677581548690796,1790.5717220306396,-0.014932666,11.157331943511963,1.6361432075500488,49.43314622656327,100,21.444153308868408,57.151865834879935,10.096086059252489,0.18950963020324707,86.41409060602568
-0.017889453,34.78381705284119,610000,106.25393336028525,60,33.054330348968506,1825.4409277439117,0.011399927,10.97174859046936,1.5683131217956543,47.86183342191457,100,21.04754614830017,16.940497672683104,16.076773566343665,0.16000771522521973,83.43483951274062
