Time,Itr,train-PolicyExecTime,train-AverageDiscountedReturn,train-MaxReturn,LossAfter,n_timesteps,Time-Optimization,train-EnvExecTime,train-AverageReturn,train-NumTrajs,train-MinReturn,LossBefore,Time-Sampling,Time-SampleProc,ItrTime,train-StdReturn
1007.1119155883789,102,5.438068389892578,153.87979892512794,288.35125420919434,-0.003340209,1030000,0.33730387687683105,4.183544635772705,282.1492980189477,100,265.0881692579399,-1.0291148e-05,9.915035963058472,0.043134450912475586,10.295740127563477,4.049049709687127
1017.8011860847473,103,5.604982137680054,153.5451061867306,289.939996719901,-0.002108724,1040000,0.388216495513916,4.292900800704956,281.4885521614044,100,244.05444438445147,-1.02616705e-05,10.201661586761475,0.08490586280822754,10.675194025039673,5.8924780781751736
1026.9020991325378,104,4.805119752883911,153.9112870825927,288.66686715426675,-0.00208479,1050000,0.3000977039337158,3.6401548385620117,282.12030074115086,100,272.1158223409729,-1.0241937e-05,8.714491844177246,0.06313276290893555,9.082775115966797,3.302339443950431
1038.2292885780334,105,5.946165084838867,154.13399064569313,290.41898217579194,0.0048783156,1060000,0.37171435356140137,4.58168888092041,282.5214208401155,100,270.7997088193285,-1.0203639e-05,10.855664730072021,0.08632993698120117,11.314037799835205,3.404103526202097
1048.7364251613617,106,5.5054075717926025,153.92780552793226,289.2330988778187,-0.00079817156,1070000,0.35335779190063477,4.240117073059082,282.05681879373077,100,216.3871667415776,-1.0167185e-05,10.055408716201782,0.08189821243286133,10.491004705429077,8.34483742573849
1059.0251071453094,107,5.3754167556762695,153.43579708639732,288.84052733708046,0.0072778044,1080000,0.3465874195098877,4.166935443878174,281.17858230546693,100,229.6027427650035,-1.016497e-05,9.843041896820068,0.08310604095458984,10.273034811019897,7.493281477637683
1069.631057024002,108,5.558744668960571,154.04142595196302,288.7183975890205,0.0013321721,1090000,0.39713454246520996,4.275440216064453,282.0397715826466,100,260.437665345996,-1.0134943e-05,10.141492128372192,0.05215191841125488,10.591211080551147,4.371417540751856
1080.267550945282,109,5.6215739250183105,153.8509457222892,289.42318639960956,-0.0016158677,1100000,0.35508179664611816,4.293887138366699,281.53026609308654,100,261.54324576580046,-1.0110026e-05,10.222376108169556,0.040926456451416016,10.618797540664673,4.564761051756636
1090.5614278316498,110,5.3953588008880615,153.60331376425032,288.22349600373826,-0.0016280655,1110000,0.35300159454345703,4.1498425006866455,280.5178316770261,100,214.95979562755426,-1.01090955e-05,9.845870733261108,0.08128237724304199,10.280433416366577,9.933489281361428
1100.6100027561188,111,5.302768707275391,153.86352731575914,288.3800605987924,-0.0018468968,1120000,0.3130502700805664,4.083212852478027,280.97308955453946,100,257.91797657068446,-1.0076872e-05,9.67807149887085,0.043080806732177734,10.03455138206482,5.05192880925102
1110.751877784729,112,5.273456335067749,154.60407449511888,289.7444855904975,-0.0027140707,1130000,0.46802663803100586,4.017555475234985,282.7946587262171,100,261.991965112247,-1.0034637e-05,9.583463191986084,0.07842707633972168,10.130352973937988,4.139801844599374
1121.6253526210785,113,5.6806395053863525,154.72429300523882,288.9086687649659,-0.0030268657,1140000,0.4079742431640625,4.384392976760864,282.9600454934795,100,260.6455239975221,-1.001802e-05,10.390109777450562,0.052230119705200195,10.85081171989441,4.246661244976351
1130.8161237239838,114,4.8291096687316895,154.42734976256918,288.8568837415467,-0.0024297521,1150000,0.30701231956481934,3.7155308723449707,282.49204513046703,100,254.33953329469426,-1.0000849e-05,8.81427001953125,0.05267786979675293,9.17423415184021,4.94020106134737
1142.0467958450317,115,5.918044567108154,154.96350480398252,290.11365957879303,-0.0022049376,1160000,0.38163280487060547,4.539623022079468,283.7812237963662,100,272.3399142462173,-9.981629e-06,10.78165054321289,0.05606579780578613,11.219669818878174,3.1155441215920225
1151.1573588848114,116,4.783398628234863,154.89650457366773,290.08368146786165,-0.0035464885,1170000,0.29976487159729004,3.6979832649230957,284.0870230388774,100,248.09688071986028,-9.933331e-06,8.748949766159058,0.04546952247619629,9.094467401504517,5.031944083787513
1162.579752445221,117,5.965546369552612,154.87693330382774,290.51869670952976,-0.0045739785,1180000,0.4269371032714844,4.623797416687012,284.1692848449996,100,253.86848172299247,-9.928427e-06,10.918958187103271,0.06440854072570801,11.410755634307861,5.192538917053658
1173.0684490203857,118,5.516952037811279,154.8399749494053,290.8207672928863,-0.002914598,1190000,0.34522223472595215,4.264442443847656,284.09187206324054,100,267.2522603906312,-9.876201e-06,10.081672668457031,0.04440784454345703,10.471642971038818,3.83671342895552
1183.3405892848969,119,5.425679922103882,155.07368729491435,289.7856160003784,-0.0032844257,1200000,0.34389710426330566,4.137496471405029,284.4257247440214,100,258.69791707870303,-9.850805e-06,9.868943929672241,0.04499459266662598,10.258090019226074,4.597923679948924
1193.9522111415863,120,5.559488534927368,154.8472188705016,290.09706609445743,-0.0062047336,1210000,0.40463781356811523,4.277041912078857,283.7785552185618,100,217.26806077209588,-9.810563e-06,10.139785766601562,0.053000450134277344,10.59774923324585,7.320732908164832
1204.5240337848663,121,5.5542919635772705,155.22499214315067,291.8399966061329,-0.002699029,1220000,0.3459818363189697,4.2643561363220215,284.32599840141137,100,273.0288063241366,-9.771976e-06,10.12323808670044,0.0851294994354248,10.5546715259552,3.470259394288743
1214.8007962703705,122,5.435321569442749,154.96583064816642,289.894116621989,-0.00037671538,1230000,0.3447690010070801,4.138185501098633,283.8707567709611,100,264.51084654937796,-9.741469e-06,9.872457027435303,0.045395612716674805,10.262894868850708,3.8062518541845036
1225.3622403144836,123,5.531819105148315,155.45839203512438,292.5281021922289,-0.0008268488,1240000,0.3984098434448242,4.256335258483887,284.87919554014644,100,275.343886273748,-9.697275e-06,10.090732097625732,0.05777168273925781,10.548500537872314,2.619388168258028
1236.0797550678253,124,5.651522636413574,155.05483158340812,290.77987073420525,0.001035884,1250000,0.33983588218688965,4.3187243938446045,283.80517236352074,100,138.0919982570311,-9.6734775e-06,10.278342008590698,0.08031535148620605,10.698776245117188,14.89589677651196
1246.35280251503,125,5.418102741241455,155.28323072771175,291.62755780374044,0.00074262294,1260000,0.35576319694519043,4.138082265853882,284.70963951882294,100,267.35822553727,-9.6222375e-06,9.851311922073364,0.05210542678833008,10.259453535079956,4.552839515495512
1256.8942193984985,126,5.49540901184082,155.53952211987072,289.36854064019525,-0.0029063167,1270000,0.4316236972808838,4.2270917892456055,285.0197140846074,100,271.4731447701589,-9.632278e-06,10.030624151229858,0.06529688835144043,10.52785611152649,3.010960496827054
1271.946227312088,127,8.033862829208374,155.25483447670004,291.0039773038764,-0.0030671682,1280000,0.3450431823730469,6.127375364303589,284.38564639746636,100,264.35259165222607,-9.588154e-06,14.594909191131592,0.09253787994384766,15.032942533493042,3.604507586041487
1282.568020105362,128,5.634506464004517,155.31167251376286,290.03007162607224,0.0009149969,1290000,0.34949207305908203,4.2289910316467285,284.2862786620674,100,277.0805409762748,-9.581528e-06,10.170267581939697,0.08794283866882324,10.608054637908936,2.808364053165648
1291.2790048122406,129,4.528352499008179,155.809851045256,290.8624210548073,-0.0036088086,1300000,0.3446047306060791,3.4859602451324463,285.5248904114707,100,278.5569881415268,-9.542274e-06,8.271384716033936,0.08033299446105957,8.696633100509644,2.5742315234670246
1302.9900767803192,130,6.208977460861206,155.5334408184166,291.4617601839445,0.004720449,1310000,0.3538045883178711,4.750869274139404,284.9674358766891,100,253.176577176871,-9.5058995e-06,11.299692392349243,0.04408407211303711,11.698111772537231,4.754617167468601
1313.456087589264,131,5.489974021911621,155.80701875689664,290.3568155281338,-0.0006448414,1320000,0.3895232677459717,4.213201522827148,285.6016630682547,100,274.374759368983,-9.469588e-06,10.008946895599365,0.052428245544433594,10.451316833496094,2.9068724822251735
1324.1292555332184,132,5.631057500839233,155.38343513633896,289.85181023654917,-0.0039504236,1330000,0.34287261962890625,4.301358699798584,284.5214196393257,100,263.04420655042935,-9.431846e-06,10.240528345108032,0.07380867004394531,10.657546758651733,3.5989354092956796
1332.8291764259338,133,4.580754280090332,155.37204129594866,290.92599012351144,-0.0036198595,1340000,0.33513331413269043,3.434048891067505,284.74865958237183,100,226.9778425166123,-9.389645e-06,8.269368410110474,0.07612085342407227,8.685171604156494,6.729087542691987
1344.5750250816345,134,6.174779176712036,155.39770576010633,292.31843347934307,-0.0029478024,1350000,0.3484220504760742,4.809045791625977,285.0067768466482,100,256.64506769660557,-9.361319e-06,11.325957775115967,0.05646347999572754,11.731123447418213,5.038718032167637
1354.8387115001678,135,5.4211649894714355,155.9429797719019,290.856921850719,-0.0016693118,1360000,0.34581613540649414,4.134542226791382,285.71484984677465,100,279.69244303287377,-9.301316e-06,9.85341739654541,0.05015158653259277,10.249683141708374,2.42023581733718
1364.9224429130554,136,5.338955879211426,155.69530582527597,292.2073643757945,0.0031991191,1370000,0.2987337112426758,4.062724590301514,285.2340794950132,100,271.05659212305346,-9.27759e-06,9.701924085617065,0.06978940963745117,10.070695161819458,3.7390691083923735
1374.9022817611694,137,5.166829824447632,155.8188602594131,290.2256806155702,-0.00041180538,1380000,0.48059630393981934,3.9567677974700928,285.4784979939501,100,255.02319218922946,-9.23048e-06,9.414299011230469,0.07312393188476562,9.968531131744385,4.0790087860758435
1385.2064850330353,138,5.451889753341675,155.76721512103458,291.0188263488717,-0.0019168735,1390000,0.3053548336029053,4.186310052871704,285.5129449298356,100,266.40569472265986,-9.208333e-06,9.939998626708984,0.03796052932739258,10.283705711364746,3.2357878177280375
1395.47718167305,139,5.349077463150024,155.79455957727185,291.4322603698273,-0.0019870987,1400000,0.46528172492980957,4.048162221908569,285.627446799053,100,267.4777171625425,-9.17087e-06,9.690363883972168,0.10428524017333984,10.26035737991333,3.2408830360655982
