LossBefore,Time-SampleProc,train-AverageReturn,train-EnvExecTime,n_timesteps,Time,train-MaxReturn,train-StdReturn,train-NumTrajs,LossAfter,train-PolicyExecTime,Time-Sampling,ItrTime,train-MinReturn,Time-Optimization,Itr,train-AverageDiscountedReturn
-1.3123993e-05,0.04148125648498535,39.979810564065126,1.9849112033843994,570000,521.2201597690582,114.0512892498115,31.417426956179813,100,-0.010718369,3.7573132514953613,5.927858829498291,6.346002817153931,-27.57524994858272,0.3764078617095947,56,22.091207790446582
-1.3087935e-05,0.033344268798828125,43.96677811390683,2.1027588844299316,580000,527.9624524116516,169.05735573920694,39.697047133564,100,-0.0105006555,4.019665241241455,6.316655874252319,6.725406169891357,-49.84404884623051,0.3752114772796631,57,25.079632617528663
-1.3077543e-05,0.03588390350341797,45.6251148917717,2.032175064086914,590000,534.3152050971985,138.82354853015366,38.14302942869644,100,-0.012626806,3.727106809616089,5.947082996368408,6.333803176879883,-56.181740199640316,0.3504793643951416,58,24.98208531776835
-1.3019045e-05,0.04625225067138672,49.140275225412225,2.2737209796905518,600000,541.4770014286041,159.93201516417594,34.353923623402004,100,-0.012001677,4.234904050827026,6.716953277587891,7.145621061325073,-30.09079378979736,0.3820829391479492,59,28.02213795816866
-1.3016017e-05,0.09322929382324219,49.12356361569856,3.012263059616089,610000,550.8635444641113,141.41187178585886,34.55504653744191,100,-0.014525457,5.513449430465698,8.806867599487305,9.367511987686157,-30.025472744194442,0.46712803840637207,60,28.170158567525164
-1.2961472e-05,0.09151768684387207,52.22085015277373,3.0554282665252686,620000,560.2957289218903,150.1424215579434,38.43588533978071,100,-0.009519241,5.541883945465088,8.869069576263428,9.406022310256958,-41.55708306443578,0.43668103218078613,61,29.45090039462985
-1.2942389e-05,0.03940320014953613,54.96627273305399,2.174513101577759,630000,567.1800830364227,156.09170646115854,37.5227666407362,100,-0.0115973465,4.079349994659424,6.452482461929321,6.858137845993042,-32.403910671455826,0.3658449649810791,62,30.58936586287259
-1.2910611e-05,0.043782711029052734,48.44457881373498,2.008668899536133,640000,573.552090883255,117.68211492109744,31.253150129180977,100,-0.009382545,3.7623562812805176,5.96262526512146,6.356324911117554,-25.97616942401828,0.3497161865234375,63,26.953565034904106
-1.2870075e-05,0.03112316131591797,56.145448556479586,2.015744686126709,650000,580.0037441253662,147.30323445520284,34.9674440385629,100,-0.008933389,3.815495729446411,6.019316911697388,6.435044527053833,-23.302918619265267,0.38434791564941406,64,31.868296994479692
-1.2853427e-05,0.04498791694641113,54.207257815354986,2.079211711883545,660000,586.6491956710815,185.33641862838948,38.477758179153774,100,-2.7846338e-05,3.9117579460144043,6.186231851577759,6.629367113113403,-20.210063909546538,0.3977985382080078,65,30.985546569933554
-1.2810326e-05,0.08600783348083496,58.85022138799615,2.5926010608673096,670000,594.8104457855225,161.41348442209716,36.81786033587085,100,-0.007953116,4.797598361968994,7.627502918243408,8.142882347106934,-55.9339668307618,0.4257996082305908,66,33.88168212126915
-1.2780287e-05,0.09367251396179199,59.96028277943547,3.0331597328186035,680000,604.2467684745789,154.80302746815906,37.684873082261454,100,-0.0088603655,5.584198951721191,8.885068416595459,9.411543130874634,-27.643861666545057,0.43254637718200684,67,33.891320323167776
-1.2758902e-05,0.06519389152526855,62.500504241691715,2.1166627407073975,690000,610.9795081615448,144.7318439633503,34.93984979517107,100,-0.008638172,3.970087766647339,6.283719778060913,6.704283952713013,-10.654073252259952,0.3550848960876465,68,35.38870320533976
-1.274795e-05,0.04098320007324219,59.45021039643841,2.031355857849121,700000,617.3762753009796,150.4443420554849,39.973386890642004,100,-0.006707194,3.7596893310546875,5.98023247718811,6.37873101234436,-35.021100584537756,0.35722994804382324,69,34.28132476557183
-1.2742858e-05,0.02881646156311035,62.70604096791619,2.030632972717285,710000,623.7845060825348,148.31896268486582,40.11973012790274,100,-0.0066836206,3.7688567638397217,5.988239765167236,6.38876748085022,-13.635931868684802,0.3713531494140625,70,36.34412155724399
-1.27523645e-05,0.04586648941040039,63.33426094562252,2.126535654067993,720000,630.4709603786469,175.2982981652765,39.79493063172865,100,-0.006428168,3.8896234035491943,6.217867612838745,6.668462038040161,-33.016235772452646,0.40447521209716797,71,36.051572445363774
-1.272933e-05,0.09711837768554688,67.19463974260175,2.7753913402557373,730000,639.5301585197449,163.2289628151876,42.8857336174512,100,-0.00978433,5.423316478729248,8.44821310043335,9.04162883758545,-18.338782227491865,0.4895343780517578,72,38.25934557527026
-1.2704707e-05,0.09739899635314941,72.94090592018306,3.2349538803100586,740000,649.9631023406982,163.43584967839027,42.5815692940138,100,-0.008146641,6.146183013916016,9.669241666793823,10.403437852859497,-29.819821326096633,0.6328983306884766,73,40.498998339781586
-1.26926525e-05,0.042345523834228516,72.85551609011736,3.2544806003570557,750000,660.4719049930573,157.7843023126477,37.49067994889371,100,-0.00944477,6.3840858936309814,9.931303024291992,10.478294610977173,-26.98662682387622,0.5042846202850342,74,40.567212964394365
-1.2666057e-05,0.03711199760437012,76.08259703441409,2.13177490234375,760000,667.3565111160278,169.20923865315692,37.47471147053262,100,-0.0038352443,4.146455526351929,6.477969646453857,6.856793642044067,-27.52806480180417,0.3414320945739746,75,42.70848450006692
-1.2638406e-05,0.03655648231506348,71.98533706681975,2.0324079990386963,770000,674.0387845039368,185.71324583129953,42.82181574036619,100,-0.0065684146,3.93052339553833,6.152079820632935,6.666543483734131,-13.946748674529736,0.4776318073272705,76,40.020318440480075
-1.2632122e-05,0.038511037826538086,68.9744076704677,2.0003821849823,780000,680.3433406352997,156.4179218603363,47.36156703075196,100,-0.009357449,3.6980996131896973,5.882425785064697,6.2874438762664795,-98.75403172758912,0.3661785125732422,77,38.782429936269665
-1.2597516e-05,0.043247222900390625,69.57836671896597,2.1047096252441406,790000,687.0965971946716,175.34411338109493,43.453653529972144,100,-0.013045398,3.9859676361083984,6.287930727005005,6.734970569610596,-19.159447630575542,0.4034430980682373,78,38.37583970517267
-1.2564636e-05,0.048294782638549805,73.47041822232802,2.7718498706817627,800000,695.6727442741394,181.67117806134885,42.83761662210585,100,-0.010594492,5.14570426940918,8.169230937957764,8.556995391845703,-24.397387039595145,0.3390946388244629,79,41.74311117598739
-1.2559386e-05,0.04054450988769531,71.93779339581909,2.0147297382354736,810000,702.1550023555756,162.24022312333463,40.06797020011848,100,-0.0077902474,3.8286805152893066,6.030625581741333,6.466389894485474,-12.58863648976002,0.39492082595825195,80,40.028521545040896
-1.2519463e-05,0.044515132904052734,85.61071209148783,2.0578181743621826,820000,708.8226633071899,179.67401977583978,39.59906506054399,100,-0.013116017,3.9723401069641113,6.221311807632446,6.6519834995269775,-7.424510173658431,0.38575172424316406,81,47.834048959777256
-1.2491768e-05,0.03854012489318848,81.53092553316536,2.1267004013061523,830000,715.7671387195587,152.81437920876192,36.782579940555564,100,-0.013244527,4.20651912689209,6.537495374679565,6.927579641342163,-11.545176974329806,0.35127854347229004,82,45.281691902671085
-1.2466839e-05,0.08586716651916504,84.41557943403275,2.522101879119873,840000,723.9990029335022,182.56834720551092,38.79519267980772,100,-0.014174918,4.876755714416504,7.632568120956421,8.213392734527588,-3.84273450496784,0.4946932792663574,83,47.608191979363845
-1.2423049e-05,0.0428164005279541,85.13105792504894,2.8290133476257324,850000,733.2152674198151,171.74648469150884,40.93678106763014,100,-0.014704175,5.688758850097656,8.775339603424072,9.186160802841187,-14.762668162179793,0.36757516860961914,84,48.22717283233913
-1.2421432e-05,0.08194184303283691,88.98140805470386,2.144869804382324,860000,740.2077553272247,207.76511745255846,40.54242618235148,100,-0.015423281,4.199702978134155,6.549030542373657,6.975834846496582,-8.65398513792884,0.34464287757873535,85,49.89274509932009
-1.2374047e-05,0.06754612922668457,86.4901035162402,2.0583856105804443,870000,746.7574405670166,181.09206766620562,40.738041970157845,100,-0.012638244,3.8532369136810303,6.106391668319702,6.531839370727539,-21.225426145971845,0.34804844856262207,86,48.578951071794975
-1.2343651e-05,0.07253503799438477,86.35978140822913,2.137976884841919,880000,753.7611553668976,168.90981008338576,38.318303447389866,100,-0.012442958,4.074860095977783,6.419772624969482,6.986855506896973,-12.429938119521477,0.4847702980041504,87,47.653339387359736
