Iteration	TimestepsThisBatch	Time	PoolSize	TimestepsSoFar	Episodes	LastEpReturn	MaxEpReturn
357	1000	4736.233578681946	359000	359000	514	2150.5981604236213	3180.518927308238
358	1000	4748.662303924561	360000	360000	515	2892.36163371931	3180.518927308238
359	1000	4760.862273693085	361000	361000	517	97.68937875599494	3180.518927308238
360	1000	4772.944859266281	362000	362000	518	3066.449710142527	3180.518927308238
361	1000	4785.06522154808	363000	363000	519	1639.3875561172058	3180.518927308238
362	1000	4797.383869886398	364000	364000	521	825.52047745323	3269.468369622439
363	1000	4809.744647502899	365000	365000	522	609.8158341555284	3269.468369622439
364	1000	4821.639893293381	366000	366000	523	3117.451579914238	3269.468369622439
365	1000	4833.428298473358	367000	367000	524	3211.2620342119867	3269.468369622439
366	1000	4845.106461048126	368000	368000	525	326.68812991274854	3269.468369622439
367	1000	4857.122344493866	369000	369000	526	3150.5642486428924	3269.468369622439
368	1000	4869.431777477264	370000	370000	528	1004.5468908740306	3269.468369622439
369	1000	4881.877541065216	371000	371000	529	3086.247757098075	3269.468369622439
370	1000	4894.423839092255	372000	372000	531	142.71559039837877	3269.468369622439
371	1000	4906.426607608795	373000	373000	532	478.0821046127746	3269.468369622439
372	1000	4918.599183320999	374000	374000	533	3175.0773871590736	3269.468369622439
373	1000	4931.203199863434	375000	375000	534	2926.6984142614756	3269.468369622439
374	1000	4943.738230228424	376000	376000	535	3229.104951720721	3269.468369622439
375	1000	4956.2325122356415	377000	377000	536	3376.738413339788	3376.738413339788
376	1000	4968.588860988617	378000	378000	537	3408.543908943737	3408.543908943737
377	1000	4980.2539920806885	379000	379000	538	3318.6307692240125	3408.543908943737
378	1000	4992.809610128403	380000	380000	541	1313.5291863340212	3408.543908943737
379	1000	5004.990569829941	381000	381000	542	3263.189484318295	3408.543908943737
380	1000	5017.298138856888	382000	382000	543	3245.0922480131903	3408.543908943737
381	1000	5029.247808456421	383000	383000	544	3395.348983410002	3408.543908943737
382	1000	5041.818416833878	384000	384000	545	454.75334264481717	3408.543908943737
383	1000	5053.450138568878	385000	385000	547	1992.4322939204874	3408.543908943737
384	1000	5065.711096048355	386000	386000	548	812.9380023331685	3408.543908943737
385	1000	5078.1830270290375	387000	387000	549	3303.580369451845	3408.543908943737
386	1000	5090.253192901611	388000	388000	550	3175.4903077862323	3408.543908943737
387	1000	5102.660243272781	389000	389000	551	3300.3378479302087	3408.543908943737
388	1000	5114.378887653351	390000	390000	553	22.456113777485875	3408.543908943737
389	1000	5126.7254819869995	391000	391000	554	1902.3722437958145	3408.543908943737
390	1000	5138.56516122818	392000	392000	555	3167.968626910803	3408.543908943737
391	1000	5150.607519388199	393000	393000	556	2685.0767522083634	3408.543908943737
392	1000	5162.07301068306	394000	394000	558	468.27326397235134	3408.543908943737
393	1000	5174.540651798248	395000	395000	559	3351.9698867678276	3408.543908943737
394	1000	5187.1653842926025	396000	396000	561	67.59986630688721	3469.219824781949
395	1000	5200.075546503067	397000	397000	562	3432.429403760314	3469.219824781949
396	1000	5212.788203716278	398000	398000	563	3324.097118668647	3469.219824781949
397	1000	5225.607887506485	399000	399000	564	3524.1046364816675	3524.1046364816675
398	1000	5237.929689645767	400000	400000	565	3569.8068365605795	3569.8068365605795
399	1000	5251.394694328308	401000	401000	566	3528.431335909427	3569.8068365605795
400	1000	5264.907980918884	402000	402000	567	3092.9814013872347	3569.8068365605795
401	1000	5278.442026138306	403000	403000	568	3506.732652262779	3569.8068365605795
402	1000	5291.078077077866	404000	404000	569	3222.1361102945266	3569.8068365605795
403	1000	5303.14914894104	405000	405000	570	3456.6996883621287	3569.8068365605795
404	1000	5314.662492513657	406000	406000	571	3450.4651047297166	3569.8068365605795
405	1000	5326.794515609741	407000	407000	572	3261.412978360145	3569.8068365605795
406	1000	5339.145337343216	408000	408000	573	2429.0929434672594	3569.8068365605795
407	1000	5351.454589605331	409000	409000	574	3236.153026624345	3569.8068365605795
408	1000	5363.067337751389	410000	410000	575	3369.3294903548026	3569.8068365605795
409	1000	5375.173380374908	411000	411000	576	3656.5282690117074	3656.5282690117074
410	1000	5387.080657720566	412000	412000	577	3554.3752105503963	3656.5282690117074
411	1000	5399.548640966415	413000	413000	579	1847.2227422641265	3656.5282690117074
412	1000	5411.910759925842	414000	414000	580	3498.2002311020988	3656.5282690117074
413	1000	5423.737143754959	415000	415000	581	3294.3902232619826	3656.5282690117074
414	1000	5435.6101179122925	416000	416000	582	2895.2854716288625	3656.5282690117074
415	1000	5448.1298661231995	417000	417000	583	2714.716709800061	3656.5282690117074
416	1000	5460.777221441269	418000	418000	584	2906.978850054953	3656.5282690117074
417	1000	5473.071729183197	419000	419000	585	3357.6288275953834	3656.5282690117074
418	1000	5485.516852140427	420000	420000	586	3262.3354111955286	3656.5282690117074
419	1000	5498.338159322739	421000	421000	588	1056.4895902711894	3656.5282690117074
420	1000	5510.587091684341	422000	422000	589	3340.3078068417103	3656.5282690117074
421	1000	5522.4262342453	423000	423000	590	3594.2468503623836	3656.5282690117074
422	1000	5534.237809181213	424000	424000	591	3349.1165801149314	3656.5282690117074
423	1000	5547.200057983398	425000	425000	592	1889.5614118234432	3656.5282690117074
424	1000	5564.394951581955	426000	426000	593	3446.9484112578393	3656.5282690117074
425	1000	5581.984333753586	427000	427000	594	3613.672456558386	3656.5282690117074
426	1000	5601.785174846649	428000	428000	595	3300.565944708992	3656.5282690117074
427	1000	5619.806666135788	429000	429000	596	3542.7034082561795	3656.5282690117074
428	1000	5641.684633016586	430000	430000	597	3365.7020033088875	3656.5282690117074
429	1000	5661.6776378154755	431000	431000	598	3639.2853901974686	3656.5282690117074
430	1000	5684.8660616874695	432000	432000	599	3587.9580182707855	3656.5282690117074
431	1000	5705.884891271591	433000	433000	600	3564.1855491714105	3656.5282690117074
432	1000	5727.769367694855	434000	434000	603	268.9530650754793	3656.5282690117074
433	1000	5745.3685302734375	435000	435000	604	244.51558434466332	3656.5282690117074
434	1000	5762.983973264694	436000	436000	605	3275.1079167637326	3656.5282690117074
435	1000	5780.169587135315	437000	437000	606	3549.3779826891346	3656.5282690117074
436	1000	5797.671099185944	438000	438000	607	3271.6950353342068	3656.5282690117074
437	1000	5815.8020231723785	439000	439000	609	3228.8489788963584	3656.5282690117074
438	1000	5834.739098310471	440000	440000	610	3984.6405308123417	3984.6405308123417
439	1000	5853.488179445267	441000	441000	611	3664.643105395664	3984.6405308123417
440	1000	5872.512162208557	442000	442000	612	2179.6753550142053	3984.6405308123417
441	1000	5889.626020431519	443000	443000	613	1774.3682348281407	3984.6405308123417
442	1000	5908.149667739868	444000	444000	614	3066.140737745315	3984.6405308123417
443	1000	5927.245604753494	445000	445000	615	3574.5946528748236	3984.6405308123417
444	1000	5942.131875038147	446000	446000	616	3715.486075531357	3984.6405308123417
445	1000	5957.603727817535	447000	447000	617	3346.429373620131	3984.6405308123417
446	1000	5971.561266183853	448000	448000	618	1169.404300584896	3984.6405308123417
447	1000	5986.739165067673	449000	449000	619	3423.448302533032	3984.6405308123417
448	1000	6002.326594829559	450000	450000	620	3774.4151918275443	3984.6405308123417
449	1000	6015.656557798386	451000	451000	622	3064.801926552108	3984.6405308123417
450	1000	6030.515782833099	452000	452000	623	3680.3097987528618	3984.6405308123417
451	1000	6045.23090839386	453000	453000	624	436.0609110638951	3984.6405308123417
452	1000	6058.789608240128	454000	454000	625	3809.364487607924	3984.6405308123417
453	1000	6075.399290561676	455000	455000	626	3665.508425591459	3984.6405308123417
454	1000	6089.0369753837585	456000	456000	627	3490.4359380784636	3984.6405308123417
455	1000	6101.943518638611	457000	457000	628	4032.438044131361	4032.438044131361
456	1000	6114.954163074493	458000	458000	629	3614.6186757414794	4032.438044131361
457	1000	6127.098857879639	459000	459000	630	3719.918552025048	4032.438044131361
458	1000	6140.556116580963	460000	460000	632	1085.7664349929405	4032.438044131361
459	1000	6152.045713424683	461000	461000	633	3541.9434228182818	4032.438044131361
460	1000	6164.265610694885	462000	462000	634	3472.433927781207	4032.438044131361
461	1000	6176.7142198085785	463000	463000	635	3599.532970688382	4032.438044131361
462	1000	6189.2166204452515	464000	464000	636	3640.0663715944584	4032.438044131361
463	1000	6201.574765443802	465000	465000	637	3365.390930407401	4032.438044131361
464	1000	6213.460390090942	466000	466000	639	1000.5846254646824	4032.438044131361
465	1000	6226.596404075623	467000	467000	640	3750.014043591693	4032.438044131361
466	1000	6238.63018655777	468000	468000	641	3800.739527566253	4032.438044131361
467	1000	6250.6647317409515	469000	469000	642	3542.891484531487	4032.438044131361
468	1000	6262.855180025101	470000	470000	643	2254.2575927109833	4032.438044131361
469	1000	6274.880888223648	471000	471000	644	3733.2632716096064	4032.438044131361
470	1000	6287.044395685196	472000	472000	645	3631.585570410222	4032.438044131361
471	1000	6300.350241661072	473000	473000	647	1297.5489340431886	4032.438044131361
472	1000	6312.41774392128	474000	474000	648	3535.274631921099	4032.438044131361
473	1000	6324.363771915436	475000	475000	649	3335.3754176852954	4032.438044131361
474	1000	6337.07254576683	476000	476000	651	1866.3111295378615	4032.438044131361
475	1000	6349.250573158264	477000	477000	652	3635.891540579773	4032.438044131361
476	1000	6362.594084739685	478000	478000	653	3606.826715948394	4032.438044131361
477	1000	6375.083361148834	479000	479000	654	3819.945762981552	4032.438044131361
478	1000	6387.340077638626	480000	480000	655	3805.105954501608	4032.438044131361
479	1000	6399.846975564957	481000	481000	656	3010.240788564031	4032.438044131361
480	1000	6412.774563074112	482000	482000	658	7.384738172592214	4032.438044131361
481	1000	6425.356408119202	483000	483000	659	3429.366597590552	4032.438044131361
482	1000	6437.637835025787	484000	484000	660	3943.24912988993	4032.438044131361
483	1000	6450.163140296936	485000	485000	661	3768.3430598653995	4032.438044131361
484	1000	6462.2474360466	486000	486000	662	3930.6816875470563	4032.438044131361
485	1000	6474.586638450623	487000	487000	664	987.9211995026749	4032.438044131361
486	1000	6486.8536901474	488000	488000	665	4018.961004385181	4032.438044131361
487	1000	6499.4524693489075	489000	489000	666	4000.957291305939	4032.438044131361
488	1000	6511.816160440445	490000	490000	667	3660.990922847283	4032.438044131361
489	1000	6524.568339109421	491000	491000	668	3580.6380926762376	4032.438044131361
490	1000	6537.086392402649	492000	492000	669	3649.1239106536887	4032.438044131361
491	1000	6549.716367483139	493000	493000	671	1826.8204329471682	4032.438044131361
492	1000	6562.651370048523	494000	494000	672	3706.7687536539243	4032.438044131361
493	1000	6574.8318700790405	495000	495000	673	3560.825846739095	4032.438044131361
494	1000	6587.3978390693665	496000	496000	674	3602.6357787563607	4032.438044131361
495	1000	6599.398916244507	497000	497000	675	3961.8951703632765	4032.438044131361
496	1000	6612.225514888763	498000	498000	676	-8.046734062842212	4032.438044131361
497	1000	6625.053328037262	499000	499000	677	3810.494070281096	4032.438044131361
498	1000	6638.331338405609	500000	500000	678	3754.749375206453	4032.438044131361
499	1000	6649.856194496155	501000	501000	679	4241.613458645331	4241.613458645331
