n_timesteps,LossBefore,Time,train-StdReturn,train-AverageDiscountedReturn,Time-SampleProc,train-PolicyExecTime,train-EnvExecTime,Time-Optimization,LossAfter,Time-Sampling,train-NumTrajs,Itr,train-MaxReturn,train-AverageReturn,ItrTime,train-MinReturn
10000,-7.095088e-05,5.501164436340332,7.72773492657727,4.854692746985106,0.0449371337890625,3.15236759185791,1.7357714176177979,0.4042820930480957,0.0071985763,5.051628351211548,100,0,24.219879811585926,8.019131645465336,5.501161575317383,-7.85761104760619
20000,-7.0948336e-05,10.957564353942871,6.365975267675344,4.738182680544565,0.052030086517333984,3.2128043174743652,1.7655105590820312,0.23032808303833008,0.009774001,5.146951675415039,100,1,28.415386753989207,8.008993731706514,5.429784774780273,-3.16270782674447
30000,-7.102727e-05,18.092210054397583,8.296493838798355,6.560840187813059,0.03863716125488281,4.33469557762146,2.3180043697357178,0.223555326461792,-0.0044850362,6.862523317337036,100,2,26.761220129591592,10.800155241785554,7.125011920928955,-6.18402360030873
40000,-7.098752e-05,23.772834539413452,8.531338157293526,11.214802840821228,0.039324045181274414,3.302654266357422,1.8224225044250488,0.32049107551574707,-0.008476739,5.296281337738037,100,3,31.907865265195483,16.666410127261585,5.656409978866577,-13.015301835937578
50000,-7.084582e-05,35.009167194366455,6.384747768895923,16.497961462225373,0.07782769203186035,6.659329891204834,3.8568456172943115,0.29703402519226074,-0.008221474,10.841408729553223,100,4,31.12938897808352,22.96824775039553,11.21912145614624,0.7745998475484895
60000,-7.065288e-05,40.69871234893799,4.188207588811889,18.264061448878252,0.08656835556030273,3.2669363021850586,1.8832452297210693,0.266416072845459,-0.005350614,5.32401442527771,100,5,31.529490386894707,25.28218908244529,5.6797661781311035,9.082146954352071
70000,-7.041739e-05,46.516823291778564,4.581888599830975,19.567887731600283,0.06617474555969238,3.419477701187134,1.924802303314209,0.21725058555603027,-0.004779858,5.522470235824585,100,6,30.863964753418983,26.026361452649727,5.807105302810669,2.694169206455336
80000,-7.020658e-05,52.43529033660889,3.932327637500739,20.39646961947599,0.11729192733764648,3.4493794441223145,1.9655466079711914,0.1917283535003662,-0.003350446,5.596982955932617,100,7,33.86658818932906,26.91267804928992,5.908653736114502,1.3626358191013728
90000,-6.9967944e-05,58.81796145439148,3.4332207858814936,20.703296697951668,0.0999910831451416,3.7119061946868896,2.1442527770996094,0.2248072624206543,-0.004488224,6.048305034637451,100,8,32.49089062438331,26.798416345846867,6.3741068840026855,12.431499126905711
100000,-6.96916e-05,65.93432879447937,2.376686863737226,21.15086231346233,0.04687809944152832,4.163387060165405,2.4428117275238037,0.23829865455627441,-0.0021430354,6.820103883743286,100,9,31.024108536333546,27.387164873853266,7.10555624961853,16.244772446505653
110000,-6.943479e-05,73.04594159126282,2.374488014171378,21.617725366010156,0.08649969100952148,4.160419464111328,2.4312360286712646,0.2120211124420166,-0.0015386812,6.801988840103149,100,10,32.29377191285806,27.559997966192427,7.100761651992798,14.70078454017655
120000,-6.9167334e-05,80.10966444015503,3.826409156291305,21.8348699973471,0.051043033599853516,4.1465959548950195,2.409626007080078,0.23593974113464355,-0.004617576,6.765134811401367,100,11,33.09211366193691,27.665798497101104,7.052507400512695,-2.734930297624365
130000,-6.888723e-05,87.16042375564575,3.273865955082088,21.817103736467594,0.047298431396484375,4.104211330413818,2.4457504749298096,0.23354387283325195,-0.003177316,6.758939981460571,100,12,31.788181336458408,27.695345669089587,7.0400049686431885,5.06715400666808
140000,-6.868498e-05,94.82518267631531,2.336830674869711,22.099980650603598,0.07849931716918945,4.488230466842651,2.6643574237823486,0.1891930103302002,-0.0028762817,7.38666558265686,100,13,34.11545813030969,27.969750762599084,7.654571533203125,16.4333570001327
150000,-6.851737e-05,100.5401701927185,4.062741750749138,22.220726113837724,0.03589582443237305,3.3597230911254883,1.9264719486236572,0.20669102668762207,-0.0021035043,5.463078022003174,100,14,31.355750002566268,27.680057943673596,5.7059619426727295,-0.20357829172881647
160000,-6.8315545e-05,106.2553436756134,2.4063272133445093,22.385559515095597,0.040398359298706055,3.3323874473571777,1.9514389038085938,0.20800542831420898,-0.004563653,5.45775842666626,100,15,32.62708707948406,28.172512112448125,5.706441402435303,15.178979367637554
170000,-6.810417e-05,112.15510678291321,3.8298304831169396,22.000797249693534,0.041391611099243164,3.445246458053589,2.0154597759246826,0.20619869232177734,-0.0029718906,5.640128135681152,100,16,30.819941891253567,27.745259841008917,5.887970685958862,-3.2752360589620055
180000,-6.789759e-05,118.55363512039185,1.6550945204447545,23.018667248724338,0.08999848365783691,3.700014591217041,2.1806604862213135,0.21458864212036133,-0.003956951,6.072308301925659,100,17,33.341142161018524,28.976093556117267,6.388640403747559,23.167996761581744
190000,-6.770252e-05,126.55250859260559,1.8660162150727633,22.810557629959398,0.07808756828308105,4.6765406131744385,2.804757833480835,0.18851947784423828,-0.0037996199,7.720666170120239,100,18,33.34528419260043,28.585776340842898,7.987509489059448,23.071145856804343
200000,-6.744088e-05,137.64814019203186,1.609750946553276,23.108642865076916,0.024149179458618164,6.598698377609253,3.9256858825683594,0.20827126502990723,-0.004676134,10.852022171020508,100,19,32.45443775135839,28.927468381605102,11.084702014923096,24.813315935016107
210000,-6.7198234e-05,143.3779420852661,1.5233430411388225,23.5115901275989,0.06566810607910156,3.3091845512390137,1.9596328735351562,0.19540119171142578,-0.0032295345,5.458857536315918,100,20,32.2225222569802,29.17132078053539,5.720138788223267,24.893501343345914
220000,-6.696277e-05,149.08239269256592,1.2372096279177625,23.43763016983646,0.043572425842285156,3.324767827987671,1.944833755493164,0.20645499229431152,-0.003590275,5.4448089599609375,100,21,31.853039309740705,29.034956061510933,5.695145845413208,24.861554871094274
230000,-6.666757e-05,154.7955846786499,1.4073353542476557,23.644121203297228,0.03725719451904297,3.334364175796509,1.9464962482452393,0.21194815635681152,-0.0006704511,5.453764915466309,100,22,32.466709155433584,29.224711513100445,5.703326463699341,24.876312243834743
240000,-6.635835e-05,160.98789834976196,1.3430469067354365,23.71133539167155,0.049665212631225586,3.6123158931732178,2.0970966815948486,0.23479485511779785,-0.004043659,5.897860288619995,100,23,32.672643151412174,29.32075362954465,6.182670831680298,25.657600540293625
250000,-6.6068635e-05,168.3537323474884,1.5119879485811754,23.535682909604766,0.09489798545837402,4.301400899887085,2.5012571811676025,0.23024415969848633,-0.0021159877,7.029142379760742,100,24,32.747519526096994,29.10233417783227,7.354618787765503,25.654559712898614
260000,-6.5762615e-05,175.61415481567383,1.4123190656569864,23.62992845821113,0.04528951644897461,4.2395384311676025,2.507801055908203,0.23746395111083984,-0.00064245355,6.965393781661987,100,25,32.55048916055359,29.260700181087312,7.248490571975708,25.257966976869795
270000,-6.5495144e-05,183.73923134803772,1.2013955771962606,23.64651355012568,0.07428097724914551,4.506448984146118,2.5265307426452637,0.7806634902954102,-0.0020838964,7.2572033405303955,100,26,33.06255472033991,29.277138120680615,8.112522840499878,26.879569649248555
280000,-6.529846e-05,191.17752480506897,1.3288480048232632,24.059164042495926,0.08968949317932129,4.415386199951172,2.4773192405700684,0.19579839706420898,-0.0033556705,7.111039161682129,100,27,32.988677851969484,29.736180098483988,7.396960973739624,26.696160270943636
290000,-6.510874e-05,197.22192907333374,1.359452327249626,23.78650728511877,0.03617668151855469,3.5546929836273193,2.043759346008301,0.21507048606872559,-0.0032731488,5.783951282501221,100,28,32.88457554438136,29.451161070103904,6.035407066345215,25.243835229090518
300000,-6.489254e-05,207.85380744934082,1.3416690895572299,23.926752904923987,0.08363127708435059,6.2973620891571045,3.7344179153442383,0.19501566886901855,-0.0033477466,10.342510223388672,100,29,32.63043780456897,29.605858460960103,10.621547937393188,25.798677227587596
310000,-6.467289e-05,217.97328424453735,1.321678481411421,23.851226401133495,0.04449868202209473,6.0167763233184814,3.5497934818267822,0.1997230052947998,-0.003254762,9.865161418914795,100,30,32.64536855733791,29.583686187418262,10.109658002853394,26.090225063986118
320000,-6.442393e-05,225.9410364627838,1.4373547428082007,24.02244133852888,0.07656574249267578,4.755202054977417,2.6988277435302734,0.18664979934692383,-0.0036175484,7.690335035324097,100,31,33.211741078706424,29.701882928606775,7.959449529647827,26.27711124667514
330000,-6.415339e-05,233.61197519302368,1.4878199519905058,24.0313608115215,0.03718829154968262,4.582124710083008,2.602302312850952,0.21146607398986816,-0.0037256177,7.413099050521851,100,32,33.65052950688133,29.877279112701032,7.661963939666748,25.386115697530585
340000,-6.388266e-05,239.52215361595154,1.4072151078531732,24.42204814950436,0.04581046104431152,3.4632649421691895,2.0097336769104004,0.19970035552978516,-0.0025899974,5.653690576553345,100,33,33.48213741333931,30.27405340044096,5.899545907974243,27.28718163218471
350000,-6.360341e-05,245.38589477539062,1.3749756513731837,24.39167158434322,0.03533124923706055,3.417384147644043,2.002124547958374,0.22209739685058594,-0.0029882938,5.596537828445435,100,34,32.79145145334341,30.286426875583462,5.8542046546936035,26.41401242791591
