n_timesteps,LossBefore,Time,train-StdReturn,train-AverageDiscountedReturn,Time-SampleProc,train-PolicyExecTime,train-EnvExecTime,Time-Optimization,LossAfter,Time-Sampling,train-NumTrajs,Itr,train-MaxReturn,train-AverageReturn,ItrTime,train-MinReturn
360000,-6.331084e-05,251.28008937835693,1.4190634405716835,24.298196273270563,0.036637067794799805,3.441047430038452,2.010026216506958,0.21603131294250488,-0.0032695748,5.631373882293701,100,35,33.86559273930912,30.254622836409723,5.884283542633057,27.060059014987687
370000,-6.2996434e-05,258.2771029472351,1.450826995187662,24.608026791792746,0.09502720832824707,4.072619915008545,2.3854689598083496,0.22640633583068848,-0.0050136168,6.666166067123413,100,36,34.08563948910376,30.663379356224173,6.987846851348877,27.25741653306201
380000,-6.2711755e-05,265.3884379863739,1.3213759324730585,24.515140216901376,0.04951834678649902,4.161412477493286,2.446338415145874,0.23081111907958984,-0.0033321036,6.8202526569366455,100,37,34.6974820215461,30.621187990874805,7.100925445556641,27.958832470450826
390000,-6.2414336e-05,272.6871004104614,1.4310638724375544,24.777908736218578,0.04887127876281738,4.295081377029419,2.479487657546997,0.24810290336608887,-0.002224633,6.991282224655151,100,38,34.19728380324666,30.94235054382653,7.288480520248413,27.7807476930637
400000,-6.212556e-05,280.51559352874756,1.6031958668359974,24.69887758734684,0.10530495643615723,4.532104253768921,2.6266086101531982,0.3222942352294922,-0.003066837,7.3895604610443115,100,39,34.656377929479035,30.927147861666935,7.817453861236572,26.638996325054865
410000,-6.1839404e-05,288.3967592716217,1.4545897540831407,25.090876094237018,0.04015779495239258,4.629607915878296,2.7332613468170166,0.22292685508728027,-0.0028529207,7.597714424133301,100,40,34.51099561087665,31.406003933578095,7.861313819885254,27.73828235427262
420000,-6.1583094e-05,294.53098225593567,1.5059072365760793,25.036437855927858,0.05028533935546875,3.595686197280884,2.0549564361572266,0.23299860954284668,0.0009991226,5.840155839920044,100,41,34.77393425315737,31.385731606215437,6.123731374740601,28.409287507304818
430000,-6.133574e-05,303.0092658996582,1.5634037405492291,25.060990492865802,0.03952813148498535,5.1203131675720215,2.7894482612609863,0.25798988342285156,-0.0031921444,8.171329975128174,100,42,35.19410354729107,31.438918941268707,8.469064235687256,26.351674787436007
440000,-6.104703e-05,309.6677596569061,1.4182310842118975,25.294687362452784,0.043155670166015625,3.94903302192688,2.218944787979126,0.21898365020751953,0.0030575506,6.3850250244140625,100,43,35.00215826804621,31.73801950212877,6.647549867630005,28.24626994829339
450000,-6.0766433e-05,322.10574984550476,1.5781022856119329,25.03373009732789,0.05811119079589844,7.579652547836304,4.200315713882446,0.23901009559631348,0.0030365642,12.130285501480103,100,44,34.96758423766165,31.53114034419649,12.427780628204346,27.504937399858058
460000,-6.0507162e-05,328.6124036312103,1.6182781789498668,25.204319549893334,0.040544986724853516,3.878920078277588,2.143286943435669,0.2342534065246582,-0.0034782968,6.2199506759643555,100,45,36.54080158653983,31.8386518928482,6.495182037353516,27.95440092019342
470000,-6.0231934e-05,336.9152629375458,1.5867306376972916,25.56715771744819,0.09609031677246094,4.954954147338867,2.7097935676574707,0.2889525890350342,-0.004137176,7.906375885009766,100,46,36.79291408283812,32.22975636102593,8.293031454086304,28.21973730181555
480000,-5.9927963e-05,344.4452555179596,1.7259980252420581,25.506580582982505,0.04867076873779297,4.537373065948486,2.4145901203155518,0.2870028018951416,-0.0030916561,7.177435874938965,100,47,36.46973027915687,32.21244709120378,7.513558864593506,28.78412252107797
490000,-5.9593593e-05,353.2027859687805,1.5934090698525065,25.626269202247972,0.048204898834228516,5.25349497795105,2.9072072505950928,0.26923060417175293,-0.0047329105,8.421555042266846,100,48,35.99168452335173,32.390109527215415,8.739330291748047,27.824274153152
500000,-5.9247574e-05,360.96794080734253,1.4686115887172753,25.446495235787733,0.08576464653015137,4.599535703659058,2.6113882064819336,0.22618675231933594,-0.0013506423,7.441095590591431,100,49,36.66213545708462,32.262759224957406,7.753260374069214,29.29570123165074
510000,-5.892613e-05,369.1488118171692,1.6980160492738898,25.738146145414134,0.04167318344116211,4.866055727005005,2.7868199348449707,0.23322415351867676,-0.0034898585,7.894745826721191,100,50,36.18178544621224,32.54557564611627,8.169916868209839,27.775441727707683
520000,-5.8626436e-05,375.23052287101746,1.5744051441975098,25.94593505739003,0.037461042404174805,3.562849998474121,2.058946371078491,0.22585177421569824,-0.0014272417,5.808569431304932,100,51,36.42512799562266,32.871547774774946,6.072322845458984,29.503714886510398
530000,-5.834677e-05,383.11412358283997,1.8027055284013787,25.666082860749924,0.03819537162780762,4.681869268417358,2.6936111450195312,0.22541069984436035,-0.0007421242,7.609190940856934,100,52,36.65345661714011,32.60343232742609,7.8730809688568115,28.91401617824545
540000,-5.8093105e-05,389.40406370162964,1.6972729697597406,25.955456900706903,0.03756904602050781,3.7011876106262207,2.109346866607666,0.2418379783630371,-0.0011990491,6.000348806381226,100,53,36.59326578243075,32.946585295891886,6.280000686645508,29.24572399271893
550000,-5.7885478e-05,396.56684923171997,1.728535482077049,25.89587181879769,0.09856986999511719,4.183041334152222,2.4027795791625977,0.2547268867492676,-0.0037679903,6.797293663024902,100,54,36.833717374026385,32.91041732747919,7.151562452316284,28.696722737397568
560000,-5.761634e-05,404.2916536331177,1.748150709846289,25.75755307607704,0.0368809700012207,4.585839033126831,2.5949859619140625,0.26618385314941406,-0.0028168766,7.40917444229126,100,55,35.63129370264397,32.836360753253466,7.712604761123657,28.28456562721342
570000,-5.7328478e-05,414.5241205692291,1.6444015119794047,26.24088109596052,0.04015088081359863,6.163507699966431,3.463047742843628,0.25702905654907227,-0.0018897491,9.925233840942383,100,56,36.47224397816815,33.383885674445374,10.222719192504883,29.873717251268673
580000,-5.7046902e-05,426.51400351524353,1.5802408249214295,26.204545654361006,0.06407284736633301,7.273606061935425,4.066935300827026,0.229201078414917,-0.002888437,11.686287879943848,100,57,37.74475407759769,33.36055213350095,11.979904174804688,29.399339883848725
590000,-5.6800553e-05,437.2584297657013,1.7209437531842506,25.919080427555738,0.04096245765686035,6.288105487823486,3.4656097888946533,0.6437404155731201,0.0030367796,10.049779891967773,100,58,36.4783844268505,33.05978916627916,10.734883785247803,29.28122569509522
600000,-5.6561017e-05,447.14613819122314,1.6378276132333087,25.996389161421916,0.03725624084472656,5.94100284576416,3.312903881072998,0.2427079677581787,0.0053693918,9.557213544845581,100,59,36.63728743336479,33.132719054601985,9.837634563446045,29.066539354043915
610000,-5.6358327e-05,455.8469409942627,1.3830018433273896,25.911112935328685,0.08042478561401367,5.236672639846802,2.874957799911499,0.24555158615112305,-0.0002888736,8.364304065704346,100,60,36.13909301655946,33.02275666523703,8.69051480293274,29.835391788306023
620000,-5.6183937e-05,467.99250316619873,1.5179280961534911,26.168182536494886,0.08067655563354492,7.427404165267944,4.067794322967529,0.21088886260986328,0.00031161308,11.842605590820312,100,61,36.863526922163004,33.32124735029804,12.134396076202393,29.28977458180851
630000,-5.598793e-05,480.0279150009155,1.4134787027462932,26.53198482456811,0.14387249946594238,7.328166484832764,3.970855474472046,0.229964017868042,0.00180877,11.652294397354126,100,62,36.850267844747464,33.73334988772294,12.026523113250732,29.166117470000923
640000,-5.5744564e-05,488.36287903785706,1.3485913027957614,26.24864939110569,0.05104970932006836,5.041009426116943,2.725315809249878,0.26418161392211914,-0.00039654574,8.010363817214966,100,63,36.06263826894751,33.4525215903459,8.325846672058105,29.195325275065677
650000,-5.5461645e-05,497.1728301048279,1.417397047228825,26.353442717919474,0.09011960029602051,5.323646783828735,2.874380350112915,0.245741605758667,-0.0026736038,8.461105585098267,100,64,36.56615821769226,33.589221223846884,8.797202110290527,29.554519521548425
660000,-5.5201e-05,505.3916394710541,1.5787005293179437,26.325274938753815,0.04952692985534668,4.888555288314819,2.752140760421753,0.2641947269439697,0.0073655676,7.892136335372925,100,65,36.5714731878273,33.599706932917464,8.206178426742554,29.701853632374213
670000,-5.495507e-05,513.8557529449463,1.3518533352734357,26.02770081490431,0.0819857120513916,5.117144346237183,2.7730531692504883,0.22198963165283203,0.0025266628,8.141037225723267,100,66,36.88454460034197,33.20426983277847,8.452589511871338,29.562516289298117
680000,-5.472108e-05,525.9051592350006,1.32670263501424,26.148738670384347,0.0445713996887207,7.363358020782471,4.04327392578125,0.23560333251953125,-0.0007602365,11.75844693183899,100,67,36.258640718987806,33.35687680426802,12.038960456848145,29.909256241392665
690000,-5.4462213e-05,537.845187664032,1.368847009854447,26.4889200308532,0.17145967483520508,6.724075078964233,3.783162832260132,0.9228017330169678,0.011711052,10.834485292434692,100,68,36.90638704376991,33.74581090164537,11.929138660430908,30.413254406111438
700000,-5.4193162e-05,550.9307007789612,1.299076966628281,26.391387029713606,0.330873966217041,7.8795530796051025,4.052202463150024,0.4514296054840088,0.0005908488,12.292240619659424,100,69,36.73941631767447,33.726109994404844,13.076262474060059,29.637920369181977
710000,-5.393387e-05,560.4408249855042,1.6240470431314558,26.492626997639874,0.14979791641235352,5.185696840286255,2.8374948501586914,1.0572264194488525,-0.0021018614,8.292455434799194,100,70,37.78352148031556,33.83361181973912,9.499905347824097,29.4751267274294
720000,-5.3619788e-05,571.711832523346,1.5834338590064898,26.093440179923242,0.035727739334106445,6.940288543701172,3.696314573287964,0.2315082550048828,-0.0018157306,10.957032203674316,100,71,36.9928056979757,33.41381132943622,11.22469186782837,29.052065745254243
730000,-5.3331285e-05,583.7911479473114,1.6542488836539513,26.36858602792785,0.05552935600280762,7.431795597076416,3.970858335494995,0.24688005447387695,-0.0012834001,11.767127513885498,100,72,37.67151180809855,33.73403972008364,12.069826126098633,29.836668874329646
740000,-5.3060183e-05,592.2237887382507,1.6099911249057597,26.309414435248936,0.052713871002197266,5.0983264446258545,2.7995572090148926,0.2223799228668213,-0.0019195345,8.147552490234375,100,73,37.29281132405076,33.63946807033131,8.422860383987427,30.178015926644594
750000,-5.2829146e-05,602.5141251087189,1.4280752600346966,26.480038587688433,0.26811790466308594,6.044244289398193,3.3853883743286133,0.2832908630371094,-0.0005540755,9.726338386535645,100,74,37.26277010504565,33.874885990268375,10.278177738189697,29.765103230783577
760000,-5.261066e-05,610.9052822589874,1.578167692210582,26.10442856917306,0.04838752746582031,5.094282865524292,2.741492509841919,0.24504709243774414,-0.0013500275,8.087398052215576,100,75,37.40421566950901,33.45376054100099,8.381257057189941,30.33595384958877
770000,-5.2375468e-05,619.386613368988,1.4954596688589183,26.358693646164525,0.04052853584289551,5.155945777893066,2.781268358230591,0.23786330223083496,0.0032914756,8.189914464950562,100,76,36.974502437397206,33.7103417390734,8.468574047088623,30.827270153357656
780000,-5.2143492e-05,631.2784416675568,1.5701876638167176,26.459214356173288,0.043035030364990234,7.238797664642334,4.011761903762817,0.24306678771972656,0.0050948784,11.594158172607422,100,77,37.22458666276301,33.88707255740627,11.880540370941162,30.746405479997314
790000,-5.1942225e-05,638.0980422496796,1.4907127333466073,26.467988337842588,0.04290270805358887,4.100237846374512,2.217223882675171,0.23461222648620605,0.0032610574,6.532243251800537,100,78,37.24734116680371,33.88383039414919,6.810123682022095,29.73179855527817
800000,-5.1738403e-05,646.5416848659515,1.4765525951679839,26.5003886877353,0.03875398635864258,5.09413480758667,2.805028200149536,0.25171875953674316,0.0014021039,8.142622947692871,100,79,38.24672930381816,33.925707645582776,8.433423519134521,30.34199851869402
810000,-5.1505853e-05,658.5209031105042,1.3134234033145105,26.61362432699757,0.05414414405822754,7.265554666519165,4.075209617614746,0.2264537811279297,0.0034486945,11.688522338867188,100,80,37.23043133510151,34.059444387363996,11.96944546699524,31.53031519131322
820000,-5.1290852e-05,666.9682817459106,1.4485052346553622,26.421872808998543,0.04119110107421875,5.09575629234314,2.7995522022247314,0.2485673427581787,-0.0014083085,8.147799730300903,100,81,37.184977404550764,33.8581249914476,8.437938690185547,29.67183400145896
830000,-5.1083545e-05,673.8390247821808,1.4867770213396232,26.45215044925842,0.042226552963256836,4.129201650619507,2.2547388076782227,0.22527313232421875,0.00089991227,6.5920445919036865,100,82,37.829436511981584,33.924765902759624,6.859830856323242,30.052388168370992
840000,-5.089337e-05,682.6061091423035,1.5551675278956107,26.258104273694514,0.08621597290039062,5.269367933273315,2.9066810607910156,0.23802876472473145,-0.0014591583,8.431873083114624,100,83,36.82692653956207,33.72625816347377,8.756395101547241,29.157796103235704
850000,-5.0686063e-05,689.713559627533,1.5816735914963858,26.575627331388546,0.03720593452453613,4.289233684539795,2.3102259635925293,0.2383711338043213,-0.0012010963,6.817819118499756,100,84,37.20455648309926,34.06201479541448,7.093602657318115,29.39521832549892
860000,-5.0499748e-05,696.7469384670258,1.4675551831842124,26.773197249794993,0.04183602333068848,4.178436040878296,2.3259949684143066,0.2657613754272461,-0.0014500088,6.716155529022217,100,85,37.78215989754759,34.25668552481873,7.024049758911133,29.841230539384835
870000,-5.026962e-05,704.1330766677856,1.367062710766333,26.68581874449032,0.04761314392089844,4.424072027206421,2.416395425796509,0.2567107677459717,-0.0014114678,7.071261167526245,100,86,37.59411710851073,34.227993113488026,7.376018524169922,30.6645770108085
880000,-5.0059916e-05,711.7476625442505,1.4195127326783676,26.428445770370985,0.04804658889770508,4.488234996795654,2.590156316757202,0.24761033058166504,-0.0031183872,7.306836366653442,100,87,37.14230769611666,33.978314681539395,7.602823495864868,29.820539033979685
890000,-4.9847327e-05,719.218385219574,1.4801612404173787,26.45210151240594,0.0990302562713623,4.360865116119385,2.548574686050415,0.22519731521606445,-0.0011093585,7.132789611816406,100,88,37.797924823062466,34.021546356530024,7.459216833114624,30.807032763381788
900000,-4.9636885e-05,726.8294954299927,1.2766740560847867,26.514792116476684,0.049796104431152344,4.48534369468689,2.595933437347412,0.23616385459899902,-0.00039503712,7.311943531036377,100,89,37.278156732252256,34.06804136110873,7.5983521938323975,30.081123430768702
910000,-4.9404007e-05,735.8895528316498,1.5328801067902211,26.456016476613886,0.03490781784057617,5.4538187980651855,3.078195810317993,0.21130800247192383,-0.0026881206,8.802266120910645,100,90,37.0575945228755,34.03246669771748,9.048707246780396,30.19121532678972
920000,-4.9165214e-05,742.6174311637878,1.3544044176225722,26.356689967857,0.04257559776306152,3.7138121128082275,2.0765833854675293,0.6936750411987305,-0.00022966624,5.980615139007568,100,91,37.017303460492975,33.93027148925064,6.717421293258667,30.226208721172288
930000,-4.8944396e-05,750.2503595352173,1.2953582797536696,26.61495353507139,0.0847012996673584,4.5001630783081055,2.5758769512176514,0.19557571411132812,0.0005370671,7.310380935668945,100,92,37.234165803591026,34.1749192519248,7.59338116645813,30.1852116423311
940000,-4.8744037e-05,756.2316989898682,1.4639795637531627,26.73475298375023,0.03721809387207031,3.494873285293579,2.0365688800811768,0.22179317474365234,0.00016493187,5.712252140045166,100,93,37.512450653697485,34.329680069277686,5.971461772918701,30.577457858299102
950000,-4.8558704e-05,762.2909574508667,1.4879582098022068,26.549593123753063,0.05314278602600098,3.523794412612915,2.079437255859375,0.20673489570617676,-0.000782437,5.788719177246094,100,94,37.62160777629936,34.14270109340073,6.049104452133179,30.490809522652338
960000,-4.837175e-05,769.0481326580048,1.577899123549097,26.577133441055945,0.05191540718078613,3.9397623538970947,2.308411121368408,0.24448347091674805,-0.0007215223,6.451335191726685,100,95,37.718325170349935,34.17059998369239,6.74799656867981,30.634933300997506
970000,-4.821259e-05,776.3534255027771,1.4564964964903497,26.517201424205393,0.07110857963562012,4.265278339385986,2.5013694763183594,0.23748135566711426,0.0017634198,6.983718395233154,100,96,37.43353388227023,34.11379801746668,7.292561769485474,30.44092185766563
980000,-4.8050024e-05,786.5047173500061,1.4331453819190076,26.511536733283105,0.0768589973449707,6.078963994979858,3.45403790473938,0.23916125297546387,-0.0017699763,9.823362350463867,100,97,37.28830832345107,34.08615986806047,10.139615535736084,30.925441068946615
990000,-4.7877023e-05,796.9127066135406,1.328216891592082,26.72254255113628,0.04163408279418945,6.383785963058472,3.46407151222229,0.2109062671661377,-0.0015063325,10.145280361175537,100,98,37.00862957099258,34.34479620483165,10.3980073928833,31.38894820408257
1000000,-4.7691443e-05,807.6547954082489,1.5339101739987724,26.871839825511053,0.1706705093383789,5.924565315246582,3.370844841003418,0.9789924621582031,-0.001825515,9.582984209060669,100,99,38.30653684136486,34.52394245196249,10.733016729354858,30.889862010366812
1010000,-4.7530317e-05,818.6884651184082,1.427638404868977,26.6641027531547,0.03833413124084473,6.71744441986084,3.6738877296447754,0.24269318580627441,-0.0021104622,10.711045265197754,100,100,37.59014781822613,34.31800609483989,10.992754697799683,31.034745683032426
1020000,-4.737654e-05,826.8895003795624,1.496995982312769,26.626404257298326,0.03651738166809082,4.860892057418823,2.787148952484131,0.2636885643005371,-0.0010724912,7.890445947647095,100,101,38.46880680274229,34.280402742436415,8.190877676010132,31.002168712535134
1030000,-4.72119e-05,837.6844363212585,1.3962445151769676,26.786022031788466,0.029250144958496094,6.5248777866363525,3.6846866607666016,0.23856472969055176,-0.0010190348,10.516454935073853,100,102,37.3134170615921,34.412520284899394,10.784490585327148,30.541843587095705
1040000,-4.708763e-05,853.4772369861603,1.674967131010279,26.980766182382236,0.08909940719604492,9.888394355773926,5.013497829437256,0.36063671112060547,-0.0015181182,15.326099157333374,100,103,38.69480108176331,34.59530777906634,15.780232191085815,30.491783207460863
1050000,-4.6960562e-05,870.8049690723419,1.295982331194347,26.752702025464117,0.11140108108520508,11.401688814163208,4.948108196258545,0.3743705749511719,-0.0010889956,16.82245135307312,100,104,37.10011096777791,34.409546666776436,17.31020975112915,30.781135920322185
1060000,-4.682966e-05,890.8450541496277,1.2824672676946367,26.76654311682696,0.04634714126586914,13.089003086090088,6.026546001434326,0.3063209056854248,-0.001455841,19.67128348350525,100,105,38.40941574460022,34.37509787265801,20.026100873947144,31.815207304812546
1070000,-4.6660934e-05,912.4841635227203,1.3876505289987244,26.768004839429345,0.04672503471374512,14.462793588638306,6.207965135574341,0.40915441513061523,-0.0029684324,21.170048713684082,100,106,37.21869919670738,34.399610775109814,21.626363039016724,30.75293561285852
1080000,-4.6461864e-05,935.8324418067932,1.3129390976142736,26.749989518995662,0.1227571964263916,15.728503465652466,6.488697052001953,0.3780229091644287,9.045206e-05,22.83499574661255,100,107,37.47652899672666,34.39052753222904,23.336388111114502,31.354226379636046
1090000,-4.625029e-05,955.5702495574951,1.270635657578055,26.693785791439353,0.04691743850708008,12.679728269577026,5.573615550994873,0.9221978187561035,-0.0028586437,18.753135919570923,100,108,37.57950748504186,34.33519026387108,19.722880363464355,30.353885258115493
1100000,-4.5986464e-05,979.1770172119141,1.326730775801885,26.78337408964695,0.08999943733215332,15.682878017425537,6.6837077140808105,0.4839661121368408,-0.00082492706,22.963128566741943,100,109,37.77834771933901,34.44519482807747,23.539178609848022,31.48012299716558
