train-AverageDiscountedReturn,LossAfter,Time-Optimization,train-StdReturn,train-AverageReturn,Time-SampleProc,train-EnvExecTime,train-MaxReturn,n_timesteps,Time-Sampling,Time,train-PolicyExecTime,ItrTime,train-NumTrajs,Itr,LossBefore,train-MinReturn
-11.830298803308192,-0.87172395,2.2155299186706543,101.61498297025683,-40.560904640939555,0.12000417709350586,10.47743034362793,170.83159608947852,10000,24.668527841567993,27.004955291748047,13.522314310073853,27.004943370819092,100,0,3.0517577e-09,-197.09995053472568
14.025877833620664,-0.015513702,1.676863670349121,34.857926072308125,9.418778147391926,0.10975813865661621,10.525638341903687,75.27529135052183,20000,24.71393370628357,53.62985944747925,13.504413843154907,26.501333951950073,100,1,9.155274e-09,-123.02330344987094
31.227851901642577,-0.33450606,1.1950774192810059,33.16977821540732,35.52861411061936,0.14265942573547363,10.278812408447266,130.02050101977537,30000,24.658326625823975,79.73283457756042,13.689656496047974,25.997459411621094,100,2,-4.196167e-09,-89.21628522131608
74.4590811311097,1.6989135e-05,1.330953598022461,42.80870547770982,120.19579811120295,0.1246488094329834,10.743714094161987,186.1797699549044,40000,25.422474145889282,106.69988489151001,13.977389097213745,26.879477977752686,100,3,-1.6784668e-08,16.3506264915096
72.7607300360713,-0.09483749,1.5071144104003906,41.60833789565457,114.75958207786095,0.12312102317810059,10.61672592163086,194.19681369362138,50000,25.10358500480652,133.5241940021515,13.791580200195312,26.735915899276733,100,4,1.6784668e-08,22.41374800770052
108.26866765278133,-0.002753958,1.6703598499298096,36.55075544387878,188.6683235146831,0.15204572677612305,10.598738670349121,239.33164203534227,60000,25.103208541870117,160.5536286830902,13.809068441390991,26.930266857147217,100,5,-6.1035155e-09,30.198759873395502
108.97672114389403,-0.08241581,1.6659176349639893,24.1390438740954,189.4854745058884,0.17097020149230957,10.48423719406128,242.79703691443635,70000,24.88433861732483,187.33872938156128,13.685535192489624,26.722431421279907,100,6,1.2207031e-08,116.81781565481435
112.45115187120754,-0.0055050813,1.6606531143188477,38.88588787602511,188.561131472879,0.15616178512573242,10.449665784835815,238.55442282258065,80000,24.806921005249023,214.02445459365845,13.669588088989258,26.624478578567505,100,7,-6.1035155e-09,46.56782315601937
116.15828948602024,-0.019394971,1.5533337593078613,27.750193617531806,195.83408588440432,0.1150503158569336,10.44157361984253,245.03317363074703,90000,24.80368947982788,240.56636571884155,13.677757978439331,26.47290873527527,100,8,-0.0012794494,108.24159153856974
125.6164157871897,-0.033318114,1.1399779319763184,18.21238084405149,220.6494448702663,0.11326074600219727,10.554534912109375,242.11798043692485,100000,25.012499809265137,266.93237686157227,13.767314195632935,26.26744508743286,100,9,-4.577637e-09,169.68276074324183
120.07741279277818,-0.01603988,1.1098499298095703,20.104951956427232,213.563832735553,0.11836481094360352,10.657336950302124,241.0458853479368,110000,25.208656311035156,293.4641344547272,13.850619077682495,26.43756365776062,100,10,-1.8310548e-08,149.98471016603855
126.17235767651366,-0.038013913,1.0725657939910889,18.88542622033418,224.30404538791018,0.10955619812011719,10.643362045288086,245.39569905585273,120000,25.346608638763428,320.0565972328186,13.99950623512268,26.52947759628296,100,11,-8.392334e-09,114.44763519353837
124.8505619894395,-0.03534228,1.069713830947876,24.36021377392983,217.90904305761617,0.1101522445678711,10.588125228881836,244.25762717227542,130000,25.266123294830322,346.5687243938446,13.978405475616455,26.44654870033264,100,12,-9.155274e-09,135.12676283004035
126.865553091044,-0.059826586,1.0834739208221436,22.65620943224413,223.25929328902308,0.10955643653869629,10.62746524810791,246.21085653716628,140000,25.325653314590454,373.15765380859375,14.003667116165161,26.519705295562744,100,13,-1.8310548e-08,99.46431540564241
110.20327086335271,-0.025248725,1.053389549255371,21.510958046845687,187.52494817908757,0.11453485488891602,10.74724268913269,241.97325358532837,150000,25.638916969299316,400.02992963790894,14.193872928619385,26.807710886001587,100,14,6.1035155e-09,142.7159314557059
110.78014104561251,-0.048000433,1.0946142673492432,14.602054632525759,187.68224869957052,0.12776565551757812,10.56703519821167,232.21299015024664,160000,25.30855417251587,426.62324714660645,14.05017352104187,26.531607627868652,100,15,-6.4849854e-09,127.92430906880078
116.21575435391449,-0.043255188,1.0839519500732422,21.4148727804611,198.1878863971455,0.11548161506652832,10.520814895629883,229.15487772998773,170000,25.205120086669922,453.09320545196533,13.992449045181274,26.405548334121704,100,16,-3.4332275e-09,94.03951721007454
116.1854487779407,-1.2923824,1.0686891078948975,19.683183555822904,196.47248981870638,0.15087032318115234,10.529640913009644,236.1641862249313,180000,25.261306524276733,479.63607382774353,14.03312063217163,26.481602430343628,100,17,-0.013741797,128.24586780835034
98.43549589076225,0.03278109,1.038165807723999,38.82565653356186,162.64239493324732,0.11234831809997559,10.621861457824707,213.48120087621047,190000,25.353432655334473,506.2052323818207,14.029795169830322,26.504597663879395,100,18,-3.0517577e-09,72.53877145457874
