Time-Sampling,n_timesteps,train-MaxReturn,Time-Optimization,train-PolicyExecTime,train-StdReturn,train-EnvExecTime,Time,train-NumTrajs,train-AverageDiscountedReturn,ItrTime,Itr,LossBefore,train-MinReturn,LossAfter,train-AverageReturn,Time-SampleProc
5.5321807861328125,10000,25.6406801951603,0.370746374130249,3.483146905899048,7.806405456928568,1.8590750694274902,6.0415709018707275,100,4.704164086808159,6.041567802429199,0,-1.4158867e-06,-11.032680100384955,0.005066491,7.805071635846953,0.1290268898010254
5.349574327468872,20000,27.525137407681015,0.2316441535949707,3.3340516090393066,6.983034527658984,1.8314614295959473,11.68034029006958,100,5.5496046357964826,5.6217360496521,1,-1.4183481e-06,-3.8546502510443865,0.01209819,9.185553150450502,0.04016685485839844
5.2306227684021,30000,26.367787518057334,0.28197240829467773,3.2179558277130127,7.30495616691887,1.8240346908569336,17.28988027572632,100,6.750145010567304,5.600010633468628,2,-1.4212062e-06,-5.520513956060334,-0.005395123,11.009862072451108,0.0871884822845459
5.172999620437622,40000,33.339841225632036,0.3166792392730713,3.160590171813965,8.12178949259502,1.8327248096466064,22.933794736862183,100,10.34902711154316,5.633952617645264,3,-1.4203548e-06,-10.571086778444153,-0.009071367,15.47290102250591,0.1425790786743164
5.205105781555176,50000,31.806321510812552,0.37810230255126953,3.161266565322876,5.937942270661107,1.8613615036010742,28.615105867385864,100,15.6448185938032,5.672345399856567,4,-1.4113612e-06,-1.7109153332436922,-0.007153989,21.900413708432914,0.08873987197875977
5.250431776046753,60000,33.99479496323869,0.3789057731628418,3.185145139694214,5.071736534970047,1.88106369972229,34.292534589767456,100,17.72660309095318,5.668242931365967,5,-1.4049215e-06,-1.2349669797692218,-0.006199216,24.85142922253246,0.03854060173034668
8.748218297958374,70000,33.18313692987216,0.296893835067749,5.300140857696533,4.504255173911029,3.1637139320373535,43.38483548164368,100,19.447297186899515,9.080850839614868,6,-1.4099301e-06,-1.8862933083271907,-0.0061016628,25.882229419864093,0.03548717498779297
5.315917015075684,80000,32.99670494640191,0.20325946807861328,3.228423833847046,4.930170883537306,1.9064626693725586,48.953227519989014,100,20.24037761835729,5.554677724838257,7,-1.4035295e-06,-5.306778167038027,-0.0020370553,26.449665469161356,0.03514838218688965
8.89889907836914,90000,31.318769188128094,0.19193696975708008,5.387499094009399,2.5771112380740857,3.225086212158203,58.088773250579834,100,20.651657647524804,9.125337839126587,8,-1.3969304e-06,19.376558019739132,-0.003665264,26.81384958326744,0.034230709075927734
5.496733665466309,100000,31.491942800679507,0.28611254692077637,3.3294200897216797,2.6416962887999484,1.9785537719726562,63.944621562957764,100,20.975255361784892,5.84665846824646,9,-1.4064578e-06,16.831352479200984,-0.003109541,27.159220830498597,0.06359648704528809
7.273057222366333,110000,34.066071431644296,0.3925206661224365,4.441234111785889,2.190451624463851,2.591841220855713,71.68825888633728,100,21.592472448600276,7.700808048248291,10,-1.3902412e-06,16.091657809755365,-0.0033777126,27.58980957535382,0.03463339805603027
5.201097726821899,120000,35.559794665417776,0.37136268615722656,3.133272171020508,3.796888646390344,1.8895859718322754,77.31111431121826,100,21.355662089367346,5.607666969299316,11,-1.3849578e-06,1.1899412746987168,-0.0037194306,27.02658636170759,0.03493213653564453
5.335963726043701,130000,31.75270989913158,0.4262247085571289,3.2228682041168213,4.584326424178095,1.9307012557983398,83.12808322906494,100,21.711536082029916,5.800778388977051,12,-1.3858584e-06,-3.5509607082860812,-0.0023568165,27.35621425339345,0.03787589073181152
5.217092514038086,140000,32.88833760235671,0.39791369438171387,3.1311073303222656,2.1734380795592854,1.906672716140747,88.79180932044983,100,22.299536646101725,5.649923086166382,13,-1.3691716e-06,20.543469889786817,-0.0032012372,28.015067206460177,0.03444051742553711
5.279633522033691,150000,32.12073468973206,0.39488911628723145,3.179979085922241,4.08466996386272,1.9192273616790771,94.53830909729004,100,22.148349400967305,5.730094909667969,14,-1.3796102e-06,-5.347114146869564,-0.001941104,27.634906240110485,0.05523538589477539
6.2360522747039795,160000,32.03670833018874,0.4474196434020996,3.798630714416504,1.9405553641573934,2.2252233028411865,101.28492784500122,100,22.535013700928975,6.736083269119263,15,-1.3683546e-06,18.634357217726176,-0.0032800375,28.2933839140056,0.05193591117858887
