ItrTime,train-AverageReturn,Time-SampleProc,train-MinReturn,train-AverageDiscountedReturn,LossAfter,Time-Optimization,train-EnvExecTime,train-MaxReturn,train-PolicyExecTime,train-StdReturn,LossBefore,Itr,Time,n_timesteps,train-NumTrajs,Time-Sampling
29.13041853904724,-41.14816184032386,0.13110923767089844,-228.4921935741625,-15.474304961096454,0.11794728,2.603147506713867,11.233148097991943,127.248286190827,14.434677839279175,86.34742332758832,-1.4201592e-05,0,29.130430698394775,10000,100,26.395213842391968
28.981200218200684,-17.544567849499252,0.21687865257263184,-239.0028943351568,-5.087650976268621,0.008367698,2.3273332118988037,11.26534390449524,134.4286113065578,14.449483156204224,103.34297712524534,-1.41950795e-05,1,58.27466797828674,20000,100,26.435035943984985
27.57352566719055,21.98380348583548,0.16196346282958984,-223.93331545607737,16.609570380194704,-0.0056092488,1.6520953178405762,11.014418601989746,141.61765698317913,14.017722129821777,83.14322268549068,-1.4209448e-05,2,85.93297457695007,30000,100,25.757622718811035
27.362369298934937,55.226193646264285,0.19812726974487305,-242.2659616838943,35.75757481293037,-0.0049692816,1.5168700218200684,10.894310474395752,154.07685425322512,14.032408952713013,74.13768665369042,-1.4223814e-05,3,113.41542100906372,40000,100,25.645207166671753
27.246422290802002,71.38146581962935,0.12173271179199219,-164.93740212082915,45.94186041427194,-0.0037360897,1.6259124279022217,10.868139743804932,140.76434492625577,13.916015625,54.43696999099208,-1.4197535e-05,4,140.74853038787842,50000,100,25.496606588363647
28.59519052505493,93.2709011171566,0.13234210014343262,-17.307868448435528,60.19419582246847,-0.0058091297,1.2216386795043945,11.311365127563477,153.67280693701872,15.15265703201294,30.925893984556197,-1.4178137e-05,5,169.45047521591187,60000,100,27.240386962890625
27.441017627716064,95.99105272792642,0.12198710441589355,7.116743872790739,63.74640217421047,-0.0038626282,1.1146831512451172,11.028860807418823,199.36303851531002,14.448947429656982,35.23459053462558,-1.4121398e-05,6,197.01722240447998,70000,100,26.203416109085083
27.610309600830078,106.76350265291478,0.11961627006530762,35.68120997914194,66.9748922574348,-0.005459075,1.0932414531707764,11.074784517288208,197.75421016966345,14.595500946044922,32.20622777662865,-1.4133758e-05,7,224.69734025001526,80000,100,26.396479845046997
26.909149408340454,133.01055539462018,0.1147453784942627,60.2192571734751,81.7899765555774,-0.0041457084,1.1394202709197998,10.92452096939087,204.9646008522623,14.03213357925415,35.75681826044316,-1.40888205e-05,8,251.67032074928284,90000,100,25.654256582260132
27.499548196792603,142.8538498312348,0.11250901222229004,54.50553845487366,87.07886249734446,-0.007306045,1.0910580158233643,11.24671721458435,204.28363490239835,14.339430809020996,41.57999675782736,-1.4051207e-05,9,279.2421143054962,100000,100,26.295179843902588
