train-StdReturn,train-MinReturn,n_timesteps,Time-Optimization,train-NumTrajs,train-PolicyExecTime,train-MaxReturn,LossBefore,Time,train-EnvExecTime,LossAfter,ItrTime,train-AverageReturn,Time-Sampling,Itr,train-AverageDiscountedReturn,Time-SampleProc
2.968020298361044,-10.00774927006725,10000,1.5318171977996826,100,14.0501127243042,8.035474287891876,-0.00024450684,24.7521390914917,8.274015426635742,-0.6447245,24.75212860107422,-1.3229767266933063,23.039732456207275,0,-1.1951175141380275,0.1791675090789795
4.775386759993439,7.239232933690439,20000,1.6673502922058105,100,13.595483541488647,33.37929311470733,-0.012662158,49.002894163131714,8.022333145141602,-0.033964526,24.164007902145386,22.556010108115835,22.33275032043457,1,13.562036041695938,0.16251683235168457
8.938651673279093,-1.8793841146221482,30000,1.5963711738586426,100,13.445504426956177,40.32981669633717,0.00010375977,73.2723240852356,8.231597900390625,-0.03953992,24.180062294006348,20.22285606295959,22.3916757106781,2,14.380787217389432,0.19017529487609863
6.076615747229788,7.797462482520794,40000,1.1706414222717285,100,14.002556562423706,34.42715660554717,0.00060827634,98.53745436668396,9.1056649684906,-0.023458704,25.206682682037354,23.83113849226816,23.839897632598877,3,18.86376086945363,0.19497966766357422
5.07034055512231,11.49174955743991,50000,1.0710828304290771,100,13.949607133865356,34.260155288057504,-0.013805362,123.68042707443237,9.167550325393677,-0.07272046,25.07818865776062,24.749999659984198,23.857632160186768,4,19.467864101430887,0.14823460578918457
4.761752748093658,7.571176929579029,60000,1.0523853302001953,100,14.103303670883179,31.141271494476538,-0.005598942,148.9584517478943,9.211318254470825,-0.11890354,25.222394227981567,24.005395519026706,24.049062728881836,5,19.087595931439097,0.1202085018157959
5.313624574901751,11.743479343893902,70000,1.04286527633667,100,14.000258207321167,32.20519619573672,0.014799665,174.10387706756592,9.17154574394226,-0.031829346,25.071041345596313,24.2546346439654,23.906684398651123,6,19.33553379195703,0.12008810043334961
5.08229630915524,9.184342812367419,80000,1.0756165981292725,100,14.059293746948242,32.70381919719488,-0.003328418,199.25240063667297,9.102730989456177,-0.056703355,25.091094493865967,24.676502284730123,23.904788494110107,7,19.609402370403718,0.11005949974060059
5.594148598562326,7.647317828669661,90000,1.165611743927002,100,14.023049354553223,31.571761579047283,-0.0060672425,224.6113624572754,9.174270629882812,-0.050849292,25.219753742218018,24.535400330465986,23.932493209838867,8,19.540913968751376,0.1207571029663086
5.999279361745044,10.295727661265603,100000,1.3939921855926514,100,14.052632808685303,32.02977454758593,-0.009602422,250.1738555431366,9.165914297103882,-0.03505873,25.472168445587158,24.511247709282824,23.95134210586548,9,19.584864437759876,0.12473654747009277
5.38707884400894,8.95932393990463,110000,1.6633858680725098,100,13.814218044281006,31.806057844974802,-0.012163152,275.7247292995453,9.114497184753418,-0.0777717,25.45089888572693,25.312771889557997,23.668617248535156,10,20.146424303359098,0.11806321144104004
4.942439824197796,11.44238516412221,120000,1.0491619110107422,100,14.194434642791748,32.18078787661899,-0.0030735016,301.1863646507263,9.243250370025635,-0.09009699,25.381060361862183,25.4231032064888,24.179585933685303,11,20.285339036627455,0.15093255043029785
4.264683350459112,10.691952294459846,130000,1.077589750289917,100,14.150716304779053,32.45447118059469,0.0071744784,326.5088837146759,9.1769437789917,-0.06773008,25.259740829467773,26.618918775257207,24.06113839149475,12,21.16708108661706,0.119964599609375
5.437045330737022,16.426512850735588,140000,1.0550282001495361,100,13.994693517684937,44.42562549481002,-0.0005692871,351.50513100624084,9.049479722976685,-0.033531163,24.936563968658447,29.030402941796424,23.775561094284058,13,21.588714940636727,0.10535359382629395
6.043674684729409,3.967405352176849,150000,1.0566492080688477,100,14.084522485733032,36.89419447815038,-0.0034345414,376.2738287448883,8.714287757873535,-0.13474183,24.706197023391724,23.65083772190923,23.532803773880005,14,15.997490924269625,0.11602163314819336
6.033892766635659,5.510125375762512,160000,1.0744531154632568,100,14.071673154830933,32.239630103046196,-0.022518994,401.15093088150024,8.819119930267334,-0.14993635,24.814307928085327,20.754926763712724,23.61928915977478,15,14.880448921562358,0.11987066268920898
7.12748018722161,-0.6318568950035879,170000,1.079502820968628,100,14.043012857437134,33.09631609509739,-0.020666162,426.315167427063,9.135244846343994,-0.25026545,25.108503580093384,25.029474114438017,23.912156581878662,16,19.668686274590726,0.11614060401916504
4.973552755789017,1.8524343447417388,180000,1.0762128829956055,100,14.150980949401855,32.776047912547526,-0.014513209,451.58948969841003,9.134039878845215,-0.045661315,25.213583946228027,25.96189006645749,24.02847909927368,17,20.758486287591523,0.10828876495361328
4.5138356862846996,1.978876377619764,190000,1.0566465854644775,100,13.945378065109253,32.64920407675447,-0.0020997191,476.68727803230286,9.178380250930786,-0.03401255,25.0378258228302,27.320047432884753,23.87129783630371,18,21.815496723574967,0.10927367210388184
5.4569657674409395,-2.112971444651639,200000,1.0630991458892822,100,14.118660688400269,31.94343768094314,-0.013777039,501.9944519996643,9.191177129745483,-0.050341766,25.241313934326172,27.504089971010625,24.04728102684021,19,22.08122611491029,0.130218505859375
6.981700663258763,-4.334044424876868,210000,1.0645897388458252,100,14.119835615158081,32.979568694283394,-0.018084383,527.3068568706512,9.212903022766113,-0.052345924,25.25218629837036,25.913535995841013,24.073076486587524,20,20.85868132284544,0.11342120170593262
