train-AverageDiscountedReturn,Time-Optimization,n_timesteps,Time-SampleProc,Time-Sampling,ItrTime,Itr,LossAfter,train-EnvExecTime,train-NumTrajs,train-MaxReturn,train-MinReturn,LossBefore,train-StdReturn,train-PolicyExecTime,train-AverageReturn,Time
9.178735502183724,1.4210031032562256,2250000,0.1405484676361084,23.70584774017334,25.26833415031433,224,-0.021014726,8.54615044593811,100,97.33503258928383,-114.80407498280756,-1.1634889e-05,39.09940500444506,14.439382314682007,11.257332271785954,5713.952565193176
8.889209569937151,1.4231154918670654,2260000,0.1427919864654541,23.867055892944336,25.43428325653076,225,-0.020052489,8.550825357437134,100,106.03677268668056,-85.46332782085703,-1.163023e-05,40.04357352624905,14.594336986541748,10.301156910845123,5739.485118627548
9.883931983055753,1.0969538688659668,2270000,0.12907862663269043,23.695725917816162,24.923694610595703,226,-0.02044553,8.534206628799438,100,153.65023530994893,-66.46229706676081,-1.1644605e-05,39.22405983937219,14.444620609283447,11.382828758652556,5764.4948534965515
10.905407955718829,1.171621322631836,2280000,0.14193224906921387,24.113187551498413,25.427356958389282,227,-0.022557613,8.63276195526123,100,131.39630443586123,-89.61609264559655,-1.1653166e-05,40.28959437491644,14.744855403900146,14.610516405105097,5789.994372844696
8.780303428801894,1.1455192565917969,2290000,0.131317138671875,24.164931774139404,25.443082332611084,228,-0.020711761,8.618064403533936,100,112.85842833647659,-76.74270544375625,-1.1607035e-05,40.192917508937654,14.79581069946289,10.817421603967212,5815.507436037064
12.063231757516261,1.129441738128662,2300000,0.1568150520324707,24.063828706741333,25.351054430007935,229,-0.021775668,8.655807495117188,100,177.81534674398762,-110.61795972893323,-1.1566332e-05,44.4186462726672,14.6804358959198,16.049536938554056,5840.933033466339
8.156235030359076,1.1762821674346924,2310000,0.133622407913208,23.9840989112854,25.29479455947876,230,-0.018693509,8.544180154800415,100,141.22229310832577,-81.68320046180042,-1.1555579e-05,40.639418334814245,14.683531522750854,9.901540389973254,5866.292088508606
14.482818235857039,1.165482521057129,2320000,0.12945246696472168,23.973977088928223,25.269606590270996,231,-0.01798171,8.619503736495972,100,113.8741756471117,-53.07405520838291,-1.1517214e-05,36.813075747646465,14.629356145858765,20.655507428527372,5891.637777328491
10.605115563410694,1.1541438102722168,2330000,0.13068103790283203,24.12128210067749,25.407025575637817,232,-0.020656098,8.651521682739258,100,137.41621918390442,-88.87449297458836,-1.1518446e-05,40.000615925833124,14.747349739074707,13.824438690024785,5917.117011547089
5.3945653430289395,1.123750925064087,2340000,0.1315321922302246,24.024821043014526,25.280765295028687,233,-0.02284313,8.56667971611023,100,144.04109150504397,-91.00956487169866,-1.1498165e-05,43.42214010268348,14.718916654586792,4.694388423971369,5942.4705011844635
8.52788788495988,1.1356616020202637,2350000,0.1222066879272461,24.09717035293579,25.35584259033203,234,-0.022495724,8.608198881149292,100,94.92705549938383,-107.93594281508955,-1.1480376e-05,37.308854753813044,14.753029823303223,10.173140844676062,5967.8949382305145
10.062416073874887,1.1475920677185059,2360000,0.1622023582458496,24.070099353790283,25.380656003952026,235,-0.022148043,8.613641500473022,100,105.71385473099255,-85.90663721977931,-1.1467608e-05,35.72327585861585,14.728383302688599,11.128219736637382,5993.345183372498
