LossAfter,train-EnvExecTime,train-AverageDiscountedReturn,train-AverageReturn,train-StdReturn,train-MaxReturn,train-PolicyExecTime,Time-Sampling,n_timesteps,Time,Time-SampleProc,train-NumTrajs,Itr,LossBefore,ItrTime,train-MinReturn,Time-Optimization
0.0036520152,2.8014397621154785,143.25916700656796,260.37869128755653,8.611522601179093,272.05036677399465,4.069720983505249,7.075536489486694,1590000,1180.823271036148,0.08314990997314453,100,158,-6.89202e-06,7.398552179336548,216.13949907487546,0.23411130905151367
0.014379058,2.8470652103424072,143.4886359826361,261.20071937431226,6.488571804544023,270.1101970984333,4.07096791267395,7.128647089004517,1600000,1188.2458219528198,0.04784560203552246,100,159,-6.868787e-06,7.412050247192383,228.67674503175704,0.23525047302246094
0.0048522917,2.8048431873321533,144.38565412513717,262.47549765900743,8.71249970901495,272.82932077598235,3.9863224029541016,7.00315260887146,1610000,1195.54026389122,0.046242475509643555,100,160,-6.843817e-06,7.282841920852661,208.85055142590173,0.23306727409362793
-0.0022511976,2.769759178161621,144.13344109958393,260.80852787384174,8.347455239950195,270.6599455971267,3.9486567974090576,6.936060667037964,1620000,1202.7725956439972,0.05586361885070801,100,161,-6.8444915e-06,7.221781969070435,230.41493306575993,0.2296748161315918
0.0050909203,2.744454860687256,143.4880327870022,258.8965120418145,12.848252839307685,276.286511275882,3.9924423694610596,6.942180871963501,1630000,1209.9919826984406,0.039620399475097656,100,162,-6.8201753e-06,7.209118843078613,214.95373848701277,0.22701573371887207
0.0033735104,2.767197847366333,144.42191882988055,261.79835042601485,9.703659023078961,273.8326154798704,3.9432754516601562,6.914822816848755,1640000,1217.2264368534088,0.03815126419067383,100,163,-6.8111617e-06,7.222811698913574,221.2454903297346,0.26957130432128906
-0.004761846,3.0184972286224365,144.80655050891266,264.42430987715096,7.345213194871512,276.1736881809004,4.234348297119141,7.47151517868042,1650000,1225.0006427764893,0.05572032928466797,100,164,-6.7690594e-06,7.76263952255249,219.33685835677485,0.23507428169250488
-0.0018762118,2.8730809688568115,144.41898526933198,262.7122800499868,10.957259107909493,275.7021687240596,4.078316926956177,7.162464618682861,1660000,1232.4735476970673,0.04307103157043457,100,165,-6.7400842e-06,7.461722373962402,213.6128677382672,0.2559220790863037
0.0034380439,2.7751986980438232,145.783941649811,265.6425422966094,8.700719533940033,276.519179577635,3.9931509494781494,6.9730141162872314,1670000,1239.7298231124878,0.048761606216430664,100,166,-6.6953103e-06,7.244736194610596,228.65734080819263,0.22248435020446777
0.016237471,2.765632390975952,145.02090139721503,262.8984080944981,12.252991865816856,272.7549925827476,3.9448676109313965,6.913250684738159,1680000,1246.9316999912262,0.043068885803222656,100,167,-6.654213e-06,7.190808057785034,210.43252790710505,0.23409581184387207
-0.0013238409,2.6636414527893066,146.07668299812124,266.8187095851987,8.540486222926,277.6486323407492,3.781230926513672,6.639577865600586,1690000,1253.8586180210114,0.044291019439697266,100,168,-6.6035905e-06,6.915955066680908,223.67738282562394,0.2318110466003418
0.003998934,2.803492784500122,146.44275765186353,267.4608550805085,7.231611131568822,278.53350306827195,3.9767260551452637,6.996762037277222,1700000,1261.157026052475,0.06715202331542969,100,169,-6.605362e-06,7.288465738296509,231.27748941837035,0.22374963760375977
0.04315943,2.7269043922424316,140.74234173792118,252.4135078582629,20.64909664912875,277.47582057180233,3.968411922454834,6.90019679069519,1710000,1268.3602361679077,0.040909767150878906,100,170,-6.5761105e-06,7.192115306854248,202.37123138873693,0.25067830085754395
0.010566445,2.772369146347046,141.2051821915964,259.39548457289214,15.629281700611457,279.6212000643088,3.9440524578094482,6.921858072280884,1720000,1275.5760593414307,0.043900251388549805,100,171,-6.554938e-06,7.205465078353882,204.51537846012155,0.23949122428894043
0.061184373,2.7395524978637695,145.7897390351209,267.14356830551367,10.762420780870729,279.15592552525516,3.960955858230591,6.905694246292114,1730000,1282.7623991966248,0.039342641830444336,100,172,-6.5532727e-06,7.175485849380493,225.20786867942695,0.23018288612365723
0.031119935,2.75376558303833,141.45498984873134,253.20408440613912,20.429420146083945,276.7556505754027,4.019562482833862,6.976003646850586,1740000,1290.1218099594116,0.07476472854614258,100,173,-6.544259e-06,7.349297523498535,198.6148777889245,0.2981843948364258
0.044328917,2.921273708343506,147.75102611516147,269.4354728856427,9.92328761280552,279.15453286292745,4.156348705291748,7.2937633991241455,1750000,1297.772623538971,0.04674935340881348,100,174,-6.5680256e-06,7.628543376922607,203.86112987361682,0.2877318859100342
0.01643067,2.709151029586792,144.2791258683512,260.55097068293657,16.65185222518891,279.59453772774157,3.889233350753784,6.801794528961182,1760000,1305.0120396614075,0.037503719329833984,100,175,-6.5655163e-06,7.22361159324646,199.1667483164707,0.38402867317199707
0.010252689,2.7223691940307617,145.1718784062657,263.00616758333155,11.45478244153182,274.90575040763036,3.8949825763702393,6.81890082359314,1770000,1312.2607188224792,0.09613204002380371,100,176,-6.549036e-06,7.233203411102295,218.2980993532095,0.31714773178100586
0.012389533,2.769380807876587,145.87659741135155,267.35145845618143,7.575639748434244,279.06881654247866,3.9607954025268555,6.935943603515625,1780000,1319.5134255886078,0.08550310134887695,100,177,-6.556175e-06,7.242383003234863,234.32438260210122,0.22070097923278809
