train-NumTrajs,Time-Sampling,train-MinReturn,train-PolicyExecTime,train-EnvExecTime,train-StdReturn,Itr,LossAfter,LossBefore,Time-SampleProc,n_timesteps,Time,ItrTime,Time-Optimization,train-MaxReturn,train-AverageReturn,train-AverageDiscountedReturn
100,25.577181577682495,231.52086978913772,14.125767707824707,10.75876784324646,6.893299820820185,163,-0.0016996138,-8.680305e-06,0.1422111988067627,1640000,4472.450954675674,26.770934581756592,1.0508778095245361,270.5318609343017,260.4589824553352,144.97559822438322
100,25.65329670906067,207.33113275965164,14.188928604125977,10.763422727584839,9.8425258661367,164,-0.0027202098,-8.663193e-06,0.13589882850646973,1650000,4499.398445367813,26.88832378387451,1.0983343124389648,271.2864661947966,261.0608359481816,145.23956528374154
100,25.548409700393677,245.9160704545097,14.166513919830322,10.695775270462036,5.325041295740335,165,-0.004152166,-8.603935e-06,0.12109947204589844,1660000,4526.216975927353,26.755375385284424,1.0849900245666504,271.11739601660634,262.9289641108417,145.86232290678225
100,25.573848724365234,193.36216071695054,14.155763387680054,10.730112075805664,7.8781543863340815,166,-0.0021910255,-8.5780675e-06,0.11290836334228516,1670000,4553.02553486824,26.749735355377197,1.0622575283050537,270.1453438003525,263.04755454597864,146.1766246085066
100,25.410791158676147,235.5900601863127,13.993074178695679,10.725826501846313,5.425404281273012,167,-0.00045686075,-8.559324e-06,0.10965871810913086,1680000,4579.667716026306,26.57855224609375,1.0573720932006836,271.07343880492294,262.7937734384065,146.01277810891676
100,25.504851818084717,242.88529167625808,14.11255931854248,10.705422401428223,5.331062045203286,168,-0.0031835178,-8.531592e-06,0.1222071647644043,1690000,4606.4040150642395,26.66801953315735,1.0403351783752441,272.23475702640286,262.38957324102097,145.55947277941794
100,25.43771266937256,198.6678152974602,14.054409265518188,10.694649457931519,8.307664429627282,169,-0.003334854,-8.486466e-06,0.14827990531921387,1700000,4633.127524614334,26.663999319076538,1.0772819519042969,271.5519266817727,262.2397579941605,145.73425014453088
100,25.573441982269287,242.20800898056376,14.120559692382812,10.757941961288452,5.3146513776912565,170,0.0023214503,-8.471611e-06,0.11699676513671875,1710000,4659.953989267349,26.76654362678528,1.0753209590911865,274.312092949251,264.6770034776932,146.79875564915403
100,25.640236139297485,240.81665028556992,14.197900772094727,10.740006685256958,5.815568702504116,171,0.0029659513,-8.4203575e-06,0.11005210876464844,1720000,4686.864326477051,26.844470977783203,1.0934185981750488,274.50952011138804,263.8705043183481,146.4481812080855
100,25.654372453689575,240.5763230272704,14.17392873764038,10.798327207565308,6.660791869626185,172,0.004404872,-8.395656e-06,0.12619686126708984,1730000,4713.776525974274,26.84582495689392,1.0644969940185547,273.3410708610896,263.7302806712162,146.43052075569858
100,25.734848022460938,250.48936770795345,14.190267324447632,10.850013732910156,4.501185456955169,173,0.008964331,-8.357117e-06,0.1346588134765625,1740000,4740.787167072296,26.95006799697876,1.0799944400787354,273.325949027138,264.8210594064345,146.83325255460397
