train-AverageDiscountedReturn,Time-SampleProc,LossBefore,Time-Optimization,Time-Sampling,train-StdReturn,Time,ItrTime,LossAfter,Itr,n_timesteps,train-MaxReturn,train-MinReturn,train-NumTrajs,train-PolicyExecTime,train-EnvExecTime,train-AverageReturn
-1.7277171138936367,0.17343974113464355,-6.1035155e-09,2.1122992038726807,22.79678201675415,3.913136293222584,25.083409786224365,25.083401679992676,0.031655446,0,10000,6.4379718426846315,-9.70428435297028,100,13.989500284194946,8.135398149490356,-2.1293808954524085
-2.07559961267061,0.16525626182556152,1.2207031e-08,1.568964958190918,22.726332426071167,5.104358478499204,49.63136100769043,24.461954355239868,0.0008836914,1,20000,10.56070713929457,-18.65021790074374,100,13.785425901412964,8.251123189926147,-2.9363431358941137
-1.094142451974523,0.18101835250854492,-0.0047551505,1.3630073070526123,22.757909297943115,5.384697068855425,73.99937438964844,24.303340196609497,-0.0042346315,2,30000,12.601346180888822,-17.82271231859856,100,13.821149110794067,8.252317190170288,-1.8227673990995774
0.47610217450182774,0.14650344848632812,-1.2207031e-08,1.6436767578125,22.64287781715393,6.376285322536209,98.49264216423035,24.434677124023438,-0.0037921218,3,40000,21.633571247436734,-16.183738373708316,100,13.792358875274658,8.166061639785767,1.4309036946642335
3.834990803643795,0.11055970191955566,-1.4877319e-08,1.5726044178009033,22.55208444595337,7.8534093726888825,122.78911471366882,24.23627805709839,-0.005611849,4,50000,28.256184648227624,-8.34705363045944,100,13.716050386428833,8.155308485031128,6.48835498100784
8.175743006716418,0.14226245880126953,-1.0681152e-08,1.3307058811187744,22.678735494613647,9.07679246083646,147.0421850681305,24.154025554656982,-0.0079998635,5,60000,28.93461360445452,-10.827064885258928,100,13.731428623199463,8.268094062805176,12.95835041557248
12.091282560475285,0.12021088600158691,-7.629395e-09,1.0723295211791992,23.023261308670044,7.115490586268063,171.34784722328186,24.21672773361206,-0.0042829025,6,70000,29.202145324148344,-1.666406940876022,100,13.932642936706543,8.398047685623169,18.456235379591032
13.388658584571704,0.11645722389221191,3.0517577e-09,1.0782139301300049,23.270411491394043,7.157088553779667,195.9041817188263,24.467087268829346,-0.0068130842,7,80000,30.420604072055443,-0.9074884527866844,100,14.03525686264038,8.543545007705688,20.54022684782137
16.764312789868676,0.1078805923461914,1.1634826e-08,1.0821726322174072,23.4421067237854,4.7743016480225515,220.5951247215271,24.632803916931152,-0.0062682843,8,90000,30.654268577173102,3.87039131489441,100,14.033720016479492,8.71445631980896,23.803315296659235
18.26997470962275,0.10947299003601074,-0.0019070556,1.0755233764648438,23.498833656311035,3.3404987412064786,245.34225630760193,24.684666633605957,-0.005981497,9,100000,31.576247955751825,14.194797488848076,100,14.06346607208252,8.744947671890259,25.349830046056436
19.100579106640115,0.12564301490783691,6.1035155e-09,1.0455577373504639,23.529549837112427,3.7939676213659888,270.10715651512146,24.70148777961731,-0.0041207,10,110000,32.2738805264901,10.565248289208398,100,14.033668994903564,8.801196575164795,25.819860545664728
20.48953436211425,0.10747766494750977,-6.6757204e-09,1.0732438564300537,23.693804025650024,1.8990278586409917,295.0406241416931,24.87511157989502,-0.0031557942,11,120000,31.515493369269226,19.242034458842006,100,14.081730127334595,8.913453102111816,27.294872264699396
20.323665686283906,0.12938499450683594,7.247925e-09,1.0711493492126465,23.731321334838867,2.785145293912323,320.03240633010864,24.93252182006836,-0.0027543833,12,130000,32.447612744055476,14.876041837901782,100,14.180142402648926,8.857327938079834,26.838990768500157
20.526124215972178,0.13035821914672852,6.4849854e-09,1.059913158416748,23.602283477783203,3.6722777790221515,344.88803696632385,24.79326343536377,-0.0044646254,13,140000,32.352319297364815,5.00318399546756,100,13.991279125213623,8.912837505340576,26.86812129303957
21.61415902135656,0.11038446426391602,1.5258789e-09,1.0690629482269287,23.82784938812256,1.6958114499203842,369.95973229408264,25.008007764816284,-0.0014632118,14,150000,31.990572113303852,22.903399673350172,100,14.110942840576172,9.014217853546143,28.024516211844166
21.458040924706243,0.10688614845275879,-5.340576e-09,1.0566377639770508,23.665578365325928,3.4355995770158354,394.85479068756104,24.829703092575073,-0.0031186072,15,160000,31.50812874515938,-1.2580863319496416,100,14.055023908615112,8.924040794372559,27.68173556443106
21.817618174413578,0.1148371696472168,3.0517577e-09,1.061255693435669,23.821754217147827,1.3659195553521273,419.9116554260254,24.998411893844604,-0.0054401443,16,170000,30.60862101361977,23.49647317075899,100,14.056734800338745,9.07756781578064,28.000000983099966
22.157082783742112,0.11058211326599121,0.00069570926,1.093855381011963,23.881530284881592,1.5155601856711178,445.066445350647,25.086701154708862,-0.004603244,17,180000,31.126659364235277,23.578522819617607,100,14.125310897827148,9.047948122024536,28.241046755891784
22.430780549493708,0.1127619743347168,2.670288e-09,1.0564475059509277,23.987763166427612,1.5446955958934057,470.2914583683014,25.157738208770752,-0.0049473676,18,190000,32.22113168516195,23.05958062243693,100,14.227691411972046,9.06622862815857,28.40187299602191
22.6490075355861,0.11259150505065918,9.155274e-09,1.0802831649780273,23.832196950912476,1.4355312073334578,495.3852128982544,25.025752782821655,-0.0047107018,19,200000,31.959481914203558,23.42374691825405,100,14.10069727897644,9.037039756774902,28.6081162955637
23.274110090577015,0.12134385108947754,-0.001639328,1.057713270187378,23.834280967712402,1.2617541278169988,520.4583561420441,25.0139057636261,-0.004266913,20,210000,32.01731539229652,25.892722978079714,100,14.04728102684021,9.096933841705322,29.106924087889844
