Iteration	Time	TimestepsThisBatch	PoolSize	LastEpReturn	Episodes	MaxEpReturn	TimestepsSoFar
26	215.13430213928223	1000	28000	378.3968544655724	276	1446.4948646614598	28000
27	223.03782320022583	1000	29000	365.46116871107324	283	1446.4948646614598	29000
28	231.04850578308105	1000	30000	456.0100477602982	298	1446.4948646614598	30000
29	238.89262127876282	1000	31000	39.067852850829375	304	1446.4948646614598	31000
30	246.82540440559387	1000	32000	467.3856890143936	311	1446.4948646614598	32000
31	254.83964133262634	1000	33000	866.6503557786417	316	1446.4948646614598	33000
32	263.5601201057434	1000	34000	621.2137051031285	321	1446.4948646614598	34000
33	271.5699064731598	1000	35000	884.7636200719581	327	1446.4948646614598	35000
34	279.22930884361267	1000	36000	344.72029808840665	333	1446.4948646614598	36000
35	286.90653228759766	1000	37000	728.0380897007117	338	1446.4948646614598	37000
36	294.72833251953125	1000	38000	814.6503440202837	342	1446.4948646614598	38000
37	302.8880546092987	1000	39000	898.9449731912282	347	1446.4948646614598	39000
38	310.65650177001953	1000	40000	616.1359705338211	351	1446.4948646614598	40000
39	318.26204919815063	1000	41000	818.9978224403947	355	1446.4948646614598	41000
40	326.1312475204468	1000	42000	520.017982925308	360	1446.4948646614598	42000
41	333.9333338737488	1000	43000	622.2745239515486	366	1446.4948646614598	43000
42	341.60970282554626	1000	44000	696.7665238643164	370	1446.4948646614598	44000
43	349.3250319957733	1000	45000	512.385491629907	375	1446.4948646614598	45000
44	357.5284869670868	1000	46000	491.21199697830343	380	1446.4948646614598	46000
45	365.6127767562866	1000	47000	370.60337673382077	386	1446.4948646614598	47000
46	373.5294871330261	1000	48000	528.5085843404195	392	1446.4948646614598	48000
47	381.4185905456543	1000	49000	356.4270268963254	398	1446.4948646614598	49000
48	389.11435985565186	1000	50000	515.5376640015727	404	1446.4948646614598	50000
49	396.6230037212372	1000	51000	597.1684517675515	408	1446.4948646614598	51000
50	404.57156205177307	1000	52000	642.7693782283083	414	1446.4948646614598	52000
51	412.3688564300537	1000	53000	547.4143837284643	419	1446.4948646614598	53000
52	420.2409563064575	1000	54000	517.9277199431623	424	1446.4948646614598	54000
53	427.98402738571167	1000	55000	578.8085811153898	429	1446.4948646614598	55000
54	435.7070698738098	1000	56000	883.2357667641362	434	1446.4948646614598	56000
55	443.218861579895	1000	57000	581.6462480710921	440	1446.4948646614598	57000
56	451.12074518203735	1000	58000	377.1159951457256	445	1446.4948646614598	58000
57	458.8661026954651	1000	59000	619.5792984435329	450	1446.4948646614598	59000
58	466.66896200180054	1000	60000	525.721609362011	455	1446.4948646614598	60000
59	474.5404930114746	1000	61000	367.4117657422498	460	1446.4948646614598	61000
60	482.20031452178955	1000	62000	346.95555343421745	467	1446.4948646614598	62000
61	489.91643166542053	1000	63000	417.88967221718036	473	1446.4948646614598	63000
62	498.13239192962646	1000	64000	818.7007104454377	477	1446.4948646614598	64000
63	506.0925180912018	1000	65000	511.1237455405133	482	1446.4948646614598	65000
64	513.7884912490845	1000	66000	626.0454077898861	488	1446.4948646614598	66000
65	521.6609115600586	1000	67000	599.9897728111399	494	1446.4948646614598	67000
66	530.0111322402954	1000	68000	650.3797409447875	499	1446.4948646614598	68000
67	537.8542273044586	1000	69000	680.4730847410661	503	1446.4948646614598	69000
68	545.5145471096039	1000	70000	658.1696654415069	508	1446.4948646614598	70000
69	553.7172131538391	1000	71000	589.2487627369552	513	1446.4948646614598	71000
70	561.7439618110657	1000	72000	524.4594405691812	519	1446.4948646614598	72000
71	569.6498599052429	1000	73000	567.9127264476874	525	1446.4948646614598	73000
72	577.7025029659271	1000	74000	332.77517784281474	531	1446.4948646614598	74000
73	585.7665772438049	1000	75000	614.278540493553	537	1446.4948646614598	75000
74	593.7701518535614	1000	76000	545.4081455321858	542	1446.4948646614598	76000
75	601.7793171405792	1000	77000	499.3475894341839	548	1446.4948646614598	77000
76	609.3229372501373	1000	78000	550.3893126442537	553	1446.4948646614598	78000
77	617.3805196285248	1000	79000	610.8703624571017	558	1446.4948646614598	79000
78	625.0048289299011	1000	80000	534.8077425428265	563	1446.4948646614598	80000
79	632.9902579784393	1000	81000	816.3934378973479	568	1446.4948646614598	81000
80	641.227664232254	1000	82000	560.1769713881001	573	1446.4948646614598	82000
81	649.4076585769653	1000	83000	846.9743001103883	578	1446.4948646614598	83000
82	657.4019622802734	1000	84000	809.8793939178571	583	1446.4948646614598	84000
83	665.0509896278381	1000	85000	507.0490251893221	588	1446.4948646614598	85000
84	672.7814774513245	1000	86000	696.4092270071819	592	1446.4948646614598	86000
85	680.4074103832245	1000	87000	750.1020859309679	597	1446.4948646614598	87000
86	688.1489462852478	1000	88000	639.2645657837785	601	1446.4948646614598	88000
87	695.9103026390076	1000	89000	459.34269263286774	606	1446.4948646614598	89000
88	703.7499351501465	1000	90000	576.9324943164855	611	1446.4948646614598	90000
89	712.0130925178528	1000	91000	460.176929111206	617	1446.4948646614598	91000
90	719.9502918720245	1000	92000	830.7888410954104	621	1446.4948646614598	92000
91	727.9676535129547	1000	93000	588.7034831439001	626	1446.4948646614598	93000
92	736.1079745292664	1000	94000	623.2754679296547	630	1446.4948646614598	94000
93	743.8275759220123	1000	95000	247.42989646074028	636	1446.4948646614598	95000
94	751.6165206432343	1000	96000	684.9660900080482	641	1446.4948646614598	96000
95	759.1083228588104	1000	97000	601.0757059849087	646	1446.4948646614598	97000
96	767.0948824882507	1000	98000	620.750249357374	651	1446.4948646614598	98000
97	774.9372816085815	1000	99000	640.4889542075044	655	1446.4948646614598	99000
98	782.6698205471039	1000	100000	594.1393320265646	660	1446.4948646614598	100000
99	790.3102731704712	1000	101000	592.9498000403347	665	1446.4948646614598	101000
100	798.5505328178406	1000	102000	581.4444853320547	670	1446.4948646614598	102000
101	806.6839592456818	1000	103000	798.6163584286195	675	1446.4948646614598	103000
102	814.4903607368469	1000	104000	611.2644949285127	680	1446.4948646614598	104000
103	822.2054054737091	1000	105000	625.8128865601876	685	1446.4948646614598	105000
104	830.4048926830292	1000	106000	628.7226147986348	690	1446.4948646614598	106000
105	838.6278324127197	1000	107000	634.2400833092947	694	1446.4948646614598	107000
106	846.6189787387848	1000	108000	612.8723461053352	699	1446.4948646614598	108000
107	854.3876180648804	1000	109000	830.9029459006786	703	1446.4948646614598	109000
108	862.6658518314362	1000	110000	633.9912116571886	707	1446.4948646614598	110000
109	870.5613799095154	1000	111000	790.2188387042587	712	1446.4948646614598	111000
110	878.1478414535522	1000	112000	577.4551792653255	717	1446.4948646614598	112000
111	886.0856618881226	1000	113000	790.8298765397853	721	1446.4948646614598	113000
112	893.9575529098511	1000	114000	453.25749140096855	726	1446.4948646614598	114000
113	902.1798484325409	1000	115000	654.6731794089148	730	1446.4948646614598	115000
114	909.925411939621	1000	116000	612.4305003931428	735	1446.4948646614598	116000
115	918.0169486999512	1000	117000	754.4014996601909	739	1446.4948646614598	117000
116	926.214959859848	1000	118000	632.1191499071548	744	1446.4948646614598	118000
117	934.8291771411896	1000	119000	634.0756134065172	748	1446.4948646614598	119000
118	943.1987648010254	1000	120000	609.3692403060883	753	1446.4948646614598	120000
119	951.0187635421753	1000	121000	806.5913976928717	757	1446.4948646614598	121000
120	958.7308738231659	1000	122000	784.9391603823212	761	1446.4948646614598	122000
121	966.3130621910095	1000	123000	632.4621805854066	765	1446.4948646614598	123000
122	974.5528016090393	1000	124000	666.7839087208974	770	1446.4948646614598	124000
123	982.9110074043274	1000	125000	718.9940089312367	774	1446.4948646614598	125000
124	990.7920806407928	1000	126000	645.3385708766222	778	1446.4948646614598	126000
125	998.6071765422821	1000	127000	757.4291307220025	783	1446.4948646614598	127000
126	1006.393566608429	1000	128000	612.2714135501122	787	1446.4948646614598	128000
127	1014.4884965419769	1000	129000	790.3536457208271	792	1446.4948646614598	129000
128	1022.558019399643	1000	130000	858.835172286789	795	1446.4948646614598	130000
129	1030.318712234497	1000	131000	606.0657124802525	800	1446.4948646614598	131000
130	1038.5359358787537	1000	132000	784.3845828719759	804	1446.4948646614598	132000
131	1046.351416349411	1000	133000	832.2264831870453	809	1446.4948646614598	133000
132	1054.110830783844	1000	134000	772.6922619576249	813	1446.4948646614598	134000
133	1062.1026997566223	1000	135000	758.5380374925844	817	1446.4948646614598	135000
134	1070.370418548584	1000	136000	754.2484021974348	820	1446.4948646614598	136000
135	1078.1591663360596	1000	137000	870.590553317735	823	1446.4948646614598	137000
136	1085.8768022060394	1000	138000	790.0313236351093	827	1446.4948646614598	138000
137	1093.6865556240082	1000	139000	1016.9231027850406	831	1446.4948646614598	139000
138	1101.5145235061646	1000	140000	855.9727465410307	835	1446.4948646614598	140000
139	1109.3103203773499	1000	141000	1338.104791861726	838	1446.4948646614598	141000
140	1117.3753008842468	1000	142000	879.0691734682723	842	1446.4948646614598	142000
141	1125.4119789600372	1000	143000	822.1086388877459	845	1446.4948646614598	143000
142	1133.865378856659	1000	144000	624.4766123874055	849	1446.4948646614598	144000
143	1142.1733548641205	1000	145000	1147.2630284288298	852	1446.4948646614598	145000
144	1149.8687477111816	1000	146000	812.8236976650857	856	1446.4948646614598	146000
145	1157.470822095871	1000	147000	760.9099302425097	859	1462.0323260652717	147000
146	1165.5066101551056	1000	148000	780.6534822619707	863	1462.0323260652717	148000
147	1173.5299980640411	1000	149000	866.243818577736	866	1462.0323260652717	149000
148	1181.2053849697113	1000	150000	799.0139760007658	870	1462.0323260652717	150000
149	1189.5025687217712	1000	151000	1555.4457764075974	873	1555.4457764075974	151000
150	1197.29980802536	1000	152000	2042.5764481579745	875	2042.5764481579745	152000
151	1205.0824189186096	1000	153000	511.06776354599833	879	2042.5764481579745	153000
152	1212.8033788204193	1000	154000	890.9501249084457	883	2042.5764481579745	154000
153	1220.781077861786	1000	155000	875.2130235103102	886	2042.5764481579745	155000
154	1229.0662989616394	1000	156000	1145.309504657507	890	2042.5764481579745	156000
155	1237.205421924591	1000	157000	1629.5622811288426	892	2042.5764481579745	157000
156	1244.9251959323883	1000	158000	1263.0027435523227	894	2042.5764481579745	158000
157	1253.1406371593475	1000	159000	1987.2104035615434	897	2042.5764481579745	159000
158	1260.9484558105469	1000	160000	980.5703976627831	900	2042.5764481579745	160000
159	1268.715607881546	1000	161000	987.7822036727904	903	2042.5764481579745	161000
160	1276.3920314311981	1000	162000	1522.4262307160411	906	2042.5764481579745	162000
161	1284.1725406646729	1000	163000	741.9461547587797	909	2042.5764481579745	163000
162	1292.1778571605682	1000	164000	1657.2446358310117	912	2042.5764481579745	164000
163	1299.9597895145416	1000	165000	2327.1495399945356	913	2327.1495399945356	165000
164	1308.099839925766	1000	166000	749.0745894884444	916	3166.052192635716	166000
165	1316.0897252559662	1000	167000	780.321437277905	919	3166.052192635716	167000
166	1323.9345252513885	1000	168000	731.0142228833199	923	3166.052192635716	168000
167	1331.6857688426971	1000	169000	718.1568361225317	925	3166.052192635716	169000
168	1339.5323882102966	1000	170000	1213.0151146574601	927	3166.052192635716	170000
169	1347.7301635742188	1000	171000	2510.128293824113	928	3166.052192635716	171000
170	1355.5701923370361	1000	172000	841.1443836589145	932	3166.052192635716	172000
171	1363.9049189090729	1000	173000	1909.9452284002161	934	3166.052192635716	173000
172	1371.929037809372	1000	174000	1030.8709738922403	937	3166.052192635716	174000
173	1380.0032224655151	1000	175000	954.9401991146457	939	3166.052192635716	175000
174	1387.9465091228485	1000	176000	725.3946397438244	942	3166.052192635716	176000
175	1395.568588733673	1000	177000	2991.1504012389028	943	3166.052192635716	177000
176	1403.7129554748535	1000	178000	1844.4127993969535	944	3166.052192635716	178000
177	1412.356945514679	1000	179000	756.3479420292849	948	3166.052192635716	179000
178	1420.3803567886353	1000	180000	741.5548914595347	949	3166.052192635716	180000
179	1428.2278730869293	1000	181000	787.7290434401981	951	3166.052192635716	181000
180	1435.950322151184	1000	182000	1034.4430272797256	954	3166.052192635716	182000
181	1443.9093194007874	1000	183000	2774.7055447799735	955	3166.052192635716	183000
182	1452.1763441562653	1000	184000	835.4211133296271	957	3166.052192635716	184000
183	1460.2661452293396	1000	185000	788.0720366774767	961	3166.052192635716	185000
184	1468.3204836845398	1000	186000	985.3215535919949	963	3166.052192635716	186000
185	1475.8566930294037	1000	187000	656.7504107316664	966	3166.052192635716	187000
186	1483.5458772182465	1000	188000	721.0938412234303	968	3166.052192635716	188000
187	1491.5511763095856	1000	189000	806.3511053436011	972	3166.052192635716	189000
188	1499.6121385097504	1000	190000	1164.7299151405289	975	3166.052192635716	190000
189	1507.5940761566162	1000	191000	610.5490563268773	980	3166.052192635716	191000
190	1515.6713500022888	1000	192000	961.4355819978119	981	3166.052192635716	192000
191	1523.3846640586853	1000	193000	619.7773862560865	985	3166.052192635716	193000
192	1531.711582183838	1000	194000	599.4716205147607	988	3166.052192635716	194000
193	1539.8800582885742	1000	195000	616.3182079077413	990	3166.052192635716	195000
194	1547.5921626091003	1000	196000	1404.6784034119428	992	3166.052192635716	196000
195	1555.1645948886871	1000	197000	2486.4402953362205	994	3166.052192635716	197000
196	1563.1738970279694	1000	198000	1303.9263370798458	997	3166.052192635716	198000
197	1570.89049243927	1000	199000	562.0657777371321	1001	3166.052192635716	199000
198	1579.3525304794312	1000	200000	1125.4504370267364	1003	3166.052192635716	200000
199	1587.167150259018	1000	201000	1347.4915635363006	1004	3166.052192635716	201000
200	1594.9709470272064	1000	202000	931.806193949827	1009	3166.052192635716	202000
201	1602.7593405246735	1000	203000	821.9000016479154	1012	3166.052192635716	203000
202	1610.4482321739197	1000	204000	633.7650143512029	1014	3166.052192635716	204000
203	1618.4338521957397	1000	205000	687.914961091343	1016	3166.052192635716	205000
204	1626.601910352707	1000	206000	1778.0880760721868	1018	3166.052192635716	206000
205	1634.6189086437225	1000	207000	644.6060410315195	1023	3166.052192635716	207000
206	1642.274854183197	1000	208000	1489.141654499144	1026	3166.052192635716	208000
207	1650.0323476791382	1000	209000	1367.6055912331283	1029	3166.052192635716	209000
208	1657.8526759147644	1000	210000	1219.7451996875027	1033	3166.052192635716	210000
209	1665.9502351284027	1000	211000	808.3489258903105	1037	3166.052192635716	211000
210	1673.892541885376	1000	212000	838.3564503262755	1040	3166.052192635716	212000
211	1681.6726126670837	1000	213000	951.8264892507285	1044	3166.052192635716	213000
212	1689.348533630371	1000	214000	652.2426911917886	1047	3166.052192635716	214000
213	1697.0741648674011	1000	215000	848.293447297116	1051	3166.052192635716	215000
214	1705.3255860805511	1000	216000	2143.126971173411	1053	3166.052192635716	216000
215	1713.209200143814	1000	217000	851.3861942127455	1056	3166.052192635716	217000
216	1721.4260966777802	1000	218000	619.0064599096623	1061	3166.052192635716	218000
217	1729.3249933719635	1000	219000	1680.9562778833497	1063	3166.052192635716	219000
218	1737.168083190918	1000	220000	1178.9258761130618	1067	3166.052192635716	220000
219	1745.3642337322235	1000	221000	902.6383458463168	1070	3166.052192635716	221000
220	1753.0497777462006	1000	222000	1176.2536493299142	1073	3166.052192635716	222000
221	1761.1681740283966	1000	223000	810.8991527628438	1077	3166.052192635716	223000
222	1769.2905662059784	1000	224000	834.7365745849398	1079	3166.052192635716	224000
223	1777.1792395114899	1000	225000	926.7551005861682	1082	3166.052192635716	225000
224	1785.0622639656067	1000	226000	92.42998950411975	1112	3166.052192635716	226000
225	1793.2802624702454	1000	227000	870.0685468284058	1116	3166.052192635716	227000
226	1801.0407090187073	1000	228000	1530.2171503618931	1118	3166.052192635716	228000
227	1808.7621417045593	1000	229000	1369.3260996888446	1120	3166.052192635716	229000
228	1816.5802834033966	1000	230000	1058.7276358682182	1122	3166.052192635716	230000
229	1824.8876512050629	1000	231000	1701.8910999517502	1123	3166.052192635716	231000
230	1832.7720828056335	1000	232000	1113.5152780614467	1125	3166.052192635716	232000
231	1840.5782027244568	1000	233000	1903.0645785440538	1127	3166.052192635716	233000
232	1849.0229041576385	1000	234000	1414.2476264398265	1129	3166.052192635716	234000
233	1856.8760175704956	1000	235000	1325.627436177451	1132	3166.052192635716	235000
234	1864.85200715065	1000	236000	1348.812007376902	1134	3166.052192635716	236000
235	1873.0575366020203	1000	237000	1177.5411207326242	1136	3166.052192635716	237000
236	1880.7401151657104	1000	238000	887.8971415418476	1138	3166.052192635716	238000
237	1888.214923620224	1000	239000	2266.852895643217	1140	3166.052192635716	239000
238	1896.294266462326	1000	240000	1065.2182951462821	1143	3166.052192635716	240000
239	1904.3818049430847	1000	241000	73.88322872263413	1151	3166.052192635716	241000
240	1912.4670798778534	1000	242000	997.4779987370246	1153	3166.052192635716	242000
241	1920.2852261066437	1000	243000	1383.6450636447246	1157	3166.052192635716	243000
242	1928.1371216773987	1000	244000	816.1120466617825	1160	3166.052192635716	244000
243	1935.7525062561035	1000	245000	3206.698900593614	1161	3206.698900593614	245000
244	1944.01558303833	1000	246000	2354.087689079709	1163	3206.698900593614	246000
245	1951.8765156269073	1000	247000	1303.318007708133	1166	3206.698900593614	247000
246	1959.98801279068	1000	248000	1905.8510590015655	1168	3206.698900593614	248000
247	1968.0806896686554	1000	249000	662.7096285985162	1170	3206.698900593614	249000
248	1975.988882780075	1000	250000	985.8596259684605	1173	3206.698900593614	250000
249	1983.7175357341766	1000	251000	1813.673743237265	1176	3206.698900593614	251000
250	1991.523323059082	1000	252000	675.1427478939441	1179	3206.698900593614	252000
251	1999.3365828990936	1000	253000	9.90677733547719	1194	3206.698900593614	253000
252	2007.3618624210358	1000	254000	804.2872626619117	1197	3206.698900593614	254000
253	2015.5169899463654	1000	255000	901.9314528329852	1200	3206.698900593614	255000
254	2023.5982449054718	1000	256000	1060.9206203767817	1202	3206.698900593614	256000
255	2031.6836767196655	1000	257000	1062.888473207249	1206	3206.698900593614	257000
256	2039.4239497184753	1000	258000	1337.4756526802755	1209	3206.698900593614	258000
257	2047.0418241024017	1000	259000	2695.879899142465	1210	3206.698900593614	259000
258	2054.818727493286	1000	260000	2947.1207833407257	1211	3206.698900593614	260000
259	2063.4654767513275	1000	261000	1131.215512759025	1213	3206.698900593614	261000
260	2071.652948617935	1000	262000	1047.245174328763	1217	3206.698900593614	262000
261	2079.5824358463287	1000	263000	10.795117001685378	1230	3206.698900593614	263000
262	2087.6875245571136	1000	264000	357.7917051549661	1244	3206.698900593614	264000
263	2095.464168548584	1000	265000	855.5738298592694	1248	3206.698900593614	265000
264	2103.7032895088196	1000	266000	913.2617536855364	1250	3206.698900593614	266000
265	2111.7643735408783	1000	267000	950.196089889406	1256	3206.698900593614	267000
266	2119.837401866913	1000	268000	65.13064254486125	1262	3206.698900593614	268000
267	2127.7033908367157	1000	269000	285.42405123142703	1277	3206.698900593614	269000
268	2135.48055768013	1000	270000	5.035860916183607	1293	3206.698900593614	270000
269	2143.622904062271	1000	271000	39.99590614012581	1359	3206.698900593614	271000
270	2151.6787333488464	1000	272000	42.87764691938536	1395	3206.698900593614	272000
271	2159.496428489685	1000	273000	9.307892335702975	1462	3206.698900593614	273000
272	2167.2816236019135	1000	274000	11.697942126621426	1549	3206.698900593614	274000
273	2175.5379090309143	1000	275000	7.819380980634129	1638	3206.698900593614	275000
274	2183.2700519561768	1000	276000	65.98585131225443	1715	3206.698900593614	276000
275	2191.4667398929596	1000	277000	8.818258892259184	1782	3206.698900593614	277000
276	2199.809816122055	1000	278000	38.54765360243022	1851	3206.698900593614	278000
277	2207.8973021507263	1000	279000	39.09402321513596	1895	3206.698900593614	279000
278	2215.8484580516815	1000	280000	38.99654010049234	1939	3206.698900593614	280000
279	2223.865984916687	1000	281000	38.544013890695425	1984	3206.698900593614	281000
280	2232.003224134445	1000	282000	40.41815149697618	2029	3206.698900593614	282000
281	2239.7903084754944	1000	283000	40.47217065316644	2074	3206.698900593614	283000
282	2247.4410343170166	1000	284000	40.38622628356761	2120	3206.698900593614	284000
283	2255.276344537735	1000	285000	38.93455399300563	2165	3206.698900593614	285000
284	2263.3580191135406	1000	286000	38.83959590350683	2210	3206.698900593614	286000
285	2271.6214532852173	1000	287000	40.158697974276	2256	3206.698900593614	287000
286	2279.4692182540894	1000	288000	38.39423945785804	2301	3206.698900593614	288000
287	2287.7258970737457	1000	289000	38.45002531958915	2346	3206.698900593614	289000
288	2295.589068889618	1000	290000	38.54670946914971	2392	3206.698900593614	290000
289	2303.578102350235	1000	291000	38.56879668170461	2437	3206.698900593614	291000
290	2312.0609686374664	1000	292000	38.35161431442227	2482	3206.698900593614	292000
291	2320.317595720291	1000	293000	7.433599080242822	2519	3206.698900593614	293000
292	2328.424383878708	1000	294000	7.878452121127526	2548	3206.698900593614	294000
293	2336.242825269699	1000	295000	7.846278663436247	2577	3206.698900593614	295000
294	2343.9476885795593	1000	296000	7.251795112458168	2605	3206.698900593614	296000
295	2351.8077914714813	1000	297000	7.543898915179541	2634	3206.698900593614	297000
296	2359.992145061493	1000	298000	3.5651839949801785	2664	3206.698900593614	298000
297	2367.9987440109253	1000	299000	7.148745805543592	2694	3206.698900593614	299000
298	2376.2073323726654	1000	300000	7.124258992534425	2724	3206.698900593614	300000
299	2384.247384786606	1000	301000	7.145588646385907	2754	3206.698900593614	301000
300	2392.290586948395	1000	302000	5.6861052738084545	2785	3206.698900593614	302000
301	2400.1395876407623	1000	303000	2.4271554015051753	2819	3206.698900593614	303000
302	2408.080920934677	1000	304000	1.7196220873392645	2855	3206.698900593614	304000
303	2415.724023580551	1000	305000	2.2218179973304792	2898	3206.698900593614	305000
304	2423.7503850460052	1000	306000	4.655767284872413	2935	3206.698900593614	306000
305	2431.776730775833	1000	307000	5.4331613133908085	2969	3206.698900593614	307000
306	2439.412268638611	1000	308000	6.471348998070617	3000	3206.698900593614	308000
307	2447.286677837372	1000	309000	5.0337203943084	3032	3206.698900593614	309000
308	2455.3411445617676	1000	310000	6.308149311404339	3064	3206.698900593614	310000
309	2463.4758870601654	1000	311000	7.270889226712039	3093	3206.698900593614	311000
310	2472.2639486789703	1000	312000	8.362417441690624	3123	3206.698900593614	312000
311	2480.3761224746704	1000	313000	4.8651587755149555	3199	3206.698900593614	313000
312	2488.1471009254456	1000	314000	4.448866089770528	3342	3206.698900593614	314000
313	2496.4593782424927	1000	315000	4.53025322725721	3485	3206.698900593614	315000
314	2504.5169875621796	1000	316000	4.652502567327896	3627	3206.698900593614	316000
315	2512.4880101680756	1000	317000	4.576655301776426	3770	3206.698900593614	317000
316	2520.7104642391205	1000	318000	4.8003255406007925	3913	3206.698900593614	318000
317	2528.8305039405823	1000	319000	4.462803981251417	4056	3206.698900593614	319000
318	2536.783705472946	1000	320000	3.4418538665296383	4199	3206.698900593614	320000
319	2544.827583551407	1000	321000	3.5718372066737367	4342	3206.698900593614	321000
320	2552.983239889145	1000	322000	3.547783759624342	4485	3206.698900593614	322000
321	2560.962208509445	1000	323000	3.6928227251147043	4627	3206.698900593614	323000
322	2568.947130203247	1000	324000	3.5641030313781643	4770	3206.698900593614	324000
323	2577.06299328804	1000	325000	3.588036308012005	4913	3206.698900593614	325000
324	2584.873970270157	1000	326000	3.437399492526204	5056	3206.698900593614	326000
325	2592.7382397651672	1000	327000	3.5743928122039996	5199	3206.698900593614	327000
326	2601.266056537628	1000	328000	3.604750078078939	5342	3206.698900593614	328000
327	2609.357630968094	1000	329000	3.321446994459042	5485	3206.698900593614	329000
328	2617.181252717972	1000	330000	3.5662641955119767	5627	3206.698900593614	330000
329	2625.081511735916	1000	331000	3.704091779927937	5770	3206.698900593614	331000
330	2633.4508204460144	1000	332000	3.6819157956930844	5913	3206.698900593614	332000
331	2641.1958241462708	1000	333000	3.413639160151943	6056	3206.698900593614	333000
332	2648.9442789554596	1000	334000	3.628820901573109	6199	3206.698900593614	334000
333	2657.0681717395782	1000	335000	3.55027452820581	6342	3206.698900593614	335000
334	2664.8594665527344	1000	336000	3.675067506754857	6485	3206.698900593614	336000
335	2672.7010102272034	1000	337000	3.670756764202316	6627	3206.698900593614	337000
336	2681.0334553718567	1000	338000	4.94081060635695	6770	3206.698900593614	338000
337	2689.1597752571106	1000	339000	5.001908290959329	6913	3206.698900593614	339000
338	2697.270332098007	1000	340000	5.032949125362412	7056	3206.698900593614	340000
339	2705.1222071647644	1000	341000	4.808491803078814	7199	3206.698900593614	341000
340	2712.9039001464844	1000	342000	3.6825912157357465	7342	3206.698900593614	342000
341	2721.055205821991	1000	343000	4.773474337376314	7485	3206.698900593614	343000
342	2729.0829010009766	1000	344000	3.429204407139973	7627	3206.698900593614	344000
343	2737.1862733364105	1000	345000	3.5352222543179495	7770	3206.698900593614	345000
344	2745.3145649433136	1000	346000	3.5887786117934857	7913	3206.698900593614	346000
345	2753.2273993492126	1000	347000	3.5941071873787385	8056	3206.698900593614	347000
346	2761.6963908672333	1000	348000	3.5910432359065987	8199	3206.698900593614	348000
347	2769.9083139896393	1000	349000	3.7960499298462036	8342	3206.698900593614	349000
348	2777.712459564209	1000	350000	3.5833339601837797	8485	3206.698900593614	350000
349	2785.9259071350098	1000	351000	3.4165663216615605	8627	3206.698900593614	351000
350	2793.862915277481	1000	352000	3.611554764179586	8770	3206.698900593614	352000
351	2801.731826066971	1000	353000	3.5210135637788387	8913	3206.698900593614	353000
352	2810.0989847183228	1000	354000	3.6013763078011416	9056	3206.698900593614	354000
353	2818.004069328308	1000	355000	-1.7902808260673284	9166	3206.698900593614	355000
354	2826.302834510803	1000	356000	-1.379890867176813	9221	3206.698900593614	356000
355	2834.3655111789703	1000	357000	-1.636213911330425	9275	3206.698900593614	357000
356	2842.379536628723	1000	358000	-1.535027977415338	9330	3206.698900593614	358000
357	2850.474189758301	1000	359000	-1.8601258028347143	9386	3206.698900593614	359000
358	2858.638330936432	1000	360000	-1.8086806225160093	9441	3206.698900593614	360000
359	2866.7004928588867	1000	361000	-1.624894187395564	9496	3206.698900593614	361000
360	2874.4625437259674	1000	362000	-1.4660346656912726	9551	3206.698900593614	362000
