LossAfter,train-MaxReturn,Itr,LossBefore,train-NumTrajs,Time-SampleProc,train-AverageReturn,Time-Optimization,train-EnvExecTime,n_timesteps,Time,ItrTime,train-MinReturn,Time-Sampling,train-PolicyExecTime,train-StdReturn,train-AverageDiscountedReturn
-0.0013093718,246.56849129725543,80,-1.0170839e-05,100,0.047521114349365234,236.03489729568958,0.26986098289489746,3.1257030963897705,810000,595.1056139469147,8.34482717514038,197.89854135052263,8.027188777923584,4.6602699756622314,6.863498433082119,134.57637278057607
-0.003200152,245.44275360100772,81,-1.0110689e-05,100,0.04311203956604004,236.75821253781268,0.2885918617248535,2.956265687942505,820000,603.1094396114349,7.993125915527344,188.05022173142828,7.661059379577637,4.474379062652588,6.890196507914176,134.88840523240845
-0.0031750873,246.62959282386413,82,-1.0075288e-05,100,0.05042695999145508,235.51286131090762,0.286301851272583,3.1287121772766113,830000,611.4535195827484,8.329222440719604,182.3614351518066,7.992096662521362,4.615094900131226,8.779699532475378,134.28452921060045
-0.00154749,248.12409509899172,83,-1.00329935e-05,100,0.046294212341308594,236.63486790695254,0.27512240409851074,3.033426523208618,840000,619.5573189258575,8.091500759124756,201.57623410346693,7.769779682159424,4.499003648757935,5.903919432449502,134.7863210373714
-0.003924567,248.31072455281353,84,-9.989537e-06,100,0.04872608184814453,237.88844592914384,0.26216816902160645,3.0037693977355957,850000,627.5308377742767,7.9615912437438965,199.47576860564917,7.6504528522491455,4.400874614715576,6.609510416536787,135.2960885297375
-0.0016746855,246.61183998648454,85,-9.9541085e-06,100,0.04788613319396973,238.08324617016405,0.26795458793640137,3.0406601428985596,860000,635.651417016983,8.109526872634888,192.89432257285813,7.7933690547943115,4.515702486038208,7.507719058039193,135.5044101444919
-0.0021332896,248.59315051209725,86,-9.926291e-06,100,0.07840585708618164,238.3705411271165,0.23343515396118164,2.97419810295105,870000,643.569578409195,7.90618634223938,225.779691472561,7.593949794769287,4.391621112823486,5.19766822088138,135.62028716560812
-0.0026931197,246.07831223711753,87,-9.900466e-06,100,0.07967138290405273,237.93431795403276,0.22269678115844727,2.7632994651794434,880000,650.804285287857,7.223470687866211,200.00596939564403,6.920556545257568,3.9473347663879395,5.802641118718507,135.5282061772494
-0.0011276759,246.40359068701196,88,-9.8720675e-06,100,0.04780983924865723,239.11870593143885,0.2580704689025879,3.0035793781280518,890000,658.63387799263,7.816722393035889,217.7338877518909,7.510489463806152,4.283069849014282,5.165298773764591,136.04921032904736
0.0006391544,247.6596360552162,89,-9.821119e-06,100,0.08402562141418457,238.24914528656328,0.23256182670593262,2.830881357192993,900000,666.019858121872,7.374790906906128,226.11825263214882,7.057941913604736,4.012130498886108,4.796925659216152,135.60964405024373
-0.0014817447,250.29078577267148,90,-9.754014e-06,100,0.0446474552154541,238.76926608893177,0.25377798080444336,2.8696112632751465,910000,673.5322642326355,7.500119209289551,210.60589278393144,7.2012879848480225,4.111844062805176,5.69935539842974,135.90798058209907
-0.0005315091,249.26219419442808,91,-9.706696e-06,100,0.04641413688659668,238.90800359440362,0.24386262893676758,2.8686814308166504,920000,681.1049280166626,7.560844659805298,217.08961991920992,7.270259380340576,4.184457540512085,5.555569313275092,135.9693598155584
-0.004181393,249.26587364008944,92,-9.651582e-06,100,0.08533406257629395,238.95325329566626,0.22460341453552246,2.7286951541900635,930000,688.2251973152161,7.109320402145386,227.70756125036803,6.799143552780151,3.8642470836639404,5.343111161250937,136.08677404670144
0.0037069179,249.51144571448927,93,-9.62083e-06,100,0.04358530044555664,240.1640791821363,0.2644939422607422,2.7348501682281494,940000,695.3326420783997,7.095891952514648,223.16691130091718,6.787583827972412,3.848017454147339,5.406676160715439,136.58158944329622
-0.0015693969,248.54631042124313,94,-9.575879e-06,100,0.06885457038879395,239.7252191013557,0.28174519538879395,2.7273898124694824,950000,702.4318163394928,7.088369846343994,199.99104602369638,6.737078428268433,3.8053812980651855,6.7658629514666115,136.4987546152881
0.009759654,249.54128678101318,95,-9.541199e-06,100,0.06595969200134277,239.2563586875387,0.38156604766845703,2.7118566036224365,960000,709.5755558013916,7.13202428817749,189.1069109777555,6.684032201766968,3.770146608352661,8.113301697027543,136.2298871717178
0.042094167,248.5123834994522,96,-9.504035e-06,100,0.04639077186584473,239.4383456644092,0.34122633934020996,2.8649158477783203,970000,717.0825862884521,7.496239185333252,191.6044242537574,7.10819935798645,4.02922511100769,7.675413760995384,136.33992614902365
0.0074596372,247.2329816312475,97,-9.45777e-06,100,0.09775829315185547,238.57699697876018,0.20555377006530762,2.896376371383667,980000,724.5437715053558,7.444972038269043,218.90896857787888,7.140792369842529,4.027621507644653,5.8564929663027305,136.05059376773804
-0.0006149302,249.12567244982978,98,-9.420144e-06,100,0.0457758903503418,239.01406631429188,0.23652076721191406,2.7209646701812744,990000,731.6033003330231,7.049475431442261,224.12247180267147,6.76679253578186,3.8405303955078125,5.140858354228571,136.21875729808824
0.013341166,249.82733179805942,99,-9.389742e-06,100,0.08462405204772949,240.64740304399592,0.2242424488067627,2.968129873275757,1000000,739.306084394455,7.691495418548584,229.17999065569376,7.3823723793029785,4.1941750049591064,4.717302177345809,136.94046562548786
0.0061005456,249.83373732507917,100,-9.348326e-06,100,0.03739118576049805,239.01624741172088,0.231184720993042,2.824540853500366,1010000,746.643105506897,7.326202392578125,218.59166224230125,7.0573203563690186,4.020845413208008,6.371677604650364,136.13809956381172
0.0028182825,250.73456245584046,101,-9.312686e-06,100,0.04620838165283203,239.37614995041022,0.22724413871765137,2.748469352722168,1020000,753.7514486312866,7.097051382064819,219.99918901658654,6.823198556900024,3.8654556274414062,5.122716769429065,136.220347232598
0.0012031322,249.97056648257114,102,-9.260735e-06,100,0.040894508361816406,239.33803384776274,0.23432445526123047,2.749356269836426,1030000,760.8947014808655,7.133416414260864,204.74192071948295,6.857824802398682,3.900902271270752,7.589974808456213,136.18813723278134
0.015711583,249.111651685456,103,-9.234455e-06,100,0.04612231254577637,239.43112637771833,0.23372220993041992,2.7588343620300293,1040000,768.0741646289825,7.167717695236206,204.54940627668103,6.887644529342651,3.919857978820801,7.7164737142908235,136.27160310893933
0.020265203,251.2497797019188,104,-9.20222e-06,100,0.0762939453125,238.25710385830368,0.2431352138519287,2.936643600463867,1050000,775.7327065467834,7.6482274532318115,210.16528480889062,7.328577995300293,4.173485994338989,7.9981317289235125,135.8579151052234
0.00033461076,250.0664646279364,105,-9.186698e-06,100,0.040160179138183594,240.08474623206098,0.2095785140991211,2.824681282043457,1060000,782.9628784656525,7.218641757965088,219.48353002106612,6.968646764755249,3.9311280250549316,6.724059077567101,136.56442675480338
-0.0013702961,251.7960135187185,106,-9.173675e-06,100,0.061417341232299805,241.31536577842343,0.3477444648742676,2.743462085723877,1070000,790.2109129428864,7.238028049468994,191.82758871024964,6.8260557651519775,3.8720736503601074,7.9300105671781775,136.9883962560849
0.0028040404,252.12151578423783,107,-9.1528445e-06,100,0.04456496238708496,240.384799727242,0.240403413772583,2.7600200176239014,1080000,797.3642129898071,7.140668630599976,222.8626668667201,6.855296611785889,3.891531229019165,6.361161665006784,136.5791604146744
-0.0013169087,249.98429904134304,108,-9.114228e-06,100,0.06791138648986816,240.76833554912,0.24815845489501953,3.0157034397125244,1090000,805.2026090621948,7.826832294464111,220.4669867966579,7.510477781295776,4.273190021514893,6.495079822943404,136.8565219776733
