ItrTime,train-StdReturn,train-MaxReturn,train-PolicyExecTime,train-NumTrajs,n_timesteps,Itr,Time-Sampling,train-AverageReturn,train-AverageDiscountedReturn,LossBefore,Time,Time-Optimization,train-MinReturn,LossAfter,train-EnvExecTime,Time-SampleProc
24.58152985572815,8.125587670602126,27.332952120759767,13.595132112503052,100,10000,0,22.173304080963135,9.838618348732739,6.3473984380521085,-1.1444092e-08,24.581538200378418,2.1657400131225586,-6.2386238431361285,-0.27373883,7.90410852432251,0.24061918258666992
25.02822780609131,4.646078863990374,30.806740460164036,14.103740453720093,100,20000,1,23.80913019180298,24.128080693061683,18.4673776799134,6.1035155e-09,49.69722652435303,1.1040058135986328,3.632812505315754,-0.12752746,8.996859788894653,0.11436104774475098
25.16378116607666,1.45699583625732,33.21491737708869,14.089930057525635,100,30000,2,23.983630418777466,27.565947603018916,21.64525987523707,-3.0517577e-09,74.92283344268799,1.0720493793487549,24.481056594041412,-0.0043917303,9.182189464569092,0.10743069648742676
24.4440701007843,10.476088018104768,30.256893243606683,13.449797630310059,100,40000,3,22.466240882873535,19.00285045306562,13.118312081428906,3.0517577e-09,99.42868423461914,1.8340058326721191,-1.5604339838771595,-0.2553377,8.331140995025635,0.14224743843078613
24.914024829864502,1.0950802791992944,30.43411718732227,13.373918294906616,100,50000,4,22.929862022399902,27.757068972330472,22.29342944498193,1.5258789e-09,124.40078234672546,1.815114974975586,25.037799668014483,0.014148454,8.8682119846344,0.1678006649017334
24.640485286712646,1.552821867499125,30.498362285867675,13.427124261856079,100,60000,5,22.97988247871399,27.46082992504971,21.894570594446215,-0.0015909912,149.1305148601532,1.4729089736938477,24.0668682697022,-0.036310297,8.863494634628296,0.18479251861572266
24.927133083343506,2.01746699365695,31.271641764338675,13.533722162246704,100,70000,6,23.15351891517639,27.212920350034974,21.583291337640922,-2.2888185e-09,174.1403102874756,1.6048102378845215,19.754940253827865,-0.05455888,8.91417145729065,0.16712307929992676
24.921035289764404,1.7376709022480492,31.05484921236656,13.606197834014893,100,80000,7,23.184335470199585,27.6648047866216,21.751062882478777,8.392334e-09,199.1209967136383,1.6291203498840332,23.147818570205363,-0.044319324,8.882385015487671,0.10692095756530762
24.70931053161621,2.444546556018923,31.999386405250306,13.560047626495361,100,90000,8,23.109225511550903,26.924123613103117,20.507725707119157,0.003115857,223.90421390533447,1.4940435886383057,21.144825194481513,-0.054977886,8.85361909866333,0.1052708625793457
25.242310523986816,1.656638326718482,31.676020789031654,13.717571258544922,100,100000,9,23.375810384750366,27.414212038091822,21.06307431578801,-0.0040415525,249.22134280204773,1.6952061653137207,23.866948895296904,-0.006457892,8.960043907165527,0.1705939769744873
25.15740656852722,1.496588113379561,30.874398540834125,13.674556732177734,100,110000,10,23.36397433280945,27.926082133992722,22.07680705522989,-4.577637e-09,274.43713665008545,1.6160318851470947,24.176936753049347,-0.027319228,8.97654104232788,0.17628955841064453
24.941810607910156,1.2908513806438118,31.029644396432477,13.553374290466309,100,120000,11,23.17571473121643,27.991907818887398,22.51025093161591,1.0681152e-08,299.43943214416504,1.6376416683197021,24.676083056131183,-0.4403688,8.92934513092041,0.12781810760498047
24.82633686065674,1.4065983258119417,29.714951631471834,13.57647967338562,100,130000,12,23.211264848709106,27.217688656972427,21.95053630119452,-3.8146974e-09,324.3428964614868,1.4878034591674805,23.627559289896137,0.011643561,8.930496454238892,0.12666964530944824
24.77715539932251,2.7800218015688003,32.13052272702359,13.72923731803894,100,140000,13,23.315101146697998,25.915603898040953,20.610634651986757,9.155274e-09,349.20189023017883,1.3427557945251465,18.453679737875248,-0.0029225952,8.896922826766968,0.11801576614379883
24.76879572868347,2.622811397246746,31.779521739158373,13.780888795852661,100,150000,14,23.43602681159973,26.08553618108499,20.752866764108532,1.0681152e-08,374.0588982105255,1.2202682495117188,16.70601145484736,-0.0039327806,8.954560279846191,0.1117105484008789
24.620500564575195,2.543266440122391,30.74487745156186,13.814721822738647,100,160000,15,23.430490016937256,26.18639622649648,20.83758464763702,-6.1035155e-09,398.7771637439728,1.0742535591125488,17.365544880172123,-0.054637507,8.919959783554077,0.11422443389892578
24.919402837753296,1.977960680807249,32.38740368727202,13.996386766433716,100,170000,16,23.694262742996216,28.35342833556022,22.522666213304248,1.2207031e-08,423.75734424591064,1.0819635391235352,22.54941401075084,-0.018780991,8.998218297958374,0.14251255989074707
25.036731004714966,1.989118251072598,33.44946920061489,14.0609872341156,100,180000,17,23.85050392150879,29.04097896936205,22.95963338543818,-0.0017961914,448.85534477233887,1.0754201412200928,23.09754375269999,-0.011079715,9.083594799041748,0.11026358604431152
24.921034574508667,1.7309161950365264,32.41321776840376,14.01738691329956,100,190000,18,23.772550106048584,28.86408784911464,22.9444270119088,-8.392334e-09,473.83431911468506,1.038273572921753,23.07643482678432,-0.005044545,9.040842533111572,0.10946321487426758
24.963069915771484,1.5924277345020188,31.83094669855221,13.976469039916992,100,200000,19,23.754929065704346,29.028419557544034,23.12401261082307,1.0681152e-08,498.85486793518066,1.099205732345581,22.032246130199887,-0.02173198,9.070985317230225,0.1081094741821289
24.868833541870117,2.159706295906441,33.189573932482276,13.954565525054932,100,210000,20,23.666255950927734,29.53812044978054,23.24762599401757,1.2207031e-08,523.785071849823,1.0776855945587158,22.62605551632033,-0.013340656,8.988186597824097,0.12425589561462402
