n_timesteps,train-MaxReturn,train-StdReturn,train-MinReturn,LossAfter,Time-Sampling,ItrTime,Itr,Time,train-AverageReturn,Time-Optimization,train-AverageDiscountedReturn,train-PolicyExecTime,LossBefore,train-EnvExecTime,Time-SampleProc,train-NumTrajs
1110000,278.95289911318656,14.14572460715669,132.89266901613902,0.021119097,25.427103996276855,26.62010908126831,110,3002.5295701026917,267.2923722995245,1.0821216106414795,147.00259011104697,13.961025476455688,0.03096797,10.765960454940796,0.1102440357208252,100
1120000,274.8313361807588,3.979839258987784,248.41860046485934,-0.0007810303,25.59359645843506,26.791080713272095,111,3029.3849687576294,269.0974786870654,1.0812716484069824,147.899202143647,14.007290840148926,1.0681152e-08,10.894163846969604,0.11547660827636719,100
1130000,279.1484670616701,4.614064270429382,250.98706900421635,-0.001869049,25.511317491531372,26.734970331192017,112,3056.1780326366425,269.55183167830086,1.0957188606262207,148.01239959904942,13.954195737838745,0.00079898984,10.868812322616577,0.1272273063659668,100
1140000,278.8405103391882,3.8964030019114513,259.947899397595,0.0037041686,25.544912338256836,26.71824550628662,113,3082.957708835602,270.21619716353536,1.0604438781738281,148.339177685977,13.962788820266724,-1.0681152e-08,10.888891696929932,0.11211538314819336,100
1150000,281.4485649525078,5.206756082230281,245.78710595554128,0.00023658185,25.565216779708862,26.741813898086548,114,3109.7624974250793,271.31209343778005,1.0681030750274658,149.148596849374,14.083751916885376,-3.3378602e-09,10.786768436431885,0.10780143737792969,100
1160000,282.307027963648,4.264335269296714,257.279216953484,0.006240657,25.723094701766968,26.912265062332153,115,3136.739246368408,272.91676201328596,1.0708186626434326,149.80980030256475,14.11580228805542,6.1035155e-09,10.913615942001343,0.11752176284790039,100
1170000,282.1209349925965,26.69392125064838,118.09422322036028,0.013489768,25.60424041748047,26.810128688812256,116,3163.6159477233887,265.9393352100793,1.0779402256011963,146.6263939831002,14.014345169067383,-8.773804e-09,10.875408411026001,0.12733817100524902,100
1180000,282.153756384001,17.455048315482877,153.90293755277867,0.004599594,25.55912184715271,26.77376937866211,117,3190.448217153549,269.12430996634316,1.097660779953003,147.49694859474445,14.052412033081055,0.03000758,10.818132400512695,0.11629152297973633,100
1190000,280.19205278664316,6.9300275119811205,239.86838927812147,0.028280042,25.63222861289978,26.820749044418335,118,3217.332223892212,270.59173622978494,1.0723328590393066,148.24211890383702,14.066115379333496,6.1035155e-09,10.87663722038269,0.11538076400756836,100
1200000,279.8655102342258,3.836793521004869,261.28123007897113,0.015363048,25.615736722946167,26.842183113098145,119,3244.2346320152283,272.28738794824636,1.11466383934021,149.15173452627306,14.07827877998352,3.8146974e-09,10.845401287078857,0.11114120483398438,100
1210000,280.41152813024297,17.476966089062135,101.6426231915053,0.019846808,25.531188488006592,26.703920125961304,120,3271.009303331375,269.32439114185445,1.0578532218933105,147.73882430968197,13.98347020149231,-3.0517577e-09,10.845453262329102,0.11421537399291992,100
1220000,281.65083012465465,35.485306592421175,55.02472926393523,-0.004126474,25.483853578567505,26.687053203582764,121,3297.75848197937,260.6367964252395,1.0825695991516113,143.90044785749697,14.024235963821411,-1.9836426e-08,10.76611614227295,0.11994647979736328,100
1230000,281.38377440577545,26.840086338078397,130.3921471329007,0.0008534233,25.46082305908203,26.64670753479004,122,3324.4632062911987,265.82256685422,1.0719420909881592,146.57075438269416,14.06007695198059,-1.1444092e-08,10.70928406715393,0.11321210861206055,100
1240000,279.72817770976286,20.228342720579963,130.38688612561052,0.000761145,25.79944634437561,27.013492822647095,123,3351.5360112190247,269.5039001191933,1.0917410850524902,148.1954830479817,14.23348617553711,6.1035155e-09,10.868232727050781,0.12138175964355469,100
1250000,282.8002794216709,3.7040587157488716,264.11208075444284,-0.0008971237,25.62382197380066,26.804119348526,124,3378.4038887023926,272.7659268060816,1.0651631355285645,149.26415605496098,14.076475858688354,-1.0681152e-08,10.850244998931885,0.11455392837524414,100
1260000,280.641065210878,4.546529073054911,253.53709739363134,-0.0028977662,25.50909447669983,26.70236897468567,125,3405.163855791092,272.9693455952395,1.0767180919647217,149.4955382796721,14.037654399871826,0.00971151,10.778855562210083,0.11582088470458984,100
1270000,282.74883185717556,6.353921692424155,237.00700984128176,-0.0035234436,25.40455389022827,26.60192060470581,126,3431.82639670372,273.4359932878626,1.0716893672943115,149.87397585775318,13.906105041503906,1.525879e-08,10.789097547531128,0.12497615814208984,100
1280000,282.95017921264406,14.835766370849552,129.89440062808123,-0.0036820984,25.39893651008606,26.573436975479126,127,3458.4603385925293,273.02887545660644,1.0636439323425293,149.79780046519306,13.977208375930786,-1.8310548e-08,10.735432863235474,0.11014938354492188,100
1290000,282.2361316465189,4.582639603086344,250.60583080338677,0.00790014,25.835731506347656,27.020057201385498,128,3485.5408663749695,273.4770520186683,1.0639522075653076,149.72531170795162,14.172027587890625,-0.0013649231,10.965483903884888,0.11963796615600586,100
1300000,280.9139470335917,3.6391758581150944,260.78020982422504,0.00040024816,25.749594688415527,27.047974348068237,129,3512.647301197052,274.57778302746937,1.1759672164916992,150.1428193923672,14.147157669067383,-5.0544737e-09,10.900985717773438,0.12180709838867188,100
1310000,282.05098340758724,3.858614455067261,263.6742237409443,0.0017518463,25.5760760307312,26.807727336883545,130,3539.519520998001,275.74800560833245,1.1125767230987549,150.80211160083007,14.120497703552246,-3.0517577e-09,10.765788793563843,0.11835336685180664,100
1320000,285.0904445347021,4.254997581250093,261.09253522401696,0.0001776022,25.50493860244751,26.8392493724823,131,3566.4193861484528,275.95305405419805,1.2071244716644287,150.64542133486708,14.025395393371582,-2.2888185e-09,10.786279678344727,0.12641406059265137,100
1330000,282.70621401880913,15.2632249159667,129.23221159293863,-0.0034783997,25.686042308807373,26.912042379379272,132,3593.39821600914,274.5138836202718,1.114530086517334,150.27853787516145,14.12252426147461,-1.2207031e-08,10.85824465751648,0.11076641082763672,100
1340000,283.7226646124782,3.9714200821469223,265.05751424435283,-0.0009312439,25.454404830932617,26.642637968063354,133,3620.1014857292175,276.96762510511076,1.0705595016479492,151.3979303052654,13.935112953186035,-6.1035155e-09,10.824699878692627,0.1169748306274414,100
1350000,286.00277472657007,6.672928636099875,231.2258438052778,-0.0030399123,25.602563858032227,26.774256229400635,134,3646.9390666484833,275.60430638929915,1.06231689453125,150.33896075364683,14.023581504821777,1.2207031e-08,10.88527774810791,0.10871553421020508,100
1360000,283.98735850788535,2.800415077958808,270.7060633560202,-0.0010035454,25.601763248443604,26.76526951789856,135,3673.7738053798676,276.4478443204199,1.037674903869629,151.22435588230164,14.105411291122437,-1.1444092e-08,10.808808326721191,0.12507247924804688,100
1370000,284.28978843187207,3.9919353970806277,265.12458300967603,-0.0048681092,25.54521131515503,26.756142139434814,136,3700.588476419449,276.3137694267709,1.1032702922821045,151.12595039233472,14.015874862670898,-1.2207031e-08,10.844950437545776,0.10681819915771484,100
1380000,285.0408823822557,3.5228111674614206,269.7820053154164,-0.0024525444,25.594695568084717,26.815803289413452,137,3727.471820831299,277.7245537324601,1.1053624153137207,151.79765285384616,14.087442636489868,-1.2969971e-08,10.810162782669067,0.11499714851379395,100
1390000,286.55155964154636,4.247828763537432,260.8770564308244,-0.0036833251,25.46235179901123,26.654114484786987,138,3754.1944229602814,277.8392677331896,1.0729339122772217,151.85176723970164,14.011358737945557,1.8310548e-08,10.765592336654663,0.11816143989562988,100
1400000,286.14785281331245,14.648773864568868,138.66351249465092,-0.002299884,25.528942108154297,26.76600694656372,139,3781.027341604233,276.8335196792712,1.1049787998199463,151.21831267359224,14.033029079437256,-2.2949218e-05,10.800633192062378,0.13137173652648926,100
1410000,285.2045020508093,4.616359456544293,262.2932887870526,-0.0028857666,25.58314061164856,26.816291570663452,140,3807.9107189178467,278.0201318684185,1.082582712173462,151.82279473177445,14.064358472824097,-3.0517577e-09,10.817280292510986,0.14986920356750488,100
1420000,285.1825409962415,4.341645312570742,251.04522824132525,-0.001388202,26.01665449142456,27.220333576202393,141,3835.1886496543884,278.44084415509514,1.0736260414123535,152.13492279095968,14.258153676986694,-1.525879e-08,11.055058240890503,0.129319429397583,100
1430000,286.3167948380429,15.231431709994203,133.70107415714435,-0.004303955,25.40762233734131,26.623904705047607,142,3861.875818490982,277.64986242583933,1.0867762565612793,151.49792931777623,13.955187320709229,3.0517577e-09,10.76273226737976,0.1288900375366211,100
1440000,285.99018296722664,4.131706458038561,256.1395909148406,-0.0034510072,25.630353450775146,26.814850091934204,143,3888.748057126999,279.0452838337215,1.0657110214233398,152.43428522551045,14.121756792068481,1.8310548e-08,10.82252812385559,0.11794281005859375,100
1450000,287.7940901975442,3.241794543516388,268.92150121666066,-0.0010075363,25.47879385948181,26.688697576522827,144,3915.4966497421265,279.4382688822029,1.0961508750915527,152.50547564891664,13.93731141090393,1.6784668e-08,10.845652103424072,0.11307907104492188,100
1460000,285.8535600683095,4.182327634095401,262.7043942534296,0.009844599,26.134880542755127,27.38556694984436,145,3942.9426078796387,279.69870703637287,1.1110193729400635,152.72903797313714,14.410758256912231,-6.1035155e-09,11.00003957748413,0.13900351524353027,100
1470000,287.32726927027284,4.774887784426466,247.1205002329816,0.00034043886,25.60429573059082,26.8036208152771,146,3969.8087923526764,278.95866148841617,1.0696606636047363,152.179180129097,14.045706272125244,3.0517577e-09,10.868383169174194,0.12899518013000488,100
1480000,287.84798044636204,3.434721722234461,269.21489649308324,0.012041052,25.535149097442627,26.705372095108032,147,3996.5748422145844,280.0822356267945,1.0511343479156494,153.01923088800228,14.011189699172974,3.0517577e-09,10.832095384597778,0.11840343475341797,100
1490000,287.4892973382968,5.217543384605094,252.60180046607536,0.012300468,25.64889931678772,26.830018281936646,148,4023.463190317154,279.2219501259068,1.062047004699707,152.95537238667788,14.198556184768677,6.1035155e-09,10.753241777420044,0.11836671829223633,100
1500000,286.0675685752233,3.036889298870024,268.03333094309966,-0.0014238892,25.378402948379517,26.58672332763672,149,4050.1087448596954,280.63368309709966,1.0954554080963135,153.83183520895207,13.947236061096191,-1.2207031e-08,10.739184856414795,0.11226606369018555,100
1510000,287.02559016233505,15.150917613376073,136.95203526482518,-0.0030350052,25.4116632938385,26.627700328826904,150,4076.7992582321167,278.6876265521263,1.0805590152740479,152.86852781878792,14.023025512695312,-2.1362304e-08,10.69438648223877,0.13472986221313477,100
1520000,286.0306258663033,3.5401268916099857,268.15069675297974,-0.0046323943,25.468078136444092,26.694670915603638,151,4103.555170536041,280.49405786839924,1.1025080680847168,153.90290090860088,13.978332996368408,-3.051758e-08,10.775455236434937,0.1234750747680664,100
1530000,289.1772957923873,3.4047616853501004,263.63605860944324,-0.003833957,25.48689913749695,26.691397190093994,152,4130.31417298317,281.00540013936575,1.0908870697021484,154.21948081043095,14.033958673477173,-1.5258789e-09,10.759332418441772,0.11293721199035645,100
1540000,287.25152268167545,19.66525845208167,131.95841647941123,-0.002634799,25.392654180526733,26.580897092819214,153,4156.957701683044,278.35908446581334,1.0659425258636475,152.8159423644242,13.952043056488037,9.155274e-09,10.74808406829834,0.12154650688171387,100
1550000,287.49940782783807,12.998774139397996,156.7453931317337,-0.0031555358,25.627116680145264,26.80929660797119,154,4183.837348461151,278.95379524071086,1.0607914924621582,153.1904826007572,14.116029262542725,-0.00048646546,10.824450254440308,0.120697021484375,100
1560000,287.4124002878501,3.858410770506854,261.8300676028366,-0.0015939118,25.39784550666809,26.569406270980835,155,4210.464558124542,280.70638115846896,1.058605432510376,153.9852318076214,13.96489405632019,-0.0007552216,10.742591381072998,0.11235427856445312,100
1570000,287.89599019530027,4.328383606378465,258.7520329249818,0.005410077,25.482417583465576,26.712230920791626,156,4237.241149663925,280.09715200494685,1.0879862308502197,153.95926342411238,14.044013023376465,-6.1035155e-09,10.737938165664673,0.14120936393737793,100
1580000,287.8862016178064,3.2878970103130443,269.00132286303085,0.011494347,25.498332023620605,26.690252542495728,157,4263.998928070068,281.45301065711357,1.083970546722412,154.53964510799668,14.093722820281982,-6.1035155e-09,10.711490154266357,0.10719704627990723,100
1590000,285.5402055478537,16.0112478325512,129.13594062174138,0.0010819274,25.520216941833496,26.721906185150146,158,4290.781532049179,277.9936125208518,1.0862529277801514,153.50594120418288,14.130199432373047,1.2207031e-08,10.69690752029419,0.11473393440246582,100
1600000,286.9495112970627,6.661114646305435,225.3533040052742,-0.001683554,25.412856578826904,26.618313312530518,159,4317.465914726257,279.55638565054045,1.0818467140197754,154.14226701465557,14.020464658737183,1.2207031e-08,10.69821548461914,0.12289905548095703,100
1610000,286.54796399925493,11.342333633751378,178.49282467933702,-0.002180182,25.44390058517456,26.674333333969116,160,4344.202298164368,277.2333844888648,1.067516803741455,153.04043408208236,14.029919624328613,1.2207031e-08,10.709838628768921,0.16185617446899414,100
1620000,286.94691771697694,4.663180363095621,256.9702047819657,-0.003882959,25.185271978378296,26.533843517303467,161,4370.794181346893,279.7633856915587,1.2086420059204102,154.22094635990214,13.918427228927612,-4.8828124e-08,10.57750415802002,0.1380610466003418,100
1630000,286.58303217416545,10.198820643387307,187.3418627956413,-0.0037241958,25.215645790100098,26.797341108322144,162,4397.653124570847,280.1940339764071,1.3880407810211182,154.25915169033118,13.888192176818848,-6.1035155e-09,10.641106367111206,0.19267606735229492,100
1640000,286.73475420500114,4.1050046376135825,263.2562302367987,-0.0038429894,25.109024047851562,26.756739616394043,163,4424.473064661026,280.941561038505,1.479767084121704,154.57628599398083,13.765920877456665,1.5258789e-09,10.650852680206299,0.16643786430358887,100
1650000,290.20302839026175,3.9651878920738257,257.66698117322636,0.004247058,25.02238893508911,26.793222665786743,164,4451.327369689941,282.10720696872255,1.6226685047149658,154.96145826692262,13.718151330947876,-1.525879e-08,10.623180866241455,0.14681077003479004,100
1660000,288.0808738852992,4.119000501812039,260.71312065212237,0.002667862,24.98514723777771,26.759257555007935,165,4478.149799823761,282.24924130797746,1.6627850532531738,155.0361808172884,13.668924570083618,7.629395e-09,10.630707263946533,0.11054205894470215,100
1670000,289.41471526545394,3.839884620300461,264.99393451697154,0.013689806,25.110392808914185,26.830885887145996,166,4505.063172578812,282.2581314024366,1.6017038822174072,154.86913173794153,13.724472999572754,1.0681152e-08,10.698967456817627,0.11740803718566895,100
1680000,288.25360051050865,3.633937529477935,270.41951317648625,0.002928711,25.092288494110107,26.705958127975464,167,4531.892256498337,282.5354455178512,1.5068106651306152,155.22559888290905,13.758147478103638,-6.4849854e-09,10.64681887626648,0.10599708557128906,100
1690000,288.56090847304336,4.342019569765545,262.0462740559568,0.005712018,25.20267081260681,26.792075157165527,168,4558.770307540894,282.59096987671404,1.439507246017456,155.18624474974362,13.806594610214233,-4.386902e-09,10.703298091888428,0.14849090576171875,100
1700000,290.2142004035858,7.473985977605101,245.0462527861751,0.010043274,25.132429599761963,26.601334810256958,169,4585.458660364151,280.31497830337753,1.3516266345977783,153.9284713305886,13.81879472732544,-6.1035155e-09,10.631282091140747,0.11591005325317383,100
1710000,288.64737564828533,3.9189746583409715,265.83316373521416,0.02334064,25.400105953216553,26.7259783744812,170,4612.267646551132,282.0295191271479,1.2141876220703125,154.59347248472952,13.91861629486084,-7.05719e-09,10.792711734771729,0.11060237884521484,100
1720000,286.69509473075885,4.208839969597625,253.47609022002126,0.014707959,25.36910390853882,26.62215757369995,171,4638.972899913788,281.7907351799611,1.1404979228973389,154.1596532854937,13.893137216567993,1.2207031e-08,10.781991004943848,0.11183404922485352,100
1730000,288.6667114155823,4.960830482439526,254.06113846515407,0.0047245575,25.34558892250061,26.525113582611084,172,4665.5833151340485,282.2954267752842,1.0694408416748047,154.60442305937536,13.87914490699768,3.0517577e-09,10.778995752334595,0.10919857025146484,100
1740000,287.91790247721167,3.790630038936155,269.7537105467522,0.016931731,25.5203959941864,26.689482927322388,173,4692.33528137207,282.215360024469,1.0433344841003418,154.5241289745956,14.011841773986816,0.03399751,10.803791284561157,0.12396812438964844,100
1750000,287.3991034375381,13.474573940226154,161.7067211183915,-0.0035453278,25.509427070617676,26.699674367904663,174,4719.091702461243,278.4900213544545,1.0736584663391113,152.1668818331117,14.03058934211731,1.525879e-08,10.7712984085083,0.1159200668334961,100
1760000,288.075146597258,7.134729003940126,249.84248465644112,0.003483566,25.419106006622314,26.65779447555542,175,4745.811188697815,280.1389287423001,1.0968010425567627,153.12087404027127,14.034089088439941,-1.2207031e-08,10.698341608047485,0.14122915267944336,100
1770000,288.5245555224152,4.054052690539226,267.2633095892905,-0.0013581243,25.516351222991943,26.70509362220764,176,4772.5840945243835,282.0414353151292,1.0753037929534912,154.8422215541269,14.120843887329102,1.9073487e-09,10.701899528503418,0.11266946792602539,100
1780000,289.2582324637598,4.3000367172158,262.28071812961775,0.0022325378,25.2976975440979,26.485018730163574,177,4799.127806663513,282.9240365326419,1.0700078010559082,155.12114826724098,13.881079912185669,6.1035155e-09,10.72822380065918,0.11664247512817383,100
1790000,288.6949423474249,5.651075897932057,257.55637943825195,0.006204138,25.591179132461548,26.777164936065674,178,4825.975039720535,282.1107649202348,1.0733866691589355,155.0458386744275,14.16802167892456,6.1035155e-09,10.726700782775879,0.11195087432861328,100
1800000,289.85199223264794,3.272068756413893,273.3234119963381,0.008612214,25.47725200653076,26.65071749687195,179,4852.682398319244,284.1094788101032,1.0547327995300293,155.73080573670538,14.032468557357788,-9.155274e-09,10.741086483001709,0.11812853813171387,100
1810000,290.64279390901794,5.136630613953965,256.3174624646482,0.0036538148,25.575117588043213,26.745126008987427,180,4879.48521065712,282.19230691655423,1.0575511455535889,155.06640708010303,14.1583731174469,-3.0517577e-09,10.712580442428589,0.1117703914642334,100
1820000,289.59750332110036,4.323367321728231,267.52500932138236,0.0073086456,25.381772994995117,26.596201181411743,181,4906.143814086914,284.22412707705877,1.0907881259918213,155.78090916654443,14.054741144180298,-1.8310548e-08,10.63248872756958,0.1227874755859375,100
1830000,289.993097140487,52.66864664041088,10.05607974605929,-0.0015226089,25.334816932678223,26.533114433288574,182,4932.737098693848,267.2267078832305,1.0743298530578613,147.03427046278017,13.977657318115234,-4.577637e-09,10.662826776504517,0.12332749366760254,100
1840000,289.597367631295,22.71223687173903,122.663836088197,-0.005810797,25.46893310546875,26.674434900283813,183,4959.479215145111,281.0483715640618,1.0904288291931152,154.39007857432946,14.097149848937988,1.2207031e-08,10.682886838912964,0.11443138122558594,100
1850000,289.8237725565326,4.110293553563323,262.09954222908283,-0.00074925844,25.396650552749634,26.62861943244934,184,4986.169420957565,284.89366717603076,1.088057518005371,155.83506176997287,13.965110540390015,-1.5258789e-09,10.730471134185791,0.1432654857635498,100
1860000,291.3370421354694,2.6796510029247345,275.8990296902258,-0.0054874206,25.505066871643066,26.736342191696167,185,5012.961540699005,285.1068877926987,1.1133708953857422,155.85133761536616,14.081799983978271,-1.6021728e-08,10.733225107192993,0.11715459823608398,100
1870000,291.51501177752783,3.0135882368728453,275.21501055495486,-0.0025284423,25.45891261100769,26.65280818939209,186,5039.6844782829285,285.36755386987676,1.0778048038482666,156.13869889781785,13.994640111923218,9.155274e-09,10.76745319366455,0.11541748046875,100
1880000,290.7196590104142,12.890688734641017,167.28564903923575,-0.0041174013,25.44521999359131,26.807793855667114,187,5066.555267333984,284.26763862395075,1.2540397644042969,155.45004394221462,14.023943901062012,1.2207031e-08,10.731343746185303,0.1078028678894043,100
1890000,289.5855721981961,2.618138196084455,273.04883638730644,-0.0010778545,25.41079306602478,26.59034276008606,188,5093.208863258362,285.4362537251978,1.0708787441253662,156.2524954835727,14.041547060012817,-6.1035155e-09,10.670511245727539,0.10794782638549805,100
1900000,290.46839735774773,2.4028052389027867,273.12414208396973,-0.0011960012,25.510933876037598,26.722455739974976,189,5119.992685317993,285.75302494702146,1.0861358642578125,156.32012455553289,14.059115409851074,-2.3269653e-08,10.76595401763916,0.12470006942749023,100
1910000,289.84085985466976,2.316618380820415,278.6619931274456,-0.0019817306,26.234919786453247,27.415462970733643,190,5147.468006134033,285.57168119785456,1.06795334815979,156.23606718028378,14.485726833343506,6.1035155e-09,11.042341232299805,0.11177825927734375,100
1920000,290.63631840113663,11.758792245741223,172.12241029852686,0.0025767821,25.430447816848755,26.635327339172363,191,5174.167776107788,284.0795937275773,1.0975487232208252,155.64795254638545,13.975176334381104,-1.525879e-08,10.763616561889648,0.1066887378692627,100
1930000,290.50286626389664,3.849091523575535,265.13831076394433,-0.003647995,25.467530488967896,26.675417184829712,192,5200.901590585709,284.62977844856226,1.0938313007354736,156.11290867174677,14.039140701293945,-6.1035155e-09,10.73868179321289,0.11342191696166992,100
1940000,290.1608178878677,13.092866703629241,157.59318163754887,-0.0030596436,25.373347282409668,26.57503080368042,193,5227.542448997498,284.4396852715739,1.076857089996338,155.70307488625124,13.942837715148926,9.155274e-09,10.732482194900513,0.12420058250427246,100
1950000,290.0284733853157,3.417488563206767,267.225335815819,-0.0036775025,25.472512245178223,26.659087657928467,194,5254.262346982956,285.10860448823286,1.0743625164031982,156.25882711828766,14.073659420013428,-6.1035155e-09,10.712300300598145,0.11161041259765625,100
1960000,290.21668035288576,2.785647851626153,268.5380980931478,-0.0028922088,25.385349988937378,26.595411777496338,195,5280.918364524841,284.8575667397016,1.0938313007354736,156.23928715677826,13.999085187911987,1.525879e-08,10.69995641708374,0.11552238464355469,100
1970000,290.014503150906,2.176915410703263,277.7885086020467,-0.0021523125,25.424715518951416,26.619540214538574,196,5307.599694013596,285.08101950501447,1.0679593086242676,156.31646121823178,13.962510347366333,-7.6293943e-10,10.776421546936035,0.12615394592285156,100
1980000,290.9052379869055,2.4148836789973567,280.6357101566227,0.0006491028,25.370067358016968,26.563431978225708,197,5334.219355344772,286.4023427063602,1.0657436847686768,156.92175343235797,14.008100986480713,1.2207031e-08,10.672699451446533,0.12659811973571777,100
1990000,291.0399493060749,23.791206640894224,125.9145170001365,-0.0032595666,25.461426973342896,26.653560400009155,198,5360.93522310257,281.5066522889172,1.0599474906921387,154.37974009713759,14.06981873512268,-1.0681152e-08,10.699418306350708,0.1314702033996582,100
2000000,291.3069367919296,2.674563692780343,275.779493581065,0.004813494,25.523029565811157,26.683486700057983,199,5387.675420045853,286.88599417375275,1.0492722988128662,156.91636828098714,14.094654560089111,1.525879e-08,10.738188743591309,0.11050534248352051,100
2010000,292.3869753998698,3.3105787913904856,267.7890113346233,0.014969986,25.318846940994263,26.508040189743042,200,5414.246584653854,285.4600748694838,1.0746486186981201,156.55740070814983,13.973574161529541,-1.01089475e-08,10.645725965499878,0.11379814147949219,100
2020000,290.540349800912,2.1198829496457416,274.26187777325936,0.018070893,25.406840324401855,26.602579832077026,201,5440.913844347,286.7378252573497,1.0817441940307617,156.8469396923169,13.97101879119873,9.155274e-09,10.74661374092102,0.11326909065246582,100
2030000,291.14069915991195,2.426734758052385,276.01194456871644,0.00033151856,25.47700023651123,26.690633058547974,202,5467.671241283417,286.5312422006002,1.104196548461914,156.52029941820345,14.001081466674805,-1.8310548e-08,10.780664205551147,0.10868024826049805,100
2040000,290.4274755407053,2.313480738039155,277.7368001420229,0.0059689474,25.410858869552612,26.637859106063843,203,5494.371735095978,286.5378789904416,1.101973295211792,156.4933044527508,13.98024606704712,-3.0517577e-09,10.736860275268555,0.12430763244628906,100
2050000,290.18578246492643,2.2178173259745146,277.68129497103183,-0.0013354371,25.5144944190979,26.73098134994507,204,5521.161649942398,285.88273832861796,1.1025028228759766,156.07052859365024,13.971551179885864,1.525879e-08,10.841825246810913,0.11319184303283691,100
2060000,290.891803308356,2.724636532550865,272.2834036571707,-0.003358545,25.322683572769165,26.505281448364258,205,5547.726996898651,286.6733604692804,1.0682997703552246,156.85266415666283,13.952293395996094,-4.2724608e-08,10.67556118965149,0.11357283592224121,100
2070000,291.1939449243475,2.8057465398218127,274.30969732306096,-0.0011534912,25.407819747924805,26.62296986579895,206,5574.408722400665,286.35407224605234,1.076094150543213,156.73985865830755,13.992700815200806,3.051758e-08,10.709054470062256,0.1383683681488037,100
2080000,290.9628799831491,2.101346418588471,280.5180143122937,-1.8603516e-05,25.51741671562195,26.73774480819702,207,5601.204242229462,286.8841020432269,1.0970854759216309,157.1122945006169,14.113759279251099,0.007501526,10.702028512954712,0.12256217002868652,100
2090000,291.38931643965924,13.112806768270422,159.3312789922501,-0.0005639282,25.361411571502686,26.556997537612915,208,5627.824406385422,286.434858296199,1.0822148323059082,156.6189362174455,13.937603950500488,-9.155274e-09,10.723462581634521,0.11277151107788086,100
2100000,293.3877300959013,2.5271381407468008,276.23467304888885,-0.0017102294,26.125861406326294,27.300206661224365,209,5655.191705465317,287.5977039531601,1.0552668571472168,157.2353327638317,14.448307991027832,-3.0517577e-09,10.968120813369751,0.118438720703125,100
2110000,292.4880616868998,5.200085528966048,254.749830272048,-0.0028324828,25.60475206375122,26.812106370925903,210,5682.0635578632355,287.14647712208523,1.0967795848846436,156.9405601816668,14.070572137832642,-1.2207031e-08,10.831547737121582,0.10980534553527832,100
2120000,291.8575773598974,2.491183469103257,274.62867165375474,0.0015606324,25.495739221572876,26.687588930130005,211,5708.814671278,287.3916056628682,1.075894832611084,157.1398008394481,14.018913269042969,-1.2207031e-08,10.77970814704895,0.1151726245880127,100
2130000,293.15301425251954,5.737118347013569,238.90146014867082,-0.00490647,25.499094009399414,26.696142435073853,212,5735.570509672165,286.84236219872525,1.079615592956543,157.00641169410548,14.069875478744507,6.1035155e-09,10.73739767074585,0.11671614646911621,100
2140000,292.97976265037346,2.3906699811041947,278.0719415409558,-0.00013638152,25.483551740646362,26.659027814865112,213,5762.292017698288,287.6604803789103,1.0623421669006348,157.41306421180008,14.099146604537964,9.155274e-09,10.694250345230103,0.11229658126831055,100
2150000,293.61071120762506,2.4566823101085817,277.8213620974066,0.0018245939,25.584810733795166,26.784749031066895,214,5789.138802289963,288.1953096516312,1.0892090797424316,157.60636200205892,14.072414875030518,1.8882751e-08,10.81713056564331,0.10982632637023926,100
2160000,292.61805963442225,3.2140920934466997,276.7583039166743,0.0046253237,25.314531803131104,26.522517442703247,215,5815.723367214203,288.087468355393,1.0949444770812988,157.42183806673006,13.917375564575195,-5.722046e-10,10.704326868057251,0.11203408241271973,100
2170000,293.468190016636,5.307512110334078,246.7471983896984,-0.0019401398,25.50473642349243,26.726314783096313,216,5842.516767978668,287.6650384966917,1.087003231048584,157.34995418286323,14.044572830200195,-9.155274e-09,10.772461175918579,0.13397598266601562,100
2180000,292.5913393002859,2.2913411939882877,281.5047973534904,-0.0032509994,25.511911869049072,26.725844144821167,217,5869.307863712311,287.936949944618,1.089470624923706,157.54594820923197,14.152430534362793,7.629395e-09,10.670429229736328,0.12377810478210449,100
2190000,294.71897540583745,2.5488344448212454,277.52696492357563,-0.0010891723,25.476176023483276,26.701582193374634,218,5896.069623231888,288.5542305070333,1.10823392868042,157.66409531409528,14.036442041397095,9.155274e-09,10.736045598983765,0.11653470993041992,100
2200000,293.9413198237066,4.985483108054204,262.30715759749177,0.0019200745,25.3374981880188,26.559619426727295,219,5922.690603494644,288.20288747208735,1.1071374416351318,157.42058633120038,13.949207782745361,3.0517577e-09,10.697706460952759,0.11427640914916992,100
2210000,292.928837092448,2.8610136472834258,275.6506596345607,0.00012806931,25.47358775138855,26.67147922515869,220,5949.424485445023,288.6769943577354,1.077148675918579,157.70141771851715,14.065832138061523,-2.1362304e-08,10.713347911834717,0.12003755569458008,100
2220000,293.4159756702792,2.8429673916699927,279.6146786654901,-0.002354889,25.391003370285034,26.591021060943604,221,5976.078288555145,288.97631721944833,1.0545315742492676,157.89381878434958,14.011301040649414,9.155274e-09,10.688304901123047,0.144700288772583,100
2230000,293.78380485943114,4.805178326423863,248.74817337516788,-0.002029602,25.457746744155884,26.685184240341187,222,6002.828771114349,288.4281027369449,1.0967490673065186,157.6831113786495,14.076225280761719,-6.1035155e-09,10.69118046760559,0.12995076179504395,100
