Itr,Time-Sampling,n_timesteps,train-NumTrajs,Time-Optimization,train-PolicyExecTime,LossAfter,Time-SampleProc,train-AverageDiscountedReturn,Time,train-AverageReturn,train-MinReturn,ItrTime,LossBefore,train-EnvExecTime,train-MaxReturn,train-StdReturn
25,22.83446502685547,260000,100,1.0544798374176025,13.951091527938843,-0.035537086,0.035511016845703125,-0.49646863056007035,636.5027658939362,0.6496595044621966,-1.3266915295780766,23.92524528503418,0.004659259,8.20444917678833,3.825350673408671,1.1452116818312996
26,22.847541332244873,270000,100,1.0897440910339355,13.941217184066772,-0.09662538,0.03434157371520996,-0.593311293596662,660.5302040576935,0.46308642437618736,-2.050055760823951,23.972200870513916,-0.0021035492,8.212514877319336,4.509447145641262,1.3274242683208872
27,22.92225408554077,280000,100,1.0606193542480469,14.043972492218018,-0.07748841,0.03970193862915039,-0.6140909122224554,684.6198270320892,0.42049956189880566,-2.3412338787871896,24.023303270339966,-0.0106664,8.202127933502197,3.425209957410203,1.2272435241583255
28,22.944336652755737,290000,100,1.1027140617370605,14.053874731063843,-0.08870429,0.03871583938598633,-0.3891710848669178,708.7673296928406,0.7556314837719165,-3.179020354525883,24.086395502090454,0.006904025,8.205148935317993,4.620286410390619,1.4747534085442124
29,22.86555504798889,300000,100,1.0723319053649902,13.99192214012146,-0.12716901,0.03420233726501465,-0.5972656175665789,732.8054518699646,0.5155678619076363,-2.860549315508861,23.97276782989502,0.0013201049,8.19165325164795,4.146010479362272,1.361986130274663
30,22.963144063949585,310000,100,1.0390212535858154,14.028022050857544,-0.15472351,0.042070865631103516,-0.45619720468518066,756.9176437854767,0.7151948997156198,-2.4028233838447575,24.045008420944214,-0.02225278,8.24481987953186,5.149049720328942,1.4929311523586506
31,22.86501145362854,320000,100,1.096132755279541,13.945680618286133,-0.13398413,0.04259824752807617,-0.5356188813976606,780.9839141368866,0.6216758803697067,-5.301582697048814,24.004416465759277,0.013165839,8.24718976020813,4.018899306519799,1.6745298444721106
32,22.9934561252594,330000,100,1.042163372039795,13.985811710357666,-0.14800064,0.036154985427856445,-1.8920650270870343,805.1153647899628,-2.9524104691284725,-8.75564030424078,24.072502613067627,-0.0047586607,8.320826530456543,2.738906543399475,2.64409615237962
33,22.544769763946533,340000,100,1.378605604171753,13.762238502502441,-0.066028036,0.05627083778381348,-3.61165061367124,829.156441450119,-7.057706363661638,-19.77342728475526,23.98043656349182,0.014178747,8.109920024871826,4.1199536754748305,4.034784113014694
34,22.341345071792603,350000,100,1.0511822700500488,13.693395376205444,-0.10576051,0.04110002517700195,-8.677439700913196,852.6470341682434,-18.299595451126294,-25.493935596174776,23.434276342391968,0.007961259,7.978738784790039,-8.083363595328743,3.04632568298845
35,22.77857995033264,360000,100,1.0619804859161377,14.008448123931885,-0.20954826,0.037840843200683594,-8.815361255480555,876.5865769386292,-18.13659098212093,-25.35147240712739,23.879234790802002,-0.0050894967,8.095260858535767,-10.73019036685093,2.486896924574068
36,22.7940411567688,370000,100,1.0271573066711426,13.997103929519653,-0.38103002,0.04086112976074219,-8.087035602442823,900.5062894821167,-17.159975694700254,-30.388528560358992,23.862775564193726,0.004846582,8.108761072158813,-6.25281426764194,4.527364487004944
37,22.863126516342163,380000,100,1.0466415882110596,14.103372573852539,-0.557225,0.03547787666320801,-6.173815126599988,924.5078372955322,-13.122872232009922,-26.202416813947345,23.94587755203247,-0.0075930925,8.078155517578125,-5.705177197176213,4.50399701765446
38,22.776604652404785,390000,100,1.0592091083526611,14.078159809112549,-0.74924487,0.04119420051574707,-4.028071639401177,948.4434902667999,-8.934405624687434,-26.06721072054363,23.877630472183228,0.003275039,8.018073558807373,7.1398406839955095,5.113561777998289
39,22.610509395599365,400000,100,1.085512399673462,13.902312517166138,-0.6533676,0.03789472579956055,-3.674419048727897,972.2340748310089,-7.124061719422424,-25.472959550764052,23.734532356262207,-0.012112046,8.029006481170654,15.235658501283178,9.69043784894322
40,22.815829038619995,410000,100,1.064882755279541,14.053136587142944,-0.8888689,0.0371241569519043,1.8716400852374238,996.2126619815826,2.3753653548308136,-25.66855355245735,23.91852569580078,-0.014278784,8.086257696151733,28.16744490359584,16.891954238435897
41,22.789405345916748,420000,100,1.6001362800598145,13.918203353881836,-0.79624707,0.08021378517150879,10.925980551715167,1020.7513604164124,16.295737497764307,2.351248158245451,24.471553087234497,0.008176153,8.182555913925171,24.647482043834447,5.332330164467184
42,22.3169162273407,430000,100,1.0744171142578125,13.605023860931396,-7.9699235,0.045125722885131836,10.923244587216097,1044.2462804317474,16.785004484824466,-3.3258692080024463,23.437180757522583,0.005345831,8.040537118911743,25.49453495066295,5.447437816810781
43,22.74653911590576,440000,100,1.0521559715270996,13.944135427474976,-68.89994,0.03442835807800293,11.027386549559946,1068.139842748642,17.61101987077543,5.246471778849073,23.83381938934326,0.0014680084,8.120179176330566,24.30529750681974,2.6899311806481485
44,22.757065057754517,450000,100,1.0817615985870361,13.991452693939209,-195.81226,0.038683414459228516,10.732494777245975,1092.0760202407837,19.16397215104222,14.568720299332771,23.878122806549072,0.0020886231,8.083435535430908,27.381194533946676,2.2198535964876656
45,23.284449577331543,460000,100,1.2213079929351807,14.313750505447388,-477.0646,0.03883481025695801,4.722988768140695,1116.6868977546692,11.33804151869121,8.723514243661938,24.54553771018982,0.0047767214,8.274949073791504,14.681379672657975,1.379467899824758
46,23.035069704055786,470000,100,1.0813653469085693,14.25440526008606,-14.456466,0.03841114044189453,2.451794555611887,1140.9216439723969,4.248169911661542,-6.132895232653324,24.156811237335205,0.018154174,8.103305578231812,12.795149984644912,4.526044160660854
47,22.7776198387146,480000,100,1.0618081092834473,14.004730463027954,-7.7150946,0.03836941719055176,0.8855459793542856,1164.8610274791718,1.6788191197389946,-7.9928039056773645,23.878726720809937,-0.015257861,8.092140674591064,15.84017979164093,5.172271318414803
48,22.823112964630127,490000,100,1.0942165851593018,14.055514574050903,-5.300138,0.03649544715881348,-0.981272241222758,1188.874981880188,-1.4547885713343505,-11.338230918755597,23.95473337173462,-0.0027650513,8.085094451904297,8.627228161321083,4.509408249034836
49,22.900895357131958,500000,100,1.1055877208709717,14.082041025161743,-4.599179,0.0372769832611084,-0.4616214653130791,1212.978988647461,-0.39955521250241616,-7.848789285442461,24.04448175430298,-0.002811084,8.132686614990234,17.073652199657037,4.412414243176475
50,22.8582661151886,510000,100,1.0957667827606201,14.04825735092163,-6.3079267,0.04024958610534668,-0.7654648297453579,1237.0394015312195,-1.5371561791243264,-9.141586355979054,23.995145320892334,-0.0008760788,8.123562574386597,14.208556127118097,4.705757527246224
51,22.86235785484314,520000,100,1.0501792430877686,14.045069932937622,-15.076211,0.03867053985595703,-0.3113922632947005,1261.0572109222412,-1.0275571077134629,-9.68517996729547,23.951889276504517,-0.0032252732,8.132591724395752,10.161351219553326,4.094067280092375
52,22.853386640548706,530000,100,1.0728042125701904,14.048523187637329,-24.836676,0.03904318809509277,0.16017351292548157,1285.0865197181702,-0.4929358767354183,-8.361057830943958,23.9659583568573,-0.0019637085,8.116624355316162,11.61249816099906,4.278835540991621
53,22.847370624542236,540000,100,1.0782852172851562,14.015889644622803,-44.434227,0.03693270683288574,0.3126794661100758,1309.107590675354,-0.5404485121694237,-11.294606830542469,23.963303089141846,-0.0053287293,8.148929834365845,15.425113692784453,5.328582603137198
54,23.25835943222046,550000,100,1.0584769248962402,14.062211275100708,-82.8844,0.04741859436035156,1.7675303449593505,1333.529130935669,0.9057876824194595,-7.124391509490096,24.365070581436157,-0.016453223,8.505087852478027,17.27388296335224,5.896302694747175
55,23.093457221984863,560000,100,1.0716660022735596,13.976757764816284,-110.90188,0.038535356521606445,4.677122629179118,1357.7935671806335,5.851468914080987,-7.281464788997811,24.20443105697632,-0.0037118408,8.442498922348022,19.919431063332322,5.3210877505581555
56,23.104011297225952,570000,100,1.0816466808319092,14.082659721374512,-25.522638,0.04326057434082031,5.028103391941748,1382.0780110359192,8.256443161156524,-6.122030897237214,24.22958016395569,0.0122596165,8.330088138580322,25.406997999873393,7.593655101255088
57,23.334423303604126,580000,100,1.0812582969665527,14.091931581497192,-35.163357,0.04342532157897949,11.761957314253916,1406.5961854457855,17.69076255726066,-6.8860776036098335,24.459767818450928,-0.011077374,8.565589904785156,31.25907372956928,10.952591584029275
58,23.531909704208374,590000,100,1.068587303161621,14.09633207321167,-32.403564,0.036507368087768555,16.65203454121178,1431.291338443756,24.179085077598597,-6.662587865894471,24.637872457504272,-0.01498515,8.755938053131104,30.794899625912063,6.169991034247268
59,23.502946853637695,600000,100,1.0519511699676514,14.083564281463623,-3.1472554,0.039671897888183594,15.749519982451726,1455.9420685768127,23.173694719913914,-6.064739494247293,24.595303535461426,-0.00019499511,8.7372887134552,30.584174871738643,8.054120057585143
60,23.49164628982544,610000,100,1.061173439025879,14.08763837814331,-0.56147903,0.040459632873535156,16.12173992142003,1480.5988919734955,23.7732869175767,-6.1737307521577955,24.59395980834961,0.009686682,8.709002494812012,30.58804031195296,7.243404883408862
61,23.48425316810608,620000,100,1.0762083530426025,14.100131273269653,-0.2139026,0.040192365646362305,15.715145782986244,1505.2668278217316,23.533247282491683,-5.597163799528529,24.6015202999115,-0.0031633424,8.699267864227295,30.12107210538331,8.041657183417387
62,23.44697618484497,630000,100,1.0921626091003418,13.973714113235474,-0.085667,0.03867149353027344,16.978257422891218,1529.9030299186707,25.01424844602342,-5.831683132246331,24.57850170135498,0.012810461,8.793050765991211,30.349078897978636,5.198607236727975
63,23.522352933883667,640000,100,1.0565805435180664,14.083871126174927,-0.036193457,0.03704237937927246,16.32165926840075,1554.5876235961914,24.308957788439752,-2.003203695370087,24.61668038368225,0.009010229,8.754312515258789,29.443345816978287,5.567548111693468
64,23.432864665985107,650000,100,1.057680606842041,14.028129816055298,-0.023055436,0.037677764892578125,16.301718534441026,1579.1755802631378,24.65372844649805,-3.388948325878337,24.52893614768982,0.011195379,8.719945907592773,29.93929391165442,5.759469899874737
65,23.44753885269165,660000,100,1.0841834545135498,13.991974115371704,-0.025207946,0.039040327072143555,16.790483507962882,1603.8104763031006,24.959342190259953,0.6411574099898738,24.571532726287842,-0.008504315,8.772809505462646,31.182746641256983,4.674859527810174
66,23.211385488510132,670000,100,1.290417194366455,13.842343807220459,-0.013121536,0.06463027000427246,15.846029313492979,1628.4342997074127,23.658731230211988,-3.4821691737578666,24.567264080047607,-0.0052357437,8.669511795043945,30.93240203796783,7.618563705100073
67,23.25757598876953,680000,100,1.387005090713501,13.84071135520935,0.002350775,0.06207537651062012,16.39205766553299,1653.2018930912018,24.391400591561045,-4.678494225456914,24.70737314224243,0.0043939543,8.72523045539856,31.183844814509612,6.0470101741957
68,22.949992656707764,690000,100,1.5969252586364746,13.656196117401123,-0.0007690735,0.037450551986694336,15.671401037966037,1677.841334104538,23.445384945718065,-6.533219377771695,24.58515477180481,0.00576102,8.61831021308899,29.47346886710554,7.222165330157709
69,23.141133308410645,700000,100,1.5379438400268555,13.750176429748535,-0.010258255,0.04050111770629883,16.140553210383562,1702.6573495864868,24.397626337059695,-4.469021762204085,24.720460414886475,-0.006018974,8.706061124801636,30.30345402905977,5.689371775795846
70,23.448668003082275,710000,100,1.3514397144317627,13.951235294342041,-0.006599577,0.03918313980102539,17.06882119180069,1727.5902843475342,25.22737535355006,-4.781508130444371,24.840701580047607,-0.0042819823,8.820313215255737,30.425172142931004,5.027883981006762
71,23.257833003997803,720000,100,1.2567858695983887,13.878261089324951,-0.0015368073,0.042731523513793945,15.926386364577198,1752.239198923111,24.15647479255971,-3.663402270111464,24.55825901031494,-0.0004927612,8.701446533203125,31.260956900600345,6.4968000714752305
72,23.294538259506226,730000,100,1.0850574970245361,13.94919729232788,0.0047995117,0.0412898063659668,16.604266049906997,1776.749438047409,24.95485943803653,-1.6658265407850885,24.422713041305542,0.005666101,8.67276644706726,30.070875143526347,5.439607016898167
73,23.400967121124268,740000,100,1.0513935089111328,14.001784563064575,0.008812393,0.0394291877746582,15.82176778342856,1801.2967638969421,23.81046136640413,-3.6148589134307807,24.492478609085083,0.010393198,8.719146490097046,30.239679980618238,7.148864520315028
74,23.43616795539856,750000,100,1.08366060256958,14.00821328163147,0.0021217621,0.039223670959472656,16.26273668897893,1825.9108481407166,24.244352962043912,-0.5708012095900139,24.559754848480225,0.0039384277,8.740012168884277,30.692177929007027,7.01245616123211
75,23.44565176963806,760000,100,1.060204267501831,14.014281034469604,0.002173854,0.03938770294189453,16.131518502873714,1850.5187227725983,24.237558439865914,-6.414438012090403,24.545907497406006,0.0028861312,8.75350546836853,30.250988471107718,6.5045302366321405
76,23.524215936660767,770000,100,1.0746276378631592,14.083322286605835,0.002427222,0.04096531867980957,16.43513087411006,1875.2143921852112,24.457191276424968,-5.102137647713742,24.640520334243774,0.0031664437,8.772547483444214,31.100835349529365,6.140085947586937
77,23.46071696281433,780000,100,1.0365560054779053,14.023910999298096,-0.010522299,0.036490678787231445,16.675375674862547,1899.803064584732,24.650766250225853,0.37022924957261294,24.534484148025513,-0.010531181,8.755132675170898,30.612018800160143,5.85258087373211
78,23.514435291290283,790000,100,1.0696473121643066,14.030596733093262,0.0048085083,0.04258894920349121,16.774291063005737,1924.4902982711792,24.99747204270206,-4.608766931764336,24.6274356842041,0.0050687133,8.79419231414795,31.889719930466875,5.7080850622344546
79,23.476003408432007,800000,100,1.078446626663208,14.080925464630127,-0.015327481,0.038893938064575195,15.43875378075794,1949.1409449577332,22.958392668848546,-6.513608705744339,24.593950510025024,-0.015024542,8.713194847106934,30.714747158042716,8.366519238893465
80,23.507334232330322,810000,100,1.0732672214508057,14.020550727844238,0.0016318726,0.038172006607055664,16.68515380954601,1973.8199305534363,25.315398933673997,-6.201899335331805,24.619561910629272,0.0024771027,8.80198621749878,31.74583576762505,4.801330358520537
81,23.482210159301758,820000,100,1.067211627960205,14.068116664886475,0.009073566,0.042608022689819336,16.292823439223465,1998.4759466648102,24.623891454282838,-1.021312219602817,24.592726945877075,0.009706366,8.731311082839966,31.491542849927786,5.856255185960048
82,23.501099586486816,830000,100,1.0953764915466309,14.046958684921265,0.006723639,0.03622627258300781,16.709390482088633,2023.1671693325043,24.649322299001483,-4.395625601704059,24.633277654647827,0.0072597563,8.775784492492676,30.098598218734715,5.926073161862847
83,23.383930206298828,840000,100,1.0743050575256348,13.954340696334839,-0.01243194,0.03829765319824219,16.489527824759126,2047.7286956310272,24.756356948102724,-0.5997931418775082,24.497262001037598,-0.012157043,8.750407934188843,30.559873448357468,4.73070960667316
84,23.482866287231445,850000,100,1.0596415996551514,14.057589530944824,-0.006630588,0.04450058937072754,15.86752026086039,2072.374631881714,24.108045033875783,-2.900537330333898,24.587989330291748,-0.006279617,8.743002653121948,30.129470472776138,6.206426663204047
85,23.415918827056885,860000,100,1.0444045066833496,14.008594036102295,0.012603595,0.04353070259094238,16.577487314897024,2096.9445707798004,24.557774378326226,-3.8306097236451064,24.505070686340332,0.013876208,8.728057622909546,31.571945926342504,6.599561521650389
86,23.5370934009552,870000,100,1.0604777336120605,14.072555303573608,0.0071735657,0.04067230224609375,16.064574466557925,2121.641146659851,23.806475976381712,-1.910759067036571,24.63898277282715,0.0075900755,8.777233123779297,31.286440573963027,7.0534278841086
87,23.544924020767212,880000,100,1.5201172828674316,14.047106981277466,-0.011357845,0.038317203521728516,16.890837568070943,2146.8071563243866,25.169300634142004,-3.6021020986393832,25.104170083999634,-0.0083187055,8.818412065505981,31.58800138583112,4.495431110321957
88,23.28762412071228,890000,100,1.4063847064971924,13.838424682617188,0.0008236237,0.05303335189819336,17.250552579603003,2171.6353034973145,25.60068720760882,5.715543568474165,24.748931407928467,0.0020790955,8.772072553634644,30.166637471940486,3.376903625839077
89,23.3330180644989,900000,100,1.0552623271942139,13.905163526535034,-0.03078208,0.04041004180908203,16.800761711408757,2196.1222398281097,24.941830541548793,-6.489958745860503,24.429343223571777,-0.02859575,8.732585191726685,30.74166089972692,6.385861776467208
90,23.50425934791565,910000,100,1.054105520248413,14.081217050552368,0.016025007,0.03829073905944824,15.774408821691566,2220.778975248337,23.711301211437586,-4.804119535479738,24.598108768463135,0.016848847,8.740320444107056,30.638046802782032,6.335702774868836
91,23.591447830200195,920000,100,1.0936057567596436,14.10817289352417,0.0057553602,0.051955461502075195,17.117199343038124,2245.5699903964996,25.631426406352542,6.106593051793141,24.73759627342224,0.0076297377,8.80482029914856,30.813385388664575,3.0416127205379517
92,23.549253702163696,930000,100,1.0978398323059082,14.077975988388062,-0.013627942,0.04294228553771973,16.54675476521836,2270.32164812088,24.45374636371162,-6.414628329533116,24.690808296203613,-0.01152937,8.782798528671265,31.404932833528655,6.379121569661551
93,23.486259937286377,940000,100,1.0585927963256836,14.053916215896606,-0.0066415947,0.0428619384765625,16.216524778895774,2294.9691231250763,24.27883719074533,-5.606833827215512,24.588491439819336,-0.0068582254,8.750619888305664,31.46340902697465,6.485947508239054
94,23.609285831451416,950000,100,1.1534323692321777,14.147802352905273,0.0047971434,0.045907020568847656,16.660316388506725,2319.8349096775055,24.70117827936734,-3.3768659320483487,24.809277772903442,0.0058006104,8.786730527877808,30.01542508898364,5.370098315528004
95,24.536696672439575,960000,100,1.0734894275665283,14.730964660644531,0.017842295,0.04222869873046875,16.198888297011838,2345.5537741184235,24.332316123209548,-4.685168805687361,25.654568910598755,0.018501587,9.073990106582642,30.703837843686532,6.84366036007739
96,23.386415481567383,970000,100,1.0803561210632324,13.992946863174438,-0.0072870986,0.040856361389160156,15.821419872990283,2370.1260902881622,23.868182255605888,-4.406621000874566,24.508312940597534,-0.0068931715,8.710077285766602,31.254241514579668,7.176124501186647
97,23.52602767944336,980000,100,1.0534727573394775,14.044218063354492,-0.010638364,0.04351210594177246,16.493479402487516,2394.809789419174,24.029646881768766,-2.7630268224707377,24.62368631362915,-0.009774729,8.781500339508057,30.446749305261303,7.393799784045409
98,23.468624353408813,990000,100,1.0584313869476318,14.02731442451477,0.009965055,0.03994250297546387,16.45086514246624,2419.437958717346,24.52692376964522,-2.776745534917621,24.567769765853882,0.010402057,8.757206678390503,30.70466690136185,6.028566731828761
99,23.553138732910156,1000000,100,1.0562644004821777,14.068698167800903,-0.009249542,0.03782176971435547,16.066700594333682,2444.1444590091705,24.17354960699637,-5.214111389469471,24.64798069000244,-0.008722143,8.793245553970337,30.56474164298326,6.8110598278484815
100,23.45449662208557,1010000,100,1.0673828125,13.948140859603882,-0.010783869,0.03780007362365723,16.665489956867518,2468.7636330127716,24.470792143332915,-5.646217928799338,24.56023859977722,-0.010487286,8.82446026802063,30.106304663172846,5.95602340079146
101,23.473423957824707,1020000,100,1.064192533493042,14.076670408248901,-0.0068603945,0.03733515739440918,16.428578217685278,2493.394590616226,24.670163535820244,-3.789129434273553,24.575652837753296,-0.005797925,8.718766212463379,31.284073865504336,6.0233637677148435
102,23.49728751182556,1030000,100,1.0827126502990723,14.02347993850708,-0.016456824,0.03868913650512695,16.382592770160308,2518.0772836208344,24.660356589387064,-6.777797941289019,24.61942720413208,-0.015965967,8.788451433181763,30.524744560558183,5.048611009196439
103,23.386306762695312,1040000,100,1.0492560863494873,13.994466304779053,0.006089213,0.036183834075927734,15.87032575424492,2542.6128828525543,24.006133250986885,-5.470434835022156,24.47249674797058,0.007627499,8.71676516532898,30.885424414527787,6.343403768600617
104,23.323887586593628,1050000,100,1.0664341449737549,13.902049779891968,-0.0014674866,0.036052703857421875,16.700440823904362,2567.103496313095,24.902674143891495,-6.273757177723755,24.427093505859375,-0.00055631105,8.73714303970337,30.589550930312452,6.493630938151043
105,23.513249397277832,1060000,100,1.0803768634796143,14.090943336486816,0.01485318,0.039069414138793945,16.10856128758898,2591.7960526943207,23.627326933249464,-6.8116203345676025,24.633378505706787,0.015658423,8.746111392974854,32.585064415196506,7.814320052794963
106,23.569913387298584,1070000,100,1.0866169929504395,14.107378005981445,0.009472861,0.044916629791259766,16.508147019588687,2616.5551447868347,24.83375890881907,4.336570140031029,24.702270030975342,0.010621936,8.782470464706421,30.6870644568584,4.395449513288344
107,23.3791184425354,1080000,100,1.055448293685913,13.972025871276855,-0.005835733,0.04317450523376465,16.683247813303588,2641.093147754669,24.87783103513293,-3.156349259339322,24.478370666503906,-0.0052966247,8.729341268539429,30.13944115884475,5.885198397851161
108,23.552808046340942,1090000,100,1.0611724853515625,14.110383749008179,-0.0035006043,0.038702964782714844,15.55295878791377,2665.8078458309174,23.34555570195747,-2.907334530038025,24.65339469909668,-0.0022258728,8.75673508644104,30.715608518119865,6.8812297716918005
109,23.363830089569092,1100000,100,1.0721659660339355,13.891796112060547,0.011786243,0.043248653411865234,16.093895597881122,2690.343235015869,23.821458823011074,-5.962587936999308,24.480014085769653,0.013048407,8.788966417312622,30.562406907185224,7.054171427990887
110,23.464315176010132,1110000,100,1.0544438362121582,14.029909610748291,-0.007414453,0.03806471824645996,16.536209667040367,2714.9645521640778,24.334375459669076,-6.181605858757238,24.557454109191895,-0.0063045593,8.750661611557007,30.06000449778802,6.867598997242818
