train-PolicyExecTime,Time-Optimization,train-AverageReturn,n_timesteps,LossBefore,ItrTime,Time,Time-SampleProc,train-AverageDiscountedReturn,LossAfter,Time-Sampling,train-MinReturn,train-EnvExecTime,Itr,train-NumTrajs,train-MaxReturn,train-StdReturn
4.4892578125,0.27329492568969727,32.29769322529736,510000,-1.2004047e-05,7.726158380508423,480.0438277721405,0.07602906227111816,25.296584000940406,-0.00045272236,7.376485824584961,26.898970211940505,2.6571309566497803,50,100,36.180687964351684,1.6157669845972649
5.26746129989624,0.31807827949523926,32.67887185838068,520000,-1.1919994e-05,8.984559297561646,489.0442554950714,0.04128527641296387,25.605336966587164,-0.0055116937,8.624908924102783,29.338394216057583,3.075300931930542,51,100,36.14693603747473,1.4496965823117092
5.201561689376831,0.20716142654418945,32.840271989030114,530000,-1.1858308e-05,8.802560806274414,497.8637490272522,0.04738926887512207,25.669975623465294,-0.0029484562,8.547733306884766,29.625675106266716,3.0835940837860107,52,100,35.76907126266904,1.3643371806422342
3.3225107192993164,0.23039484024047852,32.9211604225275,540000,-1.1785557e-05,5.731898546218872,503.60412788391113,0.030384302139282227,25.66090559446072,-0.0042311163,5.470885992050171,29.48078425277462,1.9705615043640137,53,100,36.99988421173405,1.6615878629314997
3.503248929977417,0.20287036895751953,33.17896083702355,550000,-1.17231175e-05,6.0259623527526855,509.63994431495667,0.05815458297729492,25.858580703964343,-0.0038915174,5.764696836471558,28.89553091796566,2.0787365436553955,54,100,36.71001065226853,1.6498618459168009
3.539996385574341,0.2248826026916504,33.044309142347004,560000,-1.16468e-05,6.093596458435059,515.7432389259338,0.06169414520263672,25.722240385592013,-0.005894491,5.8068108558654785,28.997913168464823,2.079188823699951,55,100,37.18848227416878,1.5650379326864186
3.7818212509155273,0.23638916015625,33.1856121062481,570000,-1.156093e-05,6.547306776046753,522.3011050224304,0.043940067291259766,25.847744922010875,0.0014748927,6.266698598861694,29.33259100040341,2.2836549282073975,56,100,35.89861643242659,1.4651015254365343
4.0850605964660645,0.24733257293701172,33.46249139727891,580000,-1.1487269e-05,7.029740810394287,529.3423261642456,0.03678083419799805,26.07446049125467,-0.0035258415,6.745327472686768,29.326967126493248,2.4470505714416504,57,100,36.705152146700286,1.5839822907653227
5.007472038269043,0.2905240058898926,33.0700393940027,590000,-1.1426944e-05,8.582186222076416,537.9360568523407,0.04375028610229492,25.70644885296739,-0.0043476718,8.247368574142456,29.902911953588642,2.9874751567840576,58,100,36.40308201312825,1.476663654436657
5.196603536605835,0.3006608486175537,33.496835220046314,600000,-1.1336839e-05,8.92224931716919,546.8724300861359,0.05522727966308594,26.041295208503985,0.0009079459,8.565831899642944,30.70419633961472,3.0919079780578613,59,100,36.741723912145204,1.2475714039882897
4.428011655807495,0.2167203426361084,33.65058242364677,610000,-1.1265831e-05,7.512218713760376,554.3991968631744,0.028345108032226562,26.17105019062712,-0.0034669559,7.266926527023315,30.24691748976606,2.6121253967285156,60,100,37.054909724596044,1.4215423376356768
3.4838027954101562,0.20292258262634277,33.82766845492466,620000,-1.120982e-05,6.010044574737549,560.41943526268,0.06297492980957031,26.330865704007422,-0.0032881054,5.743921518325806,30.707334509902708,2.0734832286834717,61,100,37.47590694884893,1.4564090928842117
3.5728821754455566,0.21863770484924316,33.50444784353951,630000,-1.1157337e-05,6.11955714225769,566.548481464386,0.03190875053405762,26.023236520825968,-0.001626298,5.868792295455933,29.110752156417544,2.109222173690796,62,100,37.287158204924154,1.6251128679676887
3.578601837158203,0.23634982109069824,33.84978192741698,640000,-1.1092481e-05,6.121467113494873,572.679595708847,0.03021526336669922,26.319146415642354,-0.0013690025,5.854631423950195,30.3540005952692,2.0887997150421143,63,100,38.371583441797114,1.5605967991899694
4.06189489364624,0.2337357997894287,33.72363112689445,650000,-1.1045369e-05,6.976126670837402,579.6651878356934,0.07006454467773438,26.181792073141875,0.0048795063,6.672098636627197,30.78120520666706,2.3967361450195312,64,100,37.22556404100684,1.431362675114076
4.3220415115356445,0.2981564998626709,34.07472520226423,660000,-1.098888e-05,7.459026098251343,587.1356337070465,0.041748046875,26.476197566702854,-0.0009768197,7.118730068206787,30.189987026594025,2.5699918270111084,65,100,36.84342008855334,1.4379712260098156
5.354971647262573,0.25666022300720215,34.17705600539087,670000,-1.0939889e-05,9.107461214065552,596.2578523159027,0.046118736267089844,26.570679796403862,-0.0022832174,8.804406642913818,30.108885253297846,3.1769652366638184,66,100,37.79724532210886,1.5696168368347039
5.261052131652832,0.2086181640625,34.24304613038767,680000,-1.0897655e-05,8.841817855834961,605.1125981807709,0.03725934028625488,26.582857248085766,0.0020342194,8.595670700073242,30.782301635344336,3.0683090686798096,67,100,37.47236842880546,1.5013603365363315
3.4459805488586426,0.22267627716064453,33.89096392228669,690000,-1.0852876e-05,5.8960182666778564,611.0212504863739,0.02860260009765625,26.250189397974477,0.0018057255,5.64447021484375,29.807269679193315,2.0178465843200684,68,100,37.21941020554118,1.396563144576696
3.4848310947418213,0.23914670944213867,34.253616185109586,700000,-1.0811298e-05,5.978721618652344,617.0103678703308,0.021133899688720703,26.584474263434945,0.0032206823,5.718191862106323,29.01568548399814,2.035283327102661,69,100,37.61982168928615,1.4869079604845026
3.5093021392822266,0.22799086570739746,34.249947892627034,710000,-1.0749384e-05,6.033304452896118,623.0567209720612,0.03561568260192871,26.587157383336653,0.0020886112,5.769373655319214,29.751930166992967,2.073403835296631,70,100,37.662688866358316,1.5240176463890993
3.684828281402588,0.24025869369506836,34.11452194295052,720000,-1.0717566e-05,6.3531904220581055,629.4188709259033,0.04094099998474121,26.494696899902223,0.0014576195,6.071661949157715,30.568304231327346,2.192352294921875,71,100,37.46493285635348,1.4131020662025078
4.0848143100738525,0.23347997665405273,33.93779218851136,730000,-1.0681828e-05,7.045510292053223,636.4762845039368,0.06828951835632324,26.317814892821897,-0.00020877011,6.743507623672485,30.109898145879907,2.44506573677063,72,100,36.803836300524715,1.4574961524658911
4.958594560623169,0.28350353240966797,34.4156444427595,740000,-1.0633208e-05,8.548137426376343,645.0352494716644,0.04654860496520996,26.746202280747966,0.00403107,8.21772575378418,31.24614210861846,3.007223606109619,73,100,38.21282272148461,1.5947118515257415
3.9477548599243164,0.21001935005187988,34.464682191210386,750000,-1.0572386e-05,6.7280919551849365,651.7780048847198,0.04362201690673828,26.79331033088363,-0.0029269643,6.474160671234131,31.173518726921625,2.3237316608428955,74,100,36.702112500756385,1.263888181596755
3.440136194229126,0.20686936378479004,34.32859979339828,760000,-1.05130985e-05,5.928582429885864,657.7165536880493,0.06188249588012695,26.623337854687954,0.00075531553,5.659616470336914,30.58914287812038,2.0395169258117676,75,100,36.661980869501676,1.3149678907789328
3.5803914070129395,0.23131585121154785,34.536545801093844,770000,-1.049253e-05,6.148019552230835,663.8741676807404,0.03255414962768555,26.765485286050907,-9.8729666e-05,5.883850574493408,31.71939993903582,2.1138460636138916,76,100,37.66523559662812,1.3459975407841265
3.720639944076538,0.21342754364013672,34.32033518473651,780000,-1.0442308e-05,6.341846942901611,670.2256574630737,0.06088066101074219,26.612514175902387,-0.0014769757,6.067276239395142,30.19043646995998,2.153372287750244,77,100,37.32893219352373,1.524048492822543
4.26136040687561,0.24748945236206055,34.47661984231965,790000,-1.0395574e-05,7.2779364585876465,677.5138692855835,0.03733682632446289,26.6978311329156,-0.0015527606,6.992844343185425,31.172897050929993,2.5017127990722656,78,100,37.57745776163209,1.488789808493056
4.788686752319336,0.28847289085388184,34.30394940584594,800000,-1.0340486e-05,8.249433040618896,685.7756350040436,0.04390430450439453,26.532742994053717,-0.0017255205,7.916654109954834,30.636540779435126,2.8802225589752197,79,100,37.69948086923473,1.6632566595649796
5.406797885894775,0.27630066871643066,34.69029343295107,810000,-1.0307861e-05,9.207513809204102,694.9976108074188,0.04288959503173828,26.940925294548364,0.00930943,8.887923240661621,31.462934995269705,3.2032713890075684,80,100,38.270670402603294,1.433262317136479
5.061466693878174,0.28843235969543457,34.83143084126983,820000,-1.0272328e-05,8.728091478347778,703.7407066822052,0.08616256713867188,26.99841030119486,-0.002449424,8.353198051452637,32.02612291613226,3.0349605083465576,81,100,38.09214605427292,1.2649904625742814
5.515623569488525,0.29376721382141113,34.495312271538644,830000,-1.022563e-05,9.344492673873901,713.101719379425,0.03515267372131348,26.67213354893124,-0.0008309565,9.015278577804565,31.174494760378888,3.2187647819519043,82,100,38.01228108795486,1.4279594028779983
3.860414743423462,0.21393394470214844,34.50259965414064,840000,-1.0177879e-05,6.5870232582092285,719.703206539154,0.05567312240600586,26.678099187210915,-0.0012253588,6.31721568107605,31.13020897918036,2.2534666061401367,83,100,38.17279186914202,1.5184411050554782
3.455892562866211,0.2188427448272705,34.585145206542265,850000,-1.01184e-05,5.979344844818115,725.6938979625702,0.051476240158081055,26.747492936038057,-0.0029800553,5.708797216415405,31.36979426330742,2.069619655609131,84,100,37.516614207351374,1.4280403155425119
3.454436779022217,0.24788427352905273,34.64013932223528,860000,-1.0075498e-05,5.994180679321289,731.6987519264221,0.03667736053466797,26.779630354927637,6.140703e-05,5.709362268447876,31.541516745355196,2.0709729194641113,85,100,37.78053513541365,1.4369577302004277
3.4939324855804443,0.22796845436096191,34.56084278893204,870000,-1.0010973e-05,6.027831792831421,737.7370584011078,0.044828176498413086,26.733173719810534,0.0016525891,5.75472617149353,31.03049486363659,2.075706958770752,86,100,37.705706331453875,1.3923995658513872
4.051532030105591,0.23053503036499023,34.573797038498036,880000,-9.953283e-06,6.955630540847778,744.7024726867676,0.06442856788635254,26.727160813636644,0.003284149,6.6604578495025635,31.667602839683624,2.401700735092163,87,100,38.20295139658268,1.3947731413558548
4.844327688217163,0.2828488349914551,34.26926437729427,890000,-9.917414e-06,8.335819482803345,753.0508267879486,0.05353212356567383,26.440362103234282,0.0040435106,7.999144554138184,31.355672905211193,2.906939744949341,88,100,37.382359879759385,1.504209936442576
3.8581957817077637,0.21321678161621094,34.59988361023562,900000,-9.872049e-06,6.6414549350738525,759.7074406147003,0.053430795669555664,26.734790521601703,0.0030798856,6.37447714805603,31.15336386781339,2.315272569656372,89,100,38.14384764214228,1.590532344311521
3.7787880897521973,0.21520137786865234,34.69943793864855,910000,-9.815419e-06,6.427148818969727,766.1440935134888,0.05530190467834473,26.84168223430929,0.0023260992,6.156153917312622,31.877302037255166,2.1689369678497314,90,100,38.33389018457425,1.338232679532957
3.555466890335083,0.22946643829345703,34.59279394422474,920000,-9.78958e-06,6.101681709289551,772.2574470043182,0.03164792060852051,26.710395116753933,0.0004267848,5.840317964553833,31.277040793264582,2.098294496536255,91,100,38.20138639397941,1.3463405133728983
3.576296329498291,0.2237708568572998,34.5975033496694,930000,-9.723377e-06,6.142414808273315,778.409330368042,0.03208613395690918,26.732535780824474,0.0008253179,5.886179208755493,31.267184287640536,2.121164321899414,92,100,37.28829516015176,1.4801201714653756
4.148054838180542,0.2383124828338623,34.57588482191071,940000,-9.685367e-06,7.141804456710815,785.5612592697144,0.0625467300415039,26.721932500641202,0.00061482354,6.840723991394043,31.107208469724153,2.477972984313965,93,100,38.23927504543725,1.439534439168015
4.884048938751221,0.2919187545776367,34.94744843616343,950000,-9.640883e-06,8.373555183410645,793.9454550743103,0.03889322280883789,27.09251583835508,-0.0013730627,8.04244613647461,31.64642723103036,2.898003101348877,94,100,37.938131669566644,1.3939586406925106
5.473196983337402,0.31279444694519043,34.50407973379225,960000,-9.589199e-06,9.36067247390747,803.3222551345825,0.046945810317993164,26.6297765174188,-0.001416687,9.000578880310059,31.48142853555203,3.24957013130188,95,100,38.37155720043336,1.4497315680061496
5.269958972930908,0.37124061584472656,34.962246877898615,970000,-9.553533e-06,9.073421716690063,812.4137978553772,0.047368526458740234,27.08408320443543,0.0002475707,8.654519319534302,31.06544011642826,3.104116201400757,96,100,38.356078613917546,1.3979053663076448
4.98388409614563,0.2886238098144531,34.7203979885817,980000,-9.52961e-06,8.566671133041382,820.9969232082367,0.044443607330322266,26.839667654232112,0.0023795743,8.233229160308838,31.12261017986569,2.991093158721924,97,100,38.12749480858153,1.4220319141015503
3.6218347549438477,0.2072618007659912,34.99928206877652,990000,-9.457663e-06,6.2424163818359375,827.2543766498566,0.05891013145446777,27.06002511893306,-0.0008290099,5.9724509716033936,30.709220517375762,2.152155637741089,98,100,38.0430907219637,1.3678311011634021
