Time-Sampling,train-StdReturn,train-NumTrajs,train-AverageReturn,Time-Optimization,train-EnvExecTime,Time,LossAfter,Time-SampleProc,ItrTime,train-MaxReturn,LossBefore,n_timesteps,train-MinReturn,train-PolicyExecTime,Itr,train-AverageDiscountedReturn
23.792064666748047,3.689693243974144,100,27.30646865951425,1.0491869449615479,9.025415420532227,572.8211641311646,-0.06652428,0.11093664169311523,24.952857494354248,32.7680746345441,-0.01599838,230000,13.688976097997292,14.076826333999634,22,21.78404889089323
23.61649775505066,3.14109196797606,100,27.787385331286973,1.056792974472046,8.92709469795227,597.6876132488251,-0.028539123,0.13241219520568848,24.806451320648193,32.59250767256606,0.0026776732,240000,14.927922568054461,13.996590852737427,23,22.187767034271683
23.65386939048767,2.5306667598463686,100,28.209444929311715,1.0640673637390137,8.961912631988525,622.5788433551788,-0.049321093,0.1126565933227539,24.83130693435669,33.15708451434499,-0.025382495,250000,16.023901537183256,14.007084608078003,24,22.48357628835168
23.73838973045349,2.6568042854656007,100,28.853408292377566,1.0564510822296143,8.971871614456177,647.5469784736633,-0.051272124,0.11308145523071289,24.908777475357056,32.020150919563484,-0.0019550414,260000,7.853165853787315,14.08665657043457,25,23.13361429368057
23.674233198165894,2.541732071154943,100,28.755865688617586,1.0828509330749512,8.95182490348816,672.4903199672699,-0.028508222,0.12635207176208496,24.884228467941284,32.563839136223855,-0.0010670593,270000,9.198470184402437,14.026949405670166,26,23.025538851195247
23.643500089645386,1.588139824430731,100,29.005193910953498,1.0846855640411377,8.91685700416565,697.3923680782318,-0.05162534,0.11041760444641113,24.839245319366455,32.72437268741102,-0.0014996827,280000,25.381367174189343,14.038134574890137,27,23.16122157418332
23.53955316543579,1.5519924387949773,100,28.827284534686186,1.0874364376068115,8.946606874465942,722.1891503334045,-0.0045370054,0.107086181640625,24.73480534553528,32.39021854477337,0.004799317,290000,25.719536568681917,13.90391731262207,28,23.022577468255466
23.571849584579468,2.147219360175967,100,28.739538511162312,1.037968397140503,8.897677898406982,746.969845533371,-0.030377539,0.11251664161682129,24.723074913024902,32.53848567177352,-0.01188197,300000,15.605593640068317,13.985437631607056,29,22.982147176724684
23.654320240020752,1.885935500254372,100,28.671985224514888,1.052870273590088,8.963663578033447,771.8750507831573,-0.010636817,0.13387751579284668,24.84184980392456,32.66178693655565,-0.00086988526,310000,20.163503503415928,14.00688123703003,30,22.92536333716552
23.580426692962646,1.43051443957804,100,28.453013488769912,1.0280098915100098,8.948795080184937,796.6558163166046,-0.059682753,0.11089277267456055,24.72014546394348,32.83169485551196,0.001733612,320000,25.37192183560327,13.92494511604309,31,22.715290593146474
23.25790238380432,10.413982188721455,100,14.174761460351283,1.082977533340454,8.58307933807373,821.1648235321045,-0.28514528,0.10588574409484863,24.44748044013977,31.446607381429327,-0.024095776,330000,-5.712169859895977,13.988789558410645,32,14.60027012538902
23.645342111587524,1.4453250605187915,100,29.154640186862622,1.0535264015197754,8.917420864105225,846.0357348918915,-0.0048751268,0.11343121528625488,24.813004732131958,32.26318287096697,0.01040741,340000,24.97803894782632,14.0388343334198,33,23.338901441241706
23.611416578292847,1.5168475562183092,100,28.678835373804596,1.0718615055084229,8.939632415771484,870.8846762180328,0.006270593,0.10677766799926758,24.790809869766235,31.75404763495963,0.002118164,350000,25.198884825707236,13.98645544052124,34,22.878690468986303
23.697686433792114,1.7122788042599029,100,28.70708331462187,1.0447547435760498,9.013714075088501,895.7874946594238,-0.012497087,0.10247278213500977,24.845510959625244,32.14895458426565,-0.0041816835,360000,25.30256157585208,13.991571426391602,35,22.900073395508475
23.659475088119507,1.5308745835404114,100,28.99496465168501,1.057246208190918,8.896193981170654,920.6738991737366,-0.0004899353,0.10951638221740723,24.82695460319519,32.801378742060365,0.008194476,370000,25.05906506105387,14.07199764251709,36,23.160023430645456
23.626421689987183,1.5292313836913323,100,28.639254758295227,1.0166428089141846,8.965996980667114,945.4923076629639,0.015711278,0.11183500289916992,24.755501985549927,32.31500469523791,0.019598544,380000,24.628990520296025,13.982250928878784,37,22.837360350277095
23.68123984336853,1.5534461025909418,100,28.979778620224284,1.0797374248504639,8.96571135520935,970.419107913971,-0.002875299,0.10676002502441406,24.868412494659424,32.86480006894327,0.00057421875,390000,25.905256774512935,14.035345315933228,38,23.14704158049484
23.619858264923096,1.4094581013616851,100,28.829242867525203,1.0692138671875,8.947639465332031,995.2788796424866,-0.021519884,0.1063532829284668,24.79607892036438,32.65522394322712,0.009854931,400000,25.37458891582382,13.986612558364868,39,23.059207735888325
23.66436743736267,1.4569727659448997,100,28.78805462289592,1.018740177154541,8.945815324783325,1020.167501449585,-0.019968128,0.14647793769836426,24.830272674560547,32.32313037636871,-0.016049644,410000,25.680130460849462,14.029106855392456,40,22.992229428949134
23.586534023284912,1.5917469103572268,100,28.978363923601673,1.0765676498413086,8.978521823883057,1045.0063831806183,0.0027193725,0.11422252655029297,24.778037071228027,32.72162083469167,0.0034594117,420000,25.281697983461736,13.915237665176392,41,23.17643076553725
23.73923945426941,1.5994856515799285,100,28.92917427553685,1.095381259918213,8.943336248397827,1070.02375125885,-0.025558228,0.12127089500427246,24.956608772277832,33.2583848357988,9.210815e-05,430000,25.091481863532803,14.10675573348999,42,23.136475949885952
23.753843307495117,1.7187164301653939,100,28.92773759240416,1.0664122104644775,8.997846126556396,1095.0094904899597,0.00567395,0.10399818420410156,24.924885511398315,32.55920088042148,0.01891529,440000,25.62238863826258,14.064719676971436,43,23.158346765379125
23.986203908920288,1.4528103411670237,100,28.896075171658026,1.0653917789459229,9.045623302459717,1120.248125553131,-0.025153836,0.12894558906555176,25.18114137649536,31.791384543062275,-0.021335352,450000,24.784220745123573,14.250226497650146,44,23.09964131738249
23.69148278236389,1.5366866954058485,100,28.781422423889666,1.0751500129699707,8.954245567321777,1145.2114799022675,-0.010245435,0.1399221420288086,24.907217502593994,31.950875002526622,-0.0038285889,460000,24.365809299164827,14.047751903533936,45,22.986451413125895
23.810538053512573,1.41363147599302,100,28.993619049970658,1.077775001525879,8.963188648223877,1170.3143136501312,-0.020396216,0.14934706687927246,25.038367748260498,31.415673384479764,-0.002834674,470000,25.398713123136933,14.142754316329956,46,23.203163963612592
23.75948429107666,1.6519522417539694,100,29.05949900804752,1.074253797531128,9.000694990158081,1195.316320180893,-0.0016187866,0.1080782413482666,24.94250774383545,32.77998411963184,0.024018256,480000,25.497426386510487,14.060481071472168,47,23.221070979545065
23.609334230422974,1.591496764755462,100,29.07320422545199,1.0510473251342773,8.945038318634033,1220.148952960968,-0.052200757,0.11097979545593262,24.771976709365845,33.02533756408492,0.0026092224,490000,25.320809216575963,13.976837635040283,48,23.257625119627196
23.73345422744751,1.6789217133597583,100,29.28329411484503,1.0750761032104492,8.978191375732422,1245.1458916664124,-0.06451573,0.1262955665588379,24.935458183288574,33.458995162231965,0.0060707596,500000,25.202114934694112,14.068681478500366,49,23.1993650008314
23.633575916290283,4.243191344272126,100,16.925086797515508,1.0687165260314941,8.972696542739868,1270.019653558731,-0.008958438,0.10721683502197266,24.810230493545532,28.063501965745107,-0.008542753,510000,8.299425634751794,13.983146905899048,50,14.436287123390668
23.807761907577515,3.7425317118511936,100,16.39448017339639,1.0365791320800781,9.02189302444458,1295.0356068611145,-0.25160873,0.11354541778564453,24.958534717559814,25.007628977464222,-0.0258542,520000,3.5968833588115805,14.10093903541565,51,13.97622553821618
23.80071210861206,1.620281977444346,100,29.84983770583631,1.075718879699707,9.04736614227295,1320.0829119682312,-0.24037129,0.10643315315246582,24.98356580734253,33.55523934710244,-0.021960108,530000,25.40785750852077,14.070651769638062,52,23.375062697754853
23.770248413085938,1.525761410651704,100,28.93382264151915,1.0385355949401855,9.020299911499023,1345.0728116035461,-0.22478491,0.11974573135375977,24.929216384887695,32.214472216857196,-0.00083513185,540000,24.995961051503823,14.048057794570923,53,23.119557059046706
23.90854811668396,1.4617861607735732,100,29.129353953011496,1.0396194458007812,9.006237030029297,1370.1944785118103,-0.048391823,0.11011242866516113,25.05894374847412,32.41970306741057,-0.00667521,550000,25.793541865618376,14.212058782577515,54,23.289536153333664
23.64431357383728,1.6249439431473223,100,28.65746546186931,1.053088665008545,8.970085144042969,1395.064864873886,-0.03575576,0.1145622730255127,24.812623739242554,32.89411750608661,0.0066461363,560000,24.537465115730704,13.987179517745972,55,22.851333188251964
23.666004180908203,1.6301463203706756,100,28.78161783070362,1.042328119277954,8.954977750778198,1419.977933883667,-0.06533264,0.14351415634155273,24.852508544921875,32.14052164236415,-0.0066688964,570000,25.13271621551209,14.016994953155518,56,22.998661872117328
23.77365803718567,1.6586538882185344,100,28.97191311936163,1.0527610778808594,8.962621450424194,1444.979890346527,-0.29623616,0.11478114128112793,24.94204306602478,32.987896173362806,-0.007450183,580000,22.895899215516454,14.100338459014893,57,23.175336767640395
23.504575729370117,2.010232634352722,100,28.837500337575257,1.0672383308410645,8.78525424003601,1469.7175545692444,-0.17669663,0.10780119895935059,24.680253982543945,33.39116093694844,0.009903729,590000,22.88703867403318,14.027535200119019,58,20.163696710635566
