Itr,train-EnvExecTime,Time-Optimization,train-StdReturn,train-NumTrajs,ItrTime,n_timesteps,Time,train-MaxReturn,train-AverageDiscountedReturn,train-PolicyExecTime,train-MinReturn,Time-Sampling,LossBefore,Time-SampleProc,LossAfter,train-AverageReturn
102,2.8367602825164795,0.6621994972229004,12.088609176791476,100,8.67158055305481,1030000,964.5366470813751,41.22931960435474,6.7526950494532185,4.8916099071502686,-16.275310274341763,7.994766712188721,0.0046260497,0.014342069625854492,-0.00034069823,20.908315989961682
103,3.827943801879883,0.5574648380279541,10.480311090569076,100,11.302879333496094,1040000,975.8728988170624,40.18781960944343,6.057504984653959,6.550555467605591,-7.62148909587277,10.729978084564209,0.0064852783,0.014970779418945312,-0.006633728,20.160217644524653
104,3.297858715057373,0.5298442840576172,10.856154827905998,100,9.781142950057983,1050000,985.676365852356,41.4103810441402,7.671156914331583,5.619245290756226,-17.382441279926518,9.236987352371216,-0.01284541,0.01406550407409668,-0.017497852,22.55054230980663
105,3.2315986156463623,0.7341594696044922,12.361121555628912,100,9.893805980682373,1060000,995.5873577594757,42.23689039022686,6.057101128168847,5.596291780471802,-18.455121084971587,9.132509231567383,-0.013738183,0.02680349349975586,-0.037875988,19.988881498291175
106,3.5392508506774902,0.6366593837738037,13.983365983513174,100,10.594850540161133,1070000,1006.2189166545868,41.8477058653331,5.17289339786473,6.0753161907196045,-32.85460194366523,9.940459728240967,0.033915672,0.01734018325805664,-0.0088422485,18.807720394579754
107,3.054333448410034,0.5390594005584717,12.821493018792532,100,9.158308982849121,1080000,1015.407657623291,40.287283086753625,6.861935692189969,5.259472608566284,-13.682503145015232,8.6021409034729,0.033474974,0.01682901382446289,0.024726758,21.26239766777328
108,3.6243691444396973,0.6290771961212158,12.456732081940315,100,10.797367572784424,1090000,1026.2230970859528,39.904110663390384,5.771993806010293,6.184566497802734,-18.517185533745824,10.148371458053589,0.005248035,0.01960134506225586,0.0077722413,19.888291890985254
109,3.06506609916687,0.5364601612091064,10.718352041685328,100,9.132846117019653,1100000,1035.3823387622833,39.108952060876284,6.529114189379561,5.231835126876831,-7.120037446787133,8.58277940750122,0.010711486,0.013297796249389648,0.0072781495,20.59073977202266
110,3.6270129680633545,0.6621882915496826,14.813167758682598,100,10.800111532211304,1110000,1046.1997256278992,37.76620225883179,3.650429459055999,6.152008771896362,-39.07591352597263,10.110666990280151,-0.0061136964,0.026439666748046875,-0.009209424,16.89815922355854
111,3.0115299224853516,0.5372884273529053,10.808777284935452,100,8.807224750518799,1120000,1055.032318353653,43.68301231395743,6.252015263070436,4.968452453613281,-7.678612483319274,8.256662130355835,-0.010858985,0.012843847274780273,-0.016523877,20.424513487928426
112,3.6754543781280518,0.6418023109436035,13.010600874439906,100,10.819561958312988,1130000,1065.8800311088562,42.068123348659995,6.330456171147831,6.14261531829834,-26.501142004209154,10.158092498779297,0.021654101,0.0192716121673584,0.013796704,20.784702560646608
113,3.080007314682007,0.5239357948303223,12.723910017746142,100,9.16705060005188,1140000,1075.0753982067108,42.24031536101402,6.40235295118124,5.259926080703735,-29.82824817031765,8.629329919815063,-0.037392348,0.013533830642700195,-0.068215415,20.876863899717367
114,3.646608352661133,0.6344394683837891,13.388135339128441,100,10.784635782241821,1150000,1085.8773880004883,41.98009268291886,5.9317026572270155,6.1463634967803955,-33.33243523559396,10.130289077758789,-0.034340505,0.019589900970458984,-0.038214196,20.064182416550217
115,3.467268705368042,0.6306717395782471,13.102286196701865,100,10.394530534744263,1160000,1096.2976677417755,42.953842675110565,5.661817009898342,5.957967281341553,-15.721146749332332,9.745967864990234,0.03265598,0.01745009422302246,0.0067660157,19.129476467658424
116,2.7824835777282715,0.561586856842041,10.341492245646641,100,8.406784057617188,1170000,1104.7288258075714,38.439165512255876,6.968302405721415,4.778003931045532,-23.61963956435822,7.831495046615601,-0.021691175,0.013418912887573242,-0.02356582,21.864121025083563
117,3.837501287460327,0.6303565502166748,10.761742084617126,100,11.40569019317627,1180000,1116.1561169624329,39.93289885328428,5.924473414954336,6.567092418670654,-21.05029965059705,10.757076025009155,0.007858386,0.017942190170288086,0.0032182983,20.17008370302847
118,3.4257500171661377,0.5772838592529297,13.358426636061843,100,10.16224193572998,1190000,1126.3447577953339,43.01823114522482,6.127919858856516,5.83137059211731,-34.26989816444399,9.567988395690918,0.0010847657,0.01668715476989746,-0.004643115,20.21509081155527
119,2.8083245754241943,0.5712594985961914,10.159155348795405,100,8.553382635116577,1200000,1134.918804883957,39.52490784818272,7.806368053073625,4.891689777374268,-12.511848569992496,7.966230630874634,-0.016854651,0.01541590690612793,-0.033831604,22.768023679325164
120,3.8483405113220215,0.5687212944030762,10.47658180648662,100,11.353850603103638,1210000,1146.2938573360443,41.37283814076165,7.517140915476879,6.567498445510864,-3.919754552031637,10.769958257675171,0.01837422,0.014865636825561523,0.01563938,22.496785742101082
121,3.32735538482666,0.5686378479003906,11.13052666935723,100,9.950774669647217,1220000,1156.2673161029816,41.475080234735856,5.826784585536399,5.731140851974487,-25.73084447936294,9.367678165435791,-0.018188696,0.014168024063110352,-0.02671897,19.761332634386097
122,3.438288688659668,0.6378703117370605,12.509415310755402,100,10.329809427261353,1230000,1166.619200706482,41.16172450743317,5.6028215105755566,5.914515733718872,-22.67986779452599,9.673377513885498,0.0014466797,0.018218517303466797,-0.008767432,19.345134169727245
123,3.484675645828247,0.5738749504089355,11.475991338779416,100,10.286941051483154,1240000,1176.9331057071686,40.887188642075294,6.2655569258927155,5.884156942367554,-14.798706932939947,9.691854476928711,-0.009301319,0.020861148834228516,-0.020448657,20.348345790004874
124,2.7931604385375977,0.5778894424438477,11.77344795014309,100,8.432166814804077,1250000,1185.387288093567,39.255288282262036,6.772090024757289,4.785231828689575,-33.43133077451937,7.840389251708984,0.007268799,0.013588666915893555,0.0032384156,21.402449065727232
125,3.8621201515197754,0.5854403972625732,10.043993704119213,100,11.41562271118164,1260000,1196.8257610797882,40.623229427133126,7.428702736962663,6.6008970737457275,0.4766559453573138,10.812488794326782,-0.0043728026,0.01743459701538086,-0.02913484,22.32993015625825
126,3.37975811958313,0.5771009922027588,11.251884549560916,100,10.03791880607605,1270000,1206.8852450847626,38.92107038390146,5.519267400611914,5.754380464553833,-12.51983205310185,9.44480013847351,-0.006223523,0.015760183334350586,-0.008215771,19.492423515939336
127,3.35965895652771,0.6100597381591797,13.419544385471577,100,10.00982928276062,1280000,1216.9185211658478,41.11667728057061,5.319044381392478,5.714658975601196,-21.635958017870074,9.38401198387146,0.007129932,0.015076160430908203,-0.005128125,19.382040942918454
128,3.2279393672943115,0.5106513500213623,13.73863683361601,100,9.554118156433105,1290000,1226.499242067337,43.955392939252654,6.35257317393931,5.493268728256226,-23.549994245434185,9.029153823852539,-0.009241528,0.013920307159423828,-0.03249707,20.394805043603004
129,3.3939342498779297,0.6803820133209229,12.682957997643582,100,10.268490552902222,1300000,1236.7872030735016,42.01076800963664,6.022702412631995,5.8562538623809814,-24.10819707456824,9.564998626708984,-0.018109497,0.022693872451782227,-0.021636475,20.583477889644815
130,3.165295362472534,0.8731980323791504,13.593663381855237,100,9.642460107803345,1310000,1246.4554891586304,39.46947571768374,6.582437477478704,5.2981085777282715,-65.45384470466189,8.75693941116333,0.025529394,0.01201486587524414,0.010197205,21.22141639683738
131,3.3535728454589844,0.7307543754577637,14.596995801494554,100,10.003698825836182,1320000,1256.492833852768,39.75829277960978,6.452818111832861,5.583969831466675,-64.17380732193219,9.249149560928345,-0.0010429687,0.02346205711364746,-0.000493042,20.805913240559526
132,3.2531542778015137,0.5121147632598877,11.674758578498457,100,9.643914937973022,1330000,1266.1629905700684,40.790545681281124,7.078232697890546,5.572351694107056,-29.626899634362076,9.120565176010132,0.0330885,0.010905027389526367,0.0143944705,21.656694298611455
133,3.4067907333374023,0.7438654899597168,12.493595396453946,100,10.303925037384033,1340000,1276.4843485355377,38.45345833245945,6.871427646798594,5.815401554107666,-24.369584648809013,9.534520149230957,-0.006005078,0.025202274322509766,-0.0054439455,21.1064535745714
134,3.2281174659729004,0.5187218189239502,11.4329373500104,100,9.64717721939087,1350000,1286.1611382961273,41.56467051854666,6.283929380547696,5.583350658416748,-8.246221430059435,9.115310668945312,-0.011137927,0.012812614440917969,-0.025652882,20.44597347505137
135,3.4316866397857666,0.7417564392089844,11.329816449465813,100,10.334797382354736,1360000,1296.5148253440857,40.35317362943049,6.2588248878875685,5.821429252624512,-15.13213345707136,9.569049596786499,0.015286426,0.023618698120117188,0.0142308595,20.321241541073885
136,3.2194645404815674,0.5344841480255127,12.220277548030499,100,9.634243249893188,1370000,1306.1762058734894,42.117267232837364,6.7966645707879705,5.561858415603638,-20.992744268431952,9.084563732147217,-0.013916345,0.014715433120727539,-0.016175281,20.85944089702481
137,3.352342367172241,0.746086835861206,11.760794733931089,100,10.136722564697266,1380000,1316.3313345909119,39.50770431307801,6.480313980856586,5.699141025543213,-14.69329796977302,9.362855672836304,-0.0046625976,0.027399301528930664,-0.013197815,20.779334855222213
138,3.500007152557373,0.6391263008117676,10.819117300709806,100,10.437205076217651,1390000,1326.803567647934,41.38530444155579,6.782808962445149,5.956510543823242,-11.821953144500345,9.779323816299438,0.005795288,0.018352270126342773,0.0015633545,21.265620171488028
139,2.9814484119415283,0.5184464454650879,12.643331239314858,100,8.943417310714722,1400000,1335.7734303474426,39.28557780779671,6.103498646606307,5.148158311843872,-39.62303366677036,8.412222385406494,0.03436986,0.012453317642211914,0.026047876,20.565963643009905
140,3.703657627105713,0.6196210384368896,11.901468715743889,100,10.95437741279602,1410000,1346.745893239975,41.28818900187929,6.090962935114448,6.271769762039185,-15.408181455868906,10.312346458435059,0.014722265,0.02211308479309082,-0.01440166,20.236519298829567
141,3.4702160358428955,0.5765070915222168,12.334346472763276,100,10.337390661239624,1420000,1357.1099789142609,37.801037178467205,5.374661422050384,5.950420618057251,-35.75898033692042,9.741896629333496,0.008098071,0.018627643585205078,-0.0030027223,19.495567581685123
142,2.8003625869750977,0.5771007537841797,12.671790720654947,100,8.463838815689087,1430000,1365.596498966217,41.89791721818046,5.9069655243652015,4.7996039390563965,-25.981653281778005,7.869714736938477,-0.0024802857,0.016625165939331055,-0.015876368,19.907665912445754
143,3.8956010341644287,0.5820157527923584,12.44663334059814,100,11.448579549789429,1440000,1377.0673727989197,36.79048662267981,6.377183832504755,6.594498157501221,-22.339370946843776,10.84784197807312,-0.006612903,0.018394947052001953,-0.017991235,20.34778414858375
144,2.8014707565307617,0.577284574508667,11.022621960109216,100,8.504541158676147,1450000,1385.5960381031036,38.68464394680469,6.265044840585356,4.838552951812744,-14.665185926262037,7.909604549407959,-0.003267505,0.017125368118286133,-0.013286438,20.54269664999297
145,3.908493757247925,0.578956127166748,10.75500328712362,100,11.43138837814331,1460000,1397.0495541095734,39.00216204580128,7.573587805548078,6.56956672668457,-20.49972789441909,10.834056377410889,-0.015890919,0.01802515983581543,-0.035154004,22.290242420922482
146,2.7948827743530273,0.5677146911621094,10.63045578789781,100,8.474255800247192,1470000,1405.5454058647156,42.119549290388235,6.724026618873131,4.833790063858032,-14.222421976724323,7.890872001647949,-0.022575196,0.015312910079956055,-0.043725733,21.380601005843754
147,3.874448776245117,0.7059645652770996,12.114547695232346,100,11.545351266860962,1480000,1417.1131002902985,40.60167070210125,6.697058495158761,6.591401815414429,-31.281410586932488,10.82177472114563,0.01792605,0.01718449592590332,0.008974023,20.903781655490146
148,3.809004306793213,0.5863518714904785,12.690195026642291,100,11.234476804733276,1490000,1428.3828568458557,40.15542260153471,5.460174692915501,6.472820997238159,-28.52878543576989,10.631259202957153,-0.0021222534,0.016503572463989258,-0.024177235,19.54444833745749
149,3.249504327774048,0.8466098308563232,12.131328205861744,100,9.811552286148071,1500000,1438.2161178588867,40.00826013484456,6.985603998659104,5.395050048828125,-13.86551418279969,8.94390344619751,-0.0053182617,0.02074432373046875,-0.025374915,21.637333840656634
150,3.2005393505096436,0.738675594329834,12.7090173819562,100,9.581696510314941,1510000,1447.8172380924225,38.52998597640422,4.821022801024293,5.316784381866455,-36.18717498288214,8.816316604614258,-0.0049611083,0.026336193084716797,-0.008351049,18.73270446981762
151,3.3627700805664062,0.524644136428833,12.298911319712436,100,10.046853303909302,1520000,1457.8974277973175,38.5979574876031,6.4692403712430915,5.8308610916137695,-16.38523880173931,9.506877422332764,0.016595507,0.014938116073608398,0.009895679,20.703457244069995
152,2.8347692489624023,0.520305871963501,12.261334855843476,100,8.512210607528687,1530000,1466.4279663562775,40.050094199487845,5.03486396006171,4.877035617828369,-14.008483158503417,7.9768171310424805,-0.032081593,0.013948202133178711,-0.03457566,18.801280266226485
153,3.4197299480438232,0.736931324005127,11.533798695677751,100,10.315612554550171,1540000,1476.760660648346,38.79471776871898,6.437459484534336,5.818804502487183,-21.6711390277925,9.554996728897095,0.009011962,0.023128747940063477,-0.02705415,20.612127162353826
154,3.4365317821502686,0.6283924579620361,10.036789512154401,100,10.272239446640015,1550000,1487.0596222877502,38.86775826084837,7.54015778992944,5.865218639373779,-10.889766932499157,9.620029211044312,0.011459057,0.023500680923461914,0.01360022,22.279511664477777
155,3.460263729095459,0.5725243091583252,12.65853159690006,100,10.264490842819214,1560000,1497.3510596752167,42.30951365640304,6.148976519458392,5.888964653015137,-20.65986021414741,9.67504620552063,-0.00580166,0.01661086082458496,-0.025892774,20.29786408449972
156,3.3784308433532715,0.564288854598999,12.262300244051932,100,10.032961368560791,1570000,1507.4076521396637,40.6319221170354,6.771659080446108,5.753624439239502,-22.651433871258885,9.451069593429565,-0.0065841307,0.017261743545532227,-0.02257876,20.96494370526888
157,3.323782444000244,0.5334973335266113,8.914697357804359,100,9.974090337753296,1580000,1517.4055206775665,38.86312514493331,7.709255640902856,5.792300224304199,-10.619811702758364,9.427950382232666,0.023134375,0.01238703727722168,-0.0030419922,22.593415846142058
158,3.0596065521240234,0.7331328392028809,11.931788662638999,100,9.297914981842041,1590000,1526.7228634357452,38.373937132752786,5.831645259650617,5.193367958068848,-18.25258020146522,8.537793636322021,-0.0051655397,0.02644205093383789,-0.015078174,19.453395520333732
159,3.5681188106536865,0.5147988796234131,13.122986027355957,100,10.580937623977661,1600000,1537.3361856937408,36.21548638909762,2.679079082846315,6.148504972457886,-31.24194797318042,10.051927328109741,-0.026297169,0.013889551162719727,-0.044362646,13.070301646771828
160,3.038094997406006,0.7923126220703125,12.848543213628226,100,9.405944108963013,1610000,1546.761521100998,33.94278024631135,2.1679889590022983,5.261465549468994,-60.40656765865595,8.588016271591187,-0.01246438,0.025048255920410156,-0.041304175,11.591356232015723
161,3.6066954135894775,0.6363563537597656,11.854853297661604,100,10.758021116256714,1620000,1557.5553152561188,40.0891210812005,5.522902063090864,6.16240930557251,-14.94505592041218,10.099754810333252,-0.0024239747,0.02156352996826172,-0.020310046,18.573552721601803
162,3.4740865230560303,0.6695492267608643,10.47259486363441,100,10.395242929458618,1630000,1567.981404542923,38.23715873866379,6.5602789655430715,5.900387525558472,-20.383831403133716,9.705504417419434,0.005759656,0.019449710845947266,0.0007364746,20.618853229080337
163,2.892475128173828,0.536928653717041,8.729991284170492,100,8.65049433708191,1640000,1576.6667466163635,37.01351106202682,6.997438082962689,4.925886154174805,-1.8848707915669007,8.101714611053467,0.02667213,0.011448860168457031,0.010697705,21.475051206486082
164,3.763331174850464,0.7468521595001221,12.419904510673582,100,11.298328876495361,1650000,1588.000605583191,42.24853720982411,6.014739730555349,6.420982360839844,-26.121052772760397,10.52806568145752,-0.025900695,0.022841215133666992,-0.03579076,20.394579204423472
165,3.3889284133911133,0.6782984733581543,11.558443495555732,100,10.083085298538208,1660000,1598.125376701355,39.13630530162697,6.492322655789626,5.680269241333008,-11.942990581822578,9.383372068405151,-0.0022930298,0.020754098892211914,-0.0060738525,20.69524547248942
166,3.3554916381835938,0.7327508926391602,11.305325197079545,100,10.06604266166687,1670000,1608.2284281253815,40.446869699183246,6.615152497033065,5.6526265144348145,-18.708293016163502,9.317617893218994,0.016547913,0.015106916427612305,0.013560462,20.697549878412577
167,2.7603628635406494,0.8634095191955566,12.493238696794457,100,8.593486547470093,1680000,1616.8517677783966,42.41727050892739,4.153068182730149,4.690262794494629,-21.33563557443315,7.714393138885498,0.013978015,0.015042304992675781,0.007308728,17.737341415809567
168,3.8509747982025146,0.9071073532104492,12.567873142114681,100,11.528218984603882,1690000,1628.427780866623,41.1764063898002,6.564291901479179,6.403510808944702,-27.47354564945366,10.605305671691895,-0.009935498,0.015359878540039062,-0.026486792,20.60335603609697
169,2.6311895847320557,0.9677579402923584,10.691656833163755,100,8.099664211273193,1700000,1636.560408115387,40.35869101383972,7.2009071302235075,4.243681192398071,-19.48994109244918,7.11757493019104,0.008146216,0.014007091522216797,-0.00646543,21.470761198775346
170,3.8229212760925293,0.955683708190918,12.272055910549778,100,11.485807418823242,1710000,1648.1020286083221,41.302414263428474,6.740399236967173,6.339480638504028,-22.557798372663946,10.503191232681274,-0.02144209,0.026122331619262695,-0.040559497,20.848627930951057
171,3.305471181869507,0.730872392654419,10.177315665268765,100,9.925567865371704,1720000,1658.0514733791351,39.27976296841124,7.298280658072205,5.5511250495910645,-11.390498213107113,9.166402578353882,-0.000683374,0.02742910385131836,-0.004461377,21.77519185661795
172,3.057743787765503,0.9408543109893799,12.156602673089902,100,9.462990522384644,1730000,1667.53413438797,37.175648584190256,5.320757373995844,5.135229110717773,-31.93233628266817,8.482271909713745,-0.045610424,0.039244890213012695,-0.07020317,19.36338705882516
173,3.4717977046966553,0.652169942855835,11.838542240290552,100,10.3822340965271,1740000,1677.9484343528748,39.99381927326319,5.774086014678505,5.901764869689941,-7.680406517094546,9.697503566741943,0.001454541,0.03186297416687012,0.007731116,20.108802305208215
174,2.8170642852783203,0.5707464218139648,11.649057058072545,100,8.507863998413086,1750000,1686.4751904010773,38.368974479413076,5.706082949949568,4.8243982791900635,-17.432338965747395,7.90969443321228,-0.008990918,0.026833057403564453,-0.01996776,19.420743635247483
175,3.2147722244262695,0.7352187633514404,11.44210510786715,100,9.795387983322144,1760000,1696.2894930839539,42.5459615059636,6.154940081654343,5.488994598388672,-18.83529934621578,9.02196717262268,0.007982825,0.03727912902832031,-0.00049691164,20.320666235005522
176,3.385603189468384,0.5124971866607666,12.034303880651606,100,10.023679494857788,1770000,1706.3477880954742,40.716780773126786,6.017006752119805,5.795737266540527,-19.609260637895762,9.49616265296936,-0.026188087,0.014748334884643555,-0.05054375,20.090074748321584
177,3.1552696228027344,0.7340846061706543,11.527580307291434,100,9.650583028793335,1780000,1716.0155453681946,38.84803079831711,6.25921063367893,5.443894147872925,-15.767521096574855,8.892600536346436,-0.011842334,0.023562908172607422,-0.0132565675,20.651385033725866
178,3.5313303470611572,0.6604342460632324,10.295408111428657,100,10.563241720199585,1790000,1726.6123569011688,42.113823514489454,7.3322500105516335,6.027543783187866,-8.934283734732821,9.88502287864685,0.021012878,0.017389297485351562,0.0065737795,21.727299278864926
179,3.473403215408325,0.6783063411712646,10.596716225115678,100,10.424249172210693,1800000,1737.0651381015778,41.19987532899044,6.912293053263377,5.92507004737854,-12.789682088006908,9.725936651229858,0.02392959,0.01959514617919922,0.024554724,21.120022476271885
180,4.728659629821777,0.5600216388702393,12.727735862829682,100,13.722400426864624,1810000,1750.8418135643005,37.08591812432175,4.873116171168208,7.98626184463501,-14.317016613473278,13.147645950317383,-0.020106714,0.014243125915527344,-0.022467798,18.40718148920234
181,2.791682481765747,0.561802864074707,13.716224134543772,100,8.412834882736206,1820000,1759.2764599323273,40.0548413008783,4.95296641001333,4.769932508468628,-34.48035392961406,7.834777355194092,-0.004476599,0.015873193740844727,-0.017451586,18.64481789823246
182,2.793640613555908,0.5773735046386719,11.109603888393435,100,8.480069875717163,1830000,1767.7795431613922,39.53970774709882,5.9649176872813054,4.825499534606934,-14.86699825684331,7.885824918746948,-0.012293225,0.016588926315307617,-0.018091796,20.19133139599252
183,3.8913872241973877,0.5777442455291748,13.822763168779998,100,11.525346755981445,1840000,1779.326209783554,41.50631391919684,5.8807976956028325,6.679423809051514,-21.667480144496295,10.930290699005127,-0.006314783,0.017021894454956055,-0.035658497,19.95413930308306
184,2.770331859588623,0.5705842971801758,11.649441209143365,100,8.373850345611572,1850000,1787.7220087051392,39.43875499008085,6.468040901590603,4.742492198944092,-18.417143618150035,7.785847425460815,-0.009126855,0.01717686653137207,-0.019438976,20.531235149405678
185,3.89908504486084,0.5674755573272705,11.776772712605581,100,11.530707597732544,1860000,1799.274374961853,38.14627221604108,6.092144498327439,6.682157039642334,-25.809652082609233,10.944717645645142,0.00665907,0.018192529678344727,-0.018670972,20.257283861668856
186,2.7595627307891846,0.5771310329437256,10.017671695359269,100,8.394972085952759,1870000,1807.6936609745026,39.504474792735735,6.755456589548081,4.780644416809082,-7.763501822302892,7.801847696304321,0.030328307,0.0156705379486084,0.021425597,21.232557029749316
187,3.878875255584717,0.7576661109924316,11.067364289167108,100,11.521474599838257,1880000,1819.2379202842712,41.113939735612085,6.199193842296896,6.502157688140869,-14.909089940418147,10.735234260559082,-0.00057580566,0.027991533279418945,-0.022524694,20.646987351152276
188,2.7083654403686523,0.5839076042175293,10.951168182044855,100,8.054744958877563,1890000,1827.3151273727417,38.42546832072185,6.366267156141038,4.49245548248291,-14.279051851939847,7.45199179649353,0.0063770628,0.018554210662841797,-0.014596485,20.737558281735286
189,2.762387990951538,0.5674476623535156,14.41447196329466,100,8.36795949935913,1900000,1835.703978061676,37.32876221622256,4.888128095736299,4.760887145996094,-47.24137439382953,7.783459663391113,-0.00079239503,0.016745328903198242,-0.014214307,18.197730568565525
190,3.9021925926208496,0.5590803623199463,10.175916010988367,100,11.572554588317871,1910000,1847.2979018688202,41.19804067045638,7.7823032058305035,6.739044666290283,-10.724849235887175,10.997737407684326,-0.010980566,0.015297412872314453,-0.01459823,22.551739980758235
191,3.395209550857544,0.5974998474121094,11.220985723563624,100,10.128460884094238,1920000,1857.4486901760101,41.841929099390455,6.152639940470083,5.800466775894165,-11.855969395205479,9.513168334960938,-0.0025563233,0.01746225357055664,-0.016071338,20.564258023652698
192,3.452781915664673,0.6207714080810547,11.56373920054619,100,10.287041664123535,1930000,1867.7613027095795,37.87799797070105,5.561454338452457,5.874285697937012,-10.515905688958373,9.647073984146118,-0.0011854736,0.017284870147705078,-0.003638684,19.58300148582424
193,2.967494487762451,0.5223917961120605,13.535790631055013,100,8.911239385604858,1940000,1876.7013945579529,37.26378134287061,4.527828672184419,5.1321587562561035,-18.52061318777369,8.375290870666504,-0.0074203615,0.01331019401550293,-0.015527099,17.951045400126045
194,3.7415390014648438,0.6240532398223877,10.214289012321524,100,11.067391872406006,1950000,1887.7875335216522,41.95005800482622,7.9330697088190325,6.338799953460693,-4.605697012355668,10.42239785194397,0.034677953,0.02049732208251953,0.033077892,22.808960822152102
195,2.969611406326294,0.5357520580291748,12.45707959177644,100,8.889034032821655,1960000,1896.7014391422272,41.97622351207549,5.7406540794672205,5.089277744293213,-18.39059393911961,8.337504863739014,0.008898608,0.015506505966186523,0.0033282714,19.409949953592204
196,3.7376043796539307,0.6332454681396484,12.462883354604523,100,11.117834568023682,1970000,1907.837737083435,40.21378825099713,6.154135143187363,6.383280038833618,-30.78227578283489,10.465567588806152,0.023533057,0.01866292953491211,0.014268677,20.534765075844874
197,3.4328060150146484,0.5797650814056396,10.87138864354399,100,10.247733354568481,1980000,1918.1112129688263,43.34101420980428,6.441274625171778,5.885269641876221,-8.507117422099782,9.650368928909302,-0.020288404,0.017297983169555664,-0.045305397,20.698306886203724
198,3.33506178855896,0.5740556716918945,11.645864937479303,100,10.01545000076294,1990000,1928.1492972373962,39.74462152996149,5.62508116907236,5.774576187133789,-30.087557250540364,9.426884651184082,0.0062348875,0.014217138290405273,-0.009929688,19.616673430484056
199,2.780348539352417,0.5603289604187012,11.620306583670654,100,8.421982049942017,2000000,1936.5923101902008,40.566126014082585,7.510214925548755,4.797814130783081,-13.740261365858307,7.8445422649383545,0.028383521,0.016722917556762695,0.03208423,21.918118346792088
200,3.912825107574463,0.5606999397277832,11.3753908785112,100,11.46943473815918,2010000,1948.0843079090118,43.10947225325085,7.019168312761853,6.626548528671265,-14.517173822136026,10.891522407531738,0.005499902,0.01687169075012207,-0.006098584,21.431332969500527
201,3.3409957885742188,0.5337607860565186,12.559554779303921,100,9.945063352584839,2020000,1958.0510907173157,40.35430906334686,7.245099118891319,5.733519077301025,-15.9640417753072,9.397761344909668,-0.011576123,0.013254165649414062,-0.03042069,21.613694448126047
202,3.0275912284851074,0.735612154006958,10.512307263385019,100,9.268857955932617,2030000,1967.338452577591,39.5697250815834,6.514526443370029,5.192067384719849,-11.744286647608766,8.510137557983398,-0.0041512693,0.022752761840820312,-0.02136587,21.021299903413155
203,3.696113109588623,0.6586010456085205,10.067736921677687,100,10.95560359954834,2040000,1978.3284587860107,44.19798171129205,7.74247631971841,6.255863666534424,-5.070912298853106,10.278925895690918,-0.032364476,0.01758408546447754,-0.045030273,22.585771896149918
204,3.19069766998291,0.5385861396789551,10.141226610242393,100,9.486597061157227,2050000,1987.8418490886688,42.02329191225206,5.845914124401125,5.441260576248169,-12.283956938892523,8.933793544769287,0.017976588,0.01394963264465332,0.017249744,20.143300798977183
205,3.4663374423980713,0.6367201805114746,12.22950634873459,100,10.460977792739868,2060000,1998.3219630718231,39.27441080010116,6.3228470266104635,6.018587112426758,-22.15750061912816,9.803911447525024,-0.0030492677,0.019992828369140625,-0.012121704,20.403470518139017
206,3.447113513946533,0.6279611587524414,11.136940103002583,100,10.37369966506958,2070000,2008.7243206501007,41.648153558979814,6.358283242080485,5.957643032073975,-16.691242688775944,9.725061416625977,0.019390844,0.020366191864013672,0.001068042,20.378907467953947
207,2.830094814300537,0.8581969738006592,13.281969192706905,100,8.682850122451782,2080000,2017.4336652755737,41.62104123321041,6.572659106013771,4.7077531814575195,-34.2848513290861,7.809223890304565,0.0035829102,0.014907598495483398,-0.003458203,20.680344808980134
208,3.7325644493103027,0.6370749473571777,10.421995395973605,100,10.977400541305542,2090000,2028.444986820221,36.552476942540075,6.0877925183276425,6.250837564468384,-16.07145411926699,10.319873332977295,0.0120484615,0.01963973045349121,0.005218115,20.600625350670597
209,4.370922327041626,0.714946985244751,12.402987020437727,100,12.916569948196411,2100000,2041.3917136192322,40.38533967280938,5.688870114636135,7.411699056625366,-23.2841087139959,12.177455186843872,-0.005188623,0.023795127868652344,-0.023972021,19.326902064952115
210,3.2516705989837646,0.5052011013031006,11.779214750671787,100,9.602882385253906,2110000,2051.021173477173,43.190389681612174,4.396462442212148,5.5282814502716064,-10.70234689615169,9.084184408187866,-0.038135204,0.013190269470214844,-0.06518245,17.69930452695441
211,3.3915398120880127,0.7464315891265869,12.27581817223073,100,10.24971866607666,2120000,2061.288750886917,40.811837383891366,5.790643044066744,5.771709203720093,-20.966158762954674,9.476112604141235,0.005972241,0.026829004287719727,-0.025857434,19.924899660436346
212,3.2663824558258057,0.5245106220245361,12.69366906460415,100,9.68486738204956,2130000,2070.9994835853577,40.62396492515139,6.588233792716681,5.5777575969696045,-16.020353203949497,9.147616624832153,0.016826233,0.01243138313293457,0.005412195,20.819535876289137
213,3.4023075103759766,0.7337675094604492,14.497466824695607,100,10.256973028182983,2140000,2081.2739238739014,41.66165527947957,4.465525334706611,5.773497104644775,-32.662055518257695,9.492002487182617,-0.01575188,0.03067326545715332,-0.027116822,17.275696639384734
214,3.2747323513031006,0.5322377681732178,10.749866101500423,100,9.696826696395874,2150000,2091.0018384456635,40.61356097304615,6.914604970171922,5.5717222690582275,-19.761166446209543,9.150195360183716,-0.013115649,0.013953924179077148,-0.017966393,21.26284366307366
