Itr,LossBefore,train-MinReturn,n_timesteps,train-NumTrajs,train-AverageDiscountedReturn,Time-SampleProc,Time,train-MaxReturn,train-StdReturn,train-AverageReturn,Time-Sampling,ItrTime,Time-Optimization,LossAfter,train-EnvExecTime,train-PolicyExecTime
101,-1.0322748e-05,30.084566754061306,1020000,100,26.038844794675676,0.07261371612548828,847.2880711555481,36.945219176838904,1.4032740665998777,33.61881381580483,5.9685962200164795,6.272439956665039,0.23099470138549805,-0.0017254981,2.1525464057922363,3.6258461475372314
102,-1.02853555e-05,30.14435568390349,1030000,100,26.31508997310456,0.027448654174804688,854.4336824417114,38.30214649236067,1.6170094553000043,33.91436040110498,6.81112813949585,7.134249925613403,0.2953035831451416,-0.0021502108,2.473857879638672,4.126842975616455
103,-1.02348995e-05,29.353731128036888,1040000,100,25.9846831808315,0.07044863700866699,863.1950998306274,36.32721798010318,1.4751582713370497,33.653376079168076,8.399374008178711,8.746461629867554,0.2761654853820801,-0.0024879205,3.037522315979004,5.101746082305908
104,-1.019551e-05,30.015513568177536,1050000,100,26.147125757772177,0.028942346572875977,871.4295425415039,36.996664160903215,1.607882129019788,33.84757324488446,7.948842525482178,8.218432426452637,0.2403888702392578,-0.0022782793,2.8967831134796143,4.807197093963623
105,-1.0151899e-05,29.900475967114005,1060000,100,26.267309899699317,0.03143167495727539,877.636946439743,38.398686353193554,1.5885254710627612,33.97942070086446,5.931028604507446,6.197668790817261,0.23501253128051758,-0.00064419565,2.091825008392334,3.648698568344116
106,-1.0080824e-05,30.633466450691994,1070000,100,26.255455139654217,0.030875682830810547,884.0878908634186,37.34222316709908,1.4077608006246267,33.910855876578346,6.109687566757202,6.439224004745483,0.2982769012451172,0.0028831777,2.1618666648864746,3.755314826965332
107,-1.0038452e-05,18.61922878190333,1080000,100,26.294831104366928,0.05996441841125488,891.2675740718842,37.66572958710785,2.1277277839245845,33.88268500067359,6.81962251663208,7.167254209518433,0.2772963047027588,0.005376663,2.3593051433563232,4.248124837875366
108,-9.997471e-06,30.396662688356205,1090000,100,26.208402658218326,0.07705068588256836,898.9704720973969,37.002427327724064,1.491712898457369,33.88917978887276,7.310670852661133,7.691893577575684,0.2994842529296875,-0.000736388,2.534088134765625,4.552518606185913
109,-9.939976e-06,30.243369214918552,1100000,100,26.289645052226497,0.041440725326538086,910.7748856544495,38.08338098343338,1.5875542839416967,33.94622302113129,11.30096983909607,11.792648315429688,0.44979262351989746,-0.0025482064,3.769213914871216,7.186010122299194
110,-9.89541e-06,28.263103323484987,1110000,100,26.37957635645174,0.04372358322143555,922.4330704212189,36.959271968364284,1.6170220135080637,34.05596534799774,11.238366842269897,11.638033866882324,0.3553156852722168,0.0010637816,3.7931082248687744,7.105476379394531
111,-9.84203e-06,30.42905430651641,1120000,100,26.34073718925132,0.027470111846923828,932.0926923751831,37.993235250731935,1.6021817324262557,34.07344540541672,9.328684091567993,9.63813591003418,0.28140950202941895,-0.0010605241,3.2505743503570557,5.773886442184448
112,-9.803205e-06,31.061252383498363,1130000,100,26.73663091545814,0.06517815589904785,940.9804072380066,38.02090448478176,1.4075986349154435,34.476111807971115,8.546321630477905,8.877504587173462,0.2657291889190674,-0.0011011699,2.7831172943115234,5.501450538635254
113,-9.76125e-06,30.913223730978753,1140000,100,26.587530024874045,0.06386613845825195,949.1758136749268,38.54201384157287,1.4590882558526845,34.30476899480525,7.8611555099487305,8.18408989906311,0.2569162845611572,0.0007149227,2.6246891021728516,4.985060691833496
114,-9.709373e-06,29.449755203513693,1150000,100,26.521886728371765,0.030851125717163086,957.4891016483307,37.32888382323492,1.547548906737849,34.21841829227455,7.966440439224243,8.30150294303894,0.303877592086792,0.0029216006,2.7098228931427,5.008126735687256
115,-9.667896e-06,30.919385711284534,1160000,100,26.585860740395304,0.115234375,969.4545512199402,36.788787212555455,1.3764180494679632,34.37459206326595,11.34035849571228,11.953643798828125,0.4976966381072998,-0.003696075,3.880326747894287,7.115577936172485
116,-9.618638e-06,31.524835802909443,1170000,100,26.607076172204835,0.03269147872924805,980.7836973667145,38.00935171822669,1.5472601943731186,34.4230602645895,10.921769857406616,11.304882764816284,0.3498573303222656,-0.00015748276,3.740537166595459,6.848695516586304
117,-9.565592e-06,30.648410585131593,1180000,100,26.461142399997552,0.061864376068115234,990.6737930774689,38.17510763738743,1.5282543219889668,34.233252074398386,9.456265926361084,9.87402892112732,0.3553273677825928,0.0025680629,3.3001205921173096,5.867756366729736
