train-MinReturn,n_timesteps,train-PolicyExecTime,train-MaxReturn,Time-Optimization,train-EnvExecTime,Itr,ItrTime,Time-Sampling,train-AverageDiscountedReturn,train-NumTrajs,LossBefore,LossAfter,Time,train-StdReturn,Time-SampleProc,train-AverageReturn
-85.42516160407239,1320000,14.831040382385254,120.48555418197694,1.161510944366455,8.826013565063477,131,25.710123300552368,24.417861700057983,6.35732402083089,100,-1.2589122e-05,-0.021060666,3389.029512643814,37.628669605188605,0.12972092628479004,12.325206075687838
-84.72197458714393,1330000,14.847464799880981,79.29654596616896,1.1488797664642334,8.779361724853516,132,25.71382451057434,24.403079748153687,3.8015928613894276,100,-1.256378e-05,-0.019440362,3414.806845188141,36.91508950441543,0.1601705551147461,6.858216158354947
-64.25223275242058,1340000,14.68474268913269,70.93784922378936,1.179504156112671,8.742594718933105,133,25.49812364578247,24.188563346862793,3.9789731758059195,100,-1.2546603e-05,-0.019566976,3440.3698399066925,29.194147763519236,0.1289377212524414,6.206630186094621
-89.34286024368954,1350000,14.72192907333374,69.81606260129298,1.1619031429290771,8.749323606491089,134,25.53814673423767,24.22776198387146,4.540563832491878,100,-1.254863e-05,-0.02068989,3465.979759454727,35.51282781025332,0.14776897430419922,8.494011937128683
-78.7244957562537,1360000,14.846252202987671,112.19378147999358,1.184755802154541,8.773607730865479,135,25.69750142097473,24.380777835845947,4.892681659936339,100,-1.2525755e-05,-0.020893008,3491.7499010562897,37.414467029126165,0.1308896541595459,10.994590958957222
-52.17449868100924,1370000,14.764544248580933,108.2558251203727,1.1113367080688477,8.789202451705933,136,25.569347381591797,24.316911935806274,9.567189586216255,100,-1.2532784e-05,-0.020918855,3517.3920176029205,37.042402148573125,0.14042901992797852,17.53436905301953
-97.10370020903126,1380000,14.714454889297485,94.58387055913093,1.1615710258483887,8.714929103851318,137,25.509467601776123,24.20687508583069,6.843541569350763,100,-1.252991e-05,-0.021102356,3542.970806837082,35.08575142613214,0.14029812812805176,13.558962178624279
-93.3734851520367,1390000,14.736253499984741,127.48157576418276,1.1485111713409424,8.858047485351562,138,25.6709086894989,24.36496090888977,4.4284229027938276,100,-1.2512207e-05,-0.017582156,3568.7193229198456,37.37621881550102,0.15668892860412598,9.868920574808845
-113.46196649673372,1400000,14.693305492401123,98.80084248889075,1.1595580577850342,8.801759243011475,139,25.57735300064087,24.271495819091797,6.068312384032261,100,-1.247858e-05,-0.02010838,3594.367917060852,40.55324848113075,0.1456747055053711,12.584615600739522
-79.50201478112774,1410000,14.779425859451294,109.42083483455377,1.1673777103424072,8.807581901550293,140,25.664095401763916,24.36599111557007,6.780554437276924,100,-1.247861e-05,-0.018317586,3620.101870059967,41.31922894474884,0.128936767578125,12.50708518354872
-64.60881010495193,1420000,14.795459270477295,151.35707708019777,1.165029764175415,8.733673095703125,141,25.59433341026306,24.288931369781494,3.253697673329468,100,-1.2475162e-05,-0.018324027,3645.769711494446,39.43615864076257,0.1394796371459961,7.437527263217712
-78.94850555606652,1430000,14.632007360458374,96.2241409550409,1.1336817741394043,8.721306562423706,142,25.38781189918518,24.123228549957275,6.98710774145048,100,-1.243612e-05,-0.018860308,3671.2322313785553,36.336949743594204,0.13019776344299316,14.375859809883194
-60.73275170419941,1440000,14.774674892425537,92.9551364953204,1.2402102947235107,8.773398399353027,143,25.687171936035156,24.301294326782227,6.522375448548502,100,-1.23984255e-05,-0.016536174,3696.990289926529,36.689145953792114,0.14459705352783203,12.100914255305698
-118.87982417542138,1450000,14.661159038543701,128.81175476981974,1.139991044998169,8.766456127166748,144,25.4655921459198,24.194536209106445,8.253930262602271,100,-1.2352684e-05,-0.019376237,3722.5306890010834,38.34350012141499,0.13035130500793457,15.698430834832694
-104.89353495535178,1460000,14.843115329742432,107.34187811468678,1.1343226432800293,8.72948694229126,145,25.635400533676147,24.359200716018677,6.457582911060282,100,-1.2406577e-05,-0.020377884,3748.234216451645,39.05736043432399,0.1410660743713379,12.6614177955206
-89.54136963269367,1470000,14.731102705001831,123.81814979692243,1.1447739601135254,8.748470067977905,146,25.546240091323853,24.25034189224243,6.0815801036541135,100,-1.2347402e-05,-0.018594237,3773.854071855545,40.17185698577914,0.15035557746887207,11.75917190064476
-135.2477676716024,1480000,14.623402833938599,133.9911124057994,1.1619818210601807,8.75197982788086,147,25.435437202453613,24.1449613571167,4.441257552052283,100,-1.2361267e-05,-0.020646201,3799.358911514282,49.75623455269464,0.12781333923339844,10.01745125978292
-67.831300301436,1490000,14.741156101226807,98.40469864402202,1.13753080368042,8.718799352645874,148,25.517585039138794,24.224751234054565,5.521526831654353,100,-1.2310663e-05,-0.022177871,3824.9480266571045,34.44014503199413,0.15459513664245605,10.910109142601534
-76.68140284304,1500000,14.741628408432007,145.05545753378973,1.1652729511260986,8.720672607421875,149,25.54430890083313,24.230066061019897,9.985829012055955,100,-1.2317749e-05,-0.019171968,3850.563856124878,43.52472087644779,0.1481637954711914,19.101022091777644
-89.34509908005741,1510000,14.805311679840088,114.9308413180527,1.1425156593322754,8.73680067062378,150,25.610291481018066,24.307739734649658,7.982644705187983,100,-1.2305887e-05,-0.018772703,3876.2456963062286,39.97654002703604,0.1591475009918213,15.007648261184029
-95.4309946930071,1520000,14.724159002304077,110.92583845918588,1.1766221523284912,8.749730348587036,151,25.5500168800354,24.238561391830444,6.6558834535074585,100,-1.2309021e-05,-0.019868875,3901.8683145046234,41.16504870518673,0.13397622108459473,14.29206322767893
-69.5498950135917,1530000,14.674294233322144,150.4501942924064,1.1416239738464355,8.749861240386963,152,25.460378885269165,24.18966317176819,11.201452548594272,100,-1.2330631e-05,-0.020728149,3927.400342464447,38.257919077869325,0.12827038764953613,20.59939543385974
-88.27481270851142,1540000,14.77507758140564,99.8112153331151,1.1336452960968018,8.740470170974731,153,25.530561447143555,24.27244758605957,9.024053782783149,100,-1.2292596e-05,-0.01980296,3953.004057407379,42.43144253108583,0.12385106086730957,17.652257199825463
-101.96516608460313,1550000,14.787227630615234,131.05651249050516,1.1440865993499756,8.755637884140015,154,25.62531304359436,24.30880641937256,10.28277177571107,100,-1.2319603e-05,-0.01805764,3978.697680950165,37.12821198048667,0.17151355743408203,19.146765299292756
-105.41300239844017,1560000,14.709325075149536,103.30449934287984,1.1644659042358398,8.789376497268677,155,25.56498384475708,24.264288425445557,11.23562725462202,100,-1.2309846e-05,-0.020275779,4004.332732439041,38.45566663389957,0.135084867477417,20.5870040619519
-116.24817403855948,1570000,14.775412559509277,122.8784491504948,1.1934900283813477,8.762199878692627,156,25.61921787261963,24.29560089111328,11.933545290030525,100,-1.2277221e-05,-0.01745488,4030.02897977829,39.18525080778728,0.12943410873413086,22.94664663589889
-115.28094351191744,1580000,14.792628049850464,126.26479434062533,1.1561033725738525,8.7841477394104,157,25.626901388168335,24.337718725204468,10.995612151878456,100,-1.2312104e-05,-0.01521355,4055.7319395542145,41.513362869608315,0.13231635093688965,18.95670534816366
-59.90071568879172,1590000,14.796777486801147,112.03071471716194,1.1304600238800049,8.767913579940796,158,25.626039266586304,24.332852840423584,13.598237106144554,100,-1.2281214e-05,-0.016695673,4081.42143702507,39.611146211607455,0.16199874877929688,24.093086544951507
-62.708188147835834,1600000,14.810950756072998,149.00556533045824,1.1777606010437012,8.710848093032837,159,25.604920625686646,24.283798217773438,12.761302599249955,100,-1.22885585e-05,-0.02040534,4107.089877128601,40.99152205422247,0.14258193969726562,23.95746402696076
-63.871126388324974,1610000,14.653563499450684,121.87564897743093,1.1187024116516113,8.734863758087158,160,25.405200004577637,24.151742935180664,16.52345162317115,100,-1.22438905e-05,-0.0166115,4132.563071012497,41.05384979686571,0.1340160369873047,29.89127691326806
-82.88091809657442,1620000,14.79529333114624,158.11012926476374,1.1383392810821533,8.801945686340332,161,25.6570987701416,24.366864681243896,11.951645492032986,100,-1.2250612e-05,-0.01937814,4158.290744543076,40.876611961675735,0.1508934497833252,21.74974371536533
-69.75377955937647,1630000,14.782166004180908,151.65061886184347,1.1492772102355957,8.766490697860718,162,25.604784965515137,24.316622257232666,15.33420432544409,100,-1.2217663e-05,-0.019314546,4183.967695951462,45.727851285672806,0.13805937767028809,27.41989109805334
-93.4906219414656,1640000,14.84451961517334,149.68831971169735,1.1372368335723877,8.764177083969116,163,25.66660714149475,24.386820793151855,13.570027328354845,100,-1.2219976e-05,-0.02095648,4209.698450565338,47.12409768576436,0.14174103736877441,23.790244158555712
-96.26389138349455,1650000,14.781808614730835,109.05304076091113,1.173997163772583,8.775557518005371,164,25.62809920310974,24.3198299407959,15.149099883236799,100,-1.2175294e-05,-0.020328695,4235.394916057587,37.147947418025595,0.13344240188598633,25.632285951591594
-54.89858810593264,1660000,14.758859872817993,163.9186481778685,1.1689889430999756,8.755536317825317,165,25.572986841201782,24.277326583862305,18.647886056760637,100,-1.2200374e-05,-0.019822769,4261.04379940033,47.550956621747666,0.12587475776672363,30.980155319287487
-52.11192289876361,1670000,14.818536520004272,139.41687802221023,1.1545531749725342,8.756010293960571,166,25.640343189239502,24.349668979644775,16.551499726163822,100,-1.215943e-05,-0.021763103,4286.759517908096,39.96731835713319,0.13539457321166992,28.45325890152118
