Time-SampleProc,Time-Optimization,LossBefore,train-AverageReturn,LossAfter,train-PolicyExecTime,ItrTime,train-EnvExecTime,train-MinReturn,n_timesteps,Time-Sampling,train-AverageDiscountedReturn,train-MaxReturn,train-StdReturn,Time,train-NumTrajs,Itr
0.1486952304840088,2.836029052734375,-1.4190911e-05,9.744208977256795,0.032996997,14.089227676391602,25.85682964324951,8.103262186050415,-6.711532164404686,10000,22.871282815933228,6.250636856418124,28.479817446707777,8.035682647059467,25.856836795806885,100,0
0.23447179794311523,1.8579819202423096,-1.4224927e-05,5.604197715142617,-0.006725933,13.812495946884155,24.631304264068604,8.046528100967407,-4.682988984936566,20000,22.538062810897827,3.3455357613858525,19.95411616072972,6.228806000105138,50.588958740234375,100,1
0.11284947395324707,1.754044771194458,-1.4239436e-05,13.288714142992562,-0.0061290828,14.068704605102539,24.819432497024536,8.190551996231079,-3.637031459316968,30000,22.951374292373657,8.054701668011967,27.583598385469703,7.293921486452447,75.51303172111511,100,2
0.12075424194335938,1.5740721225738525,-1.4229671e-05,17.52247462331399,-0.0048118164,14.095851182937622,24.714850187301636,8.218306541442871,-3.7373748238677496,40000,23.017861366271973,10.417924059742354,26.591181888316466,7.407194697748325,100.35146260261536,100,3
0.1415872573852539,1.6097004413604736,-1.4218146e-05,22.13657055228667,-0.007401019,14.27107548713684,25.152451753616333,8.426609516143799,2.851131804203903,50000,23.399380922317505,14.00586405240091,30.821704072127517,4.386549781536863,125.60164284706116,100,4
0.14745020866394043,1.787644386291504,-1.4141252e-05,23.540374469834866,-0.0036073427,14.24807357788086,25.38885474205017,8.501622676849365,-1.9825079888183106,60000,23.45234990119934,15.38846108052546,30.31923417210046,4.463176816030805,151.09595370292664,100,5
0.18691563606262207,1.8417067527770996,-1.4101495e-05,25.55840398170679,-0.0024971566,14.265469312667847,25.66617751121521,8.660577774047852,16.765047832405575,70000,23.635389804840088,17.722724070333133,31.10151669867953,2.6521636678905116,176.84709405899048,100,6
0.1867067813873291,1.8286895751953125,-1.4075585e-05,25.364224135226195,-0.00354394,14.249391794204712,25.577359676361084,8.6078200340271,12.135703196126192,80000,23.5602765083313,17.807252313096328,32.34973301407328,3.285486254700989,202.5315396785736,100,7
0.22322893142700195,1.778700351715088,-1.40319535e-05,25.66054737529709,-0.004454369,14.312168598175049,25.748255729675293,8.73112154006958,18.859822832812256,90000,23.744205236434937,18.15397072155923,30.266616356652236,2.2935342628407223,228.36693334579468,100,8
0.18233251571655273,1.3879904747009277,-1.3967504e-05,25.965449292716823,-0.0029188301,14.51547884941101,25.658717155456543,8.867491006851196,17.39695601529381,100000,24.08612322807312,18.864435473297405,31.753180911019747,2.730823884562737,254.0945942401886,100,9
0.20919346809387207,1.3272063732147217,-1.3927372e-05,26.68658882915442,-0.0024092742,14.517651319503784,25.610421180725098,8.847957849502563,19.965896126012378,110000,24.07317566871643,19.76522740103291,30.947276269803023,2.532791373823574,279.76667404174805,100,10
0.20017194747924805,1.5709915161132812,-1.38904925e-05,26.93710780021539,-0.0031514866,14.3616464138031,25.741606950759888,8.896384239196777,21.769681695992894,120000,23.96919560432434,20.117703173596052,32.74632828278562,2.0895553828252313,305.579363822937,100,11
0.19916796684265137,1.616201639175415,-1.3847482e-05,26.887174672964804,-0.0028545733,14.324612617492676,25.733028650283813,8.888560056686401,20.112592242916868,130000,23.916330575942993,20.18118522695376,32.569726685516,2.3380669801688403,331.3763725757599,100,12
0.16116952896118164,1.7209906578063965,-1.3807459e-05,26.790780333328808,-0.0026385947,14.236181497573853,25.624133825302124,8.80136775970459,20.628615662300355,140000,23.7336266040802,20.209078854498067,31.027681141966045,2.330141185001953,357.0729742050171,100,13
0.12740349769592285,1.7195117473602295,-1.3733517e-05,26.972362854251227,-0.004742292,14.236268043518066,25.635926246643066,8.859708786010742,21.410299706290083,150000,23.788246154785156,20.368576902454773,31.977648081487803,2.1656952880057823,382.774409532547,100,14
0.12382221221923828,1.4269359111785889,-1.3696954e-05,27.24666313612036,-0.002934295,14.206035852432251,25.32982110977173,8.880465745925903,22.26773092288458,160000,23.777392625808716,20.708228779155444,31.384057474836897,1.9587743697928766,408.2101140022278,100,15
0.12231087684631348,1.3880105018615723,-1.3637445e-05,27.320776054860854,-0.0032637299,14.444222688674927,25.595572471618652,8.92853856086731,22.92963097315712,170000,24.083346605300903,20.865512970855022,33.372469020358594,1.8941214723238542,433.94454526901245,100,16
0.1188960075378418,1.1745429039001465,-1.3592324e-05,27.59070299081338,-0.0029217904,14.629116773605347,25.739641427993774,9.104776620864868,23.170839457765055,180000,24.444787979125977,21.079850604804697,32.045915412045005,1.712335679625132,459.7600619792938,100,17
0.11792302131652832,1.141498327255249,-1.3540542e-05,27.73706891938874,-0.0023595148,14.609078407287598,25.609498023986816,9.032334804534912,22.51555636296718,190000,24.34785032272339,21.287058038356783,31.48031455790891,1.7386096547749184,485.454873085022,100,18
0.13626980781555176,1.116025686264038,-1.3490481e-05,27.861769932708597,-0.0034774058,14.551110744476318,25.58872389793396,9.081538438796997,24.03217761967506,200000,24.335197687149048,21.36564131043201,31.77370154007701,1.6548151679114347,511.11634707450867,100,19
0.11714863777160645,1.1206729412078857,-1.3465257e-05,28.112075595298737,-0.0024567742,14.57547378540039,25.61111807823181,9.08289361000061,23.49273861208061,210000,24.372005939483643,21.56073267695705,32.54659906472139,1.8941172762765985,536.8131568431854,100,20
