LossBefore,train-PolicyExecTime,ItrTime,train-AverageReturn,LossAfter,Time-Sampling,Time-SampleProc,train-MaxReturn,train-MinReturn,n_timesteps,Time-Optimization,train-EnvExecTime,train-NumTrajs,train-StdReturn,Itr,Time,train-AverageDiscountedReturn
-1.0398878e-05,14.879916667938232,25.759315490722656,168.36830619967574,-0.0107468,24.451040983200073,0.15300583839416504,259.2914248759144,86.59437460154768,1940000,1.154188632965088,8.82454538345337,100,35.060144292347935,193,4850.320004701614,94.11183074785305
-1.037492e-05,14.51884913444519,25.393248558044434,164.26892673162513,-0.014111843,23.965248346328735,0.13490056991577148,225.51843303554028,71.70500894901313,1950000,1.292316198348999,8.701258420944214,100,31.687364663451245,194,4875.787755727768,92.04555968403099
-1.0357098e-05,14.80189824104309,26.089342832565308,162.76301726181174,-0.011850128,24.428847312927246,0.12584948539733887,247.76268062686032,77.5587757315342,1960000,1.5326886177062988,8.875632286071777,100,37.023630814721216,195,4902.010696411133,90.98717156841221
-1.0318346e-05,14.236965656280518,25.48421835899353,161.8612247926647,-0.01005773,23.632976293563843,0.13961529731750488,254.5872519053499,77.17774179159285,1970000,1.710728406906128,8.653426170349121,100,36.1257218448683,196,4927.609213590622,90.64653415572134
-1.028067e-05,14.325935363769531,25.66600751876831,163.05384288592978,-0.012446015,23.72757077217102,0.17851996421813965,242.93047909571953,55.83149993927529,1980000,1.7572448253631592,8.658571481704712,100,33.7094012336774,197,4953.375591993332,90.48322248359044
-1.02757485e-05,14.458605289459229,25.572471857070923,162.58461220133452,-0.011770858,23.890511512756348,0.2214820384979248,224.13152778897532,49.906639518686674,1990000,1.4590225219726562,8.68315863609314,100,34.14574874946307,198,4979.023023843765,91.00222771068925
-1.0244451e-05,14.63477110862732,25.49413299560547,168.1789600992172,-0.012069623,24.108973741531372,0.15965604782104492,233.44125473005434,93.72898866417468,2000000,1.223778247833252,8.73273754119873,100,30.506413889383143,199,5004.578742027283,93.89073925575921
-1.0223515e-05,14.613054752349854,25.43072247505188,167.18985131135602,-0.010144167,24.127942085266113,0.13032197952270508,244.6464634416531,88.1903581625354,2010000,1.1713130474090576,8.759999752044678,100,36.77224634939643,200,5030.080583333969,93.2535519862291
-1.0216151e-05,14.638114213943481,25.380944967269897,168.5523109615143,-0.009565541,24.122525930404663,0.1323261260986328,251.13142929559913,55.79242281984996,2020000,1.1247305870056152,8.721594095230103,100,36.202344917218184,201,5055.5391392707825,94.25496180901895
-1.0185576e-05,14.648953199386597,25.488170623779297,171.05962884227316,-0.0081385365,24.189852952957153,0.13456368446350098,243.36775286803993,85.07840822003601,2030000,1.1630470752716064,8.783869504928589,100,33.39261873919941,202,5081.100556612015,96.11156084349588
-1.0174322e-05,14.605181455612183,25.441744327545166,170.21947089478167,-0.010602847,24.149784088134766,0.13093090057373047,256.9313879169933,46.3878003647121,2040000,1.1602580547332764,8.79616904258728,100,37.434952225021306,203,5106.619420051575,95.7236050571781
-1.0134717e-05,14.798436164855957,25.776910066604614,173.9307101014991,-0.011682174,24.404606103897095,0.13367891311645508,249.241077836521,70.12061486418226,2050000,1.2378191947937012,8.841016054153442,100,33.33998284710002,204,5132.473571538925,97.28365667930137
-1.0111655e-05,14.720441818237305,25.57003378868103,172.63086026168764,-0.015001067,24.27184224128723,0.14709758758544922,251.107924694912,46.32622732942514,2060000,1.1489713191986084,8.788896083831787,100,36.25038271183295,205,5158.125982046127,96.6847355369735
-1.0084837e-05,14.751089811325073,25.62770700454712,174.0449859351933,-0.010801129,24.33323860168457,0.1361377239227295,243.60470885705556,66.46891015881224,2070000,1.157660961151123,8.829808712005615,100,34.05080841336241,206,5183.8276834487915,97.9538518472684
-1.0074276e-05,14.76302719116211,25.542466402053833,169.90759888131902,-0.013189143,24.278153896331787,0.13088536262512207,243.9444674076186,59.662875198179634,2080000,1.1324951648712158,8.756443500518799,100,36.14576987512666,207,5209.4426445961,94.7414154777479
-1.0074544e-05,14.656132459640503,25.450963020324707,166.61267032555935,-0.00893776,24.16036558151245,0.13393878936767578,244.66230532078464,71.44974880484692,2090000,1.1556220054626465,8.756577014923096,100,35.08409715171851,208,5234.959713459015,93.34344018730884
-1.00719435e-05,14.713477611541748,25.44529938697815,179.79712820605434,-0.0062300754,24.17232084274292,0.12518882751464844,242.17065356617775,105.75805297138275,2100000,1.1469895839691162,8.706382989883423,100,26.447916779941476,209,5260.477822303772,100.24988954120661
-1.0090928e-05,14.717350721359253,25.45354676246643,177.58144065013158,-0.009093959,24.17439365386963,0.16386032104492188,241.44974616845397,93.05525925558479,2110000,1.1145269870758057,8.705466270446777,100,32.439531436997804,210,5285.999135494232,100.22255167596226
-1.0047598e-05,14.770686388015747,25.578845500946045,172.55676946046333,-0.013442951,24.292032480239868,0.14120244979858398,248.09931220819925,94.24226124516944,2120000,1.1448979377746582,8.771103620529175,100,33.48625948085763,211,5311.64833521843,96.05065718755655
-1.0057329e-05,14.619537591934204,25.36679434776306,176.2220765042234,-0.013128376,24.08231830596924,0.1417980194091797,273.2470253168291,74.19700910619201,2130000,1.1419856548309326,8.714221477508545,100,32.94337697582186,212,5337.093706130981,98.27903219982655
-1.0048008e-05,14.710203886032104,25.53028154373169,173.73603694410457,-0.01261089,24.24041247367859,0.15118813514709473,256.58502704925166,88.67597510682037,2140000,1.137742042541504,8.776102066040039,100,35.28883671393307,213,5362.701290130615,97.88214912385968
-1.0050653e-05,14.690790891647339,25.48349380493164,176.2829275512522,-0.013466916,24.201842784881592,0.1275491714477539,264.36945756936876,100.2512932700023,2150000,1.1533868312835693,8.74669075012207,100,30.156726162639927,214,5388.252065420151,98.07074434869854
-1.00371935e-05,14.732730865478516,25.47646188735962,179.0522751053782,-0.011313215,24.183233499526978,0.12527775764465332,266.75955843178485,56.59624736887444,2160000,1.166527509689331,8.690788984298706,100,35.59538469018512,215,5413.793329000473,100.82404184407886
-9.995848e-06,14.735831022262573,25.51991295814514,176.04202206477785,-0.01411352,24.26747751235962,0.13333678245544434,274.38487409873846,96.45831064332808,2170000,1.1178326606750488,8.756843090057373,100,34.844243249255626,216,5439.383705854416,98.06882104542505
-1.001705e-05,14.639389514923096,25.45427966117859,174.41611335711707,-0.011561018,24.134485006332397,0.13353705406188965,262.15126757168645,100.73830536859252,2180000,1.1854281425476074,8.72646188735962,100,31.46590400163243,217,5464.905556201935,96.98189852779925
-1.0009924e-05,14.569178581237793,25.36349582672119,172.61231503426995,-0.012706372,24.080039739608765,0.1424407958984375,264.9174862869042,85.01747526422912,2190000,1.1400375366210938,8.758142471313477,100,34.286968122037365,218,5490.3438420295715,96.73807273600104
-9.958558e-06,14.56351113319397,25.296639919281006,174.80559941145643,-0.011794041,24.03322696685791,0.12642168998718262,240.656613795913,76.57909951618588,2200000,1.1362879276275635,8.72379994392395,100,32.009206985886365,219,5515.707511425018,97.33214926877918
-9.9325935e-06,14.687909364700317,25.505561590194702,175.73205994199904,-0.0096811885,24.196326971054077,0.12491726875305176,250.45935234517066,99.6183715701185,2210000,1.1835415363311768,8.7520112991333,100,33.07640205955194,220,5541.2835948467255,98.64618547084623
-9.920239e-06,14.644297361373901,25.367836713790894,172.6644239463367,-0.013057256,24.08421230316162,0.13515520095825195,236.4460900312378,81.62410876228044,2220000,1.1476433277130127,8.687755823135376,100,31.362008632594602,221,5566.7257215976715,96.55757114225901
-9.873822e-06,14.673054933547974,25.49316716194153,178.6417328983525,-0.015145532,24.141373872756958,0.1358814239501953,265.03917280536393,100.77994524691542,2230000,1.214993953704834,8.7197847366333,100,35.458701010852344,222,5592.297991991043,99.36625385346437
-9.876301e-06,14.624532222747803,25.50286364555359,179.61544745193262,-0.0148673,24.055317640304565,0.12610626220703125,265.5254484272022,95.73561709845774,2240000,1.320446491241455,8.66717791557312,100,31.299845999717473,223,5617.897610425949,100.08148813609121
-9.83375e-06,14.572978973388672,25.523518800735474,177.70725909948854,-0.011285589,24.034102201461792,0.15775108337402344,242.10864363018862,88.88308003654893,2250000,1.3309264183044434,8.715743064880371,100,31.936619324066882,224,5643.5197677612305,99.12851292202892
