train-PolicyExecTime,Time-SampleProc,train-AverageDiscountedReturn,train-StdReturn,train-MaxReturn,Time-Sampling,Time,Time-Optimization,train-EnvExecTime,LossBefore,Itr,n_timesteps,train-NumTrajs,train-MinReturn,ItrTime,LossAfter,train-AverageReturn
4.586037635803223,0.04358720779418945,-1.1822910699516749,22.585882343077433,48.66490624546458,7.358080625534058,251.5300588607788,0.3515939712524414,2.5461316108703613,-1.3499814e-05,34,350000,100,-60.06084305337834,7.753530263900757,-0.01656258,-2.1889743425872137
3.7363922595977783,0.033696889877319336,1.497061817645347,23.30813933599182,58.91828850595571,5.958913564682007,257.8880453109741,0.3492898941040039,2.0359880924224854,-1.3460846e-05,35,360000,100,-66.69260891320235,6.342098951339722,-0.01651399,2.3671848749058526
3.720383882522583,0.04122209548950195,0.18869363276675596,31.298729799304468,62.12131371584376,6.02784276008606,264.32599544525146,0.35165977478027344,2.1174139976501465,-1.3431867e-05,36,370000,100,-128.10204748508636,6.420952320098877,-0.016128676,0.8387411920767427
3.765038251876831,0.044473886489868164,1.027044129811152,26.559108191665835,65.42334579465091,6.01762056350708,270.76864409446716,0.36344361305236816,2.063096284866333,-1.3410056e-05,37,380000,100,-81.74625750975758,6.425804615020752,-0.014974366,1.916488581048555
4.360673904418945,0.09943246841430664,5.284837775594993,27.583031576098332,66.79301621803494,6.95774507522583,278.2042634487152,0.3589780330657959,2.3828606605529785,-1.3368135e-05,38,390000,100,-64.78116364043423,7.417362689971924,-0.016162138,8.448663834694813
5.026843309402466,0.06348443031311035,4.312812568931278,29.652868928086118,100.07266150825897,8.048942565917969,286.80088543891907,0.4654073715209961,2.773473024368286,-1.3331841e-05,39,400000,100,-82.5069336339765,8.57812762260437,-0.01840103,8.492547869110663
5.5366222858428955,0.05651402473449707,4.357859263766962,26.1003395642862,65.51860798560355,8.876328706741333,296.21756887435913,0.45598673820495605,3.07037353515625,-1.3319294e-05,40,410000,100,-76.00658841758431,9.38929271697998,-0.014519977,8.049084030808105
5.9716925621032715,0.06261110305786133,6.499041331013407,24.497712418386495,78.46753377227569,9.582478523254395,306.22964453697205,0.33969950675964355,3.317472219467163,-1.3269341e-05,41,420000,100,-45.09366902284443,9.985209226608276,-0.015594393,12.127661790280595
3.687675714492798,0.07118105888366699,8.494964505269907,27.893587965283306,74.4441461434608,5.882611989974976,312.55644130706787,0.3551037311553955,2.0081071853637695,-1.3243553e-05,42,430000,100,-55.44122752181851,6.309668302536011,-0.017615689,13.909332294164466
3.726470470428467,0.04597330093383789,8.311976770770052,27.888247431763894,92.21849786416023,5.961118459701538,318.93387031555176,0.35241127014160156,2.0395567417144775,-1.3214208e-05,43,440000,100,-62.94045738529674,6.3598246574401855,-0.016606154,15.274874205213726
3.7932486534118652,0.03699755668640137,11.240494516759536,31.16479556553476,87.16106078441132,6.041430234909058,325.39292883872986,0.3616354465484619,2.058469533920288,-1.3183671e-05,44,450000,100,-82.76049819779224,6.440312623977661,-0.017366834,19.504171779077385
4.226279973983765,0.047331809997558594,10.535360653573417,35.00639325078005,105.4128229268682,6.767409801483154,332.60983777046204,0.38493919372558594,2.329704761505127,-1.3146906e-05,45,460000,100,-81.532168587104,7.199975252151489,-0.016817039,18.731549604001188
4.4366455078125,0.06231260299682617,16.84616398720332,30.481674930620912,106.5335820227083,7.090090274810791,340.2882435321808,0.5069661140441895,2.4256930351257324,-1.3081907e-05,46,470000,100,-52.9052685008963,7.659735441207886,-0.014875677,28.805004680031907
5.784708499908447,0.06496047973632812,14.400493742306905,28.212189701512138,95.13986093876579,9.258626461029053,350.03430795669556,0.39276623725891113,3.186758041381836,-1.3085056e-05,47,480000,100,-69.01501362721508,9.716931343078613,-0.015575417,25.386155099912642
5.6524975299835205,0.06135892868041992,13.211926422265783,30.62954365124212,89.43497219402505,9.003222942352295,359.5070068836212,0.38402676582336426,3.0815768241882324,-1.3048178e-05,48,490000,100,-65.09912802151048,9.448875904083252,-0.017492628,23.36104574694926
5.541709661483765,0.06412029266357422,14.708690736339344,31.337380387394735,98.45837741794863,8.874842882156372,368.97581148147583,0.5055375099182129,3.0639147758483887,-1.3017548e-05,49,500000,100,-49.50605830122224,9.444776058197021,-0.017804962,26.529814117051366
4.391751766204834,0.038922786712646484,14.911070574875454,32.26765893646115,98.80036022000617,6.997177362442017,376.38983726501465,0.3492467403411865,2.3866453170776367,-1.2999042e-05,50,510000,100,-65.19596769855399,7.385645866394043,-0.016499674,25.790099119464962
3.834674835205078,0.03832650184631348,15.785131822444232,30.3442707789341,94.60193021442022,6.093393564224243,382.90800762176514,0.36797070503234863,2.0681679248809814,-1.2967758e-05,51,520000,100,-41.875461106925236,6.499913454055786,-0.018501237,28.432603438059942
3.822568655014038,0.042420387268066406,14.959056633676525,31.869819178585303,91.33325378626095,6.124108076095581,389.45744705200195,0.364501953125,2.107682228088379,-1.2933123e-05,52,530000,100,-80.05424339438467,6.531411409378052,-0.016863512,26.864933631997342
3.9560461044311523,0.06243014335632324,16.794721714384426,29.28977389334897,104.23323279779184,6.355850458145142,396.2689621448517,0.3747704029083252,2.1995863914489746,-1.2907894e-05,53,540000,100,-92.83655350517188,6.7934510707855225,-0.01677679,29.347960556511268
4.380894899368286,0.04700422286987305,17.528266758882953,35.001047111117046,106.39160913814803,6.9995527267456055,403.72749066352844,0.3922092914581299,2.4025237560272217,-1.287345e-05,54,550000,100,-80.72876572708793,7.439063787460327,-0.017680792,29.892925127605704
4.977960109710693,0.06162285804748535,20.819696517722686,30.204053139807346,104.19450426505351,7.993536710739136,412.27699041366577,0.47380542755126953,2.7696759700775146,-1.2841193e-05,55,560000,100,-54.767702651633606,8.529268503189087,-0.014121065,35.875911613087474
5.516024351119995,0.06188821792602539,17.867373571840414,32.59788037310474,123.06890108833413,8.853911876678467,421.6819808483124,0.46254706382751465,3.0684003829956055,-1.2797453e-05,56,570000,100,-70.74833797774711,9.378761053085327,-0.013094982,31.758207336110235
5.956115007400513,0.06938338279724121,17.26552585953405,32.389314662532776,98.1253829755101,9.49718165397644,431.6572587490082,0.3787195682525635,3.248314380645752,-1.2767166e-05,57,580000,100,-84.36982999794984,9.945617914199829,-0.011291184,29.624049025371786
5.247195243835449,0.06421947479248047,21.990617854583434,27.052875065316133,103.43106675423373,8.398868322372437,440.61393904685974,0.4736454486846924,2.880936861038208,-1.2732368e-05,58,590000,100,-56.82530699370059,8.937255620956421,-0.014896447,39.13927959326777
5.501251697540283,0.11181807518005371,22.749233992853966,30.414126178987726,104.9341073510496,8.800159931182861,449.98792719841003,0.4367353916168213,3.030087947845459,-1.2721768e-05,59,600000,100,-68.69789807606253,9.349095106124878,-0.010771752,40.31487946969057
5.488232612609863,0.05577826499938965,21.231035368744102,31.471048183922154,106.53201915335656,8.758732557296753,459.1813073158264,0.34940385818481445,3.0052671432495117,-1.2701822e-05,60,610000,100,-46.25467579030851,9.164430618286133,-0.013939595,37.260976730712244
3.663515567779541,0.0446927547454834,23.19450512622747,29.646771931587196,129.80466641174056,5.8909337520599365,465.4853837490082,0.3494575023651123,2.0406267642974854,-1.267248e-05,61,620000,100,-90.17022217012814,6.285318851470947,-0.017486246,40.532350334364374
3.8761937618255615,0.04300880432128906,25.850318911005253,30.37327120203038,106.50543952782681,6.18095326423645,472.0931158065796,0.3652970790863037,2.109140634536743,-1.264727e-05,62,630000,100,-78.23930703864679,6.589511156082153,-0.016415576,45.45369627817059
3.8549342155456543,0.07787108421325684,25.547096735066262,31.604582820397688,126.94946284138419,6.1860034465789795,478.73737716674805,0.3630180358886719,2.1351678371429443,-1.2597147e-05,63,640000,100,-49.1383609227647,6.627095699310303,-0.015534512,45.23625272893185
4.336868762969971,0.04837775230407715,25.823238456709024,29.781314931366136,116.4983929091093,6.939202308654785,486.13151502609253,0.3871488571166992,2.388237476348877,-1.25667475e-05,64,650000,100,-31.462029184417243,7.375013113021851,-0.015935311,44.64957030751416
4.414175033569336,0.06425905227661133,29.170059012695777,29.921224023880278,134.98266300087988,7.037839651107788,493.72675490379333,0.47371888160705566,2.405121088027954,-1.25116285e-05,65,660000,100,-65.45691580695483,7.576112508773804,-0.016424622,50.943058397741716
5.957806587219238,0.06475973129272461,28.649322050299837,28.911401891560672,111.35209681283071,9.561820983886719,503.7503070831299,0.36820316314697266,3.3118557929992676,-1.2478805e-05,66,670000,100,-32.83443507335325,9.995177030563354,-0.014811696,49.98158494415411
5.272810220718384,0.06532478332519531,34.878173906332634,25.966581964137834,116.76118865200806,8.451589107513428,512.7553100585938,0.4679090976715088,2.922153949737549,-1.2454266e-05,67,680000,100,-8.580914277365954,8.98526644706726,-0.01575312,59.977427359308386
5.524270534515381,0.06528544425964355,31.231554426609847,30.862237908580138,117.77344035214338,8.877535581588745,522.2175753116608,0.4917128086090088,3.0728588104248047,-1.2409235e-05,68,690000,100,-70.60521836897175,9.434871196746826,-0.01596028,52.68644701388917
5.917952537536621,0.06184101104736328,34.82527794710471,32.00826616968582,126.5297063969114,9.499497890472412,532.1439683437347,0.33292365074157715,3.293275833129883,-1.2371379e-05,69,700000,100,-41.08194062902563,9.894667625427246,-0.017755248,59.4799314371883
3.7727839946746826,0.046376705169677734,36.05632747725654,28.828147474771775,133.36544023169674,6.0128278732299805,538.5745611190796,0.3550877571105957,2.049692392349243,-1.2353696e-05,70,710000,100,-36.64847320458931,6.414681434631348,-0.012203376,61.67746685171915
3.8336000442504883,0.04552030563354492,35.465386620751254,36.31562006937152,141.05839211267602,6.093275785446167,545.095621585846,0.3650543689727783,2.0681557655334473,-1.230882e-05,71,720000,100,-81.75411616324848,6.504051446914673,-0.01547141,60.93515854357199
3.9458088874816895,0.045655250549316406,37.53893920599571,30.81252440677395,142.61402467833338,6.305692672729492,551.8333058357239,0.3666872978210449,2.162391424179077,-1.2301112e-05,72,730000,100,-51.68009255049241,6.71829080581665,-0.0142173525,64.5470484440918
4.123066425323486,0.09855413436889648,35.624478532406826,30.8334564636097,121.57060892201973,6.588379383087158,558.8983519077301,0.36081457138061523,2.2594521045684814,-1.2264408e-05,73,740000,100,-43.94824512327021,7.0479819774627686,-0.015056344,61.38716298207403
4.358170032501221,0.10169410705566406,38.75809220636324,26.005234678465275,123.44212821924097,6.9573655128479,566.3275094032288,0.35199713706970215,2.381852149963379,-1.2233426e-05,74,750000,100,-8.481040444333516,7.411566495895386,-0.013412015,66.1461699674218
5.575281143188477,0.060476064682006836,39.70996539450942,26.4501695231929,139.59324833507304,8.974693298339844,575.8486225605011,0.46670103073120117,3.128913402557373,-1.2216193e-05,75,760000,100,-16.00198741064331,9.502201557159424,-0.0136503475,68.73499097114363
