train-PolicyExecTime,train-NumTrajs,train-AverageReturn,train-MinReturn,train-EnvExecTime,Itr,Time,Time-Optimization,n_timesteps,LossAfter,Time-Sampling,train-AverageDiscountedReturn,Time-SampleProc,ItrTime,train-MaxReturn,train-StdReturn,LossBefore
3.6518380641937256,100,9.81010642160044,-11.111323766375701,2.0149261951446533,0,6.489397764205933,0.5799312591552734,10000,0.03752452,5.858016014099121,6.953703187914157,0.05112123489379883,6.489394187927246,28.764020168206542,10.12930304183939,-1.4186381e-05
3.742466688156128,100,6.942844064812465,-9.520998665987316,2.036659002304077,1,12.765749454498291,0.23104453086853027,20000,-0.00060793926,5.975063800811768,4.464989998016482,0.04143214225769043,6.247922658920288,26.52077337404407,7.182895586271507,-1.4225785e-05
3.8538942337036133,100,11.232939998285655,-15.241141577001185,2.076195478439331,2,19.248045444488525,0.2760434150695801,30000,-0.003174422,6.131015777587891,7.999016520314358,0.047715187072753906,6.4556190967559814,29.276441556509038,10.764748596125518,-1.4236623e-05
3.7895097732543945,100,19.086911232569886,-7.536771431259387,2.0592525005340576,3,25.685406923294067,0.3313629627227783,40000,-0.006418136,6.048327445983887,13.509408620051952,0.045685768127441406,6.425721645355225,30.163973384127438,8.875118562454047,-1.4239726e-05
3.7415313720703125,100,21.165783707871746,0.19434415316105974,2.0735557079315186,4,31.98882508277893,0.2374744415283203,50000,-0.00474371,6.011096477508545,15.365218555393092,0.03921246528625488,6.28817343711853,30.3331440164192,6.8842044188223435,-1.4214112e-05
3.8791990280151367,100,22.976011321829013,2.876935710308445,2.1750035285949707,5,38.53026223182678,0.2266247272491455,60000,-0.0062238704,6.259403944015503,16.957565224889397,0.043763160705566406,6.530097246170044,31.344140824548525,6.023152601010206,-1.4166066e-05
3.866971492767334,100,25.59190119791187,8.397779863347225,2.1941263675689697,6,45.08791422843933,0.20885944366455078,70000,-0.0049776267,6.264100074768066,18.98721645797011,0.07345128059387207,6.546651840209961,32.59114158308073,4.299694334660171,-1.4122145e-05
3.8963558673858643,100,26.07979211743052,11.686292997572611,2.1883018016815186,7,51.67913818359375,0.24934124946594238,80000,-0.00397991,6.288497447967529,19.26948996034927,0.04274463653564453,6.580883502960205,31.618858147032945,3.402732056698146,-1.4062573e-05
4.125188112258911,100,27.057194881982245,21.478088769565,2.357325553894043,8,58.70296120643616,0.2329721450805664,90000,-0.0041589765,6.696455478668213,20.654447775336003,0.08140778541564941,7.0110554695129395,31.140629477233514,1.9787027693959216,-1.4011387e-05
3.935357093811035,100,27.984574496120363,22.019301083003924,2.2230870723724365,9,65.3295636177063,0.21561288833618164,100000,-0.0027287314,6.363878011703491,21.685057615118073,0.03464937210083008,6.614388942718506,33.10957545921403,2.067369024661069,-1.3944146e-05
3.8517847061157227,100,27.730882124213828,21.35159974980978,2.1853115558624268,10,71.83953642845154,0.2139902114868164,110000,-0.0024853915,6.24069356918335,21.477344348940488,0.04604482650756836,6.500984191894531,31.52198714915477,1.8574173288970075,-1.3875787e-05
3.805891752243042,100,27.376867207632603,17.28934571708142,2.143711805343628,11,78.28880906105042,0.24328970909118652,120000,-0.002243277,6.153663396835327,21.537357391830575,0.041113853454589844,6.438491106033325,31.940218495487155,2.2905632169275165,-1.382658e-05
4.154979467391968,100,27.320187109854704,21.553213640140484,2.3662452697753906,12,85.31178069114685,0.2245323657989502,130000,-0.001934567,6.740809679031372,21.448838905228257,0.04706835746765137,7.01272988319397,31.102917963689922,1.8865704437099446,-1.37780335e-05
3.935228109359741,100,26.46707087966113,2.2294472041715734,2.2380330562591553,13,91.97732782363892,0.22451138496398926,140000,-0.003143923,6.3899359703063965,21.042616506684496,0.038822174072265625,6.653554439544678,31.095538230208234,3.6126269858548143,-1.372396e-05
3.820434093475342,100,27.894131920783867,22.689034083922515,2.171191930770874,14,98.47267246246338,0.23955059051513672,150000,-0.0028368973,6.196665048599243,22.02035980228896,0.04839801788330078,6.484978914260864,31.618379971809464,1.6529386846460403,-1.364777e-05
4.215128183364868,100,27.92124966056044,22.32554711514621,2.410034418106079,15,105.57963681221008,0.20801997184753418,160000,-0.0014587813,6.842114448547363,22.20698385523019,0.046114444732666016,7.096497297286987,34.369477017632065,2.2554021773780684,-1.356343e-05
