Time,train-AverageDiscountedReturn,train-StdReturn,train-MinReturn,ItrTime,LossBefore,Time-Sampling,Time-Optimization,train-NumTrajs,LossAfter,n_timesteps,train-PolicyExecTime,train-EnvExecTime,train-MaxReturn,Itr,train-AverageReturn,Time-SampleProc
13.410186052322388,4.690731997376602,8.028408497985598,-7.8388008476244995,13.41018295288086,-1.4187859e-05,12.735084533691406,0.6316883563995361,100,0.027667638,10000,8.374274015426636,3.976391077041626,25.969254186237947,0,7.92053295086492,0.04299211502075195
23.70040774345398,4.475545482199951,6.152193497699949,-5.757237552137086,10.252907514572144,-1.4180009e-05,9.788614988327026,0.43416690826416016,100,0.0019453184,20000,6.234684467315674,3.2552871704101562,25.57470947563245,1,7.4289447250989,0.029558658599853516
36.06873440742493,6.712390395940009,7.1735197928582375,-6.057639142104128,12.35179328918457,-1.4184666e-05,11.778753995895386,0.46002984046936035,100,-0.006136274,30000,7.431740999221802,3.981738805770874,27.773359754692294,2,11.54186342019864,0.10582661628723145
45.77800130844116,8.63939104189351,7.40704459491687,0.1072787295116912,9.696197748184204,-1.4157956e-05,9.238054275512695,0.41049742698669434,100,-0.005452947,40000,5.895538091659546,3.051908493041992,29.081130470221982,3,14.532148805263919,0.04713129997253418
51.982094049453735,13.128518544164397,6.562027101661364,0.03596690935237301,6.191408395767212,-1.4128974e-05,5.839800119400024,0.31666111946105957,100,-0.005214711,50000,3.6420986652374268,2.0031213760375977,30.530218910423063,4,19.920532778786374,0.034532785415649414
62.27699565887451,15.552031648764181,5.686224456956667,5.96361586565288,10.280860424041748,-1.4100961e-05,9.757362127304077,0.4444000720977783,100,-0.0046772836,60000,6.777161121368408,2.7047221660614014,31.76372646807412,5,23.10474443270975,0.07603764533996582
71.27734112739563,18.779420310188005,3.4421787366923007,5.231194459145133,8.98468804359436,-1.4072572e-05,8.551079034805298,0.36574840545654297,100,-0.0051443465,70000,5.532564640045166,2.7491109371185303,31.36114491084343,6,25.911838614012055,0.05669236183166504
80.17067122459412,19.247768122916522,3.490763495567615,5.921964818834761,8.875605583190918,-1.4029953e-05,8.494506359100342,0.2919480800628662,100,-0.001789863,80000,5.3877177238464355,2.846228837966919,32.44575521794988,7,26.185592437054083,0.08414602279663086
92.9371075630188,20.54518998207069,2.5294625919307014,21.09146124042949,12.754405736923218,-1.3981442e-05,12.34621787071228,0.37076878547668457,100,-0.0034174547,90000,8.4639732837677,3.53661847114563,32.27146895527425,8,27.485859217708285,0.03708791732788086
101.08668780326843,20.564014217165642,2.120722765214638,21.894407569008123,8.133327007293701,-1.3946611e-05,7.857349872589111,0.21475458145141602,100,-0.004824323,100000,4.961329221725464,2.646498441696167,31.61257457876054,9,27.176605717193585,0.0609889030456543
107.48518872261047,21.448256689653878,2.015010447027637,16.202650410058673,6.387370347976685,-1.3881561e-05,6.077840089797974,0.2426445484161377,100,-0.0025135775,110000,3.733492612838745,2.14473032951355,31.683281750880614,10,27.966199726673143,0.06664729118347168
117.90802454948425,21.414642492008397,1.7735737401820562,20.71350640113649,10.412454843521118,-1.384758e-05,10.035183191299438,0.34041404724121094,100,-0.0026103694,120000,6.721211910247803,3.0055601596832275,30.91767398942552,11,27.750834379810744,0.0366058349609375
129.10913825035095,21.68228864857753,1.8670762361815116,21.903392991807795,11.188677310943604,-1.3791792e-05,10.580590009689331,0.5078773498535156,100,-0.0017238905,130000,6.706435203552246,3.5483388900756836,31.928371072083245,12,27.903533904163915,0.09903407096862793
139.03025126457214,21.476268142202997,1.850548258800911,21.379261444307417,9.899213075637817,-1.3760221e-05,9.527390003204346,0.3122854232788086,100,-0.002914647,140000,6.3227667808532715,2.9219391345977783,30.945681681345746,13,27.60640613149246,0.05903768539428711
151.98131942749023,21.956600677942628,1.8734313924228438,16.230425300449163,12.928800582885742,-1.3730247e-05,12.636153936386108,0.25690197944641113,100,-0.0019073508,150000,8.747885942459106,3.5438172817230225,31.525014593050628,14,28.061339464306272,0.03517031669616699
160.5648477077484,21.81487914432137,2.3297531310182413,10.523598891370057,8.572786331176758,-1.3679759e-05,8.053438425064087,0.40068888664245605,100,-0.0013916121,160000,5.0285727977752686,2.771752119064331,31.662448586616488,15,27.928199381236094,0.11809515953063965
177.14798498153687,22.204417488363745,1.3982743442717473,23.44029846372656,16.563794374465942,-1.363821e-05,15.927437782287598,0.5044887065887451,100,-0.001365615,170000,10.418938875198364,5.0528786182403564,31.65071169915993,16,28.309175489331455,0.13121461868286133
193.51168274879456,21.99291011233662,1.462121343758716,23.060516035879665,16.34572124481201,-1.3585088e-05,15.999985456466675,0.30849623680114746,100,-0.001540883,180000,11.048975229263306,4.519000053405762,31.353487426313368,17,28.097193949562428,0.03678297996520996
204.22907757759094,22.648619784578173,1.3882225409299933,25.07416224780405,10.702903032302856,-1.352634e-05,10.322647094726562,0.3356008529663086,100,-0.0018305382,190000,6.8524768352508545,3.1578822135925293,31.53584887808754,18,28.66998949334437,0.04395890235900879
210.45688343048096,22.121667344289673,1.5029776425066619,24.99204280007848,6.21658992767334,-1.3480753e-05,5.9488701820373535,0.22081589698791504,100,-0.0030191594,200000,3.580944061279297,2.1742565631866455,31.667571199178706,19,28.183888260747707,0.03973698616027832
223.49173831939697,22.67534451147341,1.2929776954435734,24.71073238798448,13.023932695388794,-1.34328275e-05,12.280151605606079,0.5849113464355469,100,-0.001477019,210000,7.768850564956665,4.13569188117981,31.517560109763657,20,28.59656089444261,0.15268564224243164
