train-MinReturn,train-StdReturn,LossAfter,train-NumTrajs,n_timesteps,Time-Sampling,ItrTime,train-EnvExecTime,Itr,train-AverageReturn,train-AverageDiscountedReturn,LossBefore,train-MaxReturn,Time-Optimization,Time-SampleProc,Time,train-PolicyExecTime
33.010892415236576,1.270984319489853,0.0018872705,100,1960000,24.745393753051758,26.00021195411682,9.236438512802124,195,35.80987088506271,27.52046319077307,-7.3121714e-06,38.72709320975501,1.1160902976989746,0.1381211280822754,5087.327613592148,14.789838552474976
32.601959285047705,1.2119906338247197,0.0028454228,100,1970000,24.94032335281372,26.20356321334839,9.334446430206299,196,35.34305935867856,27.105672136932785,-7.282155e-06,38.363866102458076,1.139951467514038,0.12257623672485352,5113.603198051453,14.876631259918213
31.973869585515438,1.436061934372159,0.011797136,100,1980000,24.81440234184265,26.095012426376343,9.269587278366089,197,35.397895569131144,27.19067468633641,-7.254921e-06,38.854543163780434,1.154524803161621,0.1247246265411377,5139.769849061966,14.82158613204956
31.917749749113877,1.3049300577094782,-0.00012654944,100,1990000,24.944672346115112,26.19955277442932,9.31557011604309,198,35.33190510546718,27.1050176167131,-7.1978066e-06,38.568426449647475,1.1270639896392822,0.12713956832885742,5166.032895565033,14.897944688796997
31.870915813628695,1.562264425330421,0.002118256,100,2000000,24.88330364227295,26.15079379081726,9.290836095809937,199,35.26477860214792,27.10862851279333,-7.1860327e-06,38.90250720198828,1.1550507545471191,0.11135029792785645,5192.251322746277,14.86813473701477
31.424803079135593,1.5339131160378476,0.0019171818,100,2010000,25.43938446044922,26.6916344165802,9.51082706451416,200,35.19987072369386,27.020408198756208,-7.148471e-06,38.484809848411075,1.121932029724121,0.12934494018554688,5219.005177497864,15.190044403076172
31.914796603703735,1.5034775337566888,0.0007346411,100,2020000,24.82422924041748,26.02518582344055,9.316994667053223,201,35.343924973142315,27.168651086220176,-7.1193704e-06,38.724466627028285,1.0931453704833984,0.1069948673248291,5245.095835924149,14.788213014602661
32.18386414642928,1.4006968280095295,-0.000954454,100,2030000,24.880661249160767,26.10190725326538,9.3304922580719,202,35.226903263544585,27.054535168295693,-7.103938e-06,37.942459458060185,1.101484775543213,0.11872196197509766,5271.266774892807,14.82054328918457
31.668753034647466,1.531227108125922,3.1067655e-05,100,2040000,24.884249687194824,26.1439790725708,9.289902687072754,203,35.553582108795375,27.386177809567688,-7.0511082e-06,39.628625834852556,1.1242988109588623,0.13473892211914062,5297.471330404282,14.871763467788696
32.34878226895235,1.2812791481153663,-0.0005754762,100,2050000,24.674811363220215,25.881596565246582,9.268585205078125,204,35.421187570467616,27.254727782614765,-7.03011e-06,38.46070433314887,1.0904185771942139,0.11560416221618652,5323.4168157577515,14.691451787948608
31.49328653234993,1.5451458479773423,-0.00082953466,100,2060000,24.425076246261597,25.632368564605713,9.154685020446777,205,35.3607126917703,27.139299857008627,-6.985271e-06,38.31513359661166,1.0923810005187988,0.11418867111206055,5349.110006570816,14.555320978164673
31.514390986007363,1.3810837626148478,-0.00063702086,100,2070000,24.480980396270752,25.71651816368103,9.185569524765015,206,35.378689838618456,27.120038163490833,-6.9501343e-06,38.383404164988,1.1186416149139404,0.11617422103881836,5374.894161939621,14.584905862808228
32.41046023848958,1.3793699776204547,0.0011045901,100,2080000,24.438709020614624,25.700956106185913,9.183762550354004,207,35.45051348331376,27.185661038301014,-6.9091507e-06,38.7697142211434,1.1460916996002197,0.11545300483703613,5400.6656177043915,14.553422689437866
32.562920248080886,1.3691649807651096,0.0019523237,100,2090000,24.605206966400146,25.82785129547119,9.229190587997437,208,35.82732544512318,27.493701339727274,-6.8981444e-06,38.9706028561108,1.111271858215332,0.11062932014465332,5426.559928178787,14.665190935134888
32.756112039352864,1.4558156052686073,0.013437805,100,2100000,24.429163455963135,25.632097721099854,9.151339769363403,209,35.59093472706601,27.316838227329576,-6.8422028e-06,39.940477132167885,1.0870192050933838,0.11467790603637695,5452.262290716171,14.573908567428589
31.794296331517664,1.4949279886697768,0.012134909,100,2110000,24.45957350730896,25.676060676574707,9.185963153839111,210,35.58013703690847,27.290348860630434,-6.828276e-06,39.10243966559116,1.102612018585205,0.11313819885253906,5478.003798961639,14.562844276428223
32.21000717814802,1.4518676648277358,0.006840402,100,2120000,24.583277463912964,25.799058437347412,9.221078395843506,211,35.63031285018372,27.43326652327451,-6.796743e-06,38.769579729505196,1.095918893814087,0.11916422843933105,5503.8736736774445,14.650315523147583
31.50018983383437,1.5647245787238837,0.0008615405,100,2130000,24.41884732246399,25.626991748809814,9.206991195678711,212,35.45546000855383,27.22721686054287,-6.7720503e-06,38.91626898761668,1.094977855682373,0.1123652458190918,5529.563223838806,14.511421918869019
