Iteration	TimestepsThisBatch	Time	PoolSize	TimestepsSoFar	Episodes	LastEpReturn	MaxEpReturn
56	1000	689.3671669960022	58000	58000	105	822.6895011216282	949.2949304727814
57	1000	701.4478628635406	59000	59000	106	767.3573698706707	949.2949304727814
58	1000	713.1112878322601	60000	60000	107	405.69502493202117	949.2949304727814
59	1000	724.8839912414551	61000	61000	108	399.3138925025791	949.2949304727814
60	1000	736.4542133808136	62000	62000	110	18.68483170108441	949.2949304727814
61	1000	747.7864353656769	63000	63000	111	396.27236332000285	949.2949304727814
62	1000	758.8226380348206	64000	64000	112	348.34131536937235	949.2949304727814
63	1000	770.1836903095245	65000	65000	113	1123.8592720739084	1123.8592720739084
64	1000	781.6003158092499	66000	66000	114	403.05879612209986	1123.8592720739084
65	1000	793.3274922370911	67000	67000	115	524.857598933128	1123.8592720739084
66	1000	805.1803364753723	68000	68000	116	393.7074863212462	1123.8592720739084
67	1000	817.0281991958618	69000	69000	117	635.8163176833536	1123.8592720739084
68	1000	828.4391536712646	70000	70000	118	416.3957511275154	1123.8592720739084
69	1000	839.5765235424042	71000	71000	119	471.96174829405345	1123.8592720739084
70	1000	850.8642678260803	72000	72000	120	1200.6172535781889	1200.6172535781889
71	1000	862.1084933280945	73000	73000	121	1270.5705983074577	1270.5705983074577
72	1000	873.2543473243713	74000	74000	122	573.8413468042448	1270.5705983074577
73	1000	884.7537231445312	75000	75000	123	649.8592136673998	1270.5705983074577
74	1000	896.4473762512207	76000	76000	125	147.2939344721631	1270.5705983074577
75	1000	908.2225887775421	77000	77000	127	769.9387611889656	1270.5705983074577
76	1000	919.4596819877625	78000	78000	128	711.6722629468975	1270.5705983074577
77	1000	930.8870241641998	79000	79000	129	152.92290205512873	1270.5705983074577
78	1000	942.5984120368958	80000	80000	132	1104.442774672232	1270.5705983074577
79	1000	954.0350179672241	81000	81000	133	480.36626246718777	1270.5705983074577
80	1000	965.3347458839417	82000	82000	134	1443.55690601504	1443.55690601504
81	1000	977.2723596096039	83000	83000	135	428.1052221991924	1443.55690601504
82	1000	988.5727994441986	84000	84000	136	704.1517435115962	1443.55690601504
83	1000	999.9000337123871	85000	85000	138	55.7546494600866	1443.55690601504
84	1000	1011.4313781261444	86000	86000	139	654.6122501444082	1443.55690601504
85	1000	1022.7462651729584	87000	87000	140	404.74937050776583	1443.55690601504
86	1000	1033.856137752533	88000	88000	142	56.323056327933884	1443.55690601504
87	1000	1045.5207705497742	89000	89000	143	400.7799303037114	1443.55690601504
88	1000	1056.6110136508942	90000	90000	144	367.21394013493943	1443.55690601504
89	1000	1067.9591715335846	91000	91000	145	1512.7555703576884	1512.7555703576884
90	1000	1078.8090958595276	92000	92000	146	1037.6346387974224	1512.7555703576884
91	1000	1089.9709866046906	93000	93000	147	686.4820940694717	1512.7555703576884
92	1000	1103.8368797302246	94000	94000	148	331.15673845742657	1512.7555703576884
93	1000	1115.9724459648132	95000	95000	149	437.5994914568819	1512.7555703576884
94	1000	1127.2010705471039	96000	96000	150	1375.930830323688	1512.7555703576884
95	1000	1138.5910787582397	97000	97000	151	1362.5648016500224	1512.7555703576884
96	1000	1150.6392798423767	98000	98000	152	76.98417129348849	1512.7555703576884
97	1000	1162.374751329422	99000	99000	153	607.0400802719963	1512.7555703576884
98	1000	1173.7893261909485	100000	100000	154	708.2770788275392	1512.7555703576884
99	1000	1184.5966889858246	101000	101000	156	1413.8676313264657	1512.7555703576884
100	1000	1196.050838470459	102000	102000	158	95.25612650174014	1512.7555703576884
101	1000	1207.3570816516876	103000	103000	159	876.828817524944	1512.7555703576884
102	1000	1218.4632778167725	104000	104000	160	944.8242509927775	1512.7555703576884
103	1000	1230.2694153785706	105000	105000	161	523.9179403137531	1512.7555703576884
104	1000	1241.7772107124329	106000	106000	162	412.64159647626917	1512.7555703576884
105	1000	1253.196046113968	107000	107000	163	763.2536532262912	1512.7555703576884
106	1000	1264.6351130008698	108000	108000	164	233.26589647690952	1512.7555703576884
107	1000	1276.2532210350037	109000	109000	165	820.1619011550868	1512.7555703576884
108	1000	1287.9289450645447	110000	110000	166	838.7517011995932	1512.7555703576884
109	1000	1299.6373901367188	111000	111000	167	443.8066066941542	1512.7555703576884
110	1000	1311.2294335365295	112000	112000	168	1536.1369059949698	1536.1369059949698
111	1000	1322.528137922287	113000	113000	169	854.6973098929731	1536.1369059949698
112	1000	1334.170011997223	114000	114000	171	901.2265525552165	1650.40634391074
113	1000	1345.5937805175781	115000	115000	172	436.48825458316645	1650.40634391074
114	1000	1356.8107607364655	116000	116000	173	1319.0167444098415	1650.40634391074
115	1000	1368.4988198280334	117000	117000	174	1652.5173800603704	1652.5173800603704
116	1000	1379.7461712360382	118000	118000	175	604.6820774821343	1652.5173800603704
117	1000	1391.4869961738586	119000	119000	176	421.56268937561003	1652.5173800603704
118	1000	1403.5580265522003	120000	120000	177	1604.4154436621827	1652.5173800603704
119	1000	1415.0829384326935	121000	121000	178	1653.3020745419965	1653.3020745419965
120	1000	1426.3479406833649	122000	122000	179	1709.1262732513292	1709.1262732513292
121	1000	1438.2498497962952	123000	123000	183	401.43995956061235	1709.1262732513292
122	1000	1450.0967750549316	124000	124000	184	1189.3280691096302	1709.1262732513292
123	1000	1461.2997932434082	125000	125000	185	693.2836705032089	1709.1262732513292
124	1000	1473.0414805412292	126000	126000	186	1762.5041949086665	1762.5041949086665
125	1000	1484.5661425590515	127000	127000	187	1032.4178358000918	1762.5041949086665
126	1000	1496.4155910015106	128000	128000	188	589.2247937982058	1762.5041949086665
127	1000	1507.8129093647003	129000	129000	189	1370.4939848256424	1762.5041949086665
128	1000	1519.7344307899475	130000	130000	190	1369.6472115606537	1762.5041949086665
129	1000	1531.6933062076569	131000	131000	192	318.1530683088165	1762.5041949086665
130	1000	1543.1044862270355	132000	132000	193	1188.5996056994074	1762.5041949086665
131	1000	1555.3258147239685	133000	133000	195	261.2370443356071	1762.5041949086665
132	1000	1566.6562085151672	134000	134000	196	1459.0279911949735	1762.5041949086665
133	1000	1579.0345056056976	135000	135000	197	450.8173160122478	1762.5041949086665
134	1000	1590.8998034000397	136000	136000	198	936.8380634722048	1762.5041949086665
135	1000	1602.234398841858	137000	137000	199	1550.2217740467768	1762.5041949086665
136	1000	1614.61221909523	138000	138000	201	207.05849240336443	1762.5041949086665
137	1000	1627.0248651504517	139000	139000	202	1808.9404721840901	1808.9404721840901
138	1000	1638.6119072437286	140000	140000	203	1306.26965687033	1808.9404721840901
139	1000	1650.6303601264954	141000	141000	204	675.941851510191	1808.9404721840901
140	1000	1662.6171016693115	142000	142000	205	1364.3561453748164	1808.9404721840901
141	1000	1674.2813379764557	143000	143000	206	1742.8891848034102	1808.9404721840901
142	1000	1686.1276664733887	144000	144000	207	698.6499236432231	1808.9404721840901
143	1000	1697.7640316486359	145000	145000	208	2029.31776807385	2029.31776807385
144	1000	1709.7658069133759	146000	146000	209	1094.5609216291823	2029.31776807385
145	1000	1721.0398254394531	147000	147000	210	317.8974549867082	2029.31776807385
146	1000	1732.7224316596985	148000	148000	212	251.3503461157817	2029.31776807385
147	1000	1745.1649765968323	149000	149000	213	1984.3018516294696	2029.31776807385
148	1000	1757.1870839595795	150000	150000	215	902.3706361672137	2032.9277334353196
149	1000	1768.9761633872986	151000	151000	216	2021.5554980394804	2032.9277334353196
150	1000	1780.9077053070068	152000	152000	217	2114.0125189081004	2114.0125189081004
151	1000	1793.114619255066	153000	153000	218	1860.3796715513263	2114.0125189081004
152	1000	1805.2068028450012	154000	154000	219	1023.446657434583	2114.0125189081004
153	1000	1817.5762107372284	155000	155000	220	2002.1373766242032	2114.0125189081004
154	1000	1829.5119633674622	156000	156000	221	2006.6212858423287	2114.0125189081004
155	1000	1841.8368406295776	157000	157000	222	1749.9671187986605	2114.0125189081004
156	1000	1854.072803735733	158000	158000	223	2123.4053606462057	2123.4053606462057
157	1000	1866.140076637268	159000	159000	224	277.6030636962198	2123.4053606462057
158	1000	1878.6064987182617	160000	160000	227	110.14371601784329	2123.4053606462057
159	1000	1890.6578114032745	161000	161000	228	2103.032044095115	2123.4053606462057
160	1000	1903.585382938385	162000	162000	229	1757.301821650032	2123.4053606462057
161	1000	1916.0166189670563	163000	163000	230	1572.3366704675702	2123.4053606462057
162	1000	1928.206540107727	164000	164000	231	540.6294890787926	2123.4053606462057
163	1000	1940.5234861373901	165000	165000	232	496.50685704790726	2123.4053606462057
164	1000	1953.2971894741058	166000	166000	234	335.72256697741904	2222.0772292253355
165	1000	1965.469360113144	167000	167000	235	1028.4797395897053	2222.0772292253355
166	1000	1977.756371974945	168000	168000	236	1315.001707994112	2222.0772292253355
167	1000	1991.8517315387726	169000	169000	237	2253.0836977609383	2253.0836977609383
168	1000	2006.0049645900726	170000	170000	238	1701.290712776943	2253.0836977609383
169	1000	2021.4817547798157	171000	171000	240	467.0395734134147	2253.0836977609383
170	1000	2035.9822356700897	172000	172000	241	574.1409040477224	2253.0836977609383
171	1000	2050.298979997635	173000	173000	242	760.4482274295465	2253.0836977609383
172	1000	2065.2738180160522	174000	174000	243	2094.7393528062457	2253.0836977609383
173	1000	2079.919692516327	175000	175000	244	2358.566823972017	2358.566823972017
174	1000	2096.249242067337	176000	176000	245	2393.098358883523	2393.098358883523
175	1000	2110.509825229645	177000	177000	246	2095.2844075665957	2393.098358883523
176	1000	2124.8271145820618	178000	178000	248	687.6386753708732	2393.098358883523
177	1000	2141.6634905338287	179000	179000	249	935.7991296462408	2393.098358883523
178	1000	2156.285590648651	180000	180000	250	2398.3194517318807	2398.3194517318807
179	1000	2169.9167153835297	181000	181000	251	2267.4225901576197	2398.3194517318807
180	1000	2182.466330766678	182000	182000	253	133.09798346017195	2398.3194517318807
181	1000	2195.7281715869904	183000	183000	254	2405.3418901048467	2405.3418901048467
182	1000	2209.1096827983856	184000	184000	255	577.4143333491674	2405.3418901048467
183	1000	2222.724518060684	185000	185000	256	2350.709741662144	2405.3418901048467
184	1000	2236.7454178333282	186000	186000	257	2244.663724364985	2405.3418901048467
185	1000	2250.334123849869	187000	187000	258	2152.246080336564	2405.3418901048467
186	1000	2264.730983018875	188000	188000	260	656.3586383233735	2405.3418901048467
187	1000	2280.335991859436	189000	189000	261	1019.5796754852853	2405.3418901048467
188	1000	2293.611398458481	190000	190000	262	2490.681053660162	2490.681053660162
189	1000	2307.348694562912	191000	191000	263	757.9160832095267	2490.681053660162
190	1000	2320.677844285965	192000	192000	265	2204.422763637172	2490.681053660162
191	1000	2333.6637103557587	193000	193000	266	833.3132715743338	2490.681053660162
192	1000	2347.2859416007996	194000	194000	267	2344.7387078205907	2490.681053660162
193	1000	2361.2340087890625	195000	195000	270	1091.689859808387	2490.681053660162
194	1000	2375.8106184005737	196000	196000	271	224.06526467672452	2490.681053660162
195	1000	2390.7642545700073	197000	197000	273	644.2556564760758	2490.681053660162
196	1000	2404.448160648346	198000	198000	274	2351.0851696629998	2490.681053660162
197	1000	2419.5958874225616	199000	199000	276	470.3227482592806	2490.681053660162
198	1000	2435.731849193573	200000	200000	278	204.11150852915569	2490.681053660162
199	1000	2451.49658203125	201000	201000	279	2506.1274374586646	2506.1274374586646
200	1000	2467.3718514442444	202000	202000	280	324.8027672146212	2506.1274374586646
201	1000	2483.790879011154	203000	203000	281	1823.5083756916795	2506.1274374586646
202	1000	2500.3270270824432	204000	204000	282	1284.8605951098918	2506.1274374586646
203	1000	2516.556803703308	205000	205000	283	915.3936973340884	2506.1274374586646
204	1000	2533.156573534012	206000	206000	284	1898.2996440274621	2506.1274374586646
205	1000	2549.193243741989	207000	207000	285	2407.684172124384	2506.1274374586646
206	1000	2566.078689813614	208000	208000	286	1666.1626980236279	2506.1274374586646
207	1000	2582.665945291519	209000	209000	287	990.4975947399653	2506.1274374586646
208	1000	2598.9378435611725	210000	210000	288	2380.9049921409123	2506.1274374586646
209	1000	2615.6210050582886	211000	211000	290	34.661278275035606	2506.1274374586646
210	1000	2633.1533336639404	212000	212000	292	150.1614306049865	2506.1274374586646
211	1000	2651.898389816284	213000	213000	293	2527.357860851071	2527.357860851071
212	1000	2671.2733874320984	214000	214000	294	2588.763630172649	2588.763630172649
213	1000	2692.050145149231	215000	215000	295	2685.145863578483	2685.145863578483
214	1000	2715.2802906036377	216000	216000	296	2467.0112704571593	2685.145863578483
215	1000	2738.9845192432404	217000	217000	297	2298.644587853769	2685.145863578483
216	1000	2762.7109594345093	218000	218000	298	300.5548327865238	2685.145863578483
217	1000	2788.490422964096	219000	219000	299	1483.49186538782	2685.145863578483
218	1000	2812.2423021793365	220000	220000	300	2551.8875263853693	2685.145863578483
219	1000	2838.924003839493	221000	221000	301	2665.089240846095	2685.145863578483
220	1000	2864.838922739029	222000	222000	303	1114.8047070496682	2685.145863578483
221	1000	2890.307557582855	223000	223000	304	1082.9364574312629	2685.145863578483
222	1000	2911.125473022461	224000	224000	305	2331.6717012413724	2685.145863578483
223	1000	2937.885867834091	225000	225000	306	1004.4585572398122	2685.145863578483
224	1000	2966.5031156539917	226000	226000	307	2646.007723096366	2685.145863578483
225	1000	2992.7684490680695	227000	227000	309	696.0060222798452	2685.145863578483
226	1000	3018.570818901062	228000	228000	310	1355.9152218773943	2685.145863578483
227	1000	3042.047627925873	229000	229000	311	672.2407922431396	2685.145863578483
228	1000	3062.4718837738037	230000	230000	312	2636.80539269097	2685.145863578483
229	1000	3081.5322711467743	231000	231000	313	2500.0352610914797	2685.145863578483
230	1000	3102.61616396904	232000	232000	314	2588.0177704654893	2685.145863578483
231	1000	3122.9078595638275	233000	233000	315	620.8985444414903	2685.145863578483
232	1000	3144.11931848526	234000	234000	317	1070.2613471494121	2824.3982365932297
233	1000	3165.9327635765076	235000	235000	318	753.2383954947169	2824.3982365932297
234	1000	3185.3797538280487	236000	236000	320	703.0229872954142	2824.3982365932297
235	1000	3205.9977152347565	237000	237000	322	411.42071958135716	2824.3982365932297
236	1000	3227.7751519680023	238000	238000	323	2800.1862277446817	2824.3982365932297
237	1000	3246.1245155334473	239000	239000	324	2624.749556966481	2824.3982365932297
238	1000	3265.437872171402	240000	240000	325	2636.55409667958	2824.3982365932297
239	1000	3278.873305082321	241000	241000	326	1008.6150179670484	2824.3982365932297
240	1000	3291.670869588852	242000	242000	327	2568.618533687507	2824.3982365932297
241	1000	3303.8764781951904	243000	243000	328	2787.0073474257233	2824.3982365932297
242	1000	3316.3293640613556	244000	244000	329	240.40024978763688	2824.3982365932297
243	1000	3329.076588869095	245000	245000	330	2624.636409839828	2824.3982365932297
244	1000	3341.4562447071075	246000	246000	331	2619.2378002755554	2824.3982365932297
245	1000	3353.6870381832123	247000	247000	332	2188.016339220429	2824.3982365932297
246	1000	3366.218108654022	248000	248000	334	1090.0183054297327	2824.3982365932297
247	1000	3378.2084996700287	249000	249000	336	1754.1257557740557	2824.3982365932297
248	1000	3390.879362344742	250000	250000	337	840.137043100067	2824.3982365932297
249	1000	3403.823972463608	251000	251000	340	199.32970264048888	2824.3982365932297
250	1000	3416.2410395145416	252000	252000	341	1418.220854117742	2824.3982365932297
251	1000	3429.039999485016	253000	253000	343	657.0273519080475	2824.3982365932297
252	1000	3441.8479998111725	254000	254000	344	1030.7762865101158	2824.3982365932297
253	1000	3453.68772649765	255000	255000	347	877.3937062568947	2824.3982365932297
254	1000	3465.4923646450043	256000	256000	348	2530.70285799643	2824.3982365932297
255	1000	3478.6567409038544	257000	257000	349	2814.824911939565	2824.3982365932297
256	1000	3491.846793651581	258000	258000	350	2568.218943304583	2824.3982365932297
257	1000	3503.700184583664	259000	259000	351	963.3924849246437	2824.3982365932297
258	1000	3515.6146187782288	260000	260000	352	2489.8011948927397	2824.3982365932297
259	1000	3527.837152004242	261000	261000	353	2733.2401715961696	2824.3982365932297
260	1000	3539.8074021339417	262000	262000	355	75.68290591845769	2824.3982365932297
261	1000	3552.2789261341095	263000	263000	356	1826.658558286682	2824.3982365932297
262	1000	3564.78453874588	264000	264000	358	1290.6719303163545	2824.3982365932297
263	1000	3576.8155019283295	265000	265000	359	3051.5546752658	3051.5546752658
264	1000	3588.6996450424194	266000	266000	360	2609.669236477218	3051.5546752658
265	1000	3600.2917907238007	267000	267000	361	2635.7784659324043	3051.5546752658
266	1000	3613.625955104828	268000	268000	362	594.6773508106002	3051.5546752658
267	1000	3626.339844226837	269000	269000	363	2684.5812941007653	3051.5546752658
268	1000	3638.6739213466644	270000	270000	364	2677.7320293398393	3051.5546752658
269	1000	3650.7839179039	271000	271000	365	706.717622473359	3051.5546752658
270	1000	3663.5093157291412	272000	272000	366	494.35672753994504	3051.5546752658
271	1000	3675.8337535858154	273000	273000	367	2571.059740006509	3051.5546752658
272	1000	3688.7809097766876	274000	274000	369	1637.671891456788	3051.5546752658
273	1000	3700.615458011627	275000	275000	370	1670.4443313728284	3051.5546752658
274	1000	3713.193191051483	276000	276000	371	2613.747208871674	3051.5546752658
275	1000	3725.3416242599487	277000	277000	372	2656.25546559844	3051.5546752658
276	1000	3737.2709844112396	278000	278000	373	2725.8903066070297	3051.5546752658
277	1000	3749.698528766632	279000	279000	374	1519.9620568441794	3051.5546752658
278	1000	3762.550448656082	280000	280000	375	2810.4715463054717	3051.5546752658
279	1000	3774.613475084305	281000	281000	376	1127.1269701656815	3051.5546752658
280	1000	3785.9850273132324	282000	282000	377	2922.283207852799	3051.5546752658
281	1000	3798.694813489914	283000	283000	378	991.5339934193868	3051.5546752658
282	1000	3812.1646041870117	284000	284000	379	1737.8156762551903	3051.5546752658
283	1000	3824.6614389419556	285000	285000	380	2679.5264318132017	3051.5546752658
284	1000	3837.0397539138794	286000	286000	381	2638.816036728341	3051.5546752658
285	1000	3849.707145690918	287000	287000	383	471.20510540904615	3051.5546752658
286	1000	3862.3707225322723	288000	288000	384	2869.226560819986	3051.5546752658
287	1000	3874.6906468868256	289000	289000	385	2476.6969770440824	3051.5546752658
288	1000	3886.937171459198	290000	290000	386	2773.629681160581	3051.5546752658
289	1000	3899.464769601822	291000	291000	387	2714.9553711070394	3051.5546752658
290	1000	3911.9535059928894	292000	292000	389	1814.2267461326494	3076.4839452048836
291	1000	3923.9930880069733	293000	293000	390	2748.409821764671	3076.4839452048836
292	1000	3936.19664978981	294000	294000	391	1025.7628714592045	3076.4839452048836
293	1000	3948.091724872589	295000	295000	392	2870.781632103654	3076.4839452048836
294	1000	3960.5989837646484	296000	296000	393	2766.1049424452845	3076.4839452048836
295	1000	3972.931662797928	297000	297000	394	2982.0255092209277	3076.4839452048836
296	1000	3985.1331689357758	298000	298000	395	2720.4849223854994	3076.4839452048836
297	1000	3997.1480860710144	299000	299000	397	1558.965597290426	3076.4839452048836
298	1000	4009.053691625595	300000	300000	398	369.7396313386852	3076.4839452048836
299	1000	4021.136732816696	301000	301000	399	1955.9994580640514	3076.4839452048836
300	1000	4033.6702210903168	302000	302000	400	2979.7016153285404	3076.4839452048836
301	1000	4045.735287427902	303000	303000	402	959.606592465023	3076.4839452048836
302	1000	4058.0848982334137	304000	304000	403	3020.3166501916544	3076.4839452048836
303	1000	4070.592891216278	305000	305000	405	604.6063095779011	3126.071766141644
304	1000	4083.2312111854553	306000	306000	406	2903.296910774542	3126.071766141644
305	1000	4095.2486872673035	307000	307000	407	3029.8639954983196	3126.071766141644
306	1000	4107.296874761581	308000	308000	408	2891.3970956544476	3126.071766141644
307	1000	4119.353330850601	309000	309000	409	383.8069787309201	3126.071766141644
308	1000	4131.520632982254	310000	310000	410	3037.1442809222385	3126.071766141644
309	1000	4144.136303663254	311000	311000	411	2681.2466117517124	3126.071766141644
310	1000	4156.936452388763	312000	312000	412	1583.1069368534177	3126.071766141644
311	1000	4168.752394914627	313000	313000	413	2839.8838450061685	3126.071766141644
312	1000	4181.576643228531	314000	314000	414	1440.7151295342592	3126.071766141644
313	1000	4193.530109167099	315000	315000	415	3050.514233241334	3126.071766141644
314	1000	4205.831737279892	316000	316000	416	2824.455371522768	3126.071766141644
315	1000	4217.837613582611	317000	317000	417	2873.8784375701157	3126.071766141644
316	1000	4230.324645519257	318000	318000	418	3077.6999238061912	3126.071766141644
317	1000	4242.9673483371735	319000	319000	419	3263.6536625265385	3263.6536625265385
318	1000	4255.6131772994995	320000	320000	420	3134.3280583629194	3263.6536625265385
319	1000	4267.452634811401	321000	321000	421	2150.940042402956	3263.6536625265385
320	1000	4280.148906707764	322000	322000	422	1136.4352148791195	3263.6536625265385
321	1000	4292.095170974731	323000	323000	423	3118.622179468445	3263.6536625265385
322	1000	4304.173708200455	324000	324000	424	3120.6108672782448	3263.6536625265385
323	1000	4316.177442312241	325000	325000	425	404.0359156730636	3263.6536625265385
324	1000	4328.0583782196045	326000	326000	427	317.9294630448537	3263.6536625265385
325	1000	4340.534384489059	327000	327000	428	3225.485788477575	3263.6536625265385
326	1000	4353.562661886215	328000	328000	429	3148.7827974456013	3263.6536625265385
327	1000	4366.168102264404	329000	329000	430	1845.7986198334288	3263.6536625265385
328	1000	4378.088794231415	330000	330000	432	310.93498820601394	3263.6536625265385
329	1000	4389.98880815506	331000	331000	433	3006.7107109598924	3263.6536625265385
330	1000	4402.574372768402	332000	332000	434	3095.680721401479	3263.6536625265385
331	1000	4414.442157268524	333000	333000	435	1727.1566605865692	3263.6536625265385
332	1000	4426.5700516700745	334000	334000	436	3042.377914074347	3263.6536625265385
333	1000	4439.027734041214	335000	335000	438	2154.8040218096467	3263.6536625265385
334	1000	4451.21892952919	336000	336000	439	2931.169124927005	3263.6536625265385
335	1000	4463.3468651771545	337000	337000	440	2547.205560826309	3263.6536625265385
336	1000	4474.875499010086	338000	338000	441	2987.61743485352	3263.6536625265385
337	1000	4487.199148654938	339000	339000	443	2339.5256080112376	3263.6536625265385
338	1000	4499.284446239471	340000	340000	444	3335.6256302983234	3335.6256302983234
339	1000	4512.095320224762	341000	341000	445	3068.500064604642	3335.6256302983234
340	1000	4524.489276885986	342000	342000	446	3210.2061791659826	3335.6256302983234
341	1000	4536.687118053436	343000	343000	447	888.7995824933688	3335.6256302983234
342	1000	4548.722624778748	344000	344000	448	3084.2373880932414	3335.6256302983234
343	1000	4560.921797275543	345000	345000	450	1377.1505902567042	3335.6256302983234
344	1000	4572.887955665588	346000	346000	451	2744.9358565087355	3335.6256302983234
345	1000	4585.446774721146	347000	347000	453	2579.182598140831	3335.6256302983234
346	1000	4598.011339902878	348000	348000	454	3294.544972768641	3335.6256302983234
347	1000	4610.2908346652985	349000	349000	455	3033.559444189723	3335.6256302983234
348	1000	4622.065771341324	350000	350000	456	284.2952031706781	3335.6256302983234
349	1000	4633.903309345245	351000	351000	457	3151.7306557006814	3335.6256302983234
350	1000	4646.815200328827	352000	352000	458	264.6448733777991	3335.6256302983234
351	1000	4659.06937122345	353000	353000	459	2970.354783666657	3335.6256302983234
352	1000	4671.250261545181	354000	354000	460	3470.2121718988033	3470.2121718988033
353	1000	4683.662409067154	355000	355000	461	2742.107526801558	3470.2121718988033
354	1000	4695.798124551773	356000	356000	463	561.1620900845476	3470.2121718988033
355	1000	4708.098708629608	357000	357000	464	3045.0776407464436	3470.2121718988033
356	1000	4720.516778707504	358000	358000	465	3245.1399689459718	3470.2121718988033
357	1000	4732.649341344833	359000	359000	466	3301.116137411126	3470.2121718988033
358	1000	4745.199075222015	360000	360000	469	798.6750079173493	3470.2121718988033
359	1000	4757.517758846283	361000	361000	470	2280.1284033360876	3470.2121718988033
360	1000	4769.630339384079	362000	362000	471	3038.6194854901496	3470.2121718988033
361	1000	4781.948553562164	363000	363000	472	3451.190098442211	3470.2121718988033
